VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,35.0,66.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,DISAPPR,OMITS,DORSO,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,18-64,STATE,COMPLETE,EAST,30-44,40-49,,40-49,,,,1.706
STATE ONLY,35.0,66.0,40.0,THIRD CALL,65-74,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.235
STATE ONLY,35.0,66.0,41.0,THIRD CALL,25-29,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,BUSH,TAXES,PEROT,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.555
STATE ONLY,35.0,66.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.469
STATE ONLY,35.0,69.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.877
STATE ONLY,35.0,69.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,ELSE,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.668
STATE ONLY,35.0,69.0,3.0,FIRST CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,35.0,69.0,4.0,FIRST CALL,30-39,HISP,FEMALE,BUSH,SAND,HOEVEN,OMITS,OMITS,DORSO,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,NORTH,30-44,30-39,,30-39,,,,0.526
STATE ONLY,35.0,69.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.78
STATE ONLY,35.0,69.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.8300000000000001
STATE ONLY,35.0,69.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.724
STATE ONLY,35.0,69.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.668
STATE ONLY,35.0,69.0,9.0,FIRST CALL,18-24,WHITE,MALE,NADER,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,DOLE,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.658
STATE ONLY,35.0,69.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,EDUCATION,DOLE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.794
STATE ONLY,35.0,69.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,TAXES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.718
STATE ONLY,35.0,69.0,12.0,FIRST CALL,50-59,BLACK,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.5730000000000001
STATE ONLY,35.0,69.0,13.0,FIRST CALL,75+,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,MEDICARE/RX,CLINTON,SAME,DIS/UNFAV,,HSGRAD,CATHOLIC,LESS15K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,,65+,CATHOLIC,,,0.877
STATE ONLY,35.0,69.0,14.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.781
STATE ONLY,35.0,69.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.668
STATE ONLY,35.0,69.0,16.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,PEROT,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,35.0,69.0,17.0,FIRST CALL,60-64,WHITE,FEMALE,,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,WOULDNOTVOTE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,NOHS,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.806
STATE ONLY,35.0,69.0,18.0,FIRST CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,35.0,69.0,19.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.668
STATE ONLY,35.0,69.0,20.0,SECOND CALL,25-29,WHITE,MALE,BUSH,SAND,HEITKAMP,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,35.0,69.0,21.0,SECOND CALL,75+,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,,,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,,65+,PROT/CHRIST,,,0.9510000000000001
STATE ONLY,35.0,69.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,OTHER,SAME,DIS/UNFAV,REPUBLCN,,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.761
STATE ONLY,35.0,69.0,23.0,SECOND CALL,60-64,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.766
STATE ONLY,35.0,69.0,24.0,SECOND CALL,65-74,WHITE,MALE,GORE,CONRAD,HOEVEN,OMITS,UNFAVORABLE,POMEROY,GORE,OMITS,DOLE,SAME,OMITS,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.9530000000000001
STATE ONLY,35.0,69.0,25.0,SECOND CALL,65-74,WHITE,MALE,BUSH,SAND,HOEVEN,APPROVE,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,30-50K,CONSERV,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,NONE,,,0.766
STATE ONLY,35.0,69.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,BUSH,SOCIALSECUR,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.72
STATE ONLY,35.0,69.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,MEDICARE/RX,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,NOHS,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.705
STATE ONLY,35.0,69.0,28.0,SECOND CALL,45-49,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.724
STATE ONLY,35.0,69.0,29.0,SECOND CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.6940000000000001
STATE ONLY,35.0,69.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.639
STATE ONLY,35.0,69.0,31.0,SECOND CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.6940000000000001
STATE ONLY,35.0,69.0,32.0,SECOND CALL,45-49,WHITE,MALE,BUSH,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.78
STATE ONLY,35.0,69.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.8300000000000001
STATE ONLY,35.0,69.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,NOVOTE,BETTER,DIS/UNFAV,ELSE,HSGRAD,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.6940000000000001
STATE ONLY,35.0,69.0,35.0,THIRD CALL,50-59,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.899
STATE ONLY,35.0,69.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,PEROT,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.724
STATE ONLY,35.0,69.0,37.0,THIRD CALL,18-24,WHITE,MALE,GORE,CONRAD,HEITKAMP,DISAPPR,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.861
STATE ONLY,35.0,69.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.724
STATE ONLY,35.0,69.0,39.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,ECON/JOBS,CLINTON,SAME,DIS/UNFAV,ELSE,COLGRAD,OTHERCHRIST,LESS15K,,18-64,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.639
STATE ONLY,35.0,69.0,40.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.602
STATE ONLY,35.0,69.0,41.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.6930000000000001
STATE ONLY,35.0,69.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.683
STATE ONLY,35.0,69.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8280000000000001
STATE ONLY,35.0,69.0,44.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.668
STATE ONLY,35.0,69.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.668
STATE ONLY,35.0,69.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.8300000000000001
STATE ONLY,35.0,69.0,47.0,THIRD CALL,65-74,WHITE,FEMALE,,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,WOULDNOTVOTE,OMITS,NOVOTE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,,,65+,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.806
STATE ONLY,35.0,69.0,48.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,EDUCATION,NOVOTE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.639
STATE ONLY,35.0,69.0,49.0,THIRD CALL,18-24,WHITE,MALE,BUSH,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,BUSH,TAXES,NOVOTE,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.748
STATE ONLY,35.0,69.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.63
STATE ONLY,35.0,69.0,51.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,PEROT,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.794
STATE ONLY,35.0,69.0,52.0,THIRD CALL,30-39,WHITE,MALE,OTHER,CONRAD,HOEVEN,APPROVE,UNFAVORABLE,POMEROY,WOULDNOTVOTE,ECON/JOBS,DOLE,SAME,APP/UNFAV,ELSE,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,NONE,,,0.8250000000000001
STATE ONLY,35.0,69.0,53.0,THIRD CALL,65-74,WHITE,MALE,BUSH,CONRAD,HOEVEN,DISAPPR,UNFAVORABLE,POMEROY,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.8270000000000001
STATE ONLY,35.0,69.0,54.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.8300000000000001
STATE ONLY,35.0,69.0,55.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.877
STATE ONLY,35.0,69.0,56.0,THIRD CALL,50-59,WHITE,MALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.899
STATE ONLY,35.0,69.0,57.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.668
STATE ONLY,35.0,70.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SAND,HEITKAMP,DISAPPR,UNFAVORABLE,DORSO,BUSH,SOCIALSECUR,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.679
STATE ONLY,35.0,70.0,2.0,FIRST CALL,60-64,WHITE,,GORE,CONRAD,HEITKAMP,APPROVE,FAVORABLE,POMEROY,GORE,TAXES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.892
STATE ONLY,35.0,70.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.678
STATE ONLY,35.0,70.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,MEDICARE/RX,PEROT,WORSE,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,50-64,CATHOLIC,,,0.8240000000000001
STATE ONLY,35.0,70.0,5.0,FIRST CALL,50-59,WHITE,,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.776
STATE ONLY,35.0,70.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SAND,HOEVEN,DISAPPR,UNFAVORABLE,DORSO,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.678
STATE ONLY,35.0,70.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CONRAD,HEITKAMP,APPROVE,UNFAVORABLE,POMEROY,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.776
