VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,MSCASE,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL GREY,48.0,95.0,36.0,THIRD CALL,40-44,WHITE,MALE,BUSH,CANTWELL,,,,,,SMCITY/RURAL,,,,,,,,,,,10-50K,,,,,,,,18-64,OMITS,,EXITPOLL,NATIONAL,NOTCOMPLETE,OLYMPICMNTNS,30-44,40-49,,40-49,,OMITS,OMITS,,,,0.365
NATIONAL GREY,48.0,95.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,,,,,,,,DEMOCRAT,10-50K,POSTGRAD,,,75-100K,,,LIBERAL,18-64,SOCIALSECURI,,EXITPOLL,NATIONAL,COMPLETE,OLYMPICMNTNS,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYBUSH,,,,0.329
NATIONAL GREY,48.0,95.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,10-50K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,,EXITPOLL,NATIONAL,COMPLETE,OLYMPICMNTNS,30-44,40-49,IND/OTHER,40-49,,ONLYGORE,BOTH,,,,0.329
NATIONAL PINK,48.0,95.0,39.0,THIRD CALL,45-49,WHITE,MALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,NONE,,,YES,DEMOCRAT,10-50K,,NONE,,50-75K,YES,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,OLYMPICMNTNS,45-59,40-49,DEMOCRAT,40-49,NONE,,,,,,0.376
NATIONAL PINK,48.0,95.0,40.0,THIRD CALL,45-49,WHITE,MALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,NONE,,,YES,DEMOCRAT,10-50K,,NONE,,OVER100K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,OLYMPICMNTNS,45-59,40-49,DEMOCRAT,40-49,NONE,,,,,,0.376
NATIONAL PINK,48.0,95.0,41.0,THIRD CALL,40-44,WHITE,MALE,NADER,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,NONE,,,YES,INDEPEND,10-50K,,NONE,,50-75K,YES,NO,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,OLYMPICMNTNS,30-44,40-49,IND/OTHER,40-49,NONE,,,,,,0.289
NATIONAL PINK,48.0,95.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,NONE,,,YES,INDEPEND,10-50K,,CATHOLIC,,50-75K,YES,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,OLYMPICMNTNS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,,,,0.329
NATIONAL WHITE,48.0,97.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,NO,CLINTON,,NONE,WORSE,APP/UNFAV,NO,DEMOCRAT,10-50K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,PERSONALQUAL,,,0.5720000000000001
NATIONAL WHITE,48.0,97.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,GORTON,,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,NO,CLINTON,,SOMEONEELSE,SAME,DIS/UNFAV,YES,DEMOCRAT,10-50K,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,YES,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.786
NATIONAL WHITE,48.0,97.0,3.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,CANTWELL,,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,,NONE,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.642
NATIONAL YELLOW,48.0,97.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,NO,CLINTON,,NONE,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,COMPLEXISSUE,0.5720000000000001
NATIONAL YELLOW,48.0,97.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GORTON,,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,NO,CLINTON,,ME,SAME,APP/UNFAV,YES,INDEPEND,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,TAXES,STRONGLEADER,0.743
NATIONAL YELLOW,48.0,97.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CANTWELL,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,CLINTON,,NONE,SAME,APP/FAV,YES,DEMOCRAT,10-50K,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,ISSUES,ECON/JOBS,EXPERIENCE,0.5720000000000001
NATIONAL GREY,48.0,97.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,CANTWELL,,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,10-50K,POSTGRAD,,,30-50K,,,LIBERAL,18-64,REDUCNATDEBT,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,,ONLYGORE,BOTH,,,,0.276
NATIONAL GREY,48.0,97.0,8.0,FIRST CALL,40-44,WHITE,MALE,OTHER,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,ELSE,10-50K,POSTGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,,BOTH,BOTH,,,,0.673
NATIONAL PINK,48.0,97.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,ME,,,YES,DEMOCRAT,10-50K,,PROTESTANT,,15-30K,NO,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,,,,0.704
NATIONAL PINK,48.0,97.0,10.0,FIRST CALL,60-64,WHITE,MALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,NONE,,,YES,DEMOCRAT,10-50K,,PROTESTANT,,50-75K,YES,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,,,,0.735
NATIONAL WHITE,48.0,97.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CANTWELL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,,ME,SAME,APP/UNFAV,YES,DEMOCRAT,10-50K,POSTGRAD,ELSE,NEVER,75-100K,YES,NO,LIBERAL,65+,,,EXITPOLL,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,OTHER,,,ISSUES,,,0.704
NATIONAL WHITE,48.0,97.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,OTHER,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,CARES,NO,NOVOTE,,NONE,WORSE,DIS/UNFAV,YES,INDEPEND,10-50K,COLGRAD,ELSE,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,OTHER,,,ISSUES,,,0.46900000000000003
NATIONAL WHITE,48.0,97.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,10-50K,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.712
NATIONAL YELLOW,48.0,97.0,14.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,NO,DOLE,,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,YES,YES,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,SOCIALSECUR,EXPERIENCE,0.743
NATIONAL YELLOW,48.0,97.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,10-50K,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,WORLDAFFAIRS,GOODJUDGMENT,0.712
NATIONAL YELLOW,48.0,97.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,,NONE,BETTER,DIS/UNFAV,YES,INDEPEND,10-50K,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,0.712
NATIONAL GREY,48.0,97.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,10-50K,COLGRAD,,,30-50K,,,LIBERAL,18-64,OMITS,,EXITPOLL,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,,BOTH,BOTH,,,,1.047
NATIONAL GREY,48.0,97.0,18.0,SECOND CALL,45-49,WHITE,MALE,BUSH,CANTWELL,,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,10-50K,COLGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,,ONLYBUSH,BOTH,,,,0.54
NATIONAL GREY,48.0,97.0,19.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,10-50K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,,EXITPOLL,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,,ONLYBUSH,NEITHER,,,,0.913
NATIONAL PINK,48.0,97.0,20.0,SECOND CALL,40-44,HISP,FEMALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,NONE,,,YES,DEMOCRAT,10-50K,,CATHOLIC,,30-50K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,,,,0.642
NATIONAL PINK,48.0,97.0,21.0,SECOND CALL,75+,WHITE,FEMALE,BUCHANAN,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,OMITS,NONE,,,NO,REPUBLCN,10-50K,,PROTESTANT,,15-30K,NO,NO,MODERATE,65+,,,EXITPOLL,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,,,,0.262
NATIONAL PINK,48.0,97.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CANTWELL,,,,,,SMCITY/RURAL,,,NO,,PROENVIR,ME,,,YES,INDEPEND,10-50K,,PROTESTANT,,30-50K,YES,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,0.5720000000000001
NATIONAL WHITE,48.0,97.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CANTWELL,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,DOLE,,NONE,WORSE,DIS/UNFAV,NO,REPUBLCN,10-50K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,PERSONALQUAL,,,0.521
NATIONAL WHITE,48.0,97.0,24.0,THIRD CALL,50-59,WHITE,MALE,GORE,CANTWELL,,APPROVE,OMITS,GORE,MORE,SMCITY/RURAL,OMITS,EXPERIENCE,NO,CLINTON,,SOMEONEELSE,BETTER,OMITS,YES,INDEPEND,10-50K,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,,YES,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,0.598
NATIONAL WHITE,48.0,97.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GORTON,,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,,NONE,WORSE,APP/FAV,YES,INDEPEND,10-50K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,ISSUES,,,0.743
NATIONAL WHITE,48.0,97.0,26.0,THIRD CALL,40-44,WHITE,MALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,CARES,YES,DOLE,,NONE,SAME,DIS/UNFAV,YES,INDEPEND,10-50K,NOHS,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,,,0.743
NATIONAL WHITE,48.0,97.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,NO,PEROT,,NONE,SAME,DIS/UNFAV,NO,INDEPEND,10-50K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,ISSUES,,,0.712
NATIONAL YELLOW,48.0,97.0,28.0,THIRD CALL,60-64,WHITE,MALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,TAXES,HONEST,0.913
NATIONAL YELLOW,48.0,97.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,CANTWELL,,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,,NONE,BETTER,APP/FAV,YES,INDEPEND,10-50K,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,ECON/JOBS,COMPLEXISSUE,0.598
NATIONAL YELLOW,48.0,97.0,30.0,THIRD CALL,50-59,WHITE,MALE,GORE,CANTWELL,,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,TAXES,COMPLEXISSUE,NO,CLINTON,,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,10-50K,POSTGRAD,NONE,NEVER,OVER100K,YES,NO,LIBERAL,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,ISSUES,TAXES,COMPLEXISSUE,0.598
NATIONAL YELLOW,48.0,97.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,DOLE,,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,YES,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,0.712
NATIONAL YELLOW,48.0,97.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUCHANAN,GORTON,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,NO,OTHER,,NONE,SAME,DIS/UNFAV,YES,INDEPEND,10-50K,HSGRAD,PROTESTANT,NEVER,30-50K,NO,YES,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,OMITS,HONEST,0.304
NATIONAL GREY,48.0,97.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,10-50K,COLGRAD,,,50-75K,,,,18-64,OMITS,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,,BOTH,ONLYGORE,,,,0.743
NATIONAL GREY,48.0,97.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,ELSE,10-50K,,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,,OMITS,BOTH,,,,0.712
NATIONAL GREY,48.0,97.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,,10-50K,SOMCOL/ASSOC,,,75-100K,,,,18-64,OMITS,,EXITPOLL,NATIONAL,COMPLETE,EAST,18-29,25-29,,25-29,,OMITS,BOTH,,,,1.047
NATIONAL GREY,48.0,97.0,36.0,THIRD CALL,25-29,WHITE,MALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,10-50K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,,EXITPOLL,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,,ONLYBUSH,ONLYGORE,,,,0.991
NATIONAL GREY,48.0,97.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CANTWELL,,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,10-50K,COLGRAD,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,,BOTH,BOTH,,,,0.521
NATIONAL PINK,48.0,97.0,38.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,NO,,PROGRWTH,NONE,,,YES,INDEPEND,10-50K,,PROTESTANT,,75-100K,YES,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,,,,0.743
NATIONAL PINK,48.0,97.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,NO,,PROGRWTH,NONE,,,YES,,10-50K,,OTHERCHRIST,,,YES,NO,,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,45-59,50-59,,50-64,PROT/CHRIST,,,,,,0.712
NATIONAL PINK,48.0,97.0,40.0,THIRD CALL,30-39,HISP,MALE,GORE,GORTON,,,,,,SMCITY/RURAL,,,YES,,PROENVIR,NONE,,,YES,DEMOCRAT,10-50K,,CATHOLIC,,15-30K,,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,,,0.92
NATIONAL PINK,48.0,97.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,NO,,PROGRWTH,NONE,,,NO,REPUBLCN,10-50K,,PROTESTANT,,50-75K,YES,YES,CONSERV,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,,,0.712
NATIONAL PINK,48.0,97.0,42.0,THIRD CALL,18-24,WHITE,MALE,BUSH,GORTON,,,,,,SMCITY/RURAL,,,NO,,PROGRWTH,NONE,,,YES,INDEPEND,10-50K,,OTHERCHRIST,,30-50K,NO,NO,MODERATE,18-64,,,EXITPOLL,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,,,,0.991
STATE ONLY,48.0,1.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,,TAXES,STRONGLEADER,NO,DOLE,PROGRWTH,NONE,WORSE,DIS/UNFAV,NO,REPUBLCN,,HSGRAD,PROTESTANT,NEVER,15-30K,NO,NO,MODERATE,65+,CUTFEDINCTAX,NOTATALL,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,3.7960000000000003
STATE ONLY,48.0,1.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,LESS,,WORLDAFFAIRS,STRONGLEADER,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,NO,INDEPEND,,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,65+,REDUCNATDEBT,SOMEWHAT,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,3.9130000000000003
STATE ONLY,48.0,1.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,GORTON,CARLSON,DISAPPR,UNFAVORABLE,BUSH,LESS,,MEDICARE/RX,HONEST,NO,DOLE,PROENVIR,ME,WORSE,DIS/UNFAV,YES,INDEPEND,,HSGRAD,PROTESTANT,NEVER,LESS15K,YES,NO,MODERATE,65+,SOCIALSECURI,GREATDEAL,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,3.7960000000000003
STATE ONLY,48.0,1.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,CANTWELL,CARLSON,APPROVE,FAVORABLE,GORE,MORE,,SOCIALSECUR,EXPERIENCE,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/FAV,YES,INDEPEND,,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,SOCIALSECURI,NOTATALL,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.36
STATE ONLY,48.0,1.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,LESS,,OMITS,EXPERIENCE,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,YES,DEMOCRAT,,HSGRAD,OTHERCHRIST,AFEWAYEAR,75-100K,YES,YES,LIBERAL,18-64,OMITS,NOTATALL,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,BOTH,ONLYBUSH,PERSONALQUAL,,,3.714
STATE ONLY,48.0,1.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,CANTWELL,LOCKE,APPROVE,UNFAVORABLE,GORE,LESS,,ECON/JOBS,GOODJUDGMENT,YES,PEROT,PROENVIR,NONE,BETTER,APP/UNFAV,YES,INDEPEND,,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,NOTMUCH,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.8320000000000001
STATE ONLY,48.0,1.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,CANTWELL,LOCKE,APPROVE,FAVORABLE,GORE,MORE,,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,PROENVIR,NONE,SAME,APP/FAV,YES,DEMOCRAT,,POSTGRAD,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALL,PHONESVY,OMITS,COMPLETE,KINGCOUNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NEITHER,NEITHER,ISSUES,,,1.729
