VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUNOWNER,GUN,WEIGHT
NATIONAL GREY,36.0,102.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,HSGRAD,,,75-100K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYBUSH,,,,NO,SUPPORT,1.043
NATIONAL GREY,36.0,102.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,DEMOCRAT,SUBURBS,COLGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,,BOTH,BOTH,,,,YES,OPPOSE,1.193
NATIONAL GREY,36.0,102.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,BUSHDID,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYBUSH,,,,NO,OPPOSE,1.043
NATIONAL GREY,36.0,102.0,38.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,NEITHERDID,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,IND/OTHER,40-49,,BOTH,BOTH,,,,YES,SUPPORT,1.043
NATIONAL GREY,36.0,102.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CELESTE,,,,,SUBURBS,,,,,,OMITS,,,,INDEPEND,SUBURBS,HSGRAD,,,,,,,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,IND/OTHER,30-39,,NEITHER,NEITHER,,,,NO,SUPPORT,1.037
NATIONAL PINK,36.0,102.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,OTHERCHRIST,,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,,,,,,1.107
NATIONAL PINK,36.0,102.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,YES,,NONE,,,,NO,REPUBLCN,SUBURBS,,OTHERCHRIST,,,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,,,,,1.107
NATIONAL PINK,36.0,102.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,PROTESTANT,,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,,1.199
NATIONAL PINK,36.0,102.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,OTHERCHRIST,,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,,1.043
NATIONAL PINK,36.0,102.0,44.0,THIRD CALL,50-59,WHITE,MALE,NADER,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,1.087
NATIONAL PINK,36.0,102.0,45.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,DEWINE,,,,,SUBURBS,,,NO,,ME,,,,YES,DEMOCRAT,SUBURBS,,NONE,,75-100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTHEAST,18-29,25-29,DEMOCRAT,25-29,NONE,,,,,,,,1.338
STATE ONLY,36.0,103.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,CARES,OMITS,CLINTON,NONE,OMITS,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,OMITS,OMITS,OMITS,,,NO,SUPPORT,1.105
STATE ONLY,36.0,103.0,2.0,FIRST CALL,60-64,WHITE,MALE,BUSH,CELESTE,OMITS,OMITS,OMITS,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,OMITS,ME,BOTHDID,SAME,OMITS,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,COMPLETE,NORTHEAST,60+,60+,,50-64,,OMITS,OMITS,OMITS,,,YES,OPPOSE,1.375
STATE ONLY,36.0,103.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,NO,SUPPORT,1.051
STATE ONLY,36.0,103.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,NONE,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,BOTH,ISSUES,,,NO,SUPPORT,1.051
STATE ONLY,36.0,103.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,SOMEONEELSE,GOREDID,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,NO,OPPOSE,1.129
STATE ONLY,36.0,103.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DEWINE,OMITS,OMITS,OMITS,LESS,SUBURBS,TAXES,GOODJUDGMENT,NO,OMITS,NONE,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTHEAST,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,YES,OPPOSE,1.129
STATE ONLY,36.0,103.0,7.0,FIRST CALL,25-29,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,YES,OPPOSE,1.2650000000000001
STATE ONLY,36.0,103.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,NO,PEROT,NONE,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,NEVER,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,BOTH,NEITHER,ISSUES,,,NO,SUPPORT,1.1380000000000001
STATE ONLY,36.0,103.0,9.0,FIRST CALL,30-39,WHITE,MALE,GORE,DEWINE,APPROVE,OMITS,GORE,LESS,SUBURBS,OMITS,GOODJUDGMENT,NO,CLINTON,MEANDSOMEONE,NEITHERDID,BETTER,OMITS,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,ELSE,NEVER,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,OTHER,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,NO,SUPPORT,1.224
STATE ONLY,36.0,103.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,YES,SUPPORT,1.129
STATE ONLY,36.0,103.0,11.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,OMITS,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,ME,BOTHDID,WORSE,OMITS,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,LESS15K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,NO,SUPPORT,1.051
STATE ONLY,36.0,103.0,12.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,OMITS,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,OMITS,SAME,APP/UNFAV,NO,ELSE,SUBURBS,NOHS,CATHOLIC,MORETHAN1AWK,,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,ONLYGORE,OMITS,PERSONALQUAL,,,NO,SUPPORT,1.105
STATE ONLY,36.0,103.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,TAXES,GOODJUDGMENT,NO,CLINTON,NONE,BUSHDID,BETTER,DIS/UNFAV,NO,ELSE,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,OVER100K,NO,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,YES,SUPPORT,1.051
STATE ONLY,36.0,103.0,14.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DEWINE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,NOVOTE,NONE,BUSHDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,BOTH,BOTH,ISSUES,,,YES,SUPPORT,1.27
STATE ONLY,36.0,103.0,15.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,CELESTE,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,WORSE,APP/UNFAV,NO,INDEPEND,SUBURBS,NOHS,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,BOTH,NEITHER,ISSUES,,,NO,SUPPORT,1.0210000000000001
STATE ONLY,36.0,103.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,,SUPPORT,1.106
STATE ONLY,36.0,103.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,NO,INDEPEND,SUBURBS,COLGRAD,ELSE,AFEWAMONTH,LESS15K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,45-59,40-49,IND/OTHER,40-49,OTHER,ONLYGORE,BOTH,ISSUES,,,YES,SUPPORT,0.989
STATE ONLY,36.0,103.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DEWINE,OMITS,OMITS,OMITS,LESS,SUBURBS,TAXES,GOODJUDGMENT,NO,DOLE,NONE,GOREDID,SAME,OMITS,YES,,SUBURBS,,,OMITS,,NO,NO,,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,18-29,18-24,,18-24,,ONLYGORE,BOTH,ISSUES,,,,SUPPORT,1.2650000000000001
STATE ONLY,36.0,103.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,YES,CLINTON,NONE,OMITS,WORSE,APP/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,,SUPPORT,1.105
STATE ONLY,36.0,103.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,MEDICARE/RX,EXPERIENCE,NO,DOLE,NONE,BOTHDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAMONTH,30-50K,NO,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,60+,60+,REPUBLICAN,65+,JEWISH,BOTH,NEITHER,ISSUES,,,NO,OPPOSE,1.468
STATE ONLY,36.0,103.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,NO,SUPPORT,1.051
STATE ONLY,36.0,103.0,22.0,SECOND CALL,25-29,OTHER,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,HONEST,NO,CLINTON,NONE,OMITS,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYBUSH,ONLYBUSH,ISSUES,,,NO,OPPOSE,1.106
STATE ONLY,36.0,103.0,23.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,YES,OPPOSE,1.129
STATE ONLY,36.0,103.0,24.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CELESTE,OMITS,OMITS,OMITS,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,OMITS,NONE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTHEAST,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,NO,SUPPORT,0.989
STATE ONLY,36.0,103.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,CARES,NO,DOLE,NONE,NEITHERDID,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,NO,OPPOSE,1.129
STATE ONLY,36.0,103.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,NO,NOVOTE,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,NONE,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,NO,SUPPORT,0.989
STATE ONLY,36.0,103.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,NOVOTE,NONE,NEITHERDID,SAME,APP/FAV,YES,REPUBLCN,SUBURBS,,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,NO,SUPPORT,1.129
STATE ONLY,36.0,103.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,30-44,30-39,IND/OTHER,30-39,OTHER,NEITHER,ONLYBUSH,ISSUES,,,NO,OPPOSE,0.989
STATE ONLY,36.0,103.0,29.0,THIRD CALL,,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,OMITS,OMITS,SUBURBS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,DIS/UNFAV,,,SUBURBS,,PROTESTANT,ONCEAWEEK,,,,,,OMITS,STATE,COMPLETE,NORTHEAST,,,,,PROT/CHRIST,OMITS,OMITS,OMITS,,,,OMITS,1.0210000000000001
STATE ONLY,36.0,103.0,30.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CELESTE,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,OMITS,OMITS,DOLE,SOMEONEELSE,OMITS,BETTER,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTHEAST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,BOTH,BOTH,ISSUES,,,YES,SUPPORT,1.106
STATE ONLY,36.0,103.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,OMITS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,NONE,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,ELSE,AFEWAMONTH,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,30-44,30-39,IND/OTHER,30-39,OTHER,BOTH,BOTH,ISSUES,,,NO,SUPPORT,1.0210000000000001
STATE ONLY,36.0,103.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,NO,SUPPORT,0.989
STATE ONLY,36.0,103.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,NO,DOLE,NONE,OMITS,OMITS,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,OMITS,PERSONALQUAL,,,YES,OPPOSE,1.051
STATE ONLY,36.0,103.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,NEITHER,PERSONALQUAL,,,YES,SUPPORT,1.129
STATE ONLY,36.0,103.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,NO,SUPPORT,1.051
STATE ONLY,36.0,103.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,NO,OPPOSE,1.051
STATE ONLY,36.0,103.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,YES,OPPOSE,1.129
STATE ONLY,36.0,103.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,GOODJUDGMENT,YES,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,NO,SUPPORT,0.989
STATE ONLY,36.0,103.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,YES,DOLE,NONE,GOREDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHEAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYBUSH,NEITHER,ISSUES,,,YES,SUPPORT,1.051
STATE ONLY,36.0,106.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,BOTHDID,WORSE,DIS/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CINCI/DAYTON,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,YES,OPPOSE,1.163
