VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPNV,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,MIGRATNV,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,PRESKNOW,NUCLEAR,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,29.0,59.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,YES,LESS,SMCITY/RURAL,SOCIALSECUR,CARES,CLINTON,NONE,MOSTILL,SAME,APP/FAV,YES,YES,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,RURAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,VERYIMP,BOTH,ISSUES,,,0.539
STATE ONLY,29.0,59.0,32.0,THIRD CALL,45-49,,FEMALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,YES,LESS,SMCITY/RURAL,TAXES,COMPLEXISSUE,CLINTON,NONE,MOSTILL,SAME,APP/FAV,YES,NO,DEMOCRAT,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,RURAL,45-59,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,NEITHER,VERYIMP,BOTH,ISSUES,,,0.539
STATE ONLY,29.0,59.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,NO,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,BOTH,ISSUES,,,0.5730000000000001
STATE ONLY,29.0,59.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,OMITS,UNFAVORABLE,BUSH,YES,OMITS,SMCITY/RURAL,OMITS,OMITS,DOLE,NONE,MOSTLGL,OMITS,OMITS,YES,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,OMITS,SOMEWHAT,BOTH,OMITS,,,0.736
STATE ONLY,29.0,59.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,ENSIGN,APPROVE,FAVORABLE,GORE,YES,MORE,SMCITY/RURAL,EDUCATION,STRONGLEADER,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,YES,INDEPEND,RURAL,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,BOTH,VERYIMP,BOTH,ISSUES,,,0.539
STATE ONLY,29.0,59.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,MEDICARE/RX,HONEST,PEROT,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,NO,INDEPEND,RURAL,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,ONLYGORE,PERSONALQUAL,,,0.736
STATE ONLY,29.0,59.0,37.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,EDUCATION,HONEST,DOLE,SOMEONEELSE,ALWYSLGL,WORSE,DIS/UNFAV,YES,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,RURAL,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,NEITHER,SOMEWHAT,ONLYGORE,ISSUES,,,1.093
STATE ONLY,29.0,59.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,EDUCATION,HONEST,DOLE,SOMEONEELSE,MOSTILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,RURAL,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,VERYIMP,ONLYGORE,PERSONALQUAL,,,0.736
STATE ONLY,29.0,59.0,39.0,THIRD CALL,45-49,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,DOLE,NONE,OMITS,BETTER,DIS/UNFAV,YES,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,RURAL,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,ONLYBUSH,NOTATALL,ONLYGORE,PERSONALQUAL,,,0.452
STATE ONLY,29.0,59.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BERNSTEIN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,MORE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NOVOTE,SOMEONEELSE,ALWYSILL,BETTER,DIS/UNFAV,NO,NO,INDEPEND,RURAL,NOHS,NONE,AFEWAYEAR,30-50K,NO,YES,,18-64,CUTFEDINCTAX,STATE,COMPLETE,RURAL,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,ONLYBUSH,VERYIMP,BOTH,ISSUES,,,0.902
STATE ONLY,29.0,59.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,CLINTON,NONE,ALWYSLGL,WORSE,APP/FAV,YES,NO,INDEPEND,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,BOTH,SOMEWHAT,NEITHER,ISSUES,,,0.5730000000000001
NATIONAL WHITE,29.0,66.0,1.0,FIRST CALL,25-29,WHITE,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,CITYOVER50K,HEALTHCARE,HONEST,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,NO,,DEMOCRAT,50-500K,SOMCOL/ASSOC,JEWISH,OMITS,,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,JEWISH,,,,ISSUES,,,0.342
NATIONAL WHITE,29.0,66.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,NONEOFABOVE,APPROVE,UNFAVORABLE,GORE,,LESS,CITYOVER50K,ECON/JOBS,OMITS,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,,INDEPEND,50-500K,SOMCOL/ASSOC,NONE,NEVER,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,,ISSUES,,,0.177
NATIONAL WHITE,29.0,66.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,BERNSTEIN,APPROVE,UNFAVORABLE,WOULDNOTVOTE,,MORE,CITYOVER50K,WORLDAFFAIRS,HONEST,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,NO,,DEMOCRAT,50-500K,POSTGRAD,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,,ISSUES,,,0.273
NATIONAL YELLOW,29.0,66.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,OMITS,CITYOVER50K,OMITS,OMITS,NOVOTE,NONE,ALWYSLGL,SAME,APP/FAV,NO,,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,15-30K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,,ISSUES,OMITS,OMITS,0.317
NATIONAL YELLOW,29.0,66.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,HEALTHCARE,CARES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,,ELSE,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,,ISSUES,HEALTHCARE,CARES,0.328
NATIONAL YELLOW,29.0,66.0,6.0,FIRST CALL,40-44,ASIAN,FEMALE,BUSH,ENSIGN,APPROVE,FAVORABLE,BUSH,,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,NOVOTE,NONE,MOSTLGL,SAME,APP/FAV,YES,,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,40-49,REPUBLICAN,40-49,NO,ASIAN,CATHOLIC,,,,ISSUES,SOCIALSECUR,STRONGLEADER,0.304
NATIONAL YELLOW,29.0,66.0,7.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,CITYOVER50K,WORLDAFFAIRS,CARES,NOVOTE,NONE,MOSTLGL,WORSE,APP/UNFAV,YES,,DEMOCRAT,50-500K,COLGRAD,NONE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,,ISSUES,WORLDAFFAIRS,CARES,0.317
NATIONAL GREY,29.0,66.0,8.0,FIRST CALL,60-64,HISP,,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,,,,,,,,50-500K,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,WASHOECNTY,60+,60+,,50-64,YES,HISP,,OMITS,,OMITS,,,,0.438
NATIONAL GREY,29.0,66.0,9.0,FIRST CALL,18-24,WHITE,MALE,NADER,NONEOFABOVE,,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,50-500K,COLGRAD,,,LESS15K,,,LIBERAL,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,,NEITHER,,BOTH,,,,0.162
NATIONAL GREY,29.0,66.0,10.0,FIRST CALL,30-39,OTHER,MALE,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,30-50K,,,LIBERAL,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,WASHOECNTY,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,,ONLYGORE,,BOTH,,,,0.32
NATIONAL GREY,29.0,66.0,11.0,FIRST CALL,75+,WHITE,FEMALE,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,,,,,,,,50-500K,,,,,,,,65+,OMITS,NATIONAL,NOTCOMPLETE,WASHOECNTY,60+,60+,,65+,NO,WHITE,,OMITS,,OMITS,,,,0.401
NATIONAL PINK,29.0,66.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,OTHER,,,,,,CITYOVER50K,,,,NONE,,,,YES,,REPUBLCN,50-500K,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,,,,,0.427
NATIONAL PINK,29.0,66.0,13.0,FIRST CALL,65-74,BLACK,MALE,NADER,OTHER,,,,,,CITYOVER50K,,,,NONE,,,,NO,,ELSE,50-500K,,ELSE,,LESS15K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,WASHOECNTY,60+,60+,IND/OTHER,65+,NO,BLACK,OTHER,,,,,,,0.542
NATIONAL PINK,29.0,66.0,14.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,OTHER,,,,,,CITYOVER50K,,,,NONE,,,,YES,,,50-500K,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,WASHOECNTY,45-59,50-59,,50-64,NO,BLACK,,,,,,,,0.431
NATIONAL PINK,29.0,66.0,15.0,FIRST CALL,25-29,WHITE,,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,NONE,,,,NO,,REPUBLCN,50-500K,,CATHOLIC,,LESS15K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,,,,,0.325
NATIONAL WHITE,29.0,66.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,WORLDAFFAIRS,OMITS,OTHER,SOMEONEELSE,ALWYSILL,SAME,DIS/UNFAV,NO,,REPUBLCN,50-500K,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,NO,NO,CONSERV,65+,,NATIONAL,COMPLETE,WASHOECNTY,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,,ISSUES,,,0.41000000000000003
NATIONAL WHITE,29.0,66.0,17.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,,ISSUES,,,0.328
NATIONAL WHITE,29.0,66.0,18.0,SECOND CALL,18-24,WHITE,MALE,NADER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,,MORE,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,NONE,ALWYSLGL,WORSE,DIS/UNFAV,NO,,ELSE,50-500K,SOMCOL/ASSOC,NONE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,,ISSUES,,,0.424
NATIONAL WHITE,29.0,66.0,19.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,EDUCATION,CARES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,,INDEPEND,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,30-39,IND/OTHER,30-39,NO,OTHER,PROT/CHRIST,,,,ISSUES,,,0.298
NATIONAL YELLOW,29.0,66.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,EDUCATION,GOODJUDGMENT,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,,PERSONALQUAL,EDUCATION,GOODJUDGMENT,0.325
NATIONAL YELLOW,29.0,66.0,21.0,SECOND CALL,50-59,HISP,MALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,ME,ALWYSILL,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,NOHS,NONE,NEVER,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,50-59,DEMOCRAT,50-64,YES,HISP,NONE,,,,PERSONALQUAL,MEDICARE/RX,CARES,0.323
NATIONAL YELLOW,29.0,66.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,,,,ISSUES,WORLDAFFAIRS,EXPERIENCE,0.317
NATIONAL GREY,29.0,66.0,23.0,SECOND CALL,30-39,HISP,FEMALE,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,NOHS,,,,,,,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,WASHOECNTY,30-44,30-39,DEMOCRAT,30-39,YES,HISP,,ONLYGORE,,ONLYGORE,,,,0.299
NATIONAL GREY,29.0,66.0,24.0,SECOND CALL,65-74,HISP,FEMALE,GORE,ENSIGN,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,50-500K,HSGRAD,,,15-30K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,WASHOECNTY,60+,60+,DEMOCRAT,65+,YES,HISP,,ONLYGORE,,ONLYBUSH,,,,0.381
NATIONAL GREY,29.0,66.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,50-500K,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,IND/OTHER,18-24,NO,WHITE,,ONLYBUSH,,BOTH,,,,0.325
NATIONAL GREY,29.0,66.0,26.0,SECOND CALL,18-24,BLACK,FEMALE,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,,,,,,,REPUBLCN,50-500K,HSGRAD,,,15-30K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,REPUBLICAN,18-24,NO,BLACK,,ONLYBUSH,,BOTH,,,,0.328
NATIONAL PINK,29.0,66.0,27.0,SECOND CALL,40-44,HISP,MALE,GORE,BERNSTEIN,,,,,,CITYOVER50K,,,,NONE,,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,,,,,0.323
NATIONAL PINK,29.0,66.0,28.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,NONE,,,,NO,,REPUBLCN,50-500K,,OTHERCHRIST,,LESS15K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,,,,,0.325
NATIONAL PINK,29.0,66.0,29.0,SECOND CALL,25-29,ASIAN,MALE,BUSH,ENSIGN,,,,,,CITYOVER50K,,,,NONE,,,,YES,,REPUBLCN,50-500K,,PROTESTANT,,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,REPUBLICAN,25-29,NO,ASIAN,PROT/CHRIST,,,,,,,0.35000000000000003
NATIONAL WHITE,29.0,66.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,GORE,,LESS,CITYOVER50K,MEDICARE/RX,HONEST,NOVOTE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,,INDEPEND,50-500K,NOHS,OTHERCHRIST,NEVER,15-30K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,,ISSUES,,,0.304
NATIONAL WHITE,29.0,66.0,31.0,THIRD CALL,50-59,WHITE,MALE,GORE,BERNSTEIN,APPROVE,UNFAVORABLE,GORE,,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,,ISSUES,,,0.32
NATIONAL WHITE,29.0,66.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,ENSIGN,DISAPPR,UNFAVORABLE,GORE,,MORE,CITYOVER50K,MEDICARE/RX,HONEST,NOVOTE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,,INDEPEND,50-500K,NOHS,OTHERCHRIST,NEVER,15-30K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,WASHOECNTY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,,ISSUES,,,0.28
NATIONAL WHITE,29.0,66.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,EDUCATION,OMITS,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,,REPUBLCN,50-500K,POSTGRAD,NONE,NEVER,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,NONE,,,,ISSUES,,,0.317
NATIONAL WHITE,29.0,66.0,34.0,THIRD CALL,25-29,WHITE,MALE,GORE,OTHER,DISAPPR,FAVORABLE,WOULDNOTVOTE,,MORE,CITYOVER50K,WORLDAFFAIRS,HONEST,CLINTON,NONE,ALWYSLGL,WORSE,DIS/FAV,YES,,ELSE,50-500K,SOMCOL/ASSOC,NONE,NEVER,LESS15K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,,,ISSUES,,,0.493
NATIONAL WHITE,29.0,66.0,35.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,TAXES,HONEST,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,NEVER,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,,ISSUES,,,0.328
NATIONAL YELLOW,29.0,66.0,36.0,THIRD CALL,60-64,BLACK,FEMALE,,BERNSTEIN,APPROVE,FAVORABLE,GORE,,MORE,CITYOVER50K,OMITS,OMITS,CLINTON,NONE,MOSTLGL,WORSE,APP/FAV,NO,,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,60+,60+,DEMOCRAT,50-64,NO,BLACK,CATHOLIC,,,,PERSONALQUAL,OMITS,OMITS,0.421
NATIONAL YELLOW,29.0,66.0,37.0,THIRD CALL,75+,WHITE,MALE,OTHER,BERNSTEIN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,,OMITS,CITYOVER50K,EDUCATION,OMITS,PEROT,NONE,MOSTILL,WORSE,DIS/UNFAV,NO,,INDEPEND,50-500K,SOMCOL/ASSOC,,NEVER,LESS15K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,WASHOECNTY,60+,60+,IND/OTHER,65+,NO,WHITE,,,,,PERSONALQUAL,EDUCATION,OMITS,0.763
NATIONAL YELLOW,29.0,66.0,38.0,THIRD CALL,30-39,BLACK,MALE,GORE,BERNSTEIN,OMITS,OMITS,OMITS,,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,OMITS,NONE,OMITS,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,WASHOECNTY,30-44,30-39,,30-39,NO,BLACK,,,,,OMITS,ECON/JOBS,STRONGLEADER,0.323
NATIONAL YELLOW,29.0,66.0,39.0,THIRD CALL,18-24,HISP,FEMALE,GORE,BERNSTEIN,APPROVE,FAVORABLE,GORE,,LESS,CITYOVER50K,TAXES,EXPERIENCE,NOVOTE,NONE,MOSTLGL,WORSE,APP/FAV,NO,,DEMOCRAT,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,WASHOECNTY,18-29,18-24,DEMOCRAT,18-24,YES,ASIAN,CATHOLIC,,,,PERSONALQUAL,TAXES,EXPERIENCE,0.32
NATIONAL YELLOW,29.0,66.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,OMITS,GOODJUDGMENT,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,,REPUBLCN,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,,ISSUES,OMITS,GOODJUDGMENT,0.304
NATIONAL YELLOW,29.0,66.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,ENSIGN,DISAPPR,UNFAVORABLE,BUSH,,LESS,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,DOLE,NONE,MOSTLGL,WORSE,DIS/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,30-50K,,NO,CONSERV,18-64,,NATIONAL,COMPLETE,WASHOECNTY,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,OTHER,,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,0.328
