VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,25.0,29.0,2.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.204
STATE ONLY,25.0,29.0,3.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,OMITS,OMITS,GORE,OMITS,CLINTON,OMITS,OMITS,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.399
STATE ONLY,25.0,29.0,4.0,FIRST CALL,18-24,WHITE,MALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,REPUBLICAN,18-24,,,,0.402
STATE ONLY,25.0,29.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.256
STATE ONLY,25.0,29.0,6.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,7.0,FIRST CALL,30-39,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.275
STATE ONLY,25.0,29.0,8.0,FIRST CALL,65-74,BLACK,,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,OTHER,,,0.31
STATE ONLY,25.0,29.0,9.0,FIRST CALL,40-44,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.275
STATE ONLY,25.0,29.0,10.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,LESS15K,,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.256
STATE ONLY,25.0,29.0,11.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,12.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,LESS15K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.399
STATE ONLY,25.0,29.0,13.0,FIRST CALL,75+,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.29
STATE ONLY,25.0,29.0,14.0,FIRST CALL,40-44,BLACK,,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.256
STATE ONLY,25.0,29.0,15.0,SECOND CALL,25-29,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.427
STATE ONLY,25.0,29.0,16.0,SECOND CALL,65-74,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.31
STATE ONLY,25.0,29.0,17.0,SECOND CALL,75+,BLACK,FEMALE,GORE,BROWN,APPROVE,OMITS,BUSH,YES,CLINTON,SAME,OMITS,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.29
STATE ONLY,25.0,29.0,18.0,SECOND CALL,40-44,BLACK,,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.275
STATE ONLY,25.0,29.0,19.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,,LIBERAL,18-64,STATE,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,20.0,SECOND CALL,30-39,BLACK,MALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.354
STATE ONLY,25.0,29.0,21.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BROWN,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.363
STATE ONLY,25.0,29.0,23.0,SECOND CALL,40-44,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,OMITS,PEROT,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.275
STATE ONLY,25.0,29.0,24.0,SECOND CALL,60-64,BLACK,MALE,GORE,BROWN,OMITS,OMITS,GORE,YES,CLINTON,SAME,OMITS,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.31
STATE ONLY,25.0,29.0,25.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,26.0,THIRD CALL,30-39,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.275
STATE ONLY,25.0,29.0,27.0,THIRD CALL,25-29,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.427
STATE ONLY,25.0,29.0,28.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,29.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,30.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,DISAPPR,UNFAVORABLE,GORE,YES,NOVOTE,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,31.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.256
STATE ONLY,25.0,29.0,33.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,NONE,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.513
STATE ONLY,25.0,29.0,34.0,THIRD CALL,45-49,BLACK,,GORE,BROWN,DISAPPR,OMITS,GORE,YES,OMITS,BETTER,OMITS,DEMOCRAT,NONE,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.256
STATE ONLY,25.0,29.0,35.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,ELSE,LESS15K,,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.256
STATE ONLY,25.0,29.0,36.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,NONE,LESS15K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.399
STATE ONLY,25.0,40.0,1.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.617
STATE ONLY,25.0,40.0,2.0,FIRST CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,WORSE,APP/FAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.544
STATE ONLY,25.0,40.0,3.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,4.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,5.0,FIRST CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,PROTESTANT,50-75K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,6.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.459
STATE ONLY,25.0,40.0,7.0,FIRST CALL,18-24,BLACK,,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.544
STATE ONLY,25.0,40.0,8.0,FIRST CALL,18-24,HISP,FEMALE,GORE,BROWN,DISAPPR,FAVORABLE,GORE,YES,CLINTON,BETTER,DIS/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,9.0,FIRST CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,10.0,FIRST CALL,25-29,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,11.0,FIRST CALL,18-24,BLACK,MALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.7020000000000001
STATE ONLY,25.0,40.0,12.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.508
STATE ONLY,25.0,40.0,13.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,OMITS,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,14.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BROWN,DISAPPR,FAVORABLE,GORE,OMITS,CLINTON,BETTER,DIS/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.328
STATE ONLY,25.0,40.0,15.0,FIRST CALL,30-39,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.35100000000000003
STATE ONLY,25.0,40.0,16.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,DOLE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,17.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.508
STATE ONLY,25.0,40.0,18.0,SECOND CALL,18-24,WHITE,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.494
STATE ONLY,25.0,40.0,19.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.508
STATE ONLY,25.0,40.0,20.0,SECOND CALL,18-24,WHITE,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.494
STATE ONLY,25.0,40.0,21.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,22.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,23.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.544
STATE ONLY,25.0,40.0,24.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.508
STATE ONLY,25.0,40.0,25.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,26.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.508
STATE ONLY,25.0,40.0,27.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,28.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,29.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,30.0,SECOND CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,ELSE,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.544
STATE ONLY,25.0,40.0,31.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,30-50K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.508
STATE ONLY,25.0,40.0,32.0,THIRD CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,33.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.508
STATE ONLY,25.0,40.0,34.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,35.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,OMITS,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.508
STATE ONLY,25.0,40.0,36.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,LOTT,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.655
STATE ONLY,25.0,40.0,37.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,CONSERV,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.508
STATE ONLY,25.0,40.0,38.0,THIRD CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,40.0,39.0,THIRD CALL,18-24,BLACK,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,25.0,44.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.525
STATE ONLY,25.0,44.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LOTT,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,ELSE,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.491
STATE ONLY,25.0,44.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,CLINTON,BETTER,APP/FAV,ELSE,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,JACKSON/DELT,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.629
STATE ONLY,25.0,44.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,BROWN,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,STATE,JACKSON/DELT,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.995
STATE ONLY,25.0,44.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LOTT,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,MODERATE,65+,STATE,JACKSON/DELT,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.594
STATE ONLY,25.0,44.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LOTT,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,JACKSON/DELT,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.608
