VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,FORCANNY,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,UNFAIRNY,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CARPETBG,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,33.0,134.0,15.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,FORCAND,DOLE,NONE,BETTER,DIS/UNFAV,YES,BOTHDID,INDEPEND,RURAL,SOMCOL/ASSOC,NONE,NEVER,15-30K,YES,YES,CONSERV,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,BOTH,BOTH,PERSONALQUAL,,,1.057
STATE ONLY,33.0,134.0,16.0,FIRST CALL,18-24,HISP,FEMALE,,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,AGNOPPS,CLINTON,NONE,SAME,APP/FAV,YES,CLINTONDID,DEMOCRAT,RURAL,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,18-29,18-24,DEMOCRAT,18-24,YES,WHITE,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.969
STATE ONLY,33.0,134.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,BOTHDID,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,NEVER,OVER100K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,1.303
STATE ONLY,33.0,134.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,LAZIO,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,AGNOPPS,CLINTON,NONE,SAME,APP/FAV,YES,BOTHDID,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.627
STATE ONLY,33.0,134.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,DOLE,NONE,SAME,APP/UNFAV,NO,BOTHDID,REPUBLCN,RURAL,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,BOTH,ISSUES,,,1.299
STATE ONLY,33.0,134.0,20.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,FORCAND,CLINTON,NONE,SAME,DIS/UNFAV,NO,BOTHDID,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,65+,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.299
STATE ONLY,33.0,134.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,NO,LAZIODID,INDEPEND,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.603
STATE ONLY,33.0,134.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,LAZIODID,DEMOCRAT,RURAL,POSTGRAD,ELSE,NEVER,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,ONLYGORE,BOTH,ISSUES,,,1.2770000000000001
STATE ONLY,33.0,134.0,23.0,SECOND CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,OMITS,INDEPEND,RURAL,POSTGRAD,ELSE,NEVER,50-75K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,SOMEWHATCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,OTHER,BOTH,BOTH,ISSUES,,,1.303
STATE ONLY,33.0,134.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,LAZIODID,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,1.2770000000000001
STATE ONLY,33.0,134.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LAZIO,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,AGNOPPS,DOLE,ME,BETTER,APP/FAV,YES,CLINTONDID,REPUBLCN,RURAL,HSGRAD,CATHOLIC,NEVER,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,1.057
STATE ONLY,33.0,134.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,EDUCATION,CARES,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,LAZIODID,DEMOCRAT,RURAL,COLGRAD,NONE,NEVER,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,ONLYGORE,NEITHER,ISSUES,,,1.2770000000000001
STATE ONLY,33.0,134.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,LAZIODID,DEMOCRAT,RURAL,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,1.2770000000000001
STATE ONLY,33.0,134.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,AGNOPPS,CLINTON,NONE,BETTER,APP/FAV,YES,LAZIODID,ELSE,RURAL,COLGRAD,NONE,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,RURALUPSTATE,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,1.614
STATE ONLY,33.0,134.0,29.0,THIRD CALL,50-59,HISP,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/UNFAV,YES,LAZIODID,DEMOCRAT,RURAL,SOMCOL/ASSOC,NONE,NEVER,30-50K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,YES,HISP,NONE,ONLYGORE,BOTH,ISSUES,,,0.883
STATE ONLY,33.0,134.0,30.0,THIRD CALL,60-64,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,OMITS,FORCAND,DOLE,NONE,SAME,DIS/UNFAV,YES,CLINTONDID,INDEPEND,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,OMITS,VERYCONC,STATE,COMPLETE,RURALUPSTATE,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,1.325
STATE ONLY,33.0,134.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,AGNOPPS,DOLE,NONE,SAME,DIS/UNFAV,YES,BOTHDID,REPUBLCN,RURAL,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,BOTH,ONLYGORE,PERSONALQUAL,,,1.057
STATE ONLY,33.0,134.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,APPROVE,OMITS,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,OMITS,DOLE,NONE,SAME,OMITS,YES,CLINTONDID,REPUBLCN,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,15-30K,,NO,CONSERV,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,1.037
STATE ONLY,33.0,134.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,FORCAND,CLINTON,ME,BETTER,APP/FAV,YES,NEITHERDID,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,1.2770000000000001
STATE ONLY,33.0,134.0,34.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LAZIO,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,OMITS,CLINTON,ME,SAME,APP/FAV,YES,BOTHDID,DEMOCRAT,RURAL,COLGRAD,NONE,NEVER,15-30K,NO,YES,,18-64,OMITS,VERYCONC,STATE,COMPLETE,RURALUPSTATE,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,1.6380000000000001
STATE ONLY,33.0,134.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,FORCAND,CLINTON,NONE,BETTER,APP/FAV,YES,BOTHDID,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.2770000000000001
STATE ONLY,33.0,134.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,CLINTON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,FORCAND,CLINTON,SOMEONEELSE,BETTER,APP/UNFAV,NO,CLINTONDID,ELSE,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.868
STATE ONLY,33.0,134.0,37.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,AGNOPPS,DOLE,NONE,BETTER,DIS/UNFAV,YES,CLINTONDID,REPUBLCN,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.057
STATE ONLY,33.0,134.0,38.0,THIRD CALL,25-29,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,FORCAND,DOLE,SOMEONEELSE,SAME,APP/UNFAV,YES,BOTHDID,INDEPEND,RURAL,POSTGRAD,NONE,NEVER,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,RURALUPSTATE,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,BOTH,ONLYGORE,PERSONALQUAL,,,1.334
STATE ONLY,33.0,134.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,LAZIO,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,AGNOPPS,OMITS,NONE,BETTER,APP/UNFAV,YES,BOTHDID,DEMOCRAT,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,RURALUPSTATE,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,NEITHER,BOTH,ISSUES,,,0.881
STATE ONLY,33.0,134.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LAZIO,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,OMITS,FORCAND,CLINTON,NONE,SAME,APP/UNFAV,YES,BOTHDID,REPUBLCN,RURAL,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,OMITS,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,BOTH,BOTH,PERSONALQUAL,,,1.297
STATE ONLY,33.0,134.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,GOODJUDGMENT,AGNOPPS,CLINTON,NONE,BETTER,DIS/UNFAV,YES,BOTHDID,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,VERYCONC,STATE,COMPLETE,RURALUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,1.037
NATIONAL WHITE,33.0,137.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,,DOLE,NONE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,,,1.076
NATIONAL WHITE,33.0,137.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,,DOLE,ME,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.076
NATIONAL WHITE,33.0,137.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,OMITS,,PEROT,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,OMITS,,,1.097
NATIONAL WHITE,33.0,137.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,,OMITS,NONE,WORSE,DIS/UNFAV,,,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.349
NATIONAL YELLOW,33.0,137.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,,DOLE,NONE,WORSE,DIS/UNFAV,NO,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,SOCIALSECUR,HONEST,1.097
NATIONAL YELLOW,33.0,137.0,6.0,FIRST CALL,30-39,WHITE,MALE,NADER,LAZIO,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,EDUCATION,CARES,,DOLE,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,CARES,0.933
NATIONAL YELLOW,33.0,137.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LAZIO,APPROVE,OMITS,WOULDNOTVOTE,LESS,SUBURBS,ECON/JOBS,OMITS,,PEROT,MEANDSOMEONE,WORSE,OMITS,NO,,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,ISSUES,ECON/JOBS,OMITS,1.076
NATIONAL GREY,33.0,137.0,8.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,POSTGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,50-64,NO,WHITE,,BOTH,BOTH,,,,1.375
NATIONAL GREY,33.0,137.0,9.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,POSTGRAD,,,LESS15K,,,MODERATE,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,RURALUPSTATE,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,,NEITHER,ONLYGORE,,,,1.358
NATIONAL GREY,33.0,137.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,CLINTON,,,,,SUBURBS,,,,,,,,,,,SUBURBS,HSGRAD,,,,,,,65+,OMITS,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,,65+,,WHITE,,BOTH,BOTH,,,,1.355
NATIONAL GREY,33.0,137.0,11.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,NOHS,,,LESS15K,,,,65+,SOCIALSECURI,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,,ONLYGORE,ONLYBUSH,,,,1.663
NATIONAL PINK,33.0,137.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,,,,,,SUBURBS,,,,,NONE,,,YES,,INDEPEND,SUBURBS,,PROTESTANT,,30-50K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,,,,1.073
NATIONAL PINK,33.0,137.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,LAZIO,,,,,SUBURBS,,,,,ME,,,YES,,INDEPEND,SUBURBS,,CATHOLIC,,30-50K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,,,,0.915
NATIONAL PINK,33.0,137.0,14.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,CATHOLIC,,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,,,,1.097
NATIONAL PINK,33.0,137.0,15.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,CATHOLIC,,30-50K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,,,,1.097
NATIONAL WHITE,33.0,137.0,16.0,SECOND CALL,50-59,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,STRONGLEADER,,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,NEVER,,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,,,1.352
NATIONAL WHITE,33.0,137.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,CARES,,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,OMITS,,,1.349
NATIONAL YELLOW,33.0,137.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,OTHER,APPROVE,UNFAVORABLE,OMITS,MORE,SUBURBS,OMITS,HONEST,,PEROT,NONE,SAME,APP/UNFAV,NO,,ELSE,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,IND/OTHER,65+,NO,WHITE,OTHER,,,PERSONALQUAL,OMITS,HONEST,1.929
NATIONAL YELLOW,33.0,137.0,19.0,SECOND CALL,60-64,WHITE,MALE,GORE,CLINTON,OMITS,OMITS,OMITS,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,,OMITS,NONE,OMITS,,NO,,,SUBURBS,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,RURALUPSTATE,60+,60+,,50-64,NO,WHITE,,,,OMITS,SOCIALSECUR,STRONGLEADER,1.694
NATIONAL GREY,33.0,137.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,CLINTON,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,NOHS,,,,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,,ONLYBUSH,BOTH,,,,1.355
NATIONAL GREY,33.0,137.0,21.0,SECOND CALL,65-74,WHITE,MALE,BUSH,LAZIO,,,,,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,NOHS,,,LESS15K,,,CONSERV,65+,SOCIALSECURI,,NATIONAL,COMPLETE,RURALUPSTATE,60+,60+,REPUBLICAN,65+,NO,WHITE,,ONLYBUSH,ONLYGORE,,,,1.375
NATIONAL PINK,33.0,137.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LAZIO,,,,,SUBURBS,,,,,NONE,,,YES,,,SUBURBS,,,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,18-29,18-24,,18-24,NO,WHITE,,,,,,,1.358
NATIONAL PINK,33.0,137.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CLINTON,,,,,SUBURBS,,,,,SOMEONEELSE,,,YES,,DEMOCRAT,SUBURBS,,PROTESTANT,,,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,RURALUPSTATE,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,,,,1.327
