VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,GOV98MN,PARTYID,ISQUASEN,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,UNFAIRMN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,24.0,78.0,10.0,FIRST CALL,18-24,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,NO,NOVOTE,REPUBLCN,ISSUES,SUBURBS,COLGRAD,NONE,NEVER,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,REPUBLICAN,18-24,NONE,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.702
STATE ONLY,24.0,78.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,TAXES,COMPLEXISSUE,NOVOTE,ME,BETTER,DIS/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,OMITS,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,1.335
STATE ONLY,24.0,78.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,DAYTON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,HEALTHCARE,HONEST,PEROT,NONE,SAME,APP/UNFAV,NO,VENTURA,INDEPEND,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,RIGHTDIR,NEITHER,ONLYGORE,PERSONALQUAL,,,1.8
STATE ONLY,24.0,78.0,13.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GIBSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,YES,VENTURA,REPUBLCN,PERSONALQUAL,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,WRONGTRACK,BOTH,ONLYGORE,OMITS,,,1.121
STATE ONLY,24.0,78.0,14.0,SECOND CALL,65-74,WHITE,MALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,WORSE,APP/UNFAV,NO,VENTURA,INDEPEND,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,CONSERV,65+,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,IND/OTHER,65+,PROT/CHRIST,RIGHTDIR,NEITHER,BOTH,ISSUES,,,2.883
STATE ONLY,24.0,78.0,15.0,SECOND CALL,50-59,ASIAN,MALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,STRONGLEADER,CLINTON,NONE,BETTER,APP/UNFAV,YES,HUMPHREY,INDEPEND,ISSUES,SUBURBS,POSTGRAD,ELSE,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,OMITS,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,IND/OTHER,50-64,OTHER,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,1.734
STATE ONLY,24.0,78.0,16.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,GIBSON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,ME,BETTER,APP/UNFAV,NO,COLEMAN,REPUBLCN,PERSONALQUAL,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,1.828
STATE ONLY,24.0,78.0,17.0,THIRD CALL,40-44,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,POSTGRAD,ELSE,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,DEMOCRAT,40-49,OTHER,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.734
STATE ONLY,24.0,78.0,18.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,HONEST,PEROT,NONE,WORSE,APP/UNFAV,YES,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,POSTGRAD,PROTESTANT,AFEWAMONTH,75-100K,NO,NO,LIBERAL,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,1.6560000000000001
STATE ONLY,24.0,78.0,19.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DAYTON,APPROVE,OMITS,GORE,OMITS,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,SAME,OMITS,NO,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,LIBERAL,18-64,OMITS,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,RIGHTDIR,ONLYGORE,OMITS,ISSUES,,,1.5
STATE ONLY,24.0,78.0,20.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,NONE,SAME,APP/FAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OMITS,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.5
STATE ONLY,24.0,78.0,21.0,THIRD CALL,25-29,BLACK,MALE,BUCHANAN,GRAMS,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,MEANDSOMEONE,OMITS,APP/FAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,2.146
STATE ONLY,24.0,78.0,22.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,GIBSON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NOVOTE,ME,BETTER,APP/FAV,YES,NOVOTE,ELSE,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,RIGHTDIR,BOTH,ONLYBUSH,ISSUES,,,1.1
STATE ONLY,24.0,78.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,YES,HUMPHREY,INDEPEND,ISSUES,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,RIGHTDIR,NEITHER,ONLYBUSH,ISSUES,,,1.5
STATE ONLY,24.0,81.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GRAMS,DISAPPR,OMITS,BUSH,LESS,SUBURBS,ECON/JOBS,OMITS,PEROT,NONE,SAME,OMITS,YES,COLEMAN,INDEPEND,ISSUES,SUBURBS,COLGRAD,,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,IND/OTHER,40-49,,WRONGTRACK,BOTH,ONLYGORE,ISSUES,,,0.444
STATE ONLY,24.0,81.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.386
STATE ONLY,24.0,81.0,3.0,FIRST CALL,45-49,WHITE,,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,GOODJUDGMENT,DOLE,NONE,SAME,DIS/UNFAV,NO,HUMPHREY,REPUBLCN,ISSUES,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.444
STATE ONLY,24.0,81.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.737
STATE ONLY,24.0,81.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,RIGHTDIR,BOTH,ONLYGORE,ISSUES,,,0.444
STATE ONLY,24.0,81.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,DOLE,NONE,SAME,DIS/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,CONSERV,65+,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,65+,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.737
STATE ONLY,24.0,81.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,NO,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.431
STATE ONLY,24.0,81.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,CARES,PEROT,SOMEONEELSE,SAME,DIS/UNFAV,NO,VENTURA,REPUBLCN,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,WRONGTRACK,ONLYGORE,ONLYGORE,ISSUES,,,0.424
STATE ONLY,24.0,81.0,9.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DAYTON,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,SAME,APP/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.731
STATE ONLY,24.0,81.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,SAME,DIS/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,REPUBLICAN,65+,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYBUSH,ISSUES,,,0.737
STATE ONLY,24.0,81.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,PEROT,SOMEONEELSE,SAME,DIS/UNFAV,YES,NOVOTE,ELSE,ISSUES,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,NEITHERDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.386
STATE ONLY,24.0,81.0,12.0,SECOND CALL,50-59,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,NONE,BETTER,APP/FAV,YES,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,0.498
STATE ONLY,24.0,81.0,13.0,SECOND CALL,50-59,WHITE,MALE,OTHER,GRAMS,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,GOODJUDGMENT,PEROT,SOMEONEELSE,BETTER,APP/UNFAV,NO,VENTURA,INDEPEND,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,OMITS,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,OMITS,,,0.481
STATE ONLY,24.0,81.0,14.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,VENTURA,DEMOCRAT,ISSUES,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.431
STATE ONLY,24.0,81.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,EXPERIENCE,NOVOTE,SOMEONEELSE,OMITS,APP/UNFAV,YES,NOVOTE,DEMOCRAT,ISSUES,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.47700000000000004
STATE ONLY,24.0,81.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.431
STATE ONLY,24.0,81.0,17.0,SECOND CALL,,WHITE,FEMALE,GORE,,APPROVE,OMITS,GORE,MORE,SUBURBS,EDUCATION,OMITS,NOVOTE,NONE,BETTER,OMITS,NO,ELSE,DEMOCRAT,ISSUES,SUBURBS,NOHS,CATHOLIC,AFEWAMONTH,15-30K,YES,YES,CONSERV,,REDUCNATDEBT,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,,,DEMOCRAT,,CATHOLIC,RIGHTDIR,BOTH,ONLYGORE,ISSUES,,,0.427
STATE ONLY,24.0,81.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,CLINTON,NONE,BETTER,APP/FAV,NO,VENTURA,DEMOCRAT,PERSONALQUAL,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.431
STATE ONLY,24.0,81.0,19.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,MEDICARE/RX,HONEST,NOVOTE,SOMEONEELSE,WORSE,DIS/UNFAV,NO,COLEMAN,REPUBLCN,PERSONALQUAL,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,WRONGTRACK,BOTH,BOTH,PERSONALQUAL,,,0.489
STATE ONLY,24.0,81.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,SAME,DIS/UNFAV,NO,COLEMAN,REPUBLCN,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,OMITS,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,WRONGTRACK,ONLYBUSH,OMITS,ISSUES,,,0.386
STATE ONLY,24.0,81.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,DAYTON,OMITS,OMITS,OMITS,MORE,SUBURBS,MEDICARE/RX,CARES,OMITS,NONE,OMITS,,,NOVOTE,,ISSUES,SUBURBS,,,OMITS,,,,,18-64,OMITS,DAYTONDID,STATE,NOTCOMPLETE,MINNEAPOLIS,30-44,40-49,,40-49,,WRONGTRACK,OMITS,OMITS,OMITS,,,0.431
STATE ONLY,24.0,81.0,22.0,SECOND CALL,30-39,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,MEANDSOMEONE,WORSE,APP/FAV,NO,NOVOTE,DEMOCRAT,PERSONALQUAL,SUBURBS,COLGRAD,PROTESTANT,NEVER,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,BOTH,ONLYBUSH,PERSONALQUAL,,,0.498
STATE ONLY,24.0,81.0,23.0,SECOND CALL,50-59,WHITE,MALE,GORE,DAYTON,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,ME,WORSE,APP/UNFAV,YES,VENTURA,INDEPEND,ISSUES,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.498
STATE ONLY,24.0,81.0,24.0,THIRD CALL,30-39,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,CARES,NOVOTE,NONE,BETTER,APP/FAV,YES,VENTURA,DEMOCRAT,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.498
STATE ONLY,24.0,81.0,25.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GIBSON,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,OTHER,ME,SAME,DIS/UNFAV,YES,VENTURA,INDEPEND,PERSONALQUAL,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,WRONGTRACK,BOTH,BOTH,PERSONALQUAL,,,0.322
STATE ONLY,24.0,81.0,26.0,THIRD CALL,75+,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,CLINTON,ME,BETTER,APP/FAV,NO,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,GRAMSDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,DEMOCRAT,65+,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.8310000000000001
STATE ONLY,24.0,81.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GRAMS,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,CLINTON,NONE,SAME,APP/FAV,YES,NOVOTE,DEMOCRAT,ISSUES,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,DAYTONDID,STATE,COMPLETE,MINNEAPOLIS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,WRONGTRACK,BOTH,ONLYGORE,ISSUES,,,0.386
STATE ONLY,24.0,81.0,28.0,THIRD CALL,18-24,WHITE,MALE,GORE,DAYTON,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,SAME,APP/FAV,YES,COLEMAN,DEMOCRAT,ISSUES,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,OMITS,,,0.552
STATE ONLY,24.0,81.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,GRAMS,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,YES,HUMPHREY,DEMOCRAT,ISSUES,SUBURBS,HSGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.437
STATE ONLY,24.0,81.0,30.0,THIRD CALL,75+,WHITE,FEMALE,,GIBSON,OMITS,OMITS,BUSH,OMITS,SUBURBS,OMITS,GOODJUDGMENT,PEROT,NONE,OMITS,OMITS,,OMITS,INDEPEND,ISSUES,SUBURBS,,PROTESTANT,MORETHAN1AWK,,,NO,MODERATE,65+,OMITS,BOTHDID,STATE,COMPLETE,MINNEAPOLIS,60+,60+,IND/OTHER,65+,PROT/CHRIST,WRONGTRACK,OMITS,ONLYGORE,OMITS,,,0.502
