VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,12.0,7.0,14.0,FIRST CALL,60-64,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,OTHER,,,1.604
STATE ONLY,12.0,7.0,15.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.0010000000000001
STATE ONLY,12.0,7.0,16.0,SECOND CALL,25-29,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,NOVOTE,WORSE,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.977
STATE ONLY,12.0,7.0,17.0,SECOND CALL,65-74,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,ELSE,50-75K,MODERATE,65+,STATE,HONOLULU,60+,60+,REPUBLICAN,65+,OTHER,,,1.361
STATE ONLY,12.0,7.0,18.0,SECOND CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,DOLE,BETTER,APP/FAV,INDEPEND,NONE,75-100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,1.1480000000000001
STATE ONLY,12.0,7.0,19.0,SECOND CALL,75+,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,NONE,,,1.561
STATE ONLY,12.0,7.0,20.0,SECOND CALL,50-59,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.926
STATE ONLY,12.0,7.0,21.0,SECOND CALL,50-59,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.1480000000000001
STATE ONLY,12.0,7.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,OTHER,SAME,APP/FAV,INDEPEND,ELSE,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.116
STATE ONLY,12.0,7.0,23.0,SECOND CALL,30-39,,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.116
STATE ONLY,12.0,7.0,24.0,SECOND CALL,50-59,ASIAN,FEMALE,GORE,AKAKA,OMITS,UNFAVORABLE,GORE,OMITS,SAME,OMITS,DEMOCRAT,ELSE,15-30K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.116
STATE ONLY,12.0,7.0,25.0,SECOND CALL,50-59,ASIAN,MALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.873
STATE ONLY,12.0,7.0,26.0,SECOND CALL,50-59,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,75-100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.1480000000000001
STATE ONLY,12.0,7.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9
STATE ONLY,12.0,7.0,28.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NONE,15-30K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.116
STATE ONLY,12.0,7.0,29.0,SECOND CALL,40-44,ASIAN,MALE,NADER,AKAKA,OMITS,FAVORABLE,GORE,PEROT,SAME,OMITS,ELSE,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.873
STATE ONLY,12.0,7.0,30.0,SECOND CALL,75+,ASIAN,FEMALE,GORE,AKAKA,OMITS,OMITS,OMITS,OTHER,SAME,OMITS,,ELSE,,,65+,STATE,HONOLULU,60+,60+,,65+,OTHER,,,1.561
STATE ONLY,12.0,7.0,31.0,SECOND CALL,65-74,WHITE,MALE,NADER,AKAKA,APPROVE,FAVORABLE,WOULDNOTVOTE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.223
STATE ONLY,12.0,7.0,32.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,ELSE,75-100K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.116
STATE ONLY,12.0,7.0,33.0,SECOND CALL,25-29,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.209
STATE ONLY,12.0,7.0,34.0,SECOND CALL,40-44,OTHER,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.0010000000000001
STATE ONLY,12.0,7.0,35.0,SECOND CALL,45-49,ASIAN,FEMALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9
STATE ONLY,12.0,7.0,36.0,SECOND CALL,18-24,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,ELSE,CATHOLIC,OVER100K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.977
STATE ONLY,12.0,7.0,37.0,SECOND CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,65+,STATE,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.561
STATE ONLY,12.0,7.0,38.0,SECOND CALL,40-44,OTHER,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.1480000000000001
STATE ONLY,12.0,7.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.0010000000000001
STATE ONLY,12.0,7.0,40.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,OMITS,UNFAVORABLE,GORE,NOVOTE,SAME,OMITS,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.116
STATE ONLY,12.0,7.0,41.0,THIRD CALL,30-39,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,ELSE,NONE,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,0.975
STATE ONLY,12.0,7.0,42.0,THIRD CALL,50-59,WHITE,,GORE,,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.157
STATE ONLY,12.0,7.0,43.0,THIRD CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.1480000000000001
STATE ONLY,12.0,7.0,44.0,THIRD CALL,25-29,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.244
STATE ONLY,12.0,7.0,45.0,THIRD CALL,25-29,OTHER,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NONE,75-100K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.244
STATE ONLY,12.0,7.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.975
STATE ONLY,12.0,7.0,47.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,PEROT,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,15-30K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.926
STATE ONLY,12.0,7.0,48.0,THIRD CALL,40-44,ASIAN,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.0010000000000001
STATE ONLY,12.0,7.0,49.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.926
STATE ONLY,12.0,7.0,50.0,THIRD CALL,18-24,ASIAN,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,15-30K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.977
STATE ONLY,12.0,7.0,51.0,THIRD CALL,30-39,WHITE,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.926
STATE ONLY,12.0,7.0,52.0,THIRD CALL,30-39,BLACK,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.796
STATE ONLY,12.0,7.0,53.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARROLL,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.0010000000000001
STATE ONLY,12.0,7.0,54.0,THIRD CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,NONE,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.116
STATE ONLY,12.0,7.0,55.0,THIRD CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.1480000000000001
NATIONAL WHITE,12.0,8.0,1.0,FIRST CALL,18-24,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,ELSE,NONE,50-75K,LIBERAL,18-64,NATIONAL,HONOLULU,18-29,18-24,IND/OTHER,18-24,NONE,,,1.314
NATIONAL WHITE,12.0,8.0,2.0,FIRST CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,HONOLULU,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.213
NATIONAL WHITE,12.0,8.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.213
NATIONAL YELLOW,12.0,8.0,4.0,FIRST CALL,40-44,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,NONE,OVER100K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,40-49,IND/OTHER,40-49,NONE,TAXES,HONEST,1.059
NATIONAL YELLOW,12.0,8.0,5.0,FIRST CALL,50-59,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,MODERATE,18-64,NATIONAL,HONOLULU,45-59,50-59,DEMOCRAT,50-64,NONE,ECON/JOBS,EXPERIENCE,1.179
NATIONAL YELLOW,12.0,8.0,6.0,FIRST CALL,50-59,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,HONOLULU,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,WORLDAFFAIRS,GOODJUDGMENT,1.213
NATIONAL GREY,12.0,8.0,7.0,FIRST CALL,45-49,OTHER,FEMALE,GORE,AKAKA,,,,,,,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,HONOLULU,45-59,40-49,DEMOCRAT,40-49,,,,1.179
NATIONAL GREY,12.0,8.0,8.0,FIRST CALL,75+,OTHER,,GORE,AKAKA,,,,,,,,,,MODERATE,65+,NATIONAL,HONOLULU,60+,60+,,65+,,,,1.695
NATIONAL GREY,12.0,8.0,9.0,FIRST CALL,30-39,ASIAN,MALE,BUSH,,,,,,,,ELSE,,15-30K,CONSERV,18-64,NATIONAL,HONOLULU,30-44,30-39,IND/OTHER,30-39,,,,1.016
NATIONAL PINK,12.0,8.0,10.0,FIRST CALL,25-29,OTHER,FEMALE,GORE,AKAKA,,,,,,,INDEPEND,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,HONOLULU,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.2790000000000001
NATIONAL PINK,12.0,8.0,11.0,FIRST CALL,60-64,OTHER,MALE,BUSH,AKAKA,,,,,,,REPUBLCN,CATHOLIC,30-50K,LIBERAL,18-64,NATIONAL,HONOLULU,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.371
NATIONAL PINK,12.0,8.0,12.0,FIRST CALL,65-74,ASIAN,MALE,GORE,AKAKA,,,,,,,DEMOCRAT,ELSE,30-50K,LIBERAL,65+,NATIONAL,HONOLULU,60+,60+,DEMOCRAT,65+,OTHER,,,1.695
NATIONAL WHITE,12.0,8.0,13.0,SECOND CALL,50-59,ASIAN,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,PEROT,SAME,APP/UNFAV,INDEPEND,NONE,LESS15K,LIBERAL,18-64,NATIONAL,HONOLULU,45-59,50-59,IND/OTHER,50-64,NONE,,,1.213
NATIONAL WHITE,12.0,8.0,14.0,SECOND CALL,40-44,ASIAN,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.03
NATIONAL WHITE,12.0,8.0,15.0,SECOND CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.213
NATIONAL WHITE,12.0,8.0,16.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.179
NATIONAL WHITE,12.0,8.0,17.0,SECOND CALL,50-59,WHITE,MALE,NADER,AKAKA,DISAPPR,FAVORABLE,WOULDNOTVOTE,CLINTON,WORSE,DIS/FAV,ELSE,NONE,OVER100K,,18-64,NATIONAL,HONOLULU,45-59,50-59,IND/OTHER,50-64,NONE,,,0.922
NATIONAL YELLOW,12.0,8.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ECON/JOBS,GOODJUDGMENT,1.059
NATIONAL YELLOW,12.0,8.0,19.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,HONOLULU,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,HEALTHCARE,GOODJUDGMENT,1.03
NATIONAL YELLOW,12.0,8.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,ECON/JOBS,EXPERIENCE,1.2790000000000001
NATIONAL YELLOW,12.0,8.0,21.0,SECOND CALL,75+,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,ELSE,CATHOLIC,30-50K,MODERATE,65+,NATIONAL,HONOLULU,60+,60+,IND/OTHER,65+,CATHOLIC,OMITS,GOODJUDGMENT,1.478
NATIONAL YELLOW,12.0,8.0,22.0,SECOND CALL,40-44,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OMITS,COMPLEXISSUE,1.213
NATIONAL GREY,12.0,8.0,23.0,SECOND CALL,60-64,OTHER,FEMALE,BUSH,AKAKA,,,,,,,INDEPEND,,30-50K,CONSERV,18-64,NATIONAL,HONOLULU,60+,60+,IND/OTHER,50-64,,,,1.333
NATIONAL GREY,12.0,8.0,24.0,SECOND CALL,30-39,WHITE,MALE,GORE,AKAKA,,,,,,,DEMOCRAT,,50-75K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,30-39,DEMOCRAT,30-39,,,,1.213
NATIONAL GREY,12.0,8.0,25.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,AKAKA,,,,,,,DEMOCRAT,,50-75K,MODERATE,18-64,NATIONAL,HONOLULU,60+,60+,DEMOCRAT,50-64,,,,1.647
NATIONAL GREY,12.0,8.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,CARROLL,,,,,,,REPUBLCN,,50-75K,CONSERV,18-64,NATIONAL,HONOLULU,45-59,50-59,REPUBLICAN,50-64,,,,1.059
NATIONAL GREY,12.0,8.0,27.0,SECOND CALL,40-44,ASIAN,FEMALE,GORE,AKAKA,,,,,,,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,40-49,DEMOCRAT,40-49,,,,1.179
NATIONAL PINK,12.0,8.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,NADER,AKAKA,,,,,,,DEMOCRAT,NONE,OVER100K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.897
NATIONAL PINK,12.0,8.0,29.0,SECOND CALL,30-39,WHITE,MALE,NADER,AKAKA,,,,,,,ELSE,NONE,50-75K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,,,0.922
NATIONAL PINK,12.0,8.0,30.0,SECOND CALL,65-74,ASIAN,MALE,GORE,AKAKA,,,,,,,INDEPEND,PROTESTANT,50-75K,CONSERV,65+,NATIONAL,HONOLULU,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.695
NATIONAL PINK,12.0,8.0,31.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,AKAKA,,,,,,,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.179
NATIONAL PINK,12.0,8.0,32.0,SECOND CALL,30-39,WHITE,MALE,GORE,AKAKA,,,,,,,DEMOCRAT,NONE,OVER100K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.213
NATIONAL WHITE,12.0,8.0,33.0,THIRD CALL,40-44,ASIAN,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.213
NATIONAL WHITE,12.0,8.0,34.0,THIRD CALL,40-44,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.213
NATIONAL YELLOW,12.0,8.0,35.0,THIRD CALL,40-44,WHITE,MALE,NADER,AKAKA,APPROVE,UNFAVORABLE,GORE,DOLE,BETTER,APP/UNFAV,INDEPEND,NONE,75-100K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,40-49,IND/OTHER,40-49,NONE,TAXES,HONEST,0.922
NATIONAL YELLOW,12.0,8.0,36.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,DOLE,BETTER,APP/FAV,ELSE,NONE,15-30K,MODERATE,18-64,NATIONAL,HONOLULU,30-44,30-39,IND/OTHER,30-39,NONE,ECON/JOBS,HONEST,0.98
NATIONAL GREY,12.0,8.0,37.0,THIRD CALL,30-39,ASIAN,MALE,GORE,AKAKA,,,,,,,INDEPEND,,30-50K,LIBERAL,18-64,NATIONAL,HONOLULU,30-44,30-39,IND/OTHER,30-39,,,,1.213
NATIONAL GREY,12.0,8.0,38.0,THIRD CALL,45-49,OTHER,MALE,BUSH,CARROLL,,,,,,,REPUBLCN,,OVER100K,MODERATE,18-64,NATIONAL,HONOLULU,45-59,40-49,REPUBLICAN,40-49,,,,1.059
NATIONAL PINK,12.0,8.0,39.0,THIRD CALL,40-44,ASIAN,MALE,BUSH,CARROLL,,,,,,,REPUBLCN,NONE,15-30K,CONSERV,18-64,NATIONAL,HONOLULU,30-44,40-49,REPUBLICAN,40-49,NONE,,,1.059
NATIONAL PINK,12.0,8.0,40.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,AKAKA,,,,,,,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,HONOLULU,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.179
STATE ONLY,12.0,9.0,1.0,FIRST CALL,75+,WHITE,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.888
STATE ONLY,12.0,9.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.634
STATE ONLY,12.0,9.0,3.0,FIRST CALL,50-59,ASIAN,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.657
