VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,THOMPSON,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,50.0,57.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.4000000000000001
STATE ONLY,50.0,57.0,2.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,PEROT,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,50-64,CATHOLIC,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.766
STATE ONLY,50.0,57.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,DOLE,NONE,BOTHDID,BETTER,APP/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,1.086
STATE ONLY,50.0,57.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,KOHL,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,SOMEONEELSE,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,ISSUES,,,1.26
STATE ONLY,50.0,57.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,KOHL,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,CATHOLIC,,ONLYGORE,DISAPPR,NEITHER,ISSUES,,,1.77
STATE ONLY,50.0,57.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,OTHER,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.082
STATE ONLY,50.0,57.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,PEROT,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.155
STATE ONLY,50.0,57.0,8.0,FIRST CALL,75+,WHITE,MALE,GORE,GILLESPIE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,OMITS,APP/FAV,NO,DEMOCRAT,SUBURBS,NOHS,,AFEWAYEAR,30-50K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,65+,,,ONLYGORE,APPROVE,BOTH,ISSUES,,,1.621
STATE ONLY,50.0,57.0,9.0,FIRST CALL,40-44,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,SUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.086
STATE ONLY,50.0,57.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,DISAPPR,ONLYGORE,PERSONALQUAL,,,1.155
STATE ONLY,50.0,57.0,11.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,DOLE,ME,NEITHERDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,1.155
STATE ONLY,50.0,57.0,12.0,SECOND CALL,75+,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,TAXES,OMITS,NO,CLINTON,NONE,NEITHERDID,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,1.661
STATE ONLY,50.0,57.0,13.0,SECOND CALL,40-44,WHITE,FEMALE,BUCHANAN,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,NO,NOVOTE,NONE,BOTHDID,BETTER,APP/FAV,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,ONLYGORE,APPROVE,BOTH,ISSUES,,,0.23800000000000002
STATE ONLY,50.0,57.0,14.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,BOTH,APPROVE,ONLYGORE,ISSUES,,,1.155
STATE ONLY,50.0,57.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,OMITS,OMITS,OMITS,LESS,SUBURBS,TAXES,HONEST,OMITS,OMITS,NONE,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,SUBURBS,45-59,50-59,,50-64,,,OMITS,APPROVE,OMITS,OMITS,,,1.155
STATE ONLY,50.0,57.0,16.0,SECOND CALL,18-24,OTHER,FEMALE,NADER,OTHER,LAST.3DAYS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,HONEST,NO,OTHER,ME,BOTHDID,SAME,DIS/UNFAV,YES,ELSE,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,18-24,IND/OTHER,18-24,OTHER,,NEITHER,DISAPPR,BOTH,PERSONALQUAL,,,2.1350000000000002
STATE ONLY,50.0,57.0,17.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,GILLESPIE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,NO,PEROT,NONE,BOTHDID,SAME,APP/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,0.933
STATE ONLY,50.0,57.0,18.0,THIRD CALL,25-29,WHITE,MALE,BUSH,GILLESPIE,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,NO,DOLE,NONE,BUSHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.4000000000000001
STATE ONLY,50.0,57.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,NO,CLINTON,NONE,BUSHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,1.0190000000000001
STATE ONLY,50.0,57.0,20.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,HONEST,YES,NOVOTE,ME,NEITHERDID,SAME,APP/UNFAV,YES,ELSE,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.155
STATE ONLY,50.0,57.0,21.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,GILLESPIE,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,GOODJUDGMENT,YES,NOVOTE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,NONE,NEVER,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,NONE,,ONLYBUSH,DISAPPR,ONLYGORE,PERSONALQUAL,,,1.313
STATE ONLY,50.0,57.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,ISSUES,,,1.082
STATE ONLY,50.0,57.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,GILLESPIE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,CARES,NO,OTHER,NONE,BOTHDID,WORSE,APP/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,0.933
STATE ONLY,50.0,57.0,24.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,KOHL,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,CARES,NO,NOVOTE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,NEITHER,APPROVE,ONLYGORE,ISSUES,,,1.686
STATE ONLY,50.0,57.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,KOHL,LASTWEEK,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,NO,NOVOTE,NONE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,1.236
STATE ONLY,50.0,60.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,CARES,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,BOTH,APPROVE,NEITHER,ISSUES,,,1.606
STATE ONLY,50.0,60.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.987
STATE ONLY,50.0,60.0,3.0,FIRST CALL,30-39,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,SAME,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,0.988
STATE ONLY,50.0,60.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,NO,DOLE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.711
STATE ONLY,50.0,60.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,BEFORE,OMITS,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,GOODJUDGMENT,NO,DOLE,NONE,NEITHERDID,BETTER,OMITS,NO,,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,,YES,NO,CONSERV,65+,SOCIALSECURI,STATE,COMPLETE,SUBURBS,60+,60+,,65+,CATHOLIC,,OMITS,APPROVE,NEITHER,OMITS,,,1.699
STATE ONLY,50.0,60.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,KOHL,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,STRONGLEADER,NO,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,1.076
STATE ONLY,50.0,60.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.051
STATE ONLY,50.0,60.0,8.0,FIRST CALL,65-74,ASIAN,MALE,BUSH,GILLESPIE,LAST.MONTH,OMITS,OMITS,OMITS,LESS,SUBURBS,OMITS,HONEST,OMITS,OMITS,NONE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,SUBURBS,60+,60+,,65+,,,OMITS,DISAPPR,OMITS,OMITS,,,1.711
STATE ONLY,50.0,60.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.051
STATE ONLY,50.0,60.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,ONLYBUSH,DISAPPR,ONLYGORE,PERSONALQUAL,,,1.043
STATE ONLY,50.0,60.0,11.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,NO,CLINTON,SOMEONEELSE,BUSHDID,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.5110000000000001
STATE ONLY,50.0,60.0,12.0,SECOND CALL,40-44,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.051
STATE ONLY,50.0,60.0,13.0,SECOND CALL,30-39,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,ONLYGORE,APPROVE,NEITHER,ISSUES,,,0.988
STATE ONLY,50.0,60.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,YES,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,0.987
STATE ONLY,50.0,60.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,ME,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,0.927
STATE ONLY,50.0,60.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,OTHER,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,NOVOTE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,BOTH,APPROVE,ONLYGORE,ISSUES,,,1.76
STATE ONLY,50.0,60.0,17.0,SECOND CALL,25-29,WHITE,MALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,75-100K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.389
STATE ONLY,50.0,60.0,18.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,YES,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.051
STATE ONLY,50.0,60.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,DOLE,ME,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,BOTH,APPROVE,ONLYGORE,ISSUES,,,1.051
STATE ONLY,50.0,60.0,20.0,SECOND CALL,18-24,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,NOHS,NONE,NEVER,OVER100K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,NONE,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.199
STATE ONLY,50.0,60.0,21.0,THIRD CALL,50-59,BLACK,MALE,BUCHANAN,GILLESPIE,LAST.3DAYS,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,CARES,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,HSGRAD,NONE,NEVER,OVER100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SUBURBS,45-59,50-59,IND/OTHER,50-64,NONE,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,0.14100000000000001
