VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,MIGRATNC,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,UNFAIRNC,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,34.0,108.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.678
STATE ONLY,34.0,108.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,DOLE,SAME,APP/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.685
STATE ONLY,34.0,108.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,34.0,108.0,12.0,SECOND CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.6970000000000001
STATE ONLY,34.0,108.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6970000000000001
STATE ONLY,34.0,108.0,14.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,VINROOT,APPROVE,FAVORABLE,BUSH,MORE,HEALTHCARE,YES,OMITS,SAME,APP/FAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NEITHER,STATE,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.666
STATE ONLY,34.0,108.0,15.0,SECOND CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6970000000000001
STATE ONLY,34.0,108.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,LESS15K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6970000000000001
STATE ONLY,34.0,108.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,34.0,108.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6970000000000001
STATE ONLY,34.0,108.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,YES,DOLE,SAME,APP/UNFAV,,REPUBLCN,HSGRAD,PROTESTANT,15-30K,CONSERV,18-64,EASLEY,STATE,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,34.0,108.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,65+,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.718
STATE ONLY,34.0,108.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,VINROOT,APPROVE,FAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,34.0,108.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.5740000000000001
STATE ONLY,34.0,108.0,23.0,SECOND CALL,60-64,WHITE,MALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,MEDICARE/RX,YES,CLINTON,WORSE,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.581
STATE ONLY,34.0,108.0,24.0,SECOND CALL,30-39,WHITE,MALE,OTHER,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,OTHER,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,NEITHER,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.461
STATE ONLY,34.0,108.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,NO,OTHER,WORSE,DIS/UNFAV,NO,REPUBLCN,NOHS,CATHOLIC,LESS15K,LIBERAL,18-64,EASLEY,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.6970000000000001
STATE ONLY,34.0,108.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,NO,ELSE,SOMCOL/ASSOC,PROTESTANT,LESS15K,LIBERAL,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.559
STATE ONLY,34.0,108.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.708
STATE ONLY,34.0,108.0,28.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,34.0,108.0,29.0,THIRD CALL,25-29,BLACK,MALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,MEDICARE/RX,OMITS,CLINTON,WORSE,DIS/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,,,18-64,VINROOT,STATE,COMPLETE,CENTRAL,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.47200000000000003
NATIONAL WHITE,34.0,113.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,EASLEY,DISAPPR,FAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,CLINTON,SAME,DIS/FAV,,DEMOCRAT,COLGRAD,ELSE,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.143
NATIONAL WHITE,34.0,113.0,2.0,FIRST CALL,65-74,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,65+,,NATIONAL,COMPLETE,RALEIGH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.085
NATIONAL WHITE,34.0,113.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,CLINTON,SAME,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.967
NATIONAL WHITE,34.0,113.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,NO,DOLE,SAME,APP/UNFAV,,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.753
NATIONAL YELLOW,34.0,113.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,EASLEY,OMITS,OMITS,OMITS,LESS,SOCIALSECUR,NO,OMITS,OMITS,,,,,,,,18-64,,NATIONAL,NOTCOMPLETE,RALEIGH,45-59,50-59,,50-64,,SOCIALSECUR,HONEST,0.79
NATIONAL YELLOW,34.0,113.0,6.0,FIRST CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,INDEPEND,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ECON/JOBS,EXPERIENCE,0.596
NATIONAL YELLOW,34.0,113.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,NOVOTE,SAME,DIS/UNFAV,,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,OMITS,GOODJUDGMENT,1.162
NATIONAL YELLOW,34.0,113.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,,DEMOCRAT,HSGRAD,NONE,75-100K,MODERATE,65+,,NATIONAL,COMPLETE,RALEIGH,60+,60+,DEMOCRAT,65+,NONE,WORLDAFFAIRS,HONEST,1.651
NATIONAL GREY,34.0,113.0,9.0,FIRST CALL,60-64,WHITE,MALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,60+,60+,DEMOCRAT,50-64,,,,1.085
NATIONAL GREY,34.0,113.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,INDEPEND,POSTGRAD,,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,IND/OTHER,40-49,,,,0.79
NATIONAL GREY,34.0,113.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,DEMOCRAT,30-39,,,,0.79
NATIONAL GREY,34.0,113.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,POSTGRAD,,OVER100K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,REPUBLICAN,50-64,,,,1.22
NATIONAL PINK,34.0,113.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,,,,,,NO,,,,,REPUBLCN,,CATHOLIC,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.202
NATIONAL PINK,34.0,113.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,EASLEY,,,,,,YES,,,,,REPUBLCN,,PROTESTANT,75-100K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.143
NATIONAL PINK,34.0,113.0,15.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.79
NATIONAL PINK,34.0,113.0,16.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,EASLEY,,,,,,NO,,,,,INDEPEND,,PROTESTANT,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.79
NATIONAL WHITE,34.0,113.0,17.0,SECOND CALL,50-59,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,PEROT,BETTER,APP/UNFAV,,INDEPEND,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.753
NATIONAL WHITE,34.0,113.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NOVOTE,BETTER,DIS/UNFAV,,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.295
NATIONAL WHITE,34.0,113.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,EASLEY,APPROVE,OMITS,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,OMITS,,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.79
NATIONAL YELLOW,34.0,113.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,EDUCATION,GOODJUDGMENT,0.79
NATIONAL YELLOW,34.0,113.0,21.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,PEROT,SAME,APP/UNFAV,,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,HEALTHCARE,STRONGLEADER,1.733
NATIONAL YELLOW,34.0,113.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,NO,OTHER,BETTER,DIS/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,HEALTHCARE,COMPLEXISSUE,1.202
NATIONAL GREY,34.0,113.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,75-100K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,DEMOCRAT,40-49,,,,0.79
NATIONAL GREY,34.0,113.0,24.0,SECOND CALL,45-49,WHITE,MALE,GORE,EASLEY,,,,,,,,,,,ELSE,POSTGRAD,,OVER100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,IND/OTHER,40-49,,,,0.753
NATIONAL GREY,34.0,113.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,POSTGRAD,,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,REPUBLICAN,40-49,,,,1.22
NATIONAL PINK,34.0,113.0,26.0,SECOND CALL,45-49,WHITE,MALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,OTHERCHRIST,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.753
NATIONAL PINK,34.0,113.0,27.0,SECOND CALL,45-49,WHITE,MALE,BUSH,VINROOT,,,,,,NO,,,,,REPUBLCN,,PROTESTANT,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.162
NATIONAL PINK,34.0,113.0,28.0,SECOND CALL,30-39,BLACK,MALE,BUSH,VINROOT,,,,,,NO,,,,,INDEPEND,,PROTESTANT,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.921
NATIONAL WHITE,34.0,113.0,29.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,NOVOTE,SAME,APP/FAV,,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.79
NATIONAL WHITE,34.0,113.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,OTHER,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,DIS/UNFAV,,INDEPEND,POSTGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.0
NATIONAL WHITE,34.0,113.0,31.0,THIRD CALL,65-74,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,,ELSE,POSTGRAD,PROTESTANT,OVER100K,,65+,,NATIONAL,COMPLETE,RALEIGH,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.6560000000000001
NATIONAL WHITE,34.0,113.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,BETTER,DIS/UNFAV,,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.295
NATIONAL WHITE,34.0,113.0,33.0,THIRD CALL,50-59,,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,PEROT,BETTER,DIS/UNFAV,,INDEPEND,SOMCOL/ASSOC,,,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,IND/OTHER,50-64,,,,1.162
NATIONAL YELLOW,34.0,113.0,34.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,WORSE,DIS/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,18-29,18-24,DEMOCRAT,18-24,OTHER,HEALTHCARE,COMPLEXISSUE,0.839
NATIONAL YELLOW,34.0,113.0,35.0,THIRD CALL,65-74,WHITE,MALE,GORE,VINROOT,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,NO,PEROT,BETTER,APP/UNFAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,,NATIONAL,COMPLETE,RALEIGH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,SOCIALSECUR,EXPERIENCE,1.104
NATIONAL YELLOW,34.0,113.0,36.0,THIRD CALL,40-44,WHITE,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,SOCIALSECUR,EXPERIENCE,0.753
NATIONAL YELLOW,34.0,113.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,EASLEY,APPROVE,FAVORABLE,BUSH,LESS,TAXES,NO,PEROT,BETTER,APP/FAV,,INDEPEND,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,TAXES,HONEST,1.143
NATIONAL YELLOW,34.0,113.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,DOLE,SAME,DIS/UNFAV,,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,OMITS,OMITS,1.22
NATIONAL GREY,34.0,113.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,EASLEY,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,40-49,DEMOCRAT,40-49,,,,0.79
NATIONAL GREY,34.0,113.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,30-50K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,REPUBLICAN,30-39,,,,1.22
NATIONAL GREY,34.0,113.0,41.0,THIRD CALL,30-39,WHITE,MALE,OTHER,OTHER,,,,,,,,,,,ELSE,COLGRAD,,50-75K,,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,,,,0.637
NATIONAL GREY,34.0,113.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,,,,,,,,,,,INDEPEND,POSTGRAD,,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,,,,1.22
NATIONAL PINK,34.0,113.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,PROTESTANT,75-100K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.79
NATIONAL PINK,34.0,113.0,44.0,THIRD CALL,25-29,WHITE,MALE,BUCHANAN,EASLEY,,,,,,NO,,,,,INDEPEND,,CATHOLIC,LESS15K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.165
NATIONAL PINK,34.0,113.0,45.0,THIRD CALL,40-44,WHITE,MALE,BUSH,EASLEY,,,,,,NO,,,,,INDEPEND,,PROTESTANT,,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.143
NATIONAL PINK,34.0,113.0,46.0,THIRD CALL,25-29,BLACK,MALE,GORE,EASLEY,,,,,,YES,,,,,DEMOCRAT,,OTHERCHRIST,15-30K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.632
NATIONAL PINK,34.0,113.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,EASLEY,,,,,,NO,,,,,DEMOCRAT,,OTHERCHRIST,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,RALEIGH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.839
STATE ONLY,34.0,117.0,1.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,APPROVE,FAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,APP/FAV,YES,ELSE,SOMCOL/ASSOC,ELSE,30-50K,CONSERV,18-64,EASLEY,STATE,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.968
STATE ONLY,34.0,117.0,2.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,OMITS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,RALEIGH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.968
STATE ONLY,34.0,117.0,3.0,SECOND CALL,30-39,WHITE,MALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,PEROT,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,RALEIGH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.399
