VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPCA,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,IMMIG,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,BORNUSA,VNS1,VNS2,WEIGHT
NATIONAL PINK,5.0,113.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.159
NATIONAL PINK,5.0,113.0,10.0,FIRST CALL,60-64,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,ME,,,NO,,DEMOCRAT,SUBURBS,,PROTESTANT,,15-30K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.207
NATIONAL PINK,5.0,113.0,11.0,FIRST CALL,65-74,HISP,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,NO,,DEMOCRAT,SUBURBS,,CATHOLIC,,30-50K,NO,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,YES,HISP,CATHOLIC,,NO,,,,,,1.04
NATIONAL WHITE,5.0,113.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,OMITS,GORE,,MORE,SUBURBS,OMITS,OMITS,CLINTON,NONE,SAME,OMITS,NO,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,NO,,ISSUES,,,,1.083
NATIONAL WHITE,5.0,113.0,13.0,SECOND CALL,30-39,WHITE,MALE,GORE,CAMPBELL,APPROVE,OMITS,GORE,,OMITS,SUBURBS,OMITS,OMITS,CLINTON,,BETTER,OMITS,YES,,ELSE,SUBURBS,,,OMITS,,,,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,,WHITE,,,NO,,ISSUES,,,,1.41
NATIONAL WHITE,5.0,113.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,NEVER,15-30K,NO,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,OTHER,,NO,,ISSUES,,,,1.432
NATIONAL WHITE,5.0,113.0,15.0,SECOND CALL,25-29,WHITE,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,TAXES,COMPLEXISSUE,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,NO,,ISSUES,,,,1.594
NATIONAL YELLOW,5.0,113.0,16.0,SECOND CALL,18-24,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,WOULDNOTVOTE,,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,NOVOTE,SOMEONEELSE,WORSE,APP/FAV,NO,,ELSE,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,LESS15K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,YES,,ISSUES,,EDUCATION,COMPLEXISSUE,1.588
NATIONAL YELLOW,5.0,113.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,CAMPBELL,OMITS,OMITS,OMITS,,OMITS,SUBURBS,ECON/JOBS,COMPLEXISSUE,OMITS,NONE,OMITS,,YES,,,SUBURBS,,,OMITS,,,,,18-64,,EXITPOLL,NATIONAL,NOTCOMPLETE,CENTRAL,30-44,30-39,,30-39,NO,WHITE,,,NO,,OMITS,,ECON/JOBS,COMPLEXISSUE,1.41
NATIONAL YELLOW,5.0,113.0,18.0,SECOND CALL,25-29,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,CARES,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,TAXES,CARES,1.678
NATIONAL YELLOW,5.0,113.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,SOCIALSECUR,EXPERIENCE,1.083
NATIONAL GREY,5.0,113.0,20.0,SECOND CALL,60-64,WHITE,MALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,INDEPEND,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,50-64,NO,WHITE,,BOTH,,ONLYGORE,,,,,1.27
NATIONAL GREY,5.0,113.0,21.0,SECOND CALL,45-49,HISP,FEMALE,,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,YES,HISP,,ONLYGORE,,BOTH,,,,,0.9550000000000001
NATIONAL GREY,5.0,113.0,22.0,SECOND CALL,65-74,ASIAN,MALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,30-50K,,,CONSERV,65+,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,,ASIAN,,ONLYBUSH,,BOTH,,,,,1.27
NATIONAL GREY,5.0,113.0,23.0,SECOND CALL,45-49,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,COLGRAD,,,30-50K,,,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYGORE,,ONLYBUSH,,,,,1.292
NATIONAL PINK,5.0,113.0,24.0,SECOND CALL,65-74,BLACK,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,ME,,,NO,,ELSE,SUBURBS,,OTHERCHRIST,,30-50K,,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,BLACK,PROT/CHRIST,,NO,,,,,,1.04
NATIONAL PINK,5.0,113.0,25.0,SECOND CALL,25-29,WHITE,MALE,NADER,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,NO,,INDEPEND,SUBURBS,,NONE,,15-30K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,NO,,,,,,0.8190000000000001
NATIONAL PINK,5.0,113.0,26.0,SECOND CALL,65-74,HISP,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,NO,,DEMOCRAT,SUBURBS,,CATHOLIC,,30-50K,YES,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,YES,HISP,CATHOLIC,,NO,,,,,,1.04
NATIONAL PINK,5.0,113.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.159
NATIONAL WHITE,5.0,113.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,1.159
NATIONAL WHITE,5.0,113.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,OMITS,GOODJUDGMENT,DOLE,ME,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,1.207
NATIONAL WHITE,5.0,113.0,30.0,THIRD CALL,30-39,WHITE,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,75-100K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,NO,,ISSUES,,,,2.508
NATIONAL WHITE,5.0,113.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,OTHER,DISAPPR,UNFAVORABLE,GORE,,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,OTHER,NONE,SAME,DIS/UNFAV,YES,,ELSE,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,NO,,ISSUES,,,,1.155
NATIONAL WHITE,5.0,113.0,32.0,THIRD CALL,60-64,ASIAN,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,HEALTHCARE,HONEST,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,ASIAN,CATHOLIC,,NO,,PERSONALQUAL,,,,1.083
NATIONAL YELLOW,5.0,113.0,33.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,WORLDAFFAIRS,HONEST,PEROT,NONE,BETTER,DIS/UNFAV,YES,,ELSE,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,OVER100K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,WORLDAFFAIRS,HONEST,1.657
NATIONAL YELLOW,5.0,113.0,34.0,THIRD CALL,40-44,WHITE,MALE,NADER,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,EDUCATION,STRONGLEADER,CLINTON,NONE,BETTER,DIS/UNFAV,NO,,DEMOCRAT,SUBURBS,COLGRAD,ELSE,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,NO,,ISSUES,,EDUCATION,STRONGLEADER,0.724
NATIONAL YELLOW,5.0,113.0,35.0,THIRD CALL,30-39,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,,LESS,SUBURBS,WORLDAFFAIRS,OMITS,NOVOTE,NONE,SAME,APP/UNFAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,50-75K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,YES,,ISSUES,,WORLDAFFAIRS,OMITS,1.393
NATIONAL YELLOW,5.0,113.0,36.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,HEALTHCARE,GOODJUDGMENT,CLINTON,NONE,SAME,APP/FAV,NO,,DEMOCRAT,SUBURBS,COLGRAD,NONE,NEVER,50-75K,NO,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,NONE,,NO,,PERSONALQUAL,,HEALTHCARE,GOODJUDGMENT,1.083
NATIONAL YELLOW,5.0,113.0,37.0,THIRD CALL,60-64,WHITE,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,OMITS,OMITS,NOVOTE,ME,SAME,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,OTHER,,NO,,PERSONALQUAL,,OMITS,OMITS,1.207
NATIONAL GREY,5.0,113.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,,BOTH,,,,,1.159
NATIONAL GREY,5.0,113.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,BOTH,,ONLYGORE,,,,,1.222
NATIONAL GREY,5.0,113.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,LIBERAL,18-64,OTHRPROGRAMS,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYBUSH,,BOTH,,,,,1.159
NATIONAL GREY,5.0,113.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,INDEPEND,SUBURBS,POSTGRAD,,,30-50K,,,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,ONLYGORE,,BOTH,,,,,1.159
NATIONAL GREY,5.0,113.0,42.0,THIRD CALL,18-24,WHITE,MALE,NADER,OTHER,,,,,,SUBURBS,,,,,,,,,ELSE,SUBURBS,POSTGRAD,,,OVER100K,,,LIBERAL,18-64,OTHRPROGRAMS,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NO,WHITE,,NEITHER,,BOTH,,,,,1.588
NATIONAL PINK,5.0,113.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,JEWISH,,50-75K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,NO,,,,,,1.292
NATIONAL PINK,5.0,113.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,YES,,DEMOCRAT,SUBURBS,,CATHOLIC,,75-100K,NO,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,NO,,,,,,1.159
NATIONAL PINK,5.0,113.0,45.0,THIRD CALL,30-39,WHITE,MALE,NADER,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,YES,,INDEPEND,SUBURBS,,NONE,,50-75K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,YES,,,,,,0.665
NATIONAL PINK,5.0,113.0,46.0,THIRD CALL,30-39,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,ME,,,YES,,ELSE,SUBURBS,,NONE,,30-50K,NO,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,NO,,,,,,1.292
NATIONAL PINK,5.0,113.0,47.0,THIRD CALL,18-24,OTHER,FEMALE,NADER,,,,,,,SUBURBS,,,,ME,,,NO,,INDEPEND,SUBURBS,,ELSE,,15-30K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NO,OTHER,OTHER,,YES,,,,,,0.791
NATIONAL WHITE,5.0,118.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,LIBERAL,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,0.451
NATIONAL YELLOW,5.0,118.0,2.0,FIRST CALL,50-59,WHITE,MALE,NADER,CAMPBELL,DISAPPR,FAVORABLE,GORE,,LESS,SUBURBS,EDUCATION,CARES,PEROT,NONE,BETTER,DIS/FAV,NO,,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,EDUCATION,CARES,0.301
NATIONAL GREY,5.0,118.0,3.0,FIRST CALL,50-59,HISP,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,YES,HISP,,ONLYGORE,,ONLYBUSH,,,,,0.462
NATIONAL PINK,5.0,118.0,4.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,,YES,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,NO,,,,,,0.627
NATIONAL WHITE,5.0,118.0,5.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,SOMEONEELSE,SAME,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,0.451
NATIONAL WHITE,5.0,118.0,6.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,SOMEONEELSE,SAME,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,0.451
NATIONAL WHITE,5.0,118.0,7.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,DOLE,NONE,BETTER,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,0.508
NATIONAL WHITE,5.0,118.0,8.0,SECOND CALL,65-74,WHITE,MALE,BUSH,CAMPBELL,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,SOMEONEELSE,SAME,APP/UNFAV,YES,,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,,NO,,ISSUES,,,,0.527
NATIONAL WHITE,5.0,118.0,9.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,FEINSTEIN,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,EDUCATION,HONEST,OTHER,NONE,BETTER,DIS/UNFAV,NO,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,,NO,CONSERV,65+,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,NO,,PERSONALQUAL,,,,0.435
NATIONAL WHITE,5.0,118.0,10.0,SECOND CALL,30-39,WHITE,MALE,GORE,,OMITS,FAVORABLE,OMITS,,OMITS,SUBURBS,ECON/JOBS,OMITS,OMITS,,BETTER,OMITS,YES,,,SUBURBS,,,OMITS,,NO,NO,,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,,30-39,NO,WHITE,,,NO,,OMITS,,,,0.579
NATIONAL WHITE,5.0,118.0,11.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,LESS,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,NO,,ISSUES,,,,0.482
NATIONAL WHITE,5.0,118.0,12.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,0.451
NATIONAL YELLOW,5.0,118.0,13.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,NO,,ISSUES,,HEALTHCARE,EXPERIENCE,0.595
NATIONAL YELLOW,5.0,118.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,EDUCATION,CARES,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,NEVER,50-75K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,EDUCATION,CARES,0.482
NATIONAL YELLOW,5.0,118.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,FEINSTEIN,APPROVE,FAVORABLE,BUSH,,LESS,SUBURBS,EDUCATION,STRONGLEADER,PEROT,SOMEONEELSE,SAME,APP/FAV,YES,,INDEPEND,SUBURBS,HSGRAD,NONE,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,NO,,PERSONALQUAL,,EDUCATION,STRONGLEADER,0.466
