VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,37.0,30.0,43.0,THIRD CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.1460000000000001
STATE ONLY,37.0,30.0,44.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,45.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,37.0,30.0,46.0,THIRD CALL,60-64,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,WORSE,DIS/UNFAV,ELSE,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,WEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.154
STATE ONLY,37.0,30.0,47.0,THIRD CALL,50-59,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.936
STATE ONLY,37.0,30.0,48.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,YES,STATE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.936
STATE ONLY,37.0,30.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,PEROT,WORSE,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,YES,STATE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.278
STATE ONLY,37.0,30.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.562
STATE ONLY,37.0,30.0,51.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.278
STATE ONLY,37.0,33.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.0030000000000001
STATE ONLY,37.0,33.0,2.0,FIRST CALL,,WHITE,MALE,BUSH,OMITS,UNFAVORABLE,BUSH,OMITS,OMITS,BETTER,OMITS,REPUBLCN,PROTESTANT,LESS15K,,,NO,STATE,EAST,,,REPUBLICAN,,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.921
STATE ONLY,37.0,33.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,NO,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,5.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OMITS,OMITS,DOLE,WORSE,DIS/UNFAV,,NONE,,,18-64,NO,STATE,EAST,18-29,18-24,,18-24,NONE,,,0.937
STATE ONLY,37.0,33.0,6.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,LESS15K,MODERATE,18-64,NO,STATE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.86
STATE ONLY,37.0,33.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,ELSE,30-50K,CONSERV,18-64,YES,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,OTHER,,,0.854
STATE ONLY,37.0,33.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,OMITS,BUSH,YES,DOLE,BETTER,OMITS,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,YES,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.784
STATE ONLY,37.0,33.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,NONE,LESS15K,CONSERV,18-64,YES,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.854
STATE ONLY,37.0,33.0,11.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,12.0,FIRST CALL,60-64,,MALE,GORE,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.6420000000000001
STATE ONLY,37.0,33.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.285
STATE ONLY,37.0,33.0,14.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,CONSERV,18-64,YES,STATE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.937
STATE ONLY,37.0,33.0,15.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OTHER,SAME,DIS/UNFAV,INDEPEND,ELSE,LESS15K,CONSERV,65+,NO,STATE,EAST,60+,60+,IND/OTHER,65+,OTHER,,,1.285
STATE ONLY,37.0,33.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.784
STATE ONLY,37.0,33.0,17.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.01
STATE ONLY,37.0,33.0,18.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,19.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.921
STATE ONLY,37.0,33.0,20.0,FIRST CALL,50-59,WHITE,,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NONE,15-30K,MODERATE,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.0030000000000001
STATE ONLY,37.0,33.0,21.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.0030000000000001
STATE ONLY,37.0,33.0,22.0,FIRST CALL,25-29,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.86
STATE ONLY,37.0,33.0,23.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,OTHER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.945
STATE ONLY,37.0,33.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,,,65+,NO,STATE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.508
STATE ONLY,37.0,33.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,27.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.508
STATE ONLY,37.0,33.0,28.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,YES,STATE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.401
STATE ONLY,37.0,33.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.784
STATE ONLY,37.0,33.0,30.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.784
STATE ONLY,37.0,33.0,31.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,32.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,YES,STATE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,33.0,THIRD CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,NONE,,,65+,YES,STATE,EAST,60+,60+,DEMOCRAT,65+,NONE,,,1.401
STATE ONLY,37.0,33.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.937
STATE ONLY,37.0,33.0,35.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,OMITS,APP/UNFAV,DEMOCRAT,PROTESTANT,,CONSERV,18-64,YES,STATE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.0030000000000001
STATE ONLY,37.0,33.0,36.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,YES,STATE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.937
STATE ONLY,37.0,33.0,37.0,THIRD CALL,30-39,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,ELSE,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,38.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,,65+,NO,STATE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.285
STATE ONLY,37.0,33.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,15-30K,MODERATE,18-64,YES,STATE,EAST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.937
STATE ONLY,37.0,33.0,40.0,THIRD CALL,50-59,,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,NO,STATE,EAST,45-59,50-59,REPUBLICAN,50-64,OTHER,,,0.854
STATE ONLY,37.0,33.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.854
STATE ONLY,37.0,33.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.921
STATE ONLY,37.0,33.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,BETTER,DIS/UNFAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.784
STATE ONLY,37.0,33.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.854
STATE ONLY,37.0,33.0,45.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,EAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.285
STATE ONLY,37.0,33.0,46.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,75-100K,CONSERV,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.854
STATE ONLY,37.0,38.0,1.0,FIRST CALL,30-39,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1480000000000001
STATE ONLY,37.0,38.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.266
STATE ONLY,37.0,38.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.147
STATE ONLY,37.0,38.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.227
STATE ONLY,37.0,38.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.338
STATE ONLY,37.0,38.0,7.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.474
STATE ONLY,37.0,38.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.125
STATE ONLY,37.0,38.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.266
STATE ONLY,37.0,38.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,DISAPPR,FAVORABLE,GORE,YES,PEROT,BETTER,DIS/FAV,ELSE,PROTESTANT,,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.266
STATE ONLY,37.0,38.0,12.0,FIRST CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.112
STATE ONLY,37.0,38.0,13.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.29
STATE ONLY,37.0,38.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,,18-64,,STATE,OKLAHOMACITY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.266
STATE ONLY,37.0,38.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.474
STATE ONLY,37.0,38.0,16.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,17.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,OKLAHOMACITY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.125
STATE ONLY,37.0,38.0,18.0,FIRST CALL,65-74,WHITE,MALE,GORE,APPROVE,OMITS,GORE,OMITS,CLINTON,BETTER,OMITS,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.504
STATE ONLY,37.0,38.0,19.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.311
STATE ONLY,37.0,38.0,20.0,FIRST CALL,40-44,HISP,,BUSH,OMITS,OMITS,BUSH,YES,OMITS,OMITS,OMITS,,,,,18-64,,STATE,OKLAHOMACITY,30-44,40-49,,40-49,,,,1.125
STATE ONLY,37.0,38.0,21.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,NOVOTE,WORSE,APP/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,MODERATE,18-64,,STATE,OKLAHOMACITY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.091
STATE ONLY,37.0,38.0,22.0,FIRST CALL,65-74,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,LIBERAL,65+,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.504
STATE ONLY,37.0,38.0,23.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,OKLAHOMACITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.091
STATE ONLY,37.0,38.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,,STATE,OKLAHOMACITY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.147
STATE ONLY,37.0,38.0,25.0,SECOND CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,LIBERAL,18-64,,STATE,OKLAHOMACITY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.504
STATE ONLY,37.0,38.0,26.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,,STATE,OKLAHOMACITY,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.266
STATE ONLY,37.0,38.0,27.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,OMITS,BUSH,OMITS,DOLE,SAME,OMITS,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,,STATE,OKLAHOMACITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.311
