VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,MCINTAX,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,15.0,108.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,OMITS,LESS,SOCIALSECUR,OMITS,NO,OMITS,SAME,DIS/UNFAV,,,,,,18-64,STATE,COMPLETE,NORTH,45-59,50-59,,50-64,,,,0.618
STATE ONLY,15.0,108.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.671
STATE ONLY,15.0,108.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,LUGAR,OBANNON,OMITS,OMITS,OMITS,LESS,MEDICARE/RX,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,NORTH,45-59,40-49,,40-49,,,,0.772
STATE ONLY,15.0,108.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,JOHNSON,OBANNON,DISAPPR,FAVORABLE,BUSH,MORE,OMITS,NO,NO,CLINTON,WORSE,DIS/FAV,ELSE,NOHS,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.648
STATE ONLY,15.0,108.0,13.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,JOHNSON,OBANNON,OMITS,OMITS,OMITS,OMITS,OMITS,NO,OMITS,OMITS,SAME,OMITS,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,,18-64,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.74
STATE ONLY,15.0,108.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LUGAR,OBANNON,APPROVE,OMITS,BUSH,LESS,TAXES,NO,NO,DOLE,BETTER,OMITS,ELSE,HSGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.745
STATE ONLY,15.0,108.0,15.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.745
STATE ONLY,15.0,108.0,16.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.642
STATE ONLY,15.0,108.0,17.0,FIRST CALL,75+,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.8230000000000001
STATE ONLY,15.0,108.0,18.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,,,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,OMITS,NO,OMITS,WORSE,APP/FAV,DEMOCRAT,HSGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.72
STATE ONLY,15.0,108.0,19.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,OMITS,OMITS,YES,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.631
STATE ONLY,15.0,108.0,20.0,FIRST CALL,65-74,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.812
STATE ONLY,15.0,108.0,21.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.592
STATE ONLY,15.0,108.0,22.0,FIRST CALL,60-64,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.812
STATE ONLY,15.0,108.0,23.0,FIRST CALL,75+,WHITE,MALE,GORE,JOHNSON,OBANNON,OMITS,OMITS,OMITS,MORE,SOCIALSECUR,OMITS,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,NORTH,60+,60+,,65+,,,,0.812
STATE ONLY,15.0,108.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.675
STATE ONLY,15.0,108.0,25.0,SECOND CALL,30-39,WHITE,MALE,GORE,JOHNSON,MCINTOSH,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,YES,NO,CLINTON,SAME,APP/FAV,REPUBLCN,POSTGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.666
STATE ONLY,15.0,108.0,26.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.631
STATE ONLY,15.0,108.0,27.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,MORE,EDUCATION,NO,NO,PEROT,BETTER,OMITS,DEMOCRAT,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.631
STATE ONLY,15.0,108.0,28.0,SECOND CALL,65-74,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,LESS15K,CONSERV,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.745
STATE ONLY,15.0,108.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.772
STATE ONLY,15.0,108.0,30.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.583
STATE ONLY,15.0,108.0,31.0,SECOND CALL,18-24,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.6920000000000001
STATE ONLY,15.0,108.0,32.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,OMITS,LESS,EDUCATION,OMITS,YES,OMITS,WORSE,DIS/UNFAV,ELSE,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.618
STATE ONLY,15.0,108.0,33.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,NO,DOLE,OMITS,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.745
STATE ONLY,15.0,108.0,34.0,SECOND CALL,30-39,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,TAXES,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.733
STATE ONLY,15.0,108.0,35.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,YES,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.631
STATE ONLY,15.0,108.0,36.0,SECOND CALL,65-74,WHITE,FEMALE,OTHER,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,MEDICARE/RX,NO,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,MODERATE,65+,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NONE,,,0.28
STATE ONLY,15.0,108.0,37.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,BUSH,MORE,MEDICARE/RX,NO,YES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.653
STATE ONLY,15.0,108.0,38.0,SECOND CALL,25-29,WHITE,MALE,BUSH,OTHER,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.982
STATE ONLY,15.0,108.0,39.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.639
STATE ONLY,15.0,108.0,40.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.618
STATE ONLY,15.0,108.0,41.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.618
STATE ONLY,15.0,108.0,42.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,OMITS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.671
STATE ONLY,15.0,108.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,OMITS,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,PEROT,SAME,OMITS,REPUBLCN,HSGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.618
STATE ONLY,15.0,108.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.675
STATE ONLY,15.0,108.0,45.0,THIRD CALL,30-39,HISP,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,OMITS,YES,NOVOTE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,,,,0.639
STATE ONLY,15.0,108.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,NO,CLINTON,SAME,APP/FAV,INDEPEND,NOHS,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,NONE,,,0.772
STATE ONLY,15.0,108.0,47.0,THIRD CALL,45-49,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,LESS,ECON/JOBS,NO,NO,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.733
STATE ONLY,15.0,108.0,48.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,FAVORABLE,BUSH,LESS,MEDICARE/RX,YES,NO,CLINTON,SAME,APP/FAV,ELSE,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.675
STATE ONLY,15.0,108.0,49.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,APPROVE,FAVORABLE,BUSH,MORE,OMITS,YES,YES,CLINTON,BETTER,APP/FAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.583
STATE ONLY,15.0,108.0,50.0,THIRD CALL,30-39,WHITE,MALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,NOVOTE,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.844
STATE ONLY,15.0,108.0,51.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.7020000000000001
STATE ONLY,15.0,108.0,52.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,HEALTHCARE,NO,NO,PEROT,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.671
STATE ONLY,15.0,108.0,53.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,NOHS,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.631
STATE ONLY,15.0,108.0,54.0,THIRD CALL,18-24,WHITE,MALE,OTHER,,,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,OMITS,NO,NO,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,NONE,,,0.243
STATE ONLY,15.0,108.0,55.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.751
STATE ONLY,15.0,108.0,56.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.618
STATE ONLY,15.0,108.0,57.0,THIRD CALL,45-49,WHITE,MALE,BUSH,OTHER,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.504
STATE ONLY,15.0,108.0,58.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,FAVORABLE,BUSH,MORE,ECON/JOBS,NO,NO,PEROT,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.675
STATE ONLY,15.0,108.0,59.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.618
STATE ONLY,15.0,108.0,60.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,MEDICARE/RX,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.671
STATE ONLY,15.0,108.0,61.0,THIRD CALL,25-29,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,NO,NOVOTE,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.639
STATE ONLY,15.0,108.0,62.0,THIRD CALL,18-24,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.6920000000000001
STATE ONLY,15.0,108.0,63.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.675
STATE ONLY,15.0,108.0,64.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NO,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,OTHER,,,0.642
STATE ONLY,15.0,108.0,65.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.639
STATE ONLY,15.0,108.0,66.0,THIRD CALL,50-59,WHITE,MALE,GORE,LUGAR,MCINTOSH,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,YES,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.767
STATE ONLY,15.0,108.0,67.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,OMITS,NO,YES,NOVOTE,WORSE,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.725
STATE ONLY,15.0,108.0,68.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,OBANNON,OMITS,UNFAVORABLE,BUSH,LESS,OMITS,NO,NO,PEROT,WORSE,OMITS,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.68
STATE ONLY,15.0,108.0,69.0,THIRD CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,YES,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.675
STATE ONLY,15.0,108.0,70.0,THIRD CALL,18-24,WHITE,MALE,BUSH,LUGAR,OBANNON,APPROVE,OMITS,BUSH,LESS,OMITS,NO,NO,NOVOTE,BETTER,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.7020000000000001
STATE ONLY,15.0,117.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.24
STATE ONLY,15.0,117.0,2.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,NO,PEROT,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,OTHER,,,1.695
STATE ONLY,15.0,117.0,3.0,FIRST CALL,,BLACK,,,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,,STATE,NOTCOMPLETE,SOUTH,,,,,,,,0.885
STATE ONLY,15.0,117.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LUGAR,OBANNON,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,OMITS,YES,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,SOUTH,60+,60+,,65+,,,,2.128
STATE ONLY,15.0,117.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,EDUCATION,NO,YES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.93
STATE ONLY,15.0,117.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.43
