VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,WARWEST,INCOME,REL7,PHIL3,OVER65,RELG6,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,13.0,42.0,62.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.972
STATE ONLY,13.0,52.0,1.0,FIRST CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.926
STATE ONLY,13.0,52.0,2.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.9590000000000001
STATE ONLY,13.0,52.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOTAFFECT,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.649
STATE ONLY,13.0,52.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,5.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,ELSE,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.926
STATE ONLY,13.0,52.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,OTHER,WORSE,DIS/UNFAV,ELSE,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.244
STATE ONLY,13.0,52.0,7.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.192
STATE ONLY,13.0,52.0,8.0,FIRST CALL,18-24,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NOVOTE,SAME,DIS/UNFAV,ELSE,NOTAFFECT,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.754
STATE ONLY,13.0,52.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,11.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,65+,MORMON/LDS,STATE,SOUTHEAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.192
STATE ONLY,13.0,52.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,14.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.626
STATE ONLY,13.0,52.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,16.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,LESS15K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.926
STATE ONLY,13.0,52.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOTAFFECT,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,,HURTSTATE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,LESS15K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.9590000000000001
STATE ONLY,13.0,52.0,22.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,INDEPEND,NOTAFFECT,LESS15K,MORMON/LDS,MODERATE,65+,MORMON/LDS,STATE,SOUTHEAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.969
STATE ONLY,13.0,52.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOTAFFECT,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,26.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,DOLE,SAME,OMITS,INDEPEND,OMITS,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.234
STATE ONLY,13.0,52.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,28.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,65+,MORMON/LDS,STATE,SOUTHEAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.192
STATE ONLY,13.0,52.0,29.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.926
STATE ONLY,13.0,52.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HELPSTATE,LESS15K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OMITS,,MORMON/LDS,,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NOVOTE,SAME,APP/FAV,INDEPEND,NOTAFFECT,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.926
STATE ONLY,13.0,52.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,OTHERCHRIST,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,NOTAFFECT,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,LESS15K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.926
STATE ONLY,13.0,52.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.9590000000000001
STATE ONLY,13.0,52.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,43.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,NOTAFFECT,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,44.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,45.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.771
STATE ONLY,13.0,52.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,47.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NOTAFFECT,LESS15K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.9590000000000001
STATE ONLY,13.0,52.0,48.0,THIRD CALL,65-74,WHITE,MALE,BUCHANAN,APPROVE,UNFAVORABLE,BUSH,NOVOTE,BETTER,APP/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,65+,MORMON/LDS,STATE,SOUTHEAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.785
STATE ONLY,13.0,52.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.798
STATE ONLY,13.0,52.0,50.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.771
STATE ONLY,13.0,75.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.677
STATE ONLY,13.0,75.0,2.0,FIRST CALL,18-24,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,HELPSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.917
STATE ONLY,13.0,75.0,3.0,FIRST CALL,45-49,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.149
STATE ONLY,13.0,75.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HURTSTATE,LESS15K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,PANHANDLE,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.737
STATE ONLY,13.0,75.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.677
STATE ONLY,13.0,75.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,INDEPEND,HURTSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.759
STATE ONLY,13.0,75.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.132
STATE ONLY,13.0,75.0,8.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.833
STATE ONLY,13.0,75.0,9.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.737
STATE ONLY,13.0,75.0,10.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,OMITS,BUSH,CLINTON,SAME,OMITS,INDEPEND,NOTAFFECT,,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.833
STATE ONLY,13.0,75.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,OMITS,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.673
STATE ONLY,13.0,75.0,12.0,FIRST CALL,75+,WHITE,,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,INDEPEND,NOTAFFECT,15-30K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,PANHANDLE,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.737
STATE ONLY,13.0,75.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,LESS15K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.673
STATE ONLY,13.0,75.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,DOLE,BETTER,APP/FAV,REPUBLCN,HURTSTATE,50-75K,CATHOLIC,CONSERV,65+,CATHOLIC,STATE,PANHANDLE,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.737
STATE ONLY,13.0,75.0,15.0,SECOND CALL,65-74,WHITE,,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,OMITS,DIS/UNFAV,ELSE,HURTSTATE,,CATHOLIC,MODERATE,65+,CATHOLIC,STATE,PANHANDLE,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.833
STATE ONLY,13.0,75.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,HELPSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.673
STATE ONLY,13.0,75.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,SAME,DIS/UNFAV,,HURTSTATE,LESS15K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,PANHANDLE,18-29,25-29,,25-29,CATHOLIC,,,0.754
STATE ONLY,13.0,75.0,18.0,SECOND CALL,65-74,,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,LESS15K,NONE,LIBERAL,65+,NONE,STATE,PANHANDLE,60+,60+,DEMOCRAT,65+,NONE,,,0.932
STATE ONLY,13.0,75.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.737
STATE ONLY,13.0,75.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,15-30K,NONE,MODERATE,18-64,NONE,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.673
STATE ONLY,13.0,75.0,21.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,PEROT,BETTER,APP/FAV,INDEPEND,HURTSTATE,50-75K,CATHOLIC,MODERATE,65+,CATHOLIC,STATE,PANHANDLE,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.932
STATE ONLY,13.0,75.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.754
STATE ONLY,13.0,75.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6
STATE ONLY,13.0,75.0,24.0,SECOND CALL,45-49,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.47100000000000003
