VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,SPANISH,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,32.0,66.0,36.0,THIRD CALL,1305.0,30-39,HISP,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,1.305
STATE ONLY,32.0,68.0,1.0,FIRST CALL,1143.0,60-64,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.143
STATE ONLY,32.0,68.0,2.0,FIRST CALL,732.0,50-59,WHITE,FEMALE,NADER,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,DOLE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,LESS15K,MODERATE,18-64,OMITS,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.732
STATE ONLY,32.0,68.0,3.0,THIRD CALL,795.0,45-49,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,HEALTHCARE,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.795
STATE ONLY,32.0,68.0,4.0,THIRD CALL,899.0,25-29,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,MORE,OMITS,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,18-64,OMITS,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,0.899
STATE ONLY,32.0,68.0,5.0,THIRD CALL,951.0,45-49,WHITE,FEMALE,BUSH,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,0.9510000000000001
STATE ONLY,32.0,68.0,6.0,THIRD CALL,899.0,18-24,WHITE,FEMALE,BUSH,REDMOND,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NOVOTE,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,,CONSERV,18-64,OMITS,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.899
STATE ONLY,32.0,68.0,7.0,THIRD CALL,856.0,50-59,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.856
STATE ONLY,32.0,68.0,8.0,THIRD CALL,856.0,,WHITE,FEMALE,GORE,BINGAMAN,BEFORE,APPROVE,OMITS,GORE,LESS,OMITS,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,,OMITS,STATE,COMPLETE,NORTHWEST,,,DEMOCRAT,,NO,WHITE,CATHOLIC,,,0.856
STATE ONLY,32.0,68.0,9.0,THIRD CALL,831.0,18-24,WHITE,FEMALE,NADER,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,OMITS,OMITS,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,OMITS,STATE,COMPLETE,NORTHWEST,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,0.8310000000000001
STATE ONLY,32.0,68.0,10.0,THIRD CALL,1078.0,18-24,WHITE,FEMALE,BUSH,BINGAMAN,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NOVOTE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,,,1.078
STATE ONLY,32.0,68.0,11.0,THIRD CALL,1234.0,18-24,WHITE,MALE,BUSH,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,NOVOTE,SAME,APP/UNFAV,INDEPEND,NOHS,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,NO,WHITE,PROT/CHRIST,,,1.234
STATE ONLY,32.0,68.0,12.0,THIRD CALL,951.0,40-44,WHITE,FEMALE,BUSH,BINGAMAN,LASTWEEK,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,OMITS,NOVOTE,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,ELSE,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,0.9510000000000001
STATE ONLY,32.0,68.0,13.0,THIRD CALL,951.0,45-49,WHITE,FEMALE,BUSH,BINGAMAN,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,MEDICARE/RX,OTHER,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.9510000000000001
STATE ONLY,32.0,68.0,14.0,THIRD CALL,723.0,45-49,HISP,MALE,BUSH,REDMOND,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,LESS,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,LESS15K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.723
STATE ONLY,32.0,68.0,15.0,THIRD CALL,905.0,45-49,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,,,0.905
STATE ONLY,32.0,68.0,16.0,THIRD CALL,723.0,50-59,HISP,MALE,BUSH,REDMOND,LASTWEEK,DISAPPR,OMITS,BUSH,MORE,OMITS,DOLE,SAME,OMITS,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,YES,HISP,CATHOLIC,,,0.723
STATE ONLY,32.0,68.0,17.0,THIRD CALL,795.0,40-44,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SOCIALSECUR,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.795
STATE ONLY,32.0,68.0,18.0,THIRD CALL,1234.0,25-29,WHITE,MALE,BUSH,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,OTHER,,,1.234
STATE ONLY,32.0,68.0,19.0,THIRD CALL,951.0,45-49,WHITE,FEMALE,BUSH,BINGAMAN,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.9510000000000001
STATE ONLY,32.0,68.0,20.0,THIRD CALL,1087.0,50-59,WHITE,MALE,BUSH,BINGAMAN,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,OTHER,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.087
STATE ONLY,32.0,68.0,21.0,THIRD CALL,905.0,30-39,WHITE,MALE,BUSH,REDMOND,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.905
STATE ONLY,32.0,81.0,1.0,FIRST CALL,1019.0,45-49,WHITE,MALE,GORE,BINGAMAN,BEFORE,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,1.0190000000000001
STATE ONLY,32.0,81.0,2.0,FIRST CALL,827.0,45-49,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.8270000000000001
STATE ONLY,32.0,81.0,3.0,FIRST CALL,937.0,18-24,WHITE,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.937
STATE ONLY,32.0,81.0,4.0,FIRST CALL,1191.0,60-64,ASIAN,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,50-64,NO,ASIAN,PROT/CHRIST,,,1.191
STATE ONLY,32.0,81.0,5.0,FIRST CALL,1285.0,75+,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,LIBERAL,65+,NOTAFFECT,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,1.285
STATE ONLY,32.0,81.0,6.0,FIRST CALL,893.0,50-59,,FEMALE,GORE,BINGAMAN,LAST.MONTH,OMITS,UNFAVORABLE,GORE,OMITS,WORLDAFFAIRS,CLINTON,WORSE,OMITS,DEMOCRAT,POSTGRAD,CATHOLIC,,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,,CATHOLIC,,,0.893
STATE ONLY,32.0,81.0,7.0,FIRST CALL,945.0,40-44,WHITE,MALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,JEWISH,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,0.9450000000000001
STATE ONLY,32.0,81.0,8.0,FIRST CALL,893.0,30-39,WHITE,FEMALE,GORE,BINGAMAN,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,0.893
STATE ONLY,32.0,81.0,9.0,FIRST CALL,1191.0,65-74,,FEMALE,BUSH,REDMOND,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,,65+,HURTSTATE,STATE,COMPLETE,NORTHWEST,60+,60+,REPUBLICAN,65+,NO,,CATHOLIC,,,1.191
STATE ONLY,32.0,81.0,10.0,SECOND CALL,893.0,30-39,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,0.893
STATE ONLY,32.0,81.0,11.0,SECOND CALL,1019.0,30-39,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,1.0190000000000001
STATE ONLY,32.0,81.0,12.0,SECOND CALL,945.0,40-44,WHITE,MALE,BUSH,REDMOND,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,CLINTON,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.9450000000000001
STATE ONLY,32.0,81.0,13.0,SECOND CALL,893.0,30-39,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,0.893
STATE ONLY,32.0,81.0,14.0,SECOND CALL,945.0,40-44,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,CLINTON,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.9450000000000001
STATE ONLY,32.0,81.0,15.0,SECOND CALL,827.0,50-59,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.8270000000000001
STATE ONLY,32.0,81.0,16.0,SECOND CALL,937.0,18-24,WHITE,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.937
STATE ONLY,32.0,81.0,17.0,SECOND CALL,1124.0,25-29,WHITE,FEMALE,BUSH,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,WORSE,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,1.124
STATE ONLY,32.0,81.0,18.0,SECOND CALL,1019.0,50-59,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,JEWISH,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,1.0190000000000001
STATE ONLY,32.0,81.0,19.0,SECOND CALL,1019.0,40-44,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,INDEPEND,POSTGRAD,,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,30-44,40-49,IND/OTHER,40-49,NO,WHITE,,,,1.0190000000000001
STATE ONLY,32.0,81.0,20.0,SECOND CALL,893.0,50-59,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.893
STATE ONLY,32.0,81.0,21.0,SECOND CALL,659.0,45-49,BLACK,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NO,BLACK,PROT/CHRIST,,,0.659
STATE ONLY,32.0,81.0,22.0,SECOND CALL,1019.0,50-59,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,JEWISH,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,1.0190000000000001
STATE ONLY,32.0,81.0,23.0,SECOND CALL,827.0,50-59,,FEMALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,,,0.8270000000000001
STATE ONLY,32.0,81.0,24.0,SECOND CALL,832.0,40-44,WHITE,FEMALE,GORE,,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.8320000000000001
STATE ONLY,32.0,81.0,25.0,SECOND CALL,945.0,40-44,WHITE,MALE,BUSH,REDMOND,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.9450000000000001
STATE ONLY,32.0,81.0,26.0,SECOND CALL,893.0,45-49,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.893
STATE ONLY,32.0,81.0,27.0,SECOND CALL,1285.0,75+,WHITE,FEMALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,LIBERAL,65+,NOTAFFECT,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,1.285
STATE ONLY,32.0,81.0,28.0,SECOND CALL,1019.0,40-44,WHITE,MALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,JEWISH,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,NORTHWEST,30-44,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,,,1.0190000000000001
STATE ONLY,32.0,81.0,29.0,SECOND CALL,1019.0,40-44,WHITE,MALE,GORE,BINGAMAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,1.0190000000000001
STATE ONLY,32.0,81.0,30.0,SECOND CALL,870.0,30-39,WHITE,MALE,NADER,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,ELSE,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,NO,WHITE,OTHER,,,0.87
STATE ONLY,32.0,81.0,31.0,SECOND CALL,564.0,40-44,WHITE,MALE,BUCHANAN,BINGAMAN,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.5640000000000001
STATE ONLY,32.0,81.0,32.0,SECOND CALL,893.0,30-39,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,0.893
STATE ONLY,32.0,81.0,33.0,THIRD CALL,1019.0,45-49,WHITE,MALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,1.0190000000000001
STATE ONLY,32.0,81.0,34.0,THIRD CALL,807.0,25-29,HISP,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,0.807
STATE ONLY,32.0,81.0,35.0,THIRD CALL,1285.0,65-74,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,65+,NOTAFFECT,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,1.285
STATE ONLY,32.0,81.0,36.0,THIRD CALL,1285.0,25-29,WHITE,MALE,BUSH,BINGAMAN,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,1.285
STATE ONLY,32.0,81.0,37.0,THIRD CALL,893.0,50-59,WHITE,FEMALE,GORE,BINGAMAN,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,NORTHWEST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.893
