VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMA4,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,22.0,87.0,38.0,THIRD CALL,18-24,WHITE,MALE,OTHER,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,NONE,15-30K,CONSERV,18-64,,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.796
STATE ONLY,22.0,87.0,39.0,THIRD CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,OMITS,PEROT,BETTER,APP/FAV,ELSE,SOMCOL/ASSOC,NONE,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NONE,,,0.968
STATE ONLY,22.0,87.0,40.0,THIRD CALL,40-44,ASIAN,MALE,NADER,HOWELL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,,MORE,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,ELSE,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.789
STATE ONLY,22.0,92.0,1.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.932
STATE ONLY,22.0,92.0,2.0,FIRST CALL,18-24,HISP,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,OMITS,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.9480000000000001
STATE ONLY,22.0,92.0,3.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.932
STATE ONLY,22.0,92.0,4.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.787
STATE ONLY,22.0,92.0,5.0,FIRST CALL,45-49,OTHER,FEMALE,BUCHANAN,HOWELL,DISAPPR,FAVORABLE,BUSH,,LESS,TAXES,DOLE,WORSE,DIS/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.353
STATE ONLY,22.0,92.0,6.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.932
STATE ONLY,22.0,92.0,7.0,FIRST CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.791
STATE ONLY,22.0,92.0,8.0,FIRST CALL,45-49,BLACK,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.936
STATE ONLY,22.0,92.0,9.0,FIRST CALL,30-39,HISP,MALE,GORE,KENNEDY,APPROVE,OMITS,GORE,YES,LESS,ECON/JOBS,CLINTON,SAME,OMITS,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.936
STATE ONLY,22.0,92.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,LESS,SOCIALSECUR,DOLE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.917
STATE ONLY,22.0,92.0,11.0,FIRST CALL,30-39,BLACK,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.936
STATE ONLY,22.0,92.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.787
STATE ONLY,22.0,92.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,HEALTHCARE,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.775
STATE ONLY,22.0,92.0,14.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,OTHER,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.671
STATE ONLY,22.0,92.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ROBINSON,OMITS,OMITS,WOULDNOTVOTE,YES,LESS,OMITS,OMITS,OMITS,OMITS,,COLGRAD,,75-100K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,45-59,50-59,,50-64,,,,0.907
STATE ONLY,22.0,92.0,16.0,SECOND CALL,45-49,OTHER,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,,18-64,NO,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.793
STATE ONLY,22.0,92.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.794
STATE ONLY,22.0,92.0,18.0,SECOND CALL,30-39,BLACK,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.9380000000000001
STATE ONLY,22.0,92.0,19.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,LESS,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.932
STATE ONLY,22.0,92.0,20.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.791
STATE ONLY,22.0,92.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,LESS,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.777
STATE ONLY,22.0,92.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,HOWELL,APPROVE,FAVORABLE,BUSH,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.671
STATE ONLY,22.0,92.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,LESS,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.771
STATE ONLY,22.0,92.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.787
STATE ONLY,22.0,92.0,25.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,LESS,HEALTHCARE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.932
STATE ONLY,22.0,92.0,26.0,THIRD CALL,30-39,BLACK,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.9380000000000001
STATE ONLY,22.0,92.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,HOWELL,APPROVE,FAVORABLE,BUSH,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.671
STATE ONLY,22.0,92.0,28.0,THIRD CALL,40-44,BLACK,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,LESS,MEDICARE/RX,OMITS,OMITS,APP/UNFAV,ELSE,HSGRAD,,50-75K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,,,,0.9400000000000001
STATE ONLY,22.0,92.0,29.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.932
STATE ONLY,22.0,92.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,LESS,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.771
STATE ONLY,22.0,92.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,UNFAVORABLE,BUSH,NO,MORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.775
STATE ONLY,22.0,92.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.932
STATE ONLY,22.0,92.0,33.0,THIRD CALL,40-44,BLACK,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.936
STATE ONLY,22.0,92.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,LESS,HEALTHCARE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,,CATHOLIC,30-50K,,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.787
STATE ONLY,22.0,92.0,35.0,THIRD CALL,45-49,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,NO,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.795
STATE ONLY,22.0,92.0,36.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.907
STATE ONLY,22.0,92.0,37.0,THIRD CALL,45-49,OTHER,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,,18-64,NO,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.793
STATE ONLY,22.0,92.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,DOLE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,CONSERV,18-64,NO,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.781
STATE ONLY,22.0,92.0,39.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,ELSE,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.936
STATE ONLY,22.0,92.0,40.0,THIRD CALL,40-44,OTHER,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.787
STATE ONLY,22.0,92.0,41.0,THIRD CALL,40-44,ASIAN,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,LESS,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.791
STATE ONLY,22.0,92.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,BUSH,YES,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.771
STATE ONLY,22.0,92.0,43.0,THIRD CALL,25-29,BLACK,MALE,GORE,HOWELL,DISAPPR,UNFAVORABLE,GORE,NO,MORE,TAXES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.8240000000000001
STATE ONLY,22.0,92.0,44.0,THIRD CALL,25-29,OTHER,FEMALE,GORE,KENNEDY,DISAPPR,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.798
STATE ONLY,22.0,92.0,45.0,THIRD CALL,75+,WHITE,MALE,GORE,HOWELL,APPROVE,UNFAVORABLE,GORE,NO,LESS,SOCIALSECUR,CLINTON,WORSE,APP/UNFAV,ELSE,POSTGRAD,OTHERCHRIST,30-50K,MODERATE,65+,NO,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.8200000000000001
STATE ONLY,22.0,92.0,46.0,THIRD CALL,25-29,WHITE,MALE,GORE,HOWELL,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.6950000000000001
STATE ONLY,22.0,92.0,47.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,KENNEDY,DISAPPR,FAVORABLE,GORE,YES,LESS,HEALTHCARE,CLINTON,BETTER,DIS/FAV,ELSE,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.9400000000000001
STATE ONLY,22.0,92.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,DOLE,WORSE,APP/FAV,REPUBLCN,POSTGRAD,JEWISH,OVER100K,CONSERV,18-64,YES,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,JEWISH,,,0.771
STATE ONLY,22.0,92.0,49.0,THIRD CALL,30-39,ASIAN,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,MEDICARE/RX,DOLE,WORSE,APP/FAV,INDEPEND,POSTGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.795
STATE ONLY,22.0,92.0,50.0,THIRD CALL,18-24,WHITE,FEMALE,NADER,ROBINSON,APPROVE,UNFAVORABLE,BUSH,YES,MORE,WORLDAFFAIRS,DOLE,BETTER,APP/UNFAV,INDEPEND,NOHS,PROTESTANT,75-100K,LIBERAL,18-64,YES,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.873
STATE ONLY,22.0,92.0,51.0,THIRD CALL,30-39,BLACK,MALE,BUSH,HOWELL,APPROVE,FAVORABLE,BUSH,YES,MORE,HEALTHCARE,CLINTON,WORSE,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,YES,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.796
STATE ONLY,22.0,92.0,52.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,DISAPPR,UNFAVORABLE,GORE,NO,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.791
NATIONAL WHITE,22.0,106.0,1.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,LESS,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.042
NATIONAL WHITE,22.0,106.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,JEWISH,50-75K,LIBERAL,65+,,NATIONAL,COMPLETE,BOSTON,60+,60+,IND/OTHER,65+,JEWISH,,,1.747
NATIONAL WHITE,22.0,106.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.086
NATIONAL WHITE,22.0,106.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.221
NATIONAL YELLOW,22.0,106.0,5.0,FIRST CALL,50-59,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,JEWISH,15-30K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,50-59,DEMOCRAT,50-64,JEWISH,HEALTHCARE,GOODJUDGMENT,1.229
NATIONAL YELLOW,22.0,106.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,WORLDAFFAIRS,STRONGLEADER,1.221
NATIONAL YELLOW,22.0,106.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,TAXES,HONEST,1.167
NATIONAL YELLOW,22.0,106.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,BUSH,NO,MORE,HEALTHCARE,CLINTON,SAME,APP/UNFAV,ELSE,NOHS,CATHOLIC,,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,HEALTHCARE,EXPERIENCE,1.093
NATIONAL GREY,22.0,106.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,,,,,YES,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,,,,1.086
NATIONAL GREY,22.0,106.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,,,,,NO,,,,,,DEMOCRAT,COLGRAD,,75-100K,LIBERAL,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,,,,1.093
NATIONAL GREY,22.0,106.0,11.0,FIRST CALL,30-39,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,,,,1.229
NATIONAL PINK,22.0,106.0,12.0,FIRST CALL,30-39,OTHER,MALE,BUSH,,,,,YES,,,,,,REPUBLCN,,NONE,15-30K,CONSERV,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.167
NATIONAL PINK,22.0,106.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,,,,,YES,,,,,,REPUBLCN,,CATHOLIC,75-100K,CONSERV,18-64,,NATIONAL,COMPLETE,BOSTON,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.167
NATIONAL PINK,22.0,106.0,14.0,FIRST CALL,30-39,WHITE,MALE,GORE,,,,,NO,,,,,,DEMOCRAT,,NONE,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.229
NATIONAL WHITE,22.0,106.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,LESS,ECON/JOBS,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,,NATIONAL,COMPLETE,BOSTON,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.747
