VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPHEMP,PROPTAX,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,2.0,9.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,WORSE,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.898
STATE ONLY,2.0,9.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,NO,NO,CLINTON,BETTER,APP/FAV,ELSE,ELSE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,OTHER,0.806
STATE ONLY,2.0,9.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.235
STATE ONLY,2.0,9.0,4.0,FIRST CALL,60-64,WHITE,,BUSH,DISAPPR,OMITS,YOUNG,BUSH,NO,NO,DOLE,SAME,OMITS,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,1.298
STATE ONLY,2.0,9.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GREENE,GORE,NO,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.324
STATE ONLY,2.0,9.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,YES,YES,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.838
STATE ONLY,2.0,9.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,JEWISH,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,JEWISH,1.204
STATE ONLY,2.0,9.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,WORSE,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.853
STATE ONLY,2.0,9.0,9.0,FIRST CALL,30-39,OTHER,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,APP/FAV,REPUBLCN,NONE,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,NONE,1.1260000000000001
STATE ONLY,2.0,9.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.987
STATE ONLY,2.0,9.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.9380000000000001
STATE ONLY,2.0,9.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NONE,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,NONE,1.0230000000000001
STATE ONLY,2.0,9.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,YOUNG,GORE,YES,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.785
STATE ONLY,2.0,9.0,14.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.853
STATE ONLY,2.0,9.0,15.0,SECOND CALL,25-29,WHITE,MALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,YES,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,18-29,25-29,,25-29,,0.909
STATE ONLY,2.0,9.0,16.0,SECOND CALL,30-39,OTHER,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,GREENE,BUSH,YES,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.977
STATE ONLY,2.0,9.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,,DISAPPR,UNFAVORABLE,YOUNG,OMITS,NO,NO,NOVOTE,OMITS,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.715
STATE ONLY,2.0,9.0,18.0,SECOND CALL,18-24,ASIAN,FEMALE,BUCHANAN,DISAPPR,UNFAVORABLE,GREENE,WOULDNOTVOTE,NO,NO,OTHER,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,0.911
STATE ONLY,2.0,9.0,19.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,1.2570000000000001
STATE ONLY,2.0,9.0,20.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,JEWISH,50-75K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,DEMOCRAT,40-49,JEWISH,1.1420000000000001
STATE ONLY,2.0,9.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.583
STATE ONLY,2.0,9.0,22.0,SECOND CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,YES,YES,NOVOTE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.8290000000000001
STATE ONLY,2.0,9.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.898
STATE ONLY,2.0,9.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,1.0230000000000001
STATE ONLY,2.0,9.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,ANCHORAGE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.987
STATE ONLY,2.0,9.0,26.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.9380000000000001
STATE ONLY,2.0,9.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,,NO,OMITS,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,0.9510000000000001
STATE ONLY,2.0,9.0,28.0,SECOND CALL,30-39,OTHER,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,NO,YES,CLINTON,BETTER,APP/FAV,ELSE,NONE,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,NONE,1.504
STATE ONLY,2.0,9.0,29.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.987
STATE ONLY,2.0,9.0,30.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,CATHOLIC,1.35
STATE ONLY,2.0,9.0,31.0,SECOND CALL,40-44,WHITE,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,GORE,YES,YES,DOLE,BETTER,APP/FAV,REPUBLCN,ELSE,OVER100K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,OTHER,1.0230000000000001
STATE ONLY,2.0,9.0,32.0,SECOND CALL,25-29,ASIAN,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,0.972
STATE ONLY,2.0,9.0,33.0,SECOND CALL,30-39,OTHER,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.9380000000000001
STATE ONLY,2.0,9.0,34.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,BUSH,NO,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.806
STATE ONLY,2.0,9.0,35.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,NO,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.797
STATE ONLY,2.0,9.0,36.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,1.1260000000000001
STATE ONLY,2.0,9.0,37.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,OMITS,OMITS,GREENE,GORE,YES,YES,CLINTON,BETTER,OMITS,,NONE,50-75K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,,25-29,NONE,1.166
STATE ONLY,2.0,9.0,38.0,SECOND CALL,25-29,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.742
STATE ONLY,2.0,9.0,39.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,0.797
STATE ONLY,2.0,9.0,40.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,PEROT,BETTER,DIS/UNFAV,ELSE,NONE,30-50K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,NONE,0.853
STATE ONLY,2.0,9.0,41.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,1.1260000000000001
STATE ONLY,2.0,9.0,42.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,YES,NO,CLINTON,WORSE,APP/FAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.725
STATE ONLY,2.0,9.0,43.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.9380000000000001
STATE ONLY,2.0,9.0,44.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,OMITS,YOUNG,OMITS,NO,NO,PEROT,BETTER,OMITS,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.797
STATE ONLY,2.0,9.0,45.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,0.9380000000000001
STATE ONLY,2.0,9.0,46.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,OTHER,BETTER,APP/FAV,ELSE,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.204
STATE ONLY,2.0,9.0,47.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,NONE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,60+,60+,IND/OTHER,50-64,NONE,1.182
STATE ONLY,2.0,9.0,48.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,APPROVE,UNFAVORABLE,YOUNG,BUSH,YES,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,75-100K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.898
STATE ONLY,2.0,9.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.987
STATE ONLY,2.0,9.0,50.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,NONE,OVER100K,,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,NONE,0.926
STATE ONLY,2.0,9.0,51.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.0230000000000001
STATE ONLY,2.0,10.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,OTHER,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,ANCHORAGE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,2.31
STATE ONLY,2.0,10.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUCHANAN,OMITS,FAVORABLE,YOUNG,WOULDNOTVOTE,YES,NO,OMITS,BETTER,OMITS,INDEPEND,,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,,0.553
STATE ONLY,2.0,10.0,3.0,FIRST CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,,GORE,YES,NO,OTHER,BETTER,APP/FAV,ELSE,NONE,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,NONE,0.5640000000000001
STATE ONLY,2.0,10.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,OMITS,OMITS,GREENE,GORE,NO,NO,CLINTON,BETTER,OMITS,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.11
STATE ONLY,2.0,10.0,5.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,CATHOLIC,0.67
STATE ONLY,2.0,10.0,6.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.9380000000000001
STATE ONLY,2.0,10.0,7.0,FIRST CALL,60-64,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,CONSERV,18-64,STATE,ANCHORAGE,60+,60+,IND/OTHER,50-64,PROT/CHRIST,0.913
STATE ONLY,2.0,10.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,YOUNG,GORE,NO,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.712
STATE ONLY,2.0,10.0,9.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,YOUNG,GORE,YES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,50-75K,MODERATE,18-64,STATE,ANCHORAGE,45-59,50-59,DEMOCRAT,50-64,OTHER,0.5730000000000001
STATE ONLY,2.0,10.0,10.0,FIRST CALL,50-59,WHITE,MALE,,OMITS,OMITS,,OMITS,NO,NO,OMITS,SAME,,,,,,18-64,STATE,ANCHORAGE,45-59,50-59,,50-64,,0.903
STATE ONLY,2.0,10.0,11.0,FIRST CALL,18-24,BLACK,MALE,GORE,OMITS,OMITS,GREENE,OMITS,YES,NO,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,18-29,18-24,,18-24,,0.758
STATE ONLY,2.0,10.0,12.0,FIRST CALL,25-29,OTHER,FEMALE,GORE,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,0.6890000000000001
STATE ONLY,2.0,10.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,NO,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,,50-75K,MODERATE,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,,1.061
STATE ONLY,2.0,10.0,14.0,FIRST CALL,50-59,ASIAN,MALE,GORE,OMITS,OMITS,YOUNG,OMITS,,,OMITS,OMITS,,,,,,18-64,STATE,ANCHORAGE,45-59,50-59,,50-64,,0.686
STATE ONLY,2.0,10.0,15.0,SECOND CALL,65-74,OTHER,FEMALE,GORE,APPROVE,FAVORABLE,OTHER,BUSH,NO,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,DEMOCRAT,65+,CATHOLIC,2.178
STATE ONLY,2.0,10.0,16.0,SECOND CALL,30-39,WHITE,MALE,,DISAPPR,UNFAVORABLE,,WOULDNOTVOTE,NO,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.903
STATE ONLY,2.0,10.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GREENE,GORE,YES,NO,NOVOTE,SAME,APP/UNFAV,ELSE,CATHOLIC,15-30K,LIBERAL,18-64,STATE,ANCHORAGE,18-29,18-24,IND/OTHER,18-24,CATHOLIC,0.859
STATE ONLY,2.0,10.0,18.0,SECOND CALL,30-39,OTHER,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.8290000000000001
STATE ONLY,2.0,10.0,19.0,SECOND CALL,45-49,WHITE,MALE,BUSH,OMITS,OMITS,YOUNG,OMITS,YES,YES,OMITS,WORSE,,,,,,18-64,STATE,ANCHORAGE,45-59,40-49,,40-49,,0.906
STATE ONLY,2.0,10.0,20.0,SECOND CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,YOUNG,BUSH,YES,YES,PEROT,SAME,APP/FAV,ELSE,NONE,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,NONE,0.73
STATE ONLY,2.0,10.0,21.0,SECOND CALL,18-24,BLACK,FEMALE,BUCHANAN,OMITS,OMITS,YOUNG,OMITS,YES,NO,OMITS,SAME,,,,,,18-64,STATE,ANCHORAGE,18-29,18-24,,18-24,,0.417
STATE ONLY,2.0,10.0,22.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,CONSERV,18-64,STATE,ANCHORAGE,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,0.641
STATE ONLY,2.0,10.0,23.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,YES,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,REPUBLICAN,65+,PROT/CHRIST,0.992
STATE ONLY,2.0,10.0,24.0,SECOND CALL,18-24,WHITE,MALE,BUSH,OMITS,OMITS,YOUNG,OMITS,YES,YES,OMITS,SAME,,,,,,18-64,STATE,ANCHORAGE,18-29,18-24,,18-24,,0.73
STATE ONLY,2.0,10.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GREENE,GORE,YES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,STATE,ANCHORAGE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,1.3980000000000001
STATE ONLY,2.0,10.0,26.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,ANCHORAGE,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,0.805
STATE ONLY,2.0,10.0,27.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,NO,OMITS,WORSE,,,,,,18-64,STATE,ANCHORAGE,30-44,30-39,,30-39,,0.872
STATE ONLY,2.0,10.0,28.0,SECOND CALL,18-24,HISP,FEMALE,BUSH,OMITS,OMITS,YOUNG,OMITS,YES,NO,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,18-29,18-24,,18-24,,0.598
STATE ONLY,2.0,10.0,29.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,YOUNG,BUSH,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,ANCHORAGE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.872
STATE ONLY,2.0,10.0,30.0,SECOND CALL,18-24,OTHER,MALE,NADER,OMITS,OMITS,,OMITS,YES,YES,OMITS,SAME,,,,,,18-64,STATE,ANCHORAGE,18-29,18-24,,18-24,,0.649
STATE ONLY,2.0,10.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,OMITS,OMITS,YOUNG,OMITS,NO,NO,OMITS,BETTER,,,,,,18-64,STATE,ANCHORAGE,60+,60+,,50-64,,1.147
