VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,SSEXFEEL,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL WHITE,46.0,68.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,DEAN,APPROVE,FAVORABLE,SANDERS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,POSTGRAD,ELSE,,,18-64,NATIONAL,COMPLETE,RUTLAND,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.328
NATIONAL WHITE,46.0,68.0,47.0,THIRD CALL,18-24,,MALE,BUSH,,DWYER,APPROVE,FAVORABLE,KERIN,BUSH,MEDICARE/RX,CLINTON,BETTER,APP/FAV,,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,RUTLAND,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.40900000000000003
NATIONAL WHITE,46.0,68.0,48.0,THIRD CALL,18-24,WHITE,MALE,GORE,,DEAN,APPROVE,FAVORABLE,DIAMOND,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,NOHS,CATHOLIC,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.421
NATIONAL YELLOW,46.0,68.0,49.0,THIRD CALL,50-59,WHITE,MALE,GORE,,DEAN,OMITS,OMITS,DIAMOND,OMITS,EDUCATION,OMITS,OMITS,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,RUTLAND,45-59,50-59,,50-64,,EDUCATION,EXPERIENCE,0.249
NATIONAL YELLOW,46.0,68.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,NADER,,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,OMITS,CLINTON,BETTER,APP/FAV,,DEMOCRAT,POSTGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,OMITS,HONEST,0.353
NATIONAL YELLOW,46.0,68.0,51.0,THIRD CALL,18-24,,MALE,GORE,,DEAN,DISAPPR,UNFAVORABLE,KERIN,GORE,SOCIALSECUR,PEROT,WORSE,DIS/UNFAV,,INDEPEND,HSGRAD,JEWISH,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,18-29,18-24,IND/OTHER,18-24,JEWISH,SOCIALSECUR,GOODJUDGMENT,0.555
NATIONAL YELLOW,46.0,68.0,52.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,,DEAN,APPROVE,UNFAVORABLE,,BUSH,SOCIALSECUR,DOLE,BETTER,APP/UNFAV,,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,RUTLAND,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,SOCIALSECUR,HONEST,0.293
NATIONAL GREY,46.0,68.0,53.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,,DEAN,,,SANDERS,,,,,,,INDEPEND,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,RUTLAND,45-59,40-49,IND/OTHER,40-49,,,,0.328
NATIONAL GREY,46.0,68.0,54.0,THIRD CALL,25-29,WHITE,FEMALE,NADER,,POLLINA,,,SANDERS,,,,,,,DEMOCRAT,COLGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,18-29,25-29,DEMOCRAT,25-29,,,,0.483
NATIONAL GREY,46.0,68.0,55.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,,POLLINA,,,SANDERS,,,,,,,INDEPEND,POSTGRAD,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,60+,60+,IND/OTHER,50-64,,,,0.424
NATIONAL GREY,46.0,68.0,56.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,DWYER,,,SANDERS,,,,,,,REPUBLCN,HSGRAD,,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,18-29,25-29,REPUBLICAN,25-29,,,,0.40900000000000003
NATIONAL PINK,46.0,68.0,57.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,,DEAN,,,DIAMOND,,,,,,,DEMOCRAT,,,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,RUTLAND,45-59,50-59,DEMOCRAT,50-64,,,,0.157
NATIONAL PINK,46.0,68.0,58.0,THIRD CALL,40-44,WHITE,MALE,GORE,,DEAN,,,SANDERS,,,,,,,INDEPEND,,ELSE,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.359
NATIONAL PINK,46.0,68.0,59.0,THIRD CALL,30-39,BLACK,MALE,BUSH,,POLLINA,,,SANDERS,,,,,,,REPUBLCN,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,RUTLAND,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.188
NATIONAL PINK,46.0,68.0,60.0,THIRD CALL,40-44,WHITE,MALE,NADER,,POLLINA,,,DIAMOND,,,,,,,INDEPEND,,OTHERCHRIST,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,RUTLAND,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.215
STATE ONLY,46.0,70.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,,,APPROVE,FAVORABLE,SANDERS,GORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.581
STATE ONLY,46.0,70.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,JEFFORDS,DEAN,OMITS,OMITS,SANDERS,OMITS,SOCIALSECUR,OMITS,OMITS,,OMITS,,,,,,65+,STATE,NOTCOMPLETE,GREENMOUNTS,60+,60+,,65+,,,,1.691
STATE ONLY,46.0,70.0,4.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,FLANAGAN,POLLINA,APPROVE,FAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,WORSE,APP/FAV,ENTHUSIASTIC,ELSE,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,IND/OTHER,18-24,NONE,,,2.357
STATE ONLY,46.0,70.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,DWYER,APPROVE,UNFAVORABLE,,GORE,MEDICARE/RX,OMITS,BETTER,APP/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.766
STATE ONLY,46.0,70.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,OPPOSED,REPUBLCN,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.818
STATE ONLY,46.0,70.0,7.0,FIRST CALL,45-49,WHITE,MALE,NADER,JEFFORDS,DEAN,OMITS,OMITS,SANDERS,OMITS,ECON/JOBS,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,GREENMOUNTS,45-59,40-49,,40-49,,,,2.858
STATE ONLY,46.0,70.0,8.0,FIRST CALL,50-59,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,2.035
STATE ONLY,46.0,70.0,9.0,FIRST CALL,60-64,WHITE,,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,ANGRY,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.489
STATE ONLY,46.0,70.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,ANGRY,REPUBLCN,COLGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.566
STATE ONLY,46.0,70.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.6360000000000001
STATE ONLY,46.0,70.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,POLLINA,APPROVE,FAVORABLE,KERIN,BUSH,OMITS,OMITS,SAME,APP/FAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.526
STATE ONLY,46.0,70.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,BUSH,ECON/JOBS,CLINTON,SAME,APP/FAV,OPPOSED,,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,,50-64,PROT/CHRIST,,,1.851
STATE ONLY,46.0,70.0,14.0,FIRST CALL,40-44,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,ECON/JOBS,DOLE,WORSE,APP/UNFAV,OPPOSED,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.712
STATE ONLY,46.0,70.0,15.0,FIRST CALL,75+,WHITE,MALE,BUSH,,DWYER,OMITS,OMITS,KERIN,BUSH,TAXES,DOLE,SAME,OMITS,ANGRY,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.374
STATE ONLY,46.0,70.0,16.0,FIRST CALL,60-64,WHITE,FEMALE,NADER,FLANAGAN,POLLINA,APPROVE,OMITS,SANDERS,GORE,OMITS,CLINTON,SAME,OMITS,ENTHUSIASTIC,INDEPEND,SOMCOL/ASSOC,ELSE,75-100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,OTHER,,,1.841
STATE ONLY,46.0,70.0,17.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.6360000000000001
STATE ONLY,46.0,70.0,18.0,FIRST CALL,30-39,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,DIAMOND,GORE,HEALTHCARE,CLINTON,SAME,APP/FAV,OPPOSED,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.065
STATE ONLY,46.0,70.0,19.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,,BUSH,OMITS,OTHER,SAME,DIS/UNFAV,ANGRY,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.738
STATE ONLY,46.0,70.0,20.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,BUSH,MEDICARE/RX,DOLE,BETTER,APP/UNFAV,SUPPORTIVE,REPUBLCN,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.7690000000000001
STATE ONLY,46.0,70.0,21.0,FIRST CALL,60-64,WHITE,FEMALE,OTHER,JEFFORDS,DEAN,OMITS,OMITS,SANDERS,OMITS,WORLDAFFAIRS,OMITS,BETTER,OMITS,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.6520000000000001
STATE ONLY,46.0,70.0,22.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,OPPOSED,ELSE,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,2.162
STATE ONLY,46.0,70.0,23.0,FIRST CALL,65-74,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,ANGRY,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.77
STATE ONLY,46.0,70.0,24.0,FIRST CALL,60-64,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,TAXES,NOVOTE,WORSE,APP/UNFAV,OPPOSED,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.77
STATE ONLY,46.0,70.0,25.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/UNFAV,ENTHUSIASTIC,INDEPEND,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,OTHER,,,1.473
STATE ONLY,46.0,70.0,26.0,FIRST CALL,50-59,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,KERIN,BUSH,EDUCATION,CLINTON,SAME,APP/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.712
STATE ONLY,46.0,70.0,27.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,WORLDAFFAIRS,DOLE,SAME,APP/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.558
STATE ONLY,46.0,70.0,28.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,OTHER,DWYER,DISAPPR,UNFAVORABLE,OTHER,BUSH,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,ANGRY,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,2.852
STATE ONLY,46.0,70.0,29.0,FIRST CALL,75+,WHITE,MALE,GORE,FLANAGAN,DWYER,OMITS,OMITS,KERIN,GORE,HEALTHCARE,CLINTON,SAME,OMITS,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,GREENMOUNTS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.242
STATE ONLY,46.0,70.0,30.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,DIAMOND,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.0170000000000001
STATE ONLY,46.0,70.0,31.0,FIRST CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,BUSH,TAXES,DOLE,SAME,APP/UNFAV,ANGRY,ELSE,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.8760000000000001
STATE ONLY,46.0,70.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.944
STATE ONLY,46.0,70.0,33.0,SECOND CALL,30-39,WHITE,FEMALE,BUCHANAN,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,OTHER,SAME,APP/FAV,OPPOSED,INDEPEND,HSGRAD,ELSE,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.276
STATE ONLY,46.0,70.0,34.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,DWYER,DISAPPR,UNFAVORABLE,,BUSH,OMITS,OTHER,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.606
STATE ONLY,46.0,70.0,35.0,SECOND CALL,60-64,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,SUPPORTIVE,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.77
STATE ONLY,46.0,70.0,36.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,FLANAGAN,DEAN,DISAPPR,UNFAVORABLE,DIAMOND,GORE,EDUCATION,NOVOTE,WORSE,DIS/UNFAV,ENTHUSIASTIC,DEMOCRAT,NOHS,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,18-29,18-24,DEMOCRAT,18-24,NONE,,,1.1320000000000001
STATE ONLY,46.0,70.0,37.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,FLANAGAN,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,HEALTHCARE,CLINTON,WORSE,APP/UNFAV,ENTHUSIASTIC,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,DEMOCRAT,30-39,OTHER,,,2.069
STATE ONLY,46.0,70.0,38.0,THIRD CALL,50-59,WHITE,MALE,NADER,JEFFORDS,POLLINA,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,SUPPORTIVE,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.67
STATE ONLY,46.0,70.0,39.0,THIRD CALL,40-44,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,TAXES,PEROT,BETTER,APP/FAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,2.035
STATE ONLY,46.0,70.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,JEFFORDS,DWYER,APPROVE,FAVORABLE,KERIN,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,OPPOSED,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.799
STATE ONLY,46.0,70.0,41.0,THIRD CALL,40-44,WHITE,MALE,BUSH,FLANAGAN,POLLINA,DISAPPR,UNFAVORABLE,DIAMOND,WOULDNOTVOTE,TAXES,CLINTON,WORSE,DIS/UNFAV,SUPPORTIVE,REPUBLCN,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.994
STATE ONLY,46.0,70.0,42.0,THIRD CALL,30-39,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,FAVORABLE,KERIN,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.856
STATE ONLY,46.0,70.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,FLANAGAN,POLLINA,APPROVE,UNFAVORABLE,SANDERS,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,OPPOSED,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.51
STATE ONLY,46.0,70.0,44.0,THIRD CALL,50-59,WHITE,MALE,GORE,FLANAGAN,DEAN,APPROVE,FAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,OPPOSED,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.544
STATE ONLY,46.0,70.0,45.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,,DWYER,APPROVE,UNFAVORABLE,KERIN,GORE,HEALTHCARE,CLINTON,WORSE,APP/UNFAV,OPPOSED,ELSE,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.441
STATE ONLY,46.0,70.0,46.0,THIRD CALL,50-59,WHITE,MALE,GORE,JEFFORDS,DWYER,APPROVE,UNFAVORABLE,SANDERS,GORE,ECON/JOBS,CLINTON,WORSE,APP/UNFAV,OPPOSED,ELSE,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,50-59,IND/OTHER,50-64,OTHER,,,2.063
STATE ONLY,46.0,70.0,47.0,THIRD CALL,40-44,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,OPPOSED,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.82
STATE ONLY,46.0,70.0,48.0,THIRD CALL,30-39,WHITE,MALE,BUSH,JEFFORDS,DWYER,DISAPPR,UNFAVORABLE,KERIN,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,SUPPORTIVE,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.712
STATE ONLY,46.0,70.0,49.0,THIRD CALL,40-44,WHITE,MALE,GORE,FLANAGAN,DWYER,APPROVE,UNFAVORABLE,DIAMOND,GORE,ECON/JOBS,CLINTON,WORSE,APP/UNFAV,ANGRY,ELSE,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.08
STATE ONLY,46.0,70.0,50.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,OTHER,DWYER,APPROVE,FAVORABLE,OTHER,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,ANGRY,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,GREENMOUNTS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.821
STATE ONLY,46.0,70.0,51.0,THIRD CALL,45-49,WHITE,MALE,GORE,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,SANDERS,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,OPPOSED,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,DEMOCRAT,40-49,NONE,,,2.035
STATE ONLY,46.0,70.0,52.0,THIRD CALL,45-49,WHITE,MALE,BUSH,JEFFORDS,DEAN,APPROVE,UNFAVORABLE,KERIN,BUSH,TAXES,CLINTON,BETTER,APP/UNFAV,SUPPORTIVE,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENMOUNTS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.689
STATE ONLY,46.0,72.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,JEFFORDS,DWYER,OMITS,OMITS,KERIN,OMITS,EDUCATION,OMITS,OMITS,,OMITS,,,,,,65+,STATE,NOTCOMPLETE,GREENMOUNTS,60+,60+,,65+,,,,1.199
