VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,JEANCARN,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,26.0,98.0,15.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,ECON/JOBS,COMPLEXISSUE,YES,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,18-29,25-29,DEMOCRAT,25-29,OTHER,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,16.0,SECOND CALL,25-29,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,SOMEONEELSE,ALWYSLGL,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,17.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,CARNAHAN,OTHER,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,OMITS,COMPLEXISSUE,YES,CLINTON,ME,ALWYSILL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,MORETHAN1AWK,,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,STLSUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.333
STATE ONLY,26.0,98.0,18.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,MEANDSOMEONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.197
STATE ONLY,26.0,98.0,19.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,OMITS,JEANCARNAHAN,SUBURBS,MEDICARE/RX,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,STLSUBURBS,60+,60+,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,ONLYBUSH,OMITS,,,SUPPORT,0.24
STATE ONLY,26.0,98.0,20.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,SOCIALSECUR,CARES,NO,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.197
STATE ONLY,26.0,98.0,21.0,SECOND CALL,45-49,,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,MEDICARE/RX,COMPLEXISSUE,OMITS,CLINTON,NONE,OMITS,WORSE,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,OMITS,STATE,COMPLETE,STLSUBURBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.20600000000000002
STATE ONLY,26.0,98.0,22.0,SECOND CALL,65-74,HISP,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,OMITS,JEANCARNAHAN,SUBURBS,MEDICARE/RX,CARES,YES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,ELSE,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,60+,60+,DEMOCRAT,65+,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,OPPOSE,0.24
STATE ONLY,26.0,98.0,23.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,ECON/JOBS,LIKEABLE,YES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,30-39,DEMOCRAT,30-39,OTHER,BOTH,ONLYBUSH,ISSUES,,,OPPOSE,0.197
STATE ONLY,26.0,98.0,24.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,EDUCATION,CARES,OMITS,CLINTON,ME,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,30-44,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYBUSH,OMITS,,,OPPOSE,0.197
STATE ONLY,26.0,98.0,25.0,THIRD CALL,75+,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,MEDICARE/RX,CARES,OMITS,CLINTON,SOMEONEELSE,MOSTILL,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,,65+,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,BOTH,ONLYBUSH,ISSUES,,,OPPOSE,0.24
STATE ONLY,26.0,98.0,26.0,THIRD CALL,60-64,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,OMITS,OMITS,SUBURBS,EDUCATION,OMITS,NO,CLINTON,,ALWYSILL,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,60+,60+,REPUBLICAN,50-64,CATHOLIC,ONLYGORE,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.251
STATE ONLY,26.0,98.0,27.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,UNFAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,MEDICARE/RX,CARES,NO,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/UNFAV,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,18-29,18-24,DEMOCRAT,18-24,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,28.0,THIRD CALL,30-39,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.197
STATE ONLY,26.0,98.0,29.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.197
STATE ONLY,26.0,98.0,30.0,THIRD CALL,40-44,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,ECON/JOBS,CARES,YES,CLINTON,ME,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,NEVER,75-100K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.197
STATE ONLY,26.0,98.0,31.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,OMITS,CARES,NO,CLINTON,NONE,OMITS,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,STLSUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.20600000000000002
STATE ONLY,26.0,98.0,32.0,THIRD CALL,25-29,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,WOULDNOTVOTE,SUBURBS,ECON/JOBS,CARES,NO,NOVOTE,NONE,ALWYSLGL,SAME,APP/FAV,NO,INDEPEND,SUBURBS,HSGRAD,,NEVER,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,18-29,25-29,IND/OTHER,25-29,,ONLYGORE,ONLYGORE,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,33.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,SOCIALSECUR,CARES,NO,CLINTON,ME,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,BOTH,ONLYBUSH,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,34.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,EDUCATION,CARES,YES,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,BOTH,ONLYBUSH,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,35.0,THIRD CALL,30-39,BLACK,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,OMITS,EXPERIENCE,NO,CLINTON,NONE,ALWYSLGL,WORSE,APP/FAV,YES,,SUBURBS,HSGRAD,ELSE,NEVER,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,30-44,30-39,,30-39,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,SUPPORT,0.197
STATE ONLY,26.0,98.0,36.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,OMITS,0.197
STATE ONLY,26.0,98.0,37.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,18-29,18-24,DEMOCRAT,18-24,NONE,ONLYGORE,ONLYGORE,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,98.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,EDUCATION,HONEST,NO,CLINTON,ME,ALWYSLGL,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,ELSE,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,OPPOSE,0.197
STATE ONLY,26.0,98.0,39.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,ECON/JOBS,LIKEABLE,YES,CLINTON,,OMITS,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,STLSUBURBS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.164
STATE ONLY,26.0,99.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,EDUCATION,HONEST,YES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,OPPOSE,1.207
STATE ONLY,26.0,99.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,EDUCATION,HONEST,NO,DOLE,SOMEONEELSE,MOSTLGL,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,45-59,40-49,IND/OTHER,40-49,JEWISH,NEITHER,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.207
STATE ONLY,26.0,99.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,APPROVE,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,SUPPORT,1.209
STATE ONLY,26.0,99.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,ECON/JOBS,HONEST,OMITS,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,,CATHOLIC,MORETHAN1AWK,50-75K,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,60+,60+,REPUBLICAN,65+,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.486
STATE ONLY,26.0,99.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ASHCROFT,,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,OMITS,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.1400000000000001
STATE ONLY,26.0,99.0,6.0,FIRST CALL,45-49,WHITE,MALE,BUCHANAN,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,OMITS,HONEST,NO,PEROT,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,45-59,40-49,IND/OTHER,40-49,NONE,BOTH,BOTH,ISSUES,,,OPPOSE,0.226
STATE ONLY,26.0,99.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,HEALTHCARE,HONEST,YES,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.209
STATE ONLY,26.0,99.0,8.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,EDUCATION,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,60+,60+,REPUBLICAN,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,SUPPORT,1.486
STATE ONLY,26.0,99.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,APPROVE,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,ECON/JOBS,COMPLEXISSUE,YES,DOLE,SOMEONEELSE,MOSTILL,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,,OTHERCHRIST,ONCEAWEEK,75-100K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,SUPPORT,1.209
STATE ONLY,26.0,99.0,10.0,FIRST CALL,30-39,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.114
STATE ONLY,26.0,99.0,11.0,FIRST CALL,40-44,WHITE,MALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,MORE,JEANCARNAHAN,SUBURBS,HEALTHCARE,EXPERIENCE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,1.114
STATE ONLY,26.0,99.0,12.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,MEDICARE/RX,OMITS,NO,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,60+,60+,IND/OTHER,65+,,NEITHER,ONLYBUSH,ISSUES,,,OPPOSE,1.486
STATE ONLY,26.0,99.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,OMITS,HONEST,YES,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,STLSUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,SUPPORT,1.209
STATE ONLY,26.0,99.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CARNAHAN,TALENT,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,HEALTHCARE,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,OMITS,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,45-59,50-59,DEMOCRAT,50-64,JEWISH,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,1.2790000000000001
STATE ONLY,26.0,99.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,STLSUBURBS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,SUPPORT,1.0090000000000001
STATE ONLY,26.0,99.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CARNAHAN,HOLDEN,APPROVE,FAVORABLE,GORE,LESS,JEANCARNAHAN,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,NEVER,30-50K,NO,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,STLSUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,SUPPORT,1.116
STATE ONLY,26.0,99.0,17.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,HEALTHCARE,HONEST,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYBUSH,PERSONALQUAL,,,OPPOSE,1.207
STATE ONLY,26.0,99.0,18.0,SECOND CALL,65-74,WHITE,MALE,GORE,ASHCROFT,HOLDEN,APPROVE,UNFAVORABLE,GORE,MORE,ASHCROFT,SUBURBS,MEDICARE/RX,GOODJUDGMENT,NO,CLINTON,NONE,ALWYSLGL,WORSE,APP/UNFAV,NO,DEMOCRAT,SUBURBS,COLGRAD,JEWISH,AFEWAYEAR,15-30K,YES,NO,LIBERAL,65+,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,60+,60+,DEMOCRAT,65+,JEWISH,ONLYGORE,BOTH,ISSUES,,,SUPPORT,1.389
STATE ONLY,26.0,99.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ASHCROFT,TALENT,DISAPPR,UNFAVORABLE,BUSH,LESS,ASHCROFT,SUBURBS,EDUCATION,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,STLSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,1.207
