VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,BCRUN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,4.0,88.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.103
STATE ONLY,4.0,88.0,5.0,FIRST CALL,75+,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,TAXES,CARES,OMITS,PEROT,SAME,APP/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.308
STATE ONLY,4.0,88.0,6.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.94
STATE ONLY,4.0,88.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,HEALTHCARE,STRONGLEADER,OMITS,NOVOTE,WORSE,DIS/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.847
STATE ONLY,4.0,88.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.2
STATE ONLY,4.0,88.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,NO,OMITS,OMITS,DIS/UNFAV,NO,INDEPEND,,CATHOLIC,,,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.154
STATE ONLY,4.0,88.0,10.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,NO,DOLE,SAME,DIS/UNFAV,NO,ELSE,NOHS,CATHOLIC,LESS15K,,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,2.2
STATE ONLY,4.0,88.0,11.0,FIRST CALL,75+,WHITE,FEMALE,GORE,BEFORE,APPROVE,OMITS,GORE,SOCIALSECUR,HONEST,OMITS,CLINTON,SAME,OMITS,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.154
STATE ONLY,4.0,88.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,STRONGLEADER,NO,PEROT,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,15-30K,,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.635
STATE ONLY,4.0,88.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,GOODJUDGMENT,OMITS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.154
STATE ONLY,4.0,88.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.154
STATE ONLY,4.0,88.0,15.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,BEFORE,APPROVE,OMITS,GORE,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,BETTER,OMITS,YES,DEMOCRAT,HSGRAD,ELSE,,,18-64,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,50-64,OTHER,,,1.154
STATE ONLY,4.0,88.0,16.0,FIRST CALL,75+,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,NONE,50-75K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,NONE,,,1.308
STATE ONLY,4.0,88.0,17.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.854
STATE ONLY,4.0,88.0,18.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,STRONGLEADER,YES,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.635
STATE ONLY,4.0,88.0,19.0,FIRST CALL,50-59,WHITE,,OTHER,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.213
STATE ONLY,4.0,88.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,NOVOTE,BETTER,APP/UNFAV,YES,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.582
STATE ONLY,4.0,88.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.395
STATE ONLY,4.0,88.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,GOODJUDGMENT,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.854
STATE ONLY,4.0,88.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,GOODJUDGMENT,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.635
STATE ONLY,4.0,88.0,24.0,SECOND CALL,75+,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,NOHS,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.2
STATE ONLY,4.0,88.0,25.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,OMITS,BUSH,WORLDAFFAIRS,HONEST,YES,PEROT,SAME,OMITS,NO,,NOHS,CATHOLIC,,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,,65+,CATHOLIC,,,1.94
STATE ONLY,4.0,88.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,OTHER,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,COMPLEXISSUE,NO,OTHER,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.951
STATE ONLY,4.0,88.0,27.0,SECOND CALL,75+,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,DOLE,SAME,APP/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.2
STATE ONLY,4.0,88.0,28.0,THIRD CALL,60-64,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,PROTESTANT,50-75K,,18-64,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.308
STATE ONLY,4.0,88.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,OMITS,OMITS,YES,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,,18-64,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.973
STATE ONLY,4.0,88.0,30.0,THIRD CALL,60-64,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.308
STATE ONLY,4.0,92.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,YES,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,STRONGLEADER,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,OMITS,GOODJUDGMENT,YES,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.5230000000000001
STATE ONLY,4.0,92.0,5.0,FIRST CALL,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CARES,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.11
STATE ONLY,4.0,92.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.123
STATE ONLY,4.0,92.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,OMITS,EDUCATION,CARES,NO,NOVOTE,BETTER,APP/FAV,NO,,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,,30-39,PROT/CHRIST,,,1.123
STATE ONLY,4.0,92.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.241
STATE ONLY,4.0,92.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,NOVOTE,BETTER,APP/FAV,OMITS,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,STRONGLEADER,NO,DOLE,BETTER,APP/UNFAV,NO,ELSE,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.241
STATE ONLY,4.0,92.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.241
STATE ONLY,4.0,92.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,13.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BEFORE,OMITS,OMITS,OMITS,SOCIALSECUR,HONEST,NO,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,LITTLEROCK,30-44,40-49,,40-49,,,,1.287
STATE ONLY,4.0,92.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,BEFORE,OMITS,OMITS,OMITS,EDUCATION,HONEST,YES,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,LITTLEROCK,30-44,40-49,,40-49,,,,1.241
STATE ONLY,4.0,92.0,15.0,FIRST CALL,30-39,WHITE,MALE,NADER,LAST.MONTH,APPROVE,FAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,SAME,APP/FAV,YES,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.5730000000000001
STATE ONLY,4.0,92.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,GOODJUDGMENT,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.241
STATE ONLY,4.0,92.0,17.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,FAVORABLE,BUSH,TAXES,HONEST,OMITS,NOVOTE,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,18.0,SECOND CALL,45-49,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,OMITS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.164
STATE ONLY,4.0,92.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,NADER,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,YES,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.47700000000000004
STATE ONLY,4.0,92.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,TAXES,EXPERIENCE,OMITS,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.123
STATE ONLY,4.0,92.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.969
STATE ONLY,4.0,92.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,STRONGLEADER,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.241
STATE ONLY,4.0,92.0,23.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.969
STATE ONLY,4.0,92.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,HONEST,NO,PEROT,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.241
STATE ONLY,4.0,92.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,26.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.123
STATE ONLY,4.0,92.0,27.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,TAXES,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.969
STATE ONLY,4.0,92.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.969
STATE ONLY,4.0,92.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,EDUCATION,STRONGLEADER,NO,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.123
STATE ONLY,4.0,92.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,EXPERIENCE,YES,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.241
STATE ONLY,4.0,92.0,32.0,THIRD CALL,18-24,WHITE,MALE,OTHER,BEFORE,APPROVE,FAVORABLE,BUSH,ECON/JOBS,HONEST,NO,NOVOTE,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.666
STATE ONLY,4.0,92.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,OMITS,OMITS,YES,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.969
STATE ONLY,4.0,92.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.164
STATE ONLY,4.0,92.0,35.0,THIRD CALL,30-39,WHITE,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.164
STATE ONLY,4.0,92.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,OMITS,STRONGLEADER,YES,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.287
STATE ONLY,4.0,92.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,TAXES,GOODJUDGMENT,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.241
STATE ONLY,4.0,92.0,39.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.935
