VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,RACPRO,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CORZMONY,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,31.0,118.0,2.0,FIRST CALL,946.0,,BLACK,MALE,GORE,CORZINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,SOCIALSECUR,OMITS,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,,,,NATIONAL,NOTCOMPLETE,CENTRAL,,,,,NO,BLACK,,,,OMITS,SOCIALSECUR,OMITS,0.9460000000000001
NATIONAL GREY,31.0,118.0,3.0,FIRST CALL,1060.0,45-49,WHITE,FEMALE,GORE,,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,COLGRAD,,,75-100K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,NO,WHITE,,ONLYGORE,BOTH,,,,1.06
NATIONAL PINK,31.0,118.0,4.0,FIRST CALL,1331.0,18-24,HISP,FEMALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,NONE,,,YES,,REPUBLCN,50-500K,,OTHERCHRIST,,75-100K,NO,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,YES,WHITE,PROT/CHRIST,,,,,,1.331
NATIONAL WHITE,31.0,118.0,5.0,THIRD CALL,776.0,18-24,WHITE,MALE,NADER,CORZINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,ECON/JOBS,HONEST,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,18-29,18-24,,18-24,NO,WHITE,,,,OMITS,,,0.776
NATIONAL WHITE,31.0,118.0,6.0,THIRD CALL,898.0,18-24,WHITE,FEMALE,NADER,FRANKS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MORE,CITYOVER50K,WORLDAFFAIRS,LIKEABLE,NOVOTE,ME,SAME,DIS/UNFAV,YES,,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,,,PERSONALQUAL,,,0.898
NATIONAL WHITE,31.0,118.0,7.0,THIRD CALL,946.0,30-39,BLACK,MALE,GORE,CORZINE,OMITS,FAVORABLE,OMITS,MORE,CITYOVER50K,OMITS,EXPERIENCE,DOLE,NONE,BETTER,OMITS,YES,,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,,NO,NO,,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,,,OMITS,,,0.9460000000000001
NATIONAL WHITE,31.0,118.0,8.0,THIRD CALL,1002.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.002
NATIONAL WHITE,31.0,118.0,9.0,THIRD CALL,921.0,45-49,WHITE,FEMALE,NADER,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,OMITS,OTHER,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,ISSUES,,,0.921
NATIONAL WHITE,31.0,118.0,10.0,THIRD CALL,1307.0,50-59,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,DOLE,NONE,SAME,APP/UNFAV,NO,,INDEPEND,50-500K,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.307
NATIONAL WHITE,31.0,118.0,11.0,THIRD CALL,1017.0,25-29,HISP,MALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,ME,SAME,APP/FAV,NO,,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,YES,BLACK,CATHOLIC,,,ISSUES,,,1.0170000000000001
NATIONAL WHITE,31.0,118.0,12.0,THIRD CALL,1216.0,25-29,BLACK,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,OMITS,NOVOTE,ME,BETTER,DIS/UNFAV,,,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,OVER100K,NO,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,NO,BLACK,CATHOLIC,,,ISSUES,,,1.216
NATIONAL WHITE,31.0,118.0,13.0,THIRD CALL,1266.0,18-24,BLACK,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NOVOTE,MEANDSOMEONE,WORSE,DIS/UNFAV,YES,,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,75-100K,NO,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,NO,BLACK,CATHOLIC,,,ISSUES,,,1.266
NATIONAL YELLOW,31.0,118.0,14.0,THIRD CALL,178.0,30-39,WHITE,MALE,BUCHANAN,FRANKS,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,EDUCATION,CARES,OTHER,NONE,SAME,APP/FAV,YES,,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,CARES,0.178
NATIONAL YELLOW,31.0,118.0,15.0,THIRD CALL,931.0,25-29,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,NOVOTE,ME,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,,ISSUES,SOCIALSECUR,CARES,0.931
NATIONAL YELLOW,31.0,118.0,16.0,THIRD CALL,954.0,40-44,WHITE,MALE,GORE,CORZINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,30-44,40-49,,40-49,NO,WHITE,,,,OMITS,ECON/JOBS,EXPERIENCE,0.9540000000000001
NATIONAL YELLOW,31.0,118.0,17.0,THIRD CALL,1105.0,40-44,WHITE,FEMALE,GORE,FRANKS,OMITS,OMITS,OMITS,LESS,CITYOVER50K,SOCIALSECUR,EXPERIENCE,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,30-44,40-49,,40-49,NO,WHITE,,,,OMITS,SOCIALSECUR,EXPERIENCE,1.105
NATIONAL YELLOW,31.0,118.0,18.0,THIRD CALL,1266.0,25-29,HISP,MALE,BUSH,FRANKS,OMITS,OMITS,OMITS,MORE,CITYOVER50K,TAXES,GOODJUDGMENT,OMITS,ME,OMITS,,NO,,,50-500K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,18-29,25-29,,25-29,YES,BLACK,,,,OMITS,TAXES,GOODJUDGMENT,1.266
NATIONAL YELLOW,31.0,118.0,19.0,THIRD CALL,1373.0,50-59,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,YES,,INDEPEND,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,PERSONALQUAL,ECON/JOBS,STRONGLEADER,1.373
NATIONAL YELLOW,31.0,118.0,20.0,THIRD CALL,1017.0,25-29,HISP,MALE,GORE,FRANKS,APPROVE,UNFAVORABLE,GORE,LESS,CITYOVER50K,OMITS,CARES,CLINTON,ME,BETTER,APP/UNFAV,YES,,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,YES,,CATHOLIC,,,ISSUES,OMITS,CARES,1.0170000000000001
NATIONAL YELLOW,31.0,118.0,21.0,THIRD CALL,924.0,18-24,HISP,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,CLINTON,SOMEONEELSE,WORSE,APP/FAV,YES,,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,YES,BLACK,PROT/CHRIST,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,0.924
NATIONAL YELLOW,31.0,118.0,22.0,THIRD CALL,1147.0,25-29,HISP,MALE,BUSH,CORZINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,OMITS,ME,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,18-29,25-29,,25-29,YES,WHITE,,,,OMITS,SOCIALSECUR,STRONGLEADER,1.147
NATIONAL YELLOW,31.0,118.0,23.0,THIRD CALL,924.0,18-24,HISP,MALE,GORE,CORZINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,OMITS,SOMEONEELSE,OMITS,OMITS,YES,,,50-500K,,,OMITS,OVER100K,,,,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,,18-24,YES,BLACK,,,,OMITS,SOCIALSECUR,GOODJUDGMENT,0.924
NATIONAL GREY,31.0,118.0,24.0,THIRD CALL,954.0,50-59,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,POSTGRAD,,,50-75K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,,ONLYGORE,ONLYBUSH,,,,0.9540000000000001
NATIONAL GREY,31.0,118.0,25.0,THIRD CALL,1362.0,,HISP,FEMALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,,50-500K,,,,,,,,,OMITS,,NATIONAL,NOTCOMPLETE,CENTRAL,,,,,YES,WHITE,,OMITS,OMITS,,,,1.362
NATIONAL GREY,31.0,118.0,26.0,THIRD CALL,994.0,30-39,HISP,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,YES,HISP,,ONLYGORE,BOTH,,,,0.994
NATIONAL GREY,31.0,118.0,27.0,THIRD CALL,1690.0,65-74,WHITE,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,,50-500K,,,,,,,,65+,OMITS,,NATIONAL,NOTCOMPLETE,CENTRAL,60+,60+,,65+,NO,WHITE,,OMITS,OMITS,,,,1.69
NATIONAL GREY,31.0,118.0,28.0,THIRD CALL,1373.0,30-39,WHITE,FEMALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,HSGRAD,,,15-30K,,,CONSERV,18-64,OMITS,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,BOTH,ONLYGORE,,,,1.373
NATIONAL GREY,31.0,118.0,29.0,THIRD CALL,1373.0,30-39,WHITE,FEMALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,OMITS,ONLYGORE,,,,1.373
NATIONAL GREY,31.0,118.0,30.0,THIRD CALL,1175.0,40-44,HISP,MALE,BUSH,CORZINE,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,COLGRAD,,,75-100K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,YES,HISP,,BOTH,ONLYGORE,,,,1.175
NATIONAL GREY,31.0,118.0,31.0,THIRD CALL,1341.0,18-24,WHITE,FEMALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,OMITS,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,NO,WHITE,,ONLYBUSH,ONLYGORE,,,,1.341
NATIONAL GREY,31.0,118.0,32.0,THIRD CALL,946.0,40-44,HISP,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,,,,50-75K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,YES,HISP,,ONLYGORE,ONLYGORE,,,,0.9460000000000001
NATIONAL PINK,31.0,118.0,33.0,THIRD CALL,1156.0,25-29,WHITE,MALE,BUSH,CORZINE,,,,,CITYOVER50K,,,,ME,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,,,,,1.156
NATIONAL PINK,31.0,118.0,34.0,THIRD CALL,1002.0,45-49,ASIAN,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,YES,,,50-500K,,,,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,45-59,40-49,,40-49,NO,ASIAN,,,,,,,1.002
NATIONAL PINK,31.0,118.0,35.0,THIRD CALL,1023.0,18-24,WHITE,MALE,GORE,FRANKS,,,,,CITYOVER50K,,,,NONE,,,YES,,,50-500K,,,,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,18-29,18-24,,18-24,NO,WHITE,,,,,,,1.0230000000000001
NATIONAL PINK,31.0,118.0,36.0,THIRD CALL,1017.0,25-29,HISP,MALE,GORE,FRANKS,,,,,CITYOVER50K,,,,NONE,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,50-75K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,YES,HISP,CATHOLIC,,,,,,1.0170000000000001
NATIONAL PINK,31.0,118.0,37.0,THIRD CALL,1690.0,75+,WHITE,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,ME,,,NO,,INDEPEND,50-500K,,PROTESTANT,,LESS15K,NO,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,,,,1.69
NATIONAL PINK,31.0,118.0,38.0,THIRD CALL,994.0,30-39,HISP,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,MEANDSOMEONE,,,YES,,REPUBLCN,50-500K,,CATHOLIC,,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,YES,HISP,CATHOLIC,,,,,,0.994
NATIONAL PINK,31.0,118.0,39.0,THIRD CALL,1225.0,65-74,HISP,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,SOMEONEELSE,,,NO,,DEMOCRAT,50-500K,,CATHOLIC,,75-100K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,YES,HISP,CATHOLIC,,,,,,1.225
NATIONAL PINK,31.0,118.0,40.0,THIRD CALL,946.0,45-49,HISP,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,LESS15K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,,,,0.9460000000000001
NATIONAL PINK,31.0,118.0,41.0,THIRD CALL,1060.0,50-59,WHITE,FEMALE,GORE,,,,,,CITYOVER50K,,,,NONE,,,NO,,DEMOCRAT,50-500K,,NONE,,LESS15K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,,,,1.06
NATIONAL PINK,31.0,118.0,42.0,THIRD CALL,1690.0,60-64,WHITE,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,ME,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,OVER100K,,,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,,,,1.69
STATE ONLY,31.0,119.0,1.0,FIRST CALL,235.0,50-59,WHITE,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,CLINTON,ME,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.23500000000000001
STATE ONLY,31.0,119.0,2.0,FIRST CALL,234.0,30-39,BLACK,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,EXPERIENCE,CLINTON,ME,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,ONLYGORE,BOTH,ISSUES,,,0.234
STATE ONLY,31.0,119.0,3.0,FIRST CALL,247.0,30-39,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,NONE,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,SOMEWHATCONC,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.247
STATE ONLY,31.0,119.0,4.0,FIRST CALL,241.0,25-29,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,COLGRAD,NONE,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,HISP,NONE,ONLYGORE,BOTH,ISSUES,,,0.241
STATE ONLY,31.0,119.0,5.0,FIRST CALL,247.0,50-59,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,CARES,CLINTON,SOMEONEELSE,SAME,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,NOTTOOCONC,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.247
STATE ONLY,31.0,119.0,6.0,FIRST CALL,247.0,40-44,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,CARES,CLINTON,NONE,SAME,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,NOTATALLCONC,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.247
STATE ONLY,31.0,119.0,7.0,FIRST CALL,234.0,50-59,HISP,MALE,GORE,CORZINE,OMITS,OMITS,OMITS,MORE,SUBURBS,EDUCATION,GOODJUDGMENT,OMITS,ME,OMITS,,,NOTTOOSERIO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,NOTATALLCONC,STATE,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,YES,BLACK,,OMITS,OMITS,OMITS,,,0.234
STATE ONLY,31.0,119.0,8.0,FIRST CALL,319.0,60-64,BLACK,FEMALE,GORE,CORZINE,DISAPPR,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,MEANDSOMEONE,WORSE,DIS/FAV,NO,VERYSERIOUS,ELSE,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,CENTRAL,60+,60+,IND/OTHER,50-64,NO,BLACK,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.319
STATE ONLY,31.0,119.0,9.0,FIRST CALL,247.0,50-59,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,SOMEONEELSE,SAME,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,NOHS,,ONCEAWEEK,LESS15K,YES,YES,CONSERV,18-64,SOCIALSECURI,NOTATALLCONC,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,,BLACK,,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.247
STATE ONLY,31.0,119.0,10.0,FIRST CALL,247.0,50-59,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,CLINTON,SOMEONEELSE,WORSE,APP/FAV,NO,VERYSERIOUS,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,VERYCONC,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.247
STATE ONLY,31.0,119.0,11.0,FIRST CALL,234.0,40-44,BLACK,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,STRONGLEADER,NOVOTE,ME,BETTER,APP/FAV,YES,VERYSERIOUS,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,NOTATALLCONC,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.234
STATE ONLY,31.0,119.0,12.0,FIRST CALL,249.0,30-39,BLACK,MALE,,CORZINE,OMITS,OMITS,OMITS,LESS,SUBURBS,ECON/JOBS,OMITS,CLINTON,NONE,BETTER,OMITS,YES,VERYSERIOUS,,SUBURBS,,,OMITS,,YES,YES,,18-64,OMITS,NOTATALLCONC,STATE,COMPLETE,CENTRAL,30-44,30-39,,30-39,NO,BLACK,,ONLYGORE,ONLYBUSH,ISSUES,,,0.249
STATE ONLY,31.0,119.0,13.0,FIRST CALL,247.0,40-44,BLACK,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,ME,SAME,APP/FAV,YES,SOMEWHTSERI,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,MORETHAN1AWK,15-30K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,NOTATALLCONC,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,NONE,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.247
STATE ONLY,31.0,119.0,14.0,SECOND CALL,259.0,30-39,BLACK,MALE,GORE,FRANKS,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,OMITS,PEROT,MEANDSOMEONE,SAME,APP/FAV,YES,SOMEWHTSERI,ELSE,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,YES,MODERATE,18-64,SOCIALSECURI,NOTTOOCONC,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,BLACK,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.259
STATE ONLY,31.0,119.0,15.0,SECOND CALL,249.0,30-39,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/FAV,YES,VERYSERIOUS,,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,,YES,YES,,18-64,OTHRPROGRAMS,VERYCONC,STATE,COMPLETE,CENTRAL,30-44,30-39,,30-39,,WHITE,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,0.249
