VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
NATIONAL WHITE,38.0,1.0,94.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,DEM,GORE,MORE,,EDUCATION,HONEST,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,18-29,25-29,DEMOCRAT,25-29,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,2.174
NATIONAL WHITE,38.0,1.0,96.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,SOMEONEELSE,MOSTILL,WORSE,DIS/UNFAV,NO,INDEPEND,,SOMCOL/ASSOC,JEWISH,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,30-44,30-39,IND/OTHER,30-39,NO,,JEWISH,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,NOTTOORESPON,0.99
NATIONAL WHITE,38.0,1.0,98.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,REP,BUSH,LESS,,OMITS,EXPERIENCE,NO,DOLE,NONE,MOSTLGL,SAME,APP/FAV,NO,INDEPEND,,HSGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,CONSERV,65+,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,60+,60+,IND/OTHER,65+,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,,NEITHER,GOOD,SAME,SOMEWHATRESP,0.988
NATIONAL WHITE,38.0,1.0,99.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,TAXES,GOODJUDGMENT,NO,DOLE,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,NO,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,30-44,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,NOTTOORESPON,0.521
NATIONAL WHITE,38.0,1.0,100.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,DEM,GORE,LESS,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,NO,INDEPEND,,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,NO,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,60+,60+,IND/OTHER,50-64,NO,,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,2.378
NATIONAL WHITE,38.0,1.0,103.0,FIRST CALL,18-24,,MALE,GORE,APPROVE,UNFAVORABLE,DEM,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,INDEPEND,,COLGRAD,NONE,NEVER,LESS15K,NO,NO,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,18-29,18-24,IND/OTHER,18-24,NO,,NONE,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.769
NATIONAL WHITE,38.0,1.0,105.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,DEM,GORE,LESS,,ECON/JOBS,HONEST,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,NEVER,15-30K,NO,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,18-29,18-24,DEMOCRAT,18-24,NO,,NONE,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,BETTER,VERYRESPONSI,1.0230000000000001
NATIONAL WHITE,38.0,1.0,109.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,DEM,GORE,MORE,,EDUCATION,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,45-59,40-49,DEMOCRAT,40-49,NO,,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,WORSE,SOMEWHATRESP,1.58
NATIONAL WHITE,38.0,2.0,100.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,DEM,GORE,OMITS,,OMITS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,YES,DEMOCRAT,,POSTGRAD,NONE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,YES,NEITHER,GOOD,WORSE,SOMEWHATRESP,1.313
NATIONAL WHITE,38.0,2.0,102.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,TAXES,HONEST,NO,CLINTON,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,DEMOCRAT,,COLGRAD,NONE,AFEWAMONTH,75-100K,YES,NO,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,18-29,25-29,DEMOCRAT,25-29,NO,,NONE,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,NOTATALLRESP,0.439
NATIONAL WHITE,38.0,2.0,103.0,FIRST CALL,40-44,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,DEM,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,SAME,APP/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,30-44,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,SAME,NOTATALLRESP,0.626
NATIONAL WHITE,38.0,2.0,104.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,OMITS,DEM,GORE,LESS,,EDUCATION,OMITS,NO,CLINTON,NONE,ALWYSLGL,BETTER,OMITS,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,18-29,25-29,DEMOCRAT,25-29,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,YES,NEITHER,GOOD,OMITS,SOMEWHATRESP,1.449
NATIONAL WHITE,38.0,2.0,105.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,NONE,ALWYSLGL,WORSE,DIS/UNFAV,YES,INDEPEND,,COLGRAD,OTHERCHRIST,NEVER,LESS15K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,18-29,18-24,IND/OTHER,18-24,NO,,PROT/CHRIST,OMITS,,NO,,ISSUES,,,NO,OPPOSECLIN,NOTGOOD,OMITS,SOMEWHATRESP,1.399
NATIONAL WHITE,38.0,2.0,107.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,OMITS,COMPLEXISSUE,YES,DOLE,NONE,MOSTILL,WORSE,DIS/UNFAV,NO,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,WRONGTRACK,,YES,,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,OMITS,VERYRESPONSI,0.9430000000000001
NATIONAL WHITE,38.0,2.0,108.0,FIRST CALL,45-49,WHITE,FEMALE,NADER,APPROVE,OMITS,,OMITS,OMITS,,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,OMITS,SAME,OMITS,NO,INDEPEND,,POSTGRAD,NONE,NEVER,,NO,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,40-49,IND/OTHER,40-49,NO,,NONE,OMITS,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,OMITS,VERYRESPONSI,0.419
NATIONAL WHITE,38.0,2.0,109.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,DEM,GORE,MORE,,OMITS,COMPLEXISSUE,NO,CLINTON,ME,MOSTLGL,WORSE,APP/UNFAV,YES,DEMOCRAT,,POSTGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,GOOD,OMITS,SOMEWHATRESP,0.557
NATIONAL WHITE,38.0,2.0,110.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,DEM,GORE,OMITS,,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,MOSTILL,SAME,APP/UNFAV,YES,DEMOCRAT,,SOMCOL/ASSOC,NONE,AFEWAYEAR,15-30K,NO,NO,,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,WORSE,VERYRESPONSI,0.557
NATIONAL WHITE,38.0,2.0,112.0,FIRST CALL,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,REP,BUSH,LESS,,ECON/JOBS,GOODJUDGMENT,NO,NOVOTE,NONE,MOSTILL,SAME,APP/FAV,YES,REPUBLCN,,NOHS,OTHERCHRIST,NEVER,15-30K,YES,YES,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,18-29,18-24,REPUBLICAN,18-24,NO,,PROT/CHRIST,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,1.471
NATIONAL WHITE,38.0,2.0,113.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,LESS,,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,INDEPEND,,POSTGRAD,CATHOLIC,AFEWAMONTH,,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,50-59,IND/OTHER,50-64,NO,,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,SOMEWHATRESP,0.54
NATIONAL WHITE,38.0,2.0,114.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,MORE,,EDUCATION,HONEST,NO,NOVOTE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,YES,DEMOCRAT,,HSGRAD,NONE,NEVER,LESS15K,NO,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,18-29,18-24,DEMOCRAT,18-24,NO,,NONE,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.772
NATIONAL WHITE,38.0,2.0,115.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,OMITS,DEM,GORE,MORE,,OMITS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,BETTER,OMITS,YES,DEMOCRAT,,HSGRAD,NONE,NEVER,30-50K,YES,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,1.58
NATIONAL WHITE,38.0,2.0,117.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,DEM,WOULDNOTVOTE,MORE,,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,ELSE,,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,NWCOAST,30-44,30-39,IND/OTHER,30-39,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,BETTER,SOMEWHATRESP,1.389
NATIONAL WHITE,38.0,3.0,140.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,OMITS,REP,BUSH,LESS,,ECON/JOBS,OMITS,NO,CLINTON,NONE,MOSTLGL,BETTER,OMITS,YES,DEMOCRAT,,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,0.791
NATIONAL WHITE,38.0,3.0,141.0,FIRST CALL,45-49,WHITE,MALE,BUSH,APPROVE,FAVORABLE,,GORE,LESS,,WORLDAFFAIRS,HONEST,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,DEMOCRAT,,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.075
NATIONAL WHITE,38.0,3.0,142.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,DEM,GORE,MORE,,ECON/JOBS,EXPERIENCE,NO,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,,CATHOLIC,RIGHTDIR,,YES,,PERSONALQUAL,,,NO,SUPPORTCLIN,GOOD,SAME,VERYRESPONSI,1.449
NATIONAL WHITE,38.0,3.0,144.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,TAXES,HONEST,NO,DOLE,ME,ALWYSILL,SAME,DIS/UNFAV,YES,REPUBLCN,,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,OMITS,,NO,,ISSUES,,,NO,OPPOSECLIN,GOOD,SAME,NOTTOORESPON,0.34700000000000003
NATIONAL WHITE,38.0,3.0,147.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,DEM,GORE,LESS,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,ELSE,,SOMCOL/ASSOC,NONE,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,30-44,40-49,IND/OTHER,40-49,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,2.625
NATIONAL WHITE,38.0,3.0,150.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,TAXES,OMITS,YES,DOLE,ME,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,WORSE,NOTTOORESPON,0.9430000000000001
NATIONAL WHITE,38.0,3.0,151.0,FIRST CALL,30-39,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,DEM,GORE,MORE,,ECON/JOBS,CARES,NO,OTHER,ME,MOSTILL,BETTER,APP/UNFAV,YES,DEMOCRAT,,POSTGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,1.48
NATIONAL WHITE,38.0,3.0,152.0,FIRST CALL,18-24,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,DEM,GORE,MORE,,EDUCATION,STRONGLEADER,NO,NOVOTE,NONE,MOSTLGL,SAME,DIS/UNFAV,NO,DEMOCRAT,,HSGRAD,,NEVER,30-50K,NO,NO,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,18-29,18-24,DEMOCRAT,18-24,NO,,,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,EXCEL,SAME,NOTTOORESPON,1.0230000000000001
NATIONAL WHITE,38.0,3.0,159.0,FIRST CALL,40-44,WHITE,MALE,BUSH,OMITS,UNFAVORABLE,REP,BUSH,LESS,,TAXES,GOODJUDGMENT,NO,PEROT,NONE,MOSTLGL,WORSE,OMITS,YES,REPUBLCN,,HSGRAD,NONE,NEVER,,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,30-44,40-49,REPUBLICAN,40-49,NO,,NONE,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.254
NATIONAL WHITE,38.0,3.0,160.0,FIRST CALL,50-59,WHITE,FEMALE,OTHER,OMITS,UNFAVORABLE,REP,OMITS,LESS,,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,SAME,OMITS,YES,REPUBLCN,,COLGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,NO,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,0.464
NATIONAL WHITE,38.0,3.0,161.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,REP,BUSH,LESS,,SOCIALSECUR,CARES,YES,DOLE,NONE,MOSTLGL,SAME,APP/FAV,YES,REPUBLCN,,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,45-59,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,SUPPORTCLIN,GOOD,OMITS,SOMEWHATRESP,0.47200000000000003
NATIONAL WHITE,38.0,3.0,165.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,DEM,GORE,LESS,,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,YES,DEMOCRAT,,HSGRAD,PROTESTANT,AFEWAMONTH,15-30K,YES,NO,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,VERYRESPONSI,1.313
NATIONAL WHITE,38.0,4.0,112.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,OMITS,REP,BUSH,MORE,,EDUCATION,GOODJUDGMENT,YES,DOLE,NONE,ALWYSILL,BETTER,OMITS,YES,REPUBLCN,,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,45-59,50-59,REPUBLICAN,50-64,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.9430000000000001
NATIONAL WHITE,38.0,4.0,113.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,ECON/JOBS,CARES,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,30-44,30-39,REPUBLICAN,30-39,NO,,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,NOTGOOD,BETTER,VERYRESPONSI,1.254
NATIONAL WHITE,38.0,4.0,114.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,TAXES,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,NO,REPUBLCN,,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,65+,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,60+,60+,REPUBLICAN,65+,NO,,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,OPPOSECLIN,EXCEL,SAME,NOTATALLRESP,0.625
NATIONAL WHITE,38.0,4.0,116.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,,BUSH,MORE,,OMITS,CARES,YES,CLINTON,NONE,MOSTILL,SAME,APP/UNFAV,YES,INDEPEND,,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,45-59,50-59,IND/OTHER,50-64,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.897
NATIONAL WHITE,38.0,4.0,117.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,DEM,GORE,MORE,,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,,COLGRAD,NONE,NEVER,30-50K,YES,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,45-59,50-59,DEMOCRAT,50-64,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,1.313
NATIONAL WHITE,38.0,4.0,121.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,TAXES,CARES,NO,DOLE,NONE,ALWYSILL,WORSE,DIS/UNFAV,NO,INDEPEND,,NOHS,PROTESTANT,NEVER,,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,30-44,30-39,IND/OTHER,30-39,NO,,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,POOR,SAME,VERYRESPONSI,0.99
NATIONAL WHITE,38.0,4.0,124.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,OMITS,OMITS,,OMITS,OMITS,,OMITS,OMITS,YES,OTHER,SOMEONEELSE,OMITS,SAME,OMITS,YES,INDEPEND,,COLGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,45-59,50-59,IND/OTHER,50-64,,,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,,OPPOSECLIN,POOR,WORSE,SOMEWHATRESP,0.419
NATIONAL WHITE,38.0,4.0,126.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,,GORE,MORE,,TAXES,EXPERIENCE,NO,NOVOTE,NONE,MOSTLGL,SAME,APP/FAV,NO,INDEPEND,,HSGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,30-44,40-49,IND/OTHER,40-49,NO,,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.657
NATIONAL WHITE,38.0,4.0,131.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,,ECON/JOBS,HONEST,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,PHONESVY,NATIONAL,COMPLETE,SOUTHANDEAST,30-44,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,SAME,SOMEWHATRESP,1.254
NATIONAL YELLOW,38.0,1.0,88.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,REP,GORE,MORE,,EDUCATION,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,,COLGRAD,NONE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,45-59,40-49,DEMOCRAT,40-49,NO,,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,0.657
NATIONAL YELLOW,38.0,1.0,90.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,,GORE,MORE,,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,YES,INDEPEND,,SOMCOL/ASSOC,ELSE,NEVER,75-100K,NO,NO,LIBERAL,18-64,PHONESVY,NATIONAL,COMPLETE,MULTNOMAH,45-59,50-59,IND/OTHER,50-64,NO,,OTHER,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,OMITS,VERYRESPONSI,0.494
