VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,EVOLCREA,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,17.0,34.0,13.0,FIRST CALL,2629.0,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,14.0,FIRST CALL,2797.0,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,NOVOTE,SAME,APP/FAV,ELSE,NONE,75-100K,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,18-29,18-24,IND/OTHER,18-24,NONE,,,2.797
STATE ONLY,17.0,34.0,15.0,FIRST CALL,3285.0,65-74,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,NO,DOLE,SAME,OMITS,INDEPEND,PROTESTANT,,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,3.285
STATE ONLY,17.0,34.0,16.0,FIRST CALL,3852.0,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,OMITS,STATE,KCSUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,3.852
STATE ONLY,17.0,34.0,17.0,FIRST CALL,2539.0,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,2.539
STATE ONLY,17.0,34.0,18.0,FIRST CALL,2629.0,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,2.629
STATE ONLY,17.0,34.0,19.0,FIRST CALL,2629.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,20.0,FIRST CALL,3191.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,3.1910000000000003
STATE ONLY,17.0,34.0,21.0,FIRST CALL,3191.0,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,3.1910000000000003
STATE ONLY,17.0,34.0,22.0,FIRST CALL,2797.0,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,2.797
STATE ONLY,17.0,34.0,23.0,FIRST CALL,3285.0,65-74,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,65+,CREATIONISM,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,3.285
STATE ONLY,17.0,34.0,24.0,FIRST CALL,3081.0,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,OVER100K,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,30-39,DEMOCRAT,30-39,NONE,,,3.081
STATE ONLY,17.0,34.0,25.0,SECOND CALL,3448.0,40-44,HISP,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,JEWISH,50-75K,CONSERV,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,40-49,REPUBLICAN,40-49,JEWISH,,,3.448
STATE ONLY,17.0,34.0,26.0,SECOND CALL,3191.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,EVOLUTION,STATE,KCSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,3.1910000000000003
STATE ONLY,17.0,34.0,27.0,SECOND CALL,2629.0,50-59,,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,28.0,SECOND CALL,1312.0,45-49,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.312
STATE ONLY,17.0,34.0,29.0,SECOND CALL,3173.0,75+,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,3.173
STATE ONLY,17.0,34.0,30.0,SECOND CALL,3285.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,3.285
STATE ONLY,17.0,34.0,31.0,SECOND CALL,2629.0,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,32.0,SECOND CALL,1312.0,50-59,WHITE,FEMALE,NADER,APPROVE,UNFAVORABLE,BUSH,NO,PEROT,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.312
STATE ONLY,17.0,34.0,33.0,SECOND CALL,3285.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,3.285
STATE ONLY,17.0,34.0,34.0,THIRD CALL,2896.0,18-24,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/FAV,INDEPEND,OTHERCHRIST,OVER100K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,2.896
STATE ONLY,17.0,34.0,35.0,THIRD CALL,2539.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,2.539
STATE ONLY,17.0,34.0,36.0,THIRD CALL,2629.0,50-59,WHITE,FEMALE,BUSH,OMITS,UNFAVORABLE,BUSH,NO,PEROT,BETTER,OMITS,INDEPEND,OTHERCHRIST,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,37.0,THIRD CALL,2629.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,2.629
STATE ONLY,17.0,34.0,38.0,THIRD CALL,2539.0,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,OVER100K,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,2.539
STATE ONLY,17.0,34.0,39.0,THIRD CALL,2539.0,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,2.539
STATE ONLY,17.0,34.0,40.0,THIRD CALL,2539.0,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,JEWISH,50-75K,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,30-39,IND/OTHER,30-39,JEWISH,,,2.539
STATE ONLY,17.0,34.0,41.0,THIRD CALL,3191.0,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,3.1910000000000003
STATE ONLY,17.0,34.0,42.0,THIRD CALL,3050.0,30-39,WHITE,FEMALE,OTHER,APPROVE,UNFAVORABLE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,3.0500000000000003
STATE ONLY,17.0,34.0,43.0,THIRD CALL,3285.0,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,3.285
STATE ONLY,17.0,34.0,44.0,THIRD CALL,2629.0,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.629
STATE ONLY,17.0,34.0,45.0,THIRD CALL,2539.0,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,OVER100K,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,2.539
STATE ONLY,17.0,34.0,46.0,THIRD CALL,2539.0,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,2.539
STATE ONLY,17.0,34.0,47.0,THIRD CALL,2387.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,,MODERATE,18-64,BOTH,STATE,KCSUBURBS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,2.387
STATE ONLY,17.0,34.0,48.0,THIRD CALL,3191.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,3.1910000000000003
STATE ONLY,17.0,39.0,1.0,FIRST CALL,2148.0,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,2.148
STATE ONLY,17.0,39.0,2.0,FIRST CALL,1770.0,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,SAME,APP/UNFAV,ELSE,OTHERCHRIST,LESS15K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,3.0,FIRST CALL,2212.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.212
STATE ONLY,17.0,39.0,4.0,FIRST CALL,1770.0,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,5.0,FIRST CALL,1607.0,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.607
STATE ONLY,17.0,39.0,6.0,FIRST CALL,1949.0,18-24,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.949
STATE ONLY,17.0,39.0,7.0,FIRST CALL,2148.0,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,2.148
STATE ONLY,17.0,39.0,8.0,FIRST CALL,2075.0,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,PEROT,SAME,APP/FAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,2.075
STATE ONLY,17.0,39.0,9.0,FIRST CALL,2592.0,75+,WHITE,,GORE,DISAPPR,FAVORABLE,GORE,YES,CLINTON,BETTER,DIS/FAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.592
STATE ONLY,17.0,39.0,10.0,FIRST CALL,1709.0,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,50-75K,LIBERAL,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.709
STATE ONLY,17.0,39.0,11.0,FIRST CALL,2075.0,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,2.075
STATE ONLY,17.0,39.0,12.0,FIRST CALL,2592.0,75+,,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.592
STATE ONLY,17.0,39.0,13.0,FIRST CALL,1709.0,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.709
STATE ONLY,17.0,39.0,14.0,FIRST CALL,1770.0,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,15.0,FIRST CALL,2212.0,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.212
STATE ONLY,17.0,39.0,16.0,FIRST CALL,2148.0,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,2.148
STATE ONLY,17.0,39.0,17.0,FIRST CALL,2684.0,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.684
STATE ONLY,17.0,39.0,18.0,FIRST CALL,1949.0,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,CREATIONISM,STATE,KCSUBURBS,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.949
STATE ONLY,17.0,39.0,19.0,FIRST CALL,2212.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.212
STATE ONLY,17.0,39.0,20.0,FIRST CALL,2136.0,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.136
STATE ONLY,17.0,39.0,21.0,FIRST CALL,2136.0,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.136
STATE ONLY,17.0,39.0,22.0,FIRST CALL,1709.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,50-75K,LIBERAL,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.709
STATE ONLY,17.0,39.0,23.0,FIRST CALL,2136.0,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,CREATIONISM,STATE,KCSUBURBS,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,2.136
STATE ONLY,17.0,39.0,24.0,SECOND CALL,1770.0,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,APP/UNFAV,,PROTESTANT,LESS15K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,,50-64,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,25.0,SECOND CALL,508.0,65-74,WHITE,FEMALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.508
STATE ONLY,17.0,39.0,26.0,SECOND CALL,1770.0,30-39,,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,27.0,SECOND CALL,1103.0,65-74,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.103
STATE ONLY,17.0,39.0,28.0,SECOND CALL,1709.0,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.709
STATE ONLY,17.0,39.0,29.0,SECOND CALL,2592.0,60-64,WHITE,MALE,GORE,OMITS,UNFAVORABLE,GORE,NO,CLINTON,SAME,OMITS,INDEPEND,PROTESTANT,,LIBERAL,18-64,CREATIONISM,STATE,KCSUBURBS,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,2.592
STATE ONLY,17.0,39.0,30.0,SECOND CALL,1770.0,45-49,WHITE,,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,18-64,BOTH,STATE,KCSUBURBS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,31.0,THIRD CALL,2684.0,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.684
STATE ONLY,17.0,39.0,32.0,THIRD CALL,1070.0,30-39,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.07
STATE ONLY,17.0,39.0,33.0,THIRD CALL,2212.0,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.212
STATE ONLY,17.0,39.0,34.0,THIRD CALL,2684.0,75+,WHITE,,BUSH,APPROVE,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,65+,BOTH,STATE,KCSUBURBS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.684
STATE ONLY,17.0,39.0,35.0,THIRD CALL,2075.0,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,2.075
STATE ONLY,17.0,39.0,36.0,THIRD CALL,1709.0,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,CREATIONISM,STATE,KCSUBURBS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.709
STATE ONLY,17.0,39.0,37.0,THIRD CALL,971.0,18-24,WHITE,MALE,NADER,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,KCSUBURBS,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.971
STATE ONLY,17.0,39.0,38.0,THIRD CALL,1770.0,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,CREATIONISM,STATE,KCSUBURBS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.77
STATE ONLY,17.0,39.0,39.0,THIRD CALL,882.0,30-39,WHITE,FEMALE,NADER,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,EVOLUTION,STATE,KCSUBURBS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.882
STATE ONLY,17.0,39.0,40.0,THIRD CALL,1882.0,18-24,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,LIBERAL,18-64,CREATIONISM,STATE,KCSUBURBS,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.8820000000000001
