VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,RYAN,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,DEATHPEN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,14.0,100.0,7.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,DOLE,NONE,MOSTILL,BETTER,APP/UNFAV,NO,DISAPPR,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,NEITHER,PERSONALQUAL,,,0.6940000000000001
STATE ONLY,14.0,100.0,8.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,CLINTON,SOMEONEELSE,ALWYSILL,SAME,APP/UNFAV,NO,APPROVE,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,MORETHAN1AWK,LESS15K,YES,NO,MODERATE,65+,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYBUSH,BOTH,ISSUES,,,0.717
STATE ONLY,14.0,100.0,9.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,LESS15K,YES,NO,MODERATE,65+,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.752
STATE ONLY,14.0,100.0,10.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,MOSTILL,SAME,APP/UNFAV,NO,DISAPPR,INDEPEND,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,LIBERAL,65+,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,0.6940000000000001
STATE ONLY,14.0,100.0,11.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,CLINTON,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,NO,APPROVE,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYGORE,ISSUES,,,0.681
STATE ONLY,14.0,100.0,12.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,NO,APPROVE,DEMOCRAT,RURAL,NOHS,CATHOLIC,ONCEAWEEK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.752
STATE ONLY,14.0,100.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,DOLE,SOMEONEELSE,ALWYSILL,WORSE,APP/FAV,YES,DISAPPR,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,0.717
STATE ONLY,14.0,100.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,NADER,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,CARES,CLINTON,SOMEONEELSE,ALWYSILL,WORSE,DIS/UNFAV,NO,DISAPPR,INDEPEND,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,WRONGTRACK,NEITHER,BOTH,ISSUES,,,0.28
STATE ONLY,14.0,100.0,15.0,SECOND CALL,60-64,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,OTHER,ME,ALWYSILL,WORSE,DIS/UNFAV,YES,DISAPPR,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,OPPOSE,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,WRONGTRACK,NEITHER,BOTH,ISSUES,,,0.258
STATE ONLY,14.0,100.0,16.0,SECOND CALL,50-59,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,YES,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.5
STATE ONLY,14.0,100.0,17.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,GOODJUDGMENT,PEROT,ME,ALWYSILL,WORSE,APP/FAV,YES,DISAPPR,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYBUSH,ISSUES,,,0.649
STATE ONLY,14.0,100.0,18.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,CLINTON,SOMEONEELSE,ALWYSLGL,SAME,APP/UNFAV,YES,DISAPPR,REPUBLCN,RURAL,NOHS,CATHOLIC,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,NORTH,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,NEITHER,ONLYBUSH,ISSUES,,,0.737
STATE ONLY,14.0,100.0,19.0,THIRD CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,NOVOTE,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,APPROVE,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.681
STATE ONLY,14.0,100.0,20.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,CLINTON,MEANDSOMEONE,ALWYSLGL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,NEVER,15-30K,YES,NO,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.737
NATIONAL WHITE,14.0,104.0,1.0,FIRST CALL,50-59,,FEMALE,GORE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,WORLDAFFAIRS,OMITS,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,DEMOCRAT,50-64,NO,,CATHOLIC,RIGHTDIR,,,ISSUES,,,0.739
NATIONAL WHITE,14.0,104.0,2.0,FIRST CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,RIGHTDIR,,,ISSUES,,,0.52
NATIONAL WHITE,14.0,104.0,3.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,NO,,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.303
NATIONAL YELLOW,14.0,104.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,GOODJUDGMENT,DOLE,NONE,ALWYSLGL,BETTER,APP/UNFAV,NO,,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,ECON/JOBS,GOODJUDGMENT,0.739
NATIONAL YELLOW,14.0,104.0,5.0,FIRST CALL,30-39,,,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,,,CATHOLIC,WRONGTRACK,,,ISSUES,TAXES,HONEST,0.753
NATIONAL YELLOW,14.0,104.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,,INDEPEND,SUBURBS,POSTGRAD,NONE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,,ISSUES,ECON/JOBS,EXPERIENCE,0.739
NATIONAL GREY,14.0,104.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,,,,MORE,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,,WHITE,,,ONLYGORE,BOTH,,,,0.736
NATIONAL GREY,14.0,104.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,ONLYBUSH,BOTH,,,,0.75
NATIONAL GREY,14.0,104.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,CONSERV,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,BOTH,NEITHER,,,,0.75
NATIONAL PINK,14.0,104.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,,SUBURBS,,,,ME,,,,YES,,,SUBURBS,,,,,,,,18-64,,,NATIONAL,NOTCOMPLETE,COLLARCNTYS,30-44,30-39,,30-39,NO,WHITE,,,,,,,,0.75
NATIONAL PINK,14.0,104.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,,,,,SUBURBS,,,,NONE,,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,,,,,0.75
NATIONAL PINK,14.0,104.0,12.0,FIRST CALL,50-59,WHITE,MALE,GORE,,,,,SUBURBS,,,,NONE,,,,NO,,,SUBURBS,,,,,,,,18-64,,,NATIONAL,NOTCOMPLETE,COLLARCNTYS,45-59,50-59,,50-64,NO,WHITE,,,,,,,,0.736
NATIONAL WHITE,14.0,104.0,13.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,COLLARCNTYS,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,1.326
NATIONAL WHITE,14.0,104.0,14.0,SECOND CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,OMITS,NONE,MOSTILL,SAME,APP/UNFAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,0.75
NATIONAL WHITE,14.0,104.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,COMPLEXISSUE,PEROT,NONE,ALWYSLGL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,0.739
NATIONAL YELLOW,14.0,104.0,16.0,SECOND CALL,18-24,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NOVOTE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,HSGRAD,JEWISH,MORETHAN1AWK,75-100K,NO,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,18-29,18-24,REPUBLICAN,18-24,YES,WHITE,JEWISH,WRONGTRACK,,,PERSONALQUAL,TAXES,STRONGLEADER,0.877
NATIONAL YELLOW,14.0,104.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,OMITS,OMITS,OMITS,LESS,SUBURBS,SOCIALSECUR,HONEST,OMITS,NONE,OMITS,OMITS,,NO,,,SUBURBS,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,COLLARCNTYS,45-59,50-59,,50-64,NO,WHITE,,OMITS,,,OMITS,SOCIALSECUR,HONEST,0.753
NATIONAL YELLOW,14.0,104.0,18.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,RIGHTDIR,,,ISSUES,ECON/JOBS,EXPERIENCE,0.739
NATIONAL GREY,14.0,104.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,,,,LESS,SUBURBS,,,,,,,,,,DEMOCRAT,SUBURBS,COLGRAD,,,OVER100K,,,LIBERAL,65+,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,60+,60+,DEMOCRAT,65+,NO,WHITE,,,ONLYGORE,BOTH,,,,1.308
NATIONAL GREY,14.0,104.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,,,,MORE,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,30-50K,,,LIBERAL,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,,,ONLYGORE,ONLYBUSH,,,,0.739
NATIONAL GREY,14.0,104.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,OMITS,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,,ONLYBUSH,ONLYGORE,,,,0.75
NATIONAL PINK,14.0,104.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,,,,SUBURBS,,,,NONE,,,,YES,,INDEPEND,SUBURBS,,PROTESTANT,,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,,,,,0.75
NATIONAL PINK,14.0,104.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,SUBURBS,,,,NONE,,,,YES,,INDEPEND,SUBURBS,,CATHOLIC,,OVER100K,,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,,,,,0.739
NATIONAL PINK,14.0,104.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,,SUBURBS,,,,NONE,,,,NO,,REPUBLCN,SUBURBS,,PROTESTANT,,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,,,,,0.753
NATIONAL WHITE,14.0,104.0,25.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,OMITS,OMITS,OMITS,LESS,SUBURBS,HEALTHCARE,HONEST,OMITS,SOMEONEELSE,OMITS,OMITS,,YES,,,SUBURBS,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,COLLARCNTYS,45-59,50-59,,50-64,NO,WHITE,,OMITS,,,OMITS,,,0.753
NATIONAL WHITE,14.0,104.0,26.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,NOVOTE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,0.75
NATIONAL WHITE,14.0,104.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,PERSONALQUAL,,,0.75
NATIONAL WHITE,14.0,104.0,28.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,NO,,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,,ISSUES,,,1.303
NATIONAL WHITE,14.0,104.0,29.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,NOVOTE,NONE,MOSTLGL,WORSE,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,PERSONALQUAL,,,0.75
NATIONAL YELLOW,14.0,104.0,30.0,THIRD CALL,50-59,WHITE,MALE,GORE,OMITS,OMITS,OMITS,OMITS,SUBURBS,TAXES,COMPLEXISSUE,OMITS,NONE,OMITS,OMITS,,YES,,,SUBURBS,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,COLLARCNTYS,45-59,50-59,,50-64,NO,WHITE,,OMITS,,,OMITS,TAXES,COMPLEXISSUE,0.736
NATIONAL YELLOW,14.0,104.0,31.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,WRONGTRACK,,,ISSUES,TAXES,GOODJUDGMENT,1.245
NATIONAL YELLOW,14.0,104.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,,,ISSUES,MEDICARE/RX,EXPERIENCE,0.739
NATIONAL YELLOW,14.0,104.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,,INDEPEND,SUBURBS,POSTGRAD,NONE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,RIGHTDIR,,,ISSUES,ECON/JOBS,EXPERIENCE,0.739
NATIONAL YELLOW,14.0,104.0,34.0,THIRD CALL,50-59,WHITE,MALE,NADER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,SUBURBS,EDUCATION,HONEST,PEROT,ME,MOSTLGL,SAME,DIS/UNFAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,OMITS,,,PERSONALQUAL,EDUCATION,HONEST,0.357
NATIONAL GREY,14.0,104.0,35.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,,BOTH,ONLYGORE,,,,0.75
NATIONAL GREY,14.0,104.0,36.0,THIRD CALL,65-74,WHITE,,BUSH,,,,LESS,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,65+,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,60+,60+,IND/OTHER,65+,NO,WHITE,,,BOTH,NEITHER,,,,1.326
NATIONAL GREY,14.0,104.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,OTHER,,,,OMITS,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,40-49,IND/OTHER,40-49,,WHITE,,,NEITHER,BOTH,,,,0.729
NATIONAL GREY,14.0,104.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,LESS,SUBURBS,,,,,,,,,,INDEPEND,SUBURBS,COLGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,COLLARCNTYS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,,BOTH,ONLYGORE,,,,0.753
