VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMI,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUN,WEIGHT
STATE ONLY,23.0,86.0,40.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SUBURBS,EDUCATION,HONEST,YES,DOLE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,1.436
STATE ONLY,23.0,92.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SMCITY/RURAL,TAXES,LIKEABLE,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,NO,ONLYBUSH,BOTH,PERSONALQUAL,,,OPPOSE,0.923
STATE ONLY,23.0,92.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,ABRAHAM,APPROVE,UNFAVORABLE,GORE,NO,LESS,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,ME,BOTHDID,SAME,APP/UNFAV,YES,INDEPEND,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,BOTH,BOTH,ISSUES,,,OPPOSE,0.867
STATE ONLY,23.0,92.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,INDEPEND,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,ONLYGORE,NEITHER,ISSUES,,,SUPPORT,0.881
STATE ONLY,23.0,92.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,YES,DOLE,ME,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,NOHS,PROTESTANT,MORETHAN1AWK,75-100K,YES,NO,CONSERV,65+,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.873
STATE ONLY,23.0,92.0,5.0,FIRST CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,OMITS,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.874
STATE ONLY,23.0,92.0,6.0,FIRST CALL,75+,WHITE,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,YES,OMITS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,NO,DOLE,,BOTHDID,SAME,APP/FAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,65+,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,OMITS,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,0.853
STATE ONLY,23.0,92.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,OMITS,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,DOLE,NONE,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,RURAL,COLGRAD,PROTESTANT,NEVER,OVER100K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,ONLYGORE,BOTH,PERSONALQUAL,,,SUPPORT,0.848
STATE ONLY,23.0,92.0,8.0,FIRST CALL,18-24,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,YES,DOLE,ME,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,NOHS,PROTESTANT,MORETHAN1AWK,75-100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,YES,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.561
STATE ONLY,23.0,92.0,9.0,FIRST CALL,25-29,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,SUPPORT,0.874
STATE ONLY,23.0,92.0,10.0,FIRST CALL,50-59,WHITE,MALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,NEITHERDID,WORSE,APP/UNFAV,YES,INDEPEND,RURAL,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,BOTH,NEITHER,ISSUES,,,SUPPORT,0.881
STATE ONLY,23.0,92.0,11.0,FIRST CALL,45-49,WHITE,MALE,GORE,ABRAHAM,APPROVE,UNFAVORABLE,GORE,NO,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,ME,BOTHDID,BETTER,APP/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,NO,BOTH,BOTH,ISSUES,,,SUPPORT,0.91
STATE ONLY,23.0,92.0,12.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,TAXES,HONEST,YES,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,BOTH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.59
STATE ONLY,23.0,92.0,13.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,APPROVE,FAVORABLE,BUSH,NO,MORE,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,PEROT,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,RURAL,HSGRAD,NONE,NEVER,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,NONE,YES,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,0.923
STATE ONLY,23.0,92.0,14.0,SECOND CALL,60-64,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,0.873
STATE ONLY,23.0,92.0,15.0,SECOND CALL,75+,OTHER,MALE,GORE,STABENOW,OMITS,OMITS,OMITS,NO,LESS,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,NO,OMITS,NONE,BUSHDID,OMITS,,,,RURAL,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,SOUTHWEST,60+,60+,,65+,,NO,OMITS,OMITS,OMITS,,,SUPPORT,1.3
STATE ONLY,23.0,92.0,16.0,SECOND CALL,25-29,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,NO,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.8310000000000001
STATE ONLY,23.0,92.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,YES,MORE,SMCITY/RURAL,OMITS,HONEST,OMITS,PEROT,NONE,BOTHDID,WORSE,APP/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,NEITHER,NEITHER,OMITS,,,OPPOSE,0.552
STATE ONLY,23.0,92.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,OMITS,OMITS,NO,CLINTON,ME,BOTHDID,SAME,DIS/UNFAV,YES,ELSE,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,NO,NEITHER,BOTH,OMITS,,,SUPPORT,0.5650000000000001
STATE ONLY,23.0,92.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SMCITY/RURAL,HEALTHCARE,HONEST,YES,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,BOTH,BOTH,PERSONALQUAL,,,SUPPORT,0.881
STATE ONLY,23.0,92.0,20.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,SMCITY/RURAL,OMITS,HONEST,YES,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.59
STATE ONLY,23.0,92.0,21.0,SECOND CALL,50-59,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,LESS,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,NO,CLINTON,ME,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,BOTH,ONLYBUSH,ISSUES,,,SUPPORT,0.881
STATE ONLY,23.0,92.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,OMITS,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,OMITS,OMITS,YES,CLINTON,SOMEONEELSE,BOTHDID,BETTER,OMITS,YES,INDEPEND,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,OMITS,BOTH,BOTH,ISSUES,,,SUPPORT,0.5650000000000001
STATE ONLY,23.0,92.0,23.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,YES,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,NO,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.369
STATE ONLY,23.0,92.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,APPROVE,FAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,SOCIALSECUR,OMITS,NO,DOLE,NONE,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,BOTH,NEITHER,ISSUES,,,OPPOSE,0.59
STATE ONLY,23.0,92.0,25.0,SECOND CALL,60-64,WHITE,MALE,GORE,STABENOW,DISAPPR,UNFAVORABLE,GORE,NO,LESS,SMCITY/RURAL,EDUCATION,CARES,NO,DOLE,ME,BUSHDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,YES,BOTH,BOTH,ISSUES,,,SUPPORT,1.3
STATE ONLY,23.0,92.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.59
STATE ONLY,23.0,92.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,NO,PEROT,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,BOTH,ONLYGORE,ISSUES,,,OPPOSE,0.5650000000000001
STATE ONLY,23.0,92.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,NOVOTE,NONE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,RURAL,SOMCOL/ASSOC,ELSE,NEVER,15-30K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,OTHER,NO,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,OPPOSE,0.5650000000000001
STATE ONLY,23.0,92.0,29.0,THIRD CALL,45-49,WHITE,MALE,GORE,STABENOW,APPROVE,UNFAVORABLE,GORE,NO,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,CLINTON,MEANDSOMEONE,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,NO,ONLYGORE,BOTH,ISSUES,,,SUPPORT,0.881
STATE ONLY,23.0,92.0,30.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,ONLYGORE,ONLYBUSH,ISSUES,,,SUPPORT,0.5740000000000001
STATE ONLY,23.0,92.0,31.0,THIRD CALL,30-39,BLACK,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,LESS,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,NO,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.601
STATE ONLY,23.0,92.0,32.0,THIRD CALL,60-64,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,NO,MORE,SMCITY/RURAL,HEALTHCARE,HONEST,NO,CLINTON,ME,BUSHDID,WORSE,APP/FAV,YES,DEMOCRAT,RURAL,NOHS,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NO,ONLYGORE,BOTH,ISSUES,,,OPPOSE,1.3
STATE ONLY,23.0,92.0,33.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,YES,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,NOHS,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,ONLYGORE,ONLYGORE,OMITS,,,SUPPORT,0.496
STATE ONLY,23.0,92.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SMCITY/RURAL,OMITS,HONEST,YES,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,ONLYBUSH,ONLYGORE,ISSUES,,,OPPOSE,0.5650000000000001
STATE ONLY,23.0,92.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SMCITY/RURAL,HEALTHCARE,GOODJUDGMENT,YES,DOLE,NONE,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,BOTH,BOTH,PERSONALQUAL,,,OPPOSE,0.881
STATE ONLY,23.0,92.0,36.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,NO,MORE,SMCITY/RURAL,WORLDAFFAIRS,CARES,YES,CLINTON,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,SUPPORT,0.579
NATIONAL WHITE,23.0,95.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,MORE,SMCITY/RURAL,OMITS,EXPERIENCE,NO,CLINTON,ME,,SAME,APP/FAV,YES,ELSE,RURAL,POSTGRAD,ELSE,MORETHAN1AWK,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,30-44,30-39,IND/OTHER,30-39,OTHER,,,,ISSUES,,,,0.613
NATIONAL WHITE,23.0,95.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,MORE,SMCITY/RURAL,ECON/JOBS,OMITS,NO,CLINTON,ME,,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,ISSUES,,,,0.68
NATIONAL WHITE,23.0,95.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,DISAPPR,UNFAVORABLE,BUSH,,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,OMITS,DOLE,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,,PERSONALQUAL,,,,0.529
NATIONAL YELLOW,23.0,95.0,4.0,FIRST CALL,50-59,WHITE,MALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,MORE,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,ME,,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,ISSUES,ECON/JOBS,GOODJUDGMENT,,0.613
NATIONAL YELLOW,23.0,95.0,5.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,YES,CLINTON,SOMEONEELSE,,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,,PERSONALQUAL,SOCIALSECUR,CARES,,1.0
NATIONAL YELLOW,23.0,95.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,STABENOW,APPROVE,FAVORABLE,GORE,,LESS,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,NO,CLINTON,SOMEONEELSE,,BETTER,APP/FAV,NO,INDEPEND,RURAL,NOHS,NONE,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,60+,60+,IND/OTHER,50-64,NONE,,,,ISSUES,SOCIALSECUR,EXPERIENCE,,1.0
NATIONAL GREY,23.0,95.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SMCITY/RURAL,,,,,,BUSHDID,,,,REPUBLCN,RURAL,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTH/NEAST,45-59,40-49,REPUBLICAN,40-49,,,BOTH,NEITHER,,,,OPPOSE,0.585
NATIONAL GREY,23.0,95.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ABRAHAM,,,,,,SMCITY/RURAL,,,,,,GOREDID,,,,INDEPEND,RURAL,POSTGRAD,,,30-50K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH/NEAST,45-59,50-59,IND/OTHER,50-64,,,ONLYBUSH,ONLYGORE,,,,OPPOSE,0.529
NATIONAL GREY,23.0,95.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SMCITY/RURAL,,,,,,GOREDID,,,,REPUBLCN,RURAL,,,,15-30K,,,CONSERV,65+,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/NEAST,60+,60+,REPUBLICAN,65+,,,ONLYBUSH,ONLYGORE,,,,OMITS,0.862
NATIONAL PINK,23.0,95.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ABRAHAM,,,,,,SMCITY/RURAL,,,YES,,NONE,,,,NO,INDEPEND,RURAL,,OTHERCHRIST,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/NEAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,,,,,,,0.585
