VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,BUSHWIN,PRESKNOW,SAYANY,ISSVQUAL,GOREWIN,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,18.0,73.0,32.0,THIRD CALL,1268.0,50-59,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,NOVOTE,,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,,PERSONALQUAL,,SOCIALSECUR,HONEST,1.268
NATIONAL YELLOW,18.0,73.0,33.0,THIRD CALL,1268.0,30-39,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,OMITS,YES,OTHER,,SAME,DIS/UNFAV,YES,INDEPEND,RURAL,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,,ISSUES,,SOCIALSECUR,OMITS,1.268
NATIONAL GREY,18.0,73.0,34.0,THIRD CALL,1486.0,50-59,WHITE,FEMALE,,BEFORE,,,,MORE,SMCITY/RURAL,,,,,BOTHDID,,,,DEMOCRAT,RURAL,COLGRAD,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,EXCITED,ONLYBUSH,ONLYBUSH,,OPTIMIST,,,1.486
NATIONAL GREY,18.0,73.0,35.0,THIRD CALL,1591.0,50-59,BLACK,MALE,BUSH,BEFORE,,,,OMITS,SMCITY/RURAL,,,,,OMITS,,,,,RURAL,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,CONCERND,OMITS,OMITS,,SCARED,,,1.591
NATIONAL GREY,18.0,73.0,36.0,THIRD CALL,2157.0,50-59,WHITE,MALE,GORE,BEFORE,,,,LESS,SMCITY/RURAL,,,,,OMITS,,,,,RURAL,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,SCARED,OMITS,OMITS,,OPTIMIST,,,2.157
NATIONAL GREY,18.0,73.0,37.0,THIRD CALL,3259.0,65-74,WHITE,MALE,GORE,BEFORE,,,,LESS,SMCITY/RURAL,,,,,OMITS,,,,,RURAL,,,,,,,,65+,OMITS,NATIONAL,NOTCOMPLETE,EAST,60+,60+,,65+,,SCARED,OMITS,OMITS,,OMITS,,,3.259
NATIONAL PINK,18.0,73.0,38.0,THIRD CALL,1486.0,50-59,WHITE,FEMALE,,,,,,,SMCITY/RURAL,,,YES,,,,,,DEMOCRAT,RURAL,,PROTESTANT,,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,1.486
NATIONAL PINK,18.0,73.0,39.0,THIRD CALL,1814.0,50-59,WHITE,FEMALE,GORE,,,,,,SMCITY/RURAL,,,NO,,,,,YES,DEMOCRAT,RURAL,,OTHERCHRIST,,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,1.814
NATIONAL PINK,18.0,73.0,40.0,THIRD CALL,1814.0,45-49,WHITE,FEMALE,GORE,,,,,,SMCITY/RURAL,,,NO,,,,,YES,DEMOCRAT,RURAL,,PROTESTANT,,15-30K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,,,1.814
STATE ONLY,18.0,77.0,1.0,FIRST CALL,1575.0,30-39,WHITE,MALE,GORE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,EDUCATION,OMITS,NO,DOLE,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,1.575
STATE ONLY,18.0,77.0,2.0,FIRST CALL,1840.0,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,YES,CLINTON,BOTHDID,OMITS,APP/UNFAV,YES,INDEPEND,RURAL,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,,,MODERATE,18-64,OMITS,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,EXCITED,BOTH,OMITS,OMITS,CONCERND,,,1.84
STATE ONLY,18.0,77.0,3.0,FIRST CALL,1840.0,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,BUSHDID,SAME,DIS/UNFAV,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,OPTIMIST,BOTH,ONLYGORE,ISSUES,SCARED,,,1.84
STATE ONLY,18.0,77.0,4.0,FIRST CALL,1548.0,25-29,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,CARES,NO,DOLE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,OPTIMIST,ONLYBUSH,BOTH,ISSUES,SCARED,,,1.548
STATE ONLY,18.0,77.0,5.0,FIRST CALL,1575.0,50-59,WHITE,MALE,GORE,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,HONEST,OMITS,CLINTON,NEITHERDID,SAME,DIS/UNFAV,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,BOTH,BOTH,ISSUES,CONCERND,,,1.575
STATE ONLY,18.0,77.0,6.0,FIRST CALL,2003.0,65-74,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,YES,CLINTON,GOREDID,SAME,APP/UNFAV,YES,DEMOCRAT,RURAL,NOHS,PROTESTANT,AFEWAYEAR,,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,2.003
STATE ONLY,18.0,77.0,7.0,FIRST CALL,1575.0,50-59,WHITE,,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,NO,CLINTON,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,OPTIMIST,BOTH,BOTH,PERSONALQUAL,OPTIMIST,,,1.575
STATE ONLY,18.0,77.0,8.0,FIRST CALL,1840.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,YES,DOLE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EXCITED,BOTH,BOTH,ISSUES,CONCERND,,,1.84
STATE ONLY,18.0,77.0,9.0,FIRST CALL,1575.0,50-59,WHITE,MALE,GORE,LAST.3DAYS,OMITS,OMITS,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,YES,CLINTON,BOTHDID,BETTER,OMITS,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,OPTIMIST,NEITHER,BOTH,ISSUES,OPTIMIST,,,1.575
STATE ONLY,18.0,77.0,10.0,FIRST CALL,1596.0,50-59,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,DOLE,GOREDID,BETTER,APP/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,OPTIMIST,NEITHER,BOTH,ISSUES,CONCERND,,,1.596
STATE ONLY,18.0,77.0,11.0,FIRST CALL,911.0,25-29,WHITE,FEMALE,BUCHANAN,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,CARES,YES,DOLE,BOTHDID,BETTER,DIS/UNFAV,YES,INDEPEND,RURAL,SOMCOL/ASSOC,NONE,NEVER,LESS15K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,18-29,25-29,IND/OTHER,25-29,NONE,CONCERND,BOTH,BOTH,ISSUES,CONCERND,,,0.911
STATE ONLY,18.0,77.0,12.0,SECOND CALL,1977.0,60-64,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,EXPERIENCE,YES,CLINTON,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,CONCERND,BOTH,NEITHER,PERSONALQUAL,OPTIMIST,,,1.977
STATE ONLY,18.0,77.0,13.0,SECOND CALL,1366.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,NO,CLINTON,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,BOTH,ONLYBUSH,ISSUES,OPTIMIST,,,1.366
STATE ONLY,18.0,77.0,14.0,SECOND CALL,1366.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,YES,CLINTON,BUSHDID,SAME,APP/FAV,NO,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,LESS15K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,1.366
STATE ONLY,18.0,77.0,15.0,SECOND CALL,1548.0,18-24,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,YES,DOLE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,ISSUES,SCARED,,,1.548
STATE ONLY,18.0,77.0,16.0,THIRD CALL,2003.0,60-64,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,OPTIMIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,2.003
STATE ONLY,18.0,77.0,17.0,THIRD CALL,1150.0,18-24,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,NO,NOVOTE,NEITHERDID,SAME,APP/FAV,NO,INDEPEND,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,CONCERND,ONLYGORE,ONLYBUSH,ISSUES,OPTIMIST,,,1.1500000000000001
STATE ONLY,18.0,77.0,18.0,THIRD CALL,1575.0,30-39,WHITE,MALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,SMCITY/RURAL,ECON/JOBS,CARES,NO,OTHER,NEITHERDID,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,OPTIMIST,,,1.575
STATE ONLY,18.0,77.0,19.0,THIRD CALL,1596.0,40-44,WHITE,FEMALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,TAXES,COMPLEXISSUE,NO,PEROT,GOREDID,SAME,APP/FAV,YES,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OPTIMIST,BOTH,NEITHER,ISSUES,CONCERND,,,1.596
STATE ONLY,18.0,77.0,20.0,THIRD CALL,1714.0,65-74,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,OMITS,ONLYBUSH,ONLYBUSH,ISSUES,OPTIMIST,,,1.714
STATE ONLY,18.0,77.0,21.0,THIRD CALL,1366.0,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,GOODJUDGMENT,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,NOHS,NONE,NEVER,15-30K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,NONE,SCARED,BOTH,BOTH,ISSUES,EXCITED,,,1.366
STATE ONLY,18.0,77.0,22.0,THIRD CALL,1596.0,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,NOVOTE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,SCARED,,,1.596
STATE ONLY,18.0,77.0,23.0,THIRD CALL,1840.0,40-44,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,NO,CLINTON,GOREDID,SAME,APP/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OPTIMIST,BOTH,NEITHER,ISSUES,CONCERND,,,1.84
STATE ONLY,18.0,77.0,24.0,THIRD CALL,1366.0,30-39,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,STRONGLEADER,NO,CLINTON,BOTHDID,SAME,APP/UNFAV,YES,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,CONCERND,ONLYGORE,ONLYBUSH,ISSUES,OPTIMIST,,,1.366
STATE ONLY,18.0,77.0,25.0,THIRD CALL,1366.0,30-39,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,OMITS,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,CONCERND,,,1.366
STATE ONLY,18.0,77.0,26.0,THIRD CALL,1548.0,18-24,WHITE,MALE,BUSH,LASTWEEK,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,PEROT,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,OPTIMIST,BOTH,ONLYGORE,ISSUES,CONCERND,,,1.548
STATE ONLY,18.0,77.0,27.0,THIRD CALL,1580.0,30-39,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,CONCERND,,,1.58
STATE ONLY,18.0,77.0,28.0,THIRD CALL,1150.0,18-24,OTHER,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,STRONGLEADER,YES,NOVOTE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,OPTIMIST,BOTH,BOTH,ISSUES,EXCITED,,,1.1500000000000001
STATE ONLY,18.0,77.0,29.0,THIRD CALL,1343.0,25-29,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,EDUCATION,HONEST,NO,PEROT,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,RURAL,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,OPTIMIST,NEITHER,ONLYGORE,PERSONALQUAL,CONCERND,,,1.343
STATE ONLY,18.0,77.0,30.0,THIRD CALL,1366.0,30-39,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,RURAL,NOHS,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,CONCERND,BOTH,NEITHER,PERSONALQUAL,OPTIMIST,,,1.366
STATE ONLY,18.0,78.0,1.0,FIRST CALL,292.0,18-24,WHITE,FEMALE,BUCHANAN,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,WEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,SCARED,BOTH,BOTH,ISSUES,CONCERND,,,0.292
STATE ONLY,18.0,78.0,2.0,FIRST CALL,441.0,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,OMITS,GORE,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,BOTHDID,BETTER,OMITS,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,OPTIMIST,OMITS,OMITS,ISSUES,OPTIMIST,,,0.441
STATE ONLY,18.0,78.0,3.0,FIRST CALL,371.0,25-29,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,18-29,25-29,DEMOCRAT,25-29,OTHER,CONCERND,BOTH,NEITHER,ISSUES,OPTIMIST,,,0.371
STATE ONLY,18.0,78.0,4.0,FIRST CALL,552.0,65-74,WHITE,FEMALE,GORE,BEFORE,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,MEDICARE/RX,CARES,NO,OMITS,BUSHDID,OMITS,,,,10-50K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,WEST,60+,60+,,65+,,SCARED,OMITS,OMITS,OMITS,EXCITED,,,0.552
STATE ONLY,18.0,78.0,5.0,FIRST CALL,513.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,HONEST,YES,CLINTON,BOTHDID,WORSE,DIS/UNFAV,YES,REPUBLCN,10-50K,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,OPTIMIST,BOTH,ONLYGORE,PERSONALQUAL,CONCERND,,,0.513
STATE ONLY,18.0,78.0,6.0,FIRST CALL,592.0,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,NO,DOLE,GOREDID,SAME,DIS/UNFAV,NO,INDEPEND,10-50K,HSGRAD,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,EXCITED,ONLYBUSH,BOTH,ISSUES,SCARED,,,0.592
STATE ONLY,18.0,78.0,7.0,FIRST CALL,513.0,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,EXCITED,ONLYBUSH,ONLYGORE,ISSUES,SCARED,,,0.513
STATE ONLY,18.0,78.0,8.0,FIRST CALL,440.0,40-44,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,YES,CLINTON,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,OPTIMIST,ONLYGORE,BOTH,PERSONALQUAL,OPTIMIST,,,0.44
STATE ONLY,18.0,78.0,9.0,FIRST CALL,440.0,50-59,WHITE,FEMALE,GORE,LASTWEEK,OMITS,OMITS,OMITS,MORE,SMCITY/RURAL,MEDICARE/RX,LIKEABLE,YES,OMITS,NEITHERDID,OMITS,,,,10-50K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,WEST,45-59,50-59,,50-64,,OPTIMIST,OMITS,OMITS,OMITS,OPTIMIST,,,0.44
STATE ONLY,18.0,78.0,10.0,FIRST CALL,432.0,18-24,WHITE,FEMALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,NOVOTE,GOREDID,SAME,APP/FAV,NO,INDEPEND,10-50K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,WEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,EXCITED,ONLYBUSH,ONLYGORE,PERSONALQUAL,OPTIMIST,,,0.432
