VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,FINSIT,JOBPERS,WORK,ROTH,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEDES,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL GREY,8.0,68.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,,,DEMOCRAT,RURAL,HSGRAD,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,,ONLYGORE,ONLYGORE,,,,1.578
NATIONAL GREY,8.0,68.0,14.0,FIRST CALL,18-24,WHITE,MALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,INDEPEND,RURAL,HSGRAD,,,50-75K,,,LIBERAL,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,KENTSUSS,18-29,18-24,IND/OTHER,18-24,,BOTH,BOTH,,,,2.573
NATIONAL GREY,8.0,68.0,15.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,REPUBLCN,RURAL,SOMCOL/ASSOC,,,OVER100K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,KENTSUSS,30-44,40-49,REPUBLICAN,40-49,,NEITHER,BOTH,,,,2.0380000000000003
NATIONAL PINK,8.0,68.0,16.0,FIRST CALL,,WHITE,FEMALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,YES,,INDEPEND,RURAL,,ELSE,,50-75K,YES,NO,LIBERAL,,,,NATIONAL,COMPLETE,KENTSUSS,,,IND/OTHER,,OTHER,,,,,,2.0380000000000003
NATIONAL PINK,8.0,68.0,17.0,FIRST CALL,75+,WHITE,FEMALE,GORE,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,NO,,REPUBLCN,RURAL,,CATHOLIC,,,YES,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,,,,2.2600000000000002
NATIONAL PINK,8.0,68.0,18.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,NO,,,RURAL,,,,,,,,65+,,,NATIONAL,NOTCOMPLETE,KENTSUSS,60+,60+,,65+,,,,,,,2.015
NATIONAL PINK,8.0,68.0,19.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CARPER,,,,CASTLE,,,SMCITY/RURAL,,,,,,YES,,INDEPEND,RURAL,,PROTESTANT,,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,,,,1.807
NATIONAL PINK,8.0,68.0,20.0,FIRST CALL,45-49,WHITE,MALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,YES,,DEMOCRAT,RURAL,,CATHOLIC,,LESS15K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,,,,1.95
NATIONAL WHITE,8.0,68.0,21.0,SECOND CALL,75+,WHITE,MALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,HONEST,DOLE,WORSE,DIS/UNFAV,NO,,REPUBLCN,RURAL,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,ISSUES,,,3.212
NATIONAL WHITE,8.0,68.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,ROTH,,APPROVE,UNFAVORABLE,CASTLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,HONEST,DOLE,WORSE,APP/UNFAV,NO,,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,LESS15K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,PERSONALQUAL,,,2.599
NATIONAL WHITE,8.0,68.0,23.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,MILLER,BUSH,LESS,SMCITY/RURAL,TAXES,GOODJUDGMENT,PEROT,BETTER,DIS/UNFAV,YES,,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,,,1.7810000000000001
NATIONAL YELLOW,8.0,68.0,24.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ROTH,,APPROVE,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,CLINTON,BETTER,APP/UNFAV,YES,,REPUBLCN,RURAL,,ELSE,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,40-49,REPUBLICAN,40-49,OTHER,,,ISSUES,EDUCATION,HONEST,2.519
NATIONAL YELLOW,8.0,68.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,HONEST,DOLE,SAME,DIS/UNFAV,YES,,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,PERSONALQUAL,SOCIALSECUR,HONEST,2.0380000000000003
NATIONAL YELLOW,8.0,68.0,26.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ROTH,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,PEROT,SAME,DIS/UNFAV,NO,,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,65+,CATHOLIC,,,PERSONALQUAL,OMITS,HONEST,3.212
NATIONAL GREY,8.0,68.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,REPUBLCN,RURAL,POSTGRAD,,,50-75K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,KENTSUSS,45-59,50-59,REPUBLICAN,50-64,,BOTH,ONLYGORE,,,,2.0380000000000003
NATIONAL GREY,8.0,68.0,28.0,SECOND CALL,50-59,BLACK,,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,,,,RURAL,,,,,,,,18-64,OMITS,,NATIONAL,NOTCOMPLETE,KENTSUSS,45-59,50-59,,50-64,,OMITS,OMITS,,,,1.7550000000000001
NATIONAL GREY,8.0,68.0,29.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,,,REPUBLCN,RURAL,POSTGRAD,,,OVER100K,,,MODERATE,65+,CUTFEDINCTAX,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,65+,,ONLYBUSH,BOTH,,,,3.212
NATIONAL PINK,8.0,68.0,30.0,SECOND CALL,45-49,WHITE,MALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,YES,,DEMOCRAT,RURAL,,CATHOLIC,,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,,,,1.95
NATIONAL PINK,8.0,68.0,31.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CARPER,,,,CASTLE,,,SMCITY/RURAL,,,,,,NO,,DEMOCRAT,RURAL,,CATHOLIC,,15-30K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,CATHOLIC,,,,,,2.307
NATIONAL WHITE,8.0,68.0,32.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARPER,,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,OTHER,BETTER,DIS/UNFAV,YES,,INDEPEND,RURAL,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,PERSONALQUAL,,,2.571
NATIONAL WHITE,8.0,68.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,ROTH,,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NOVOTE,BETTER,APP/FAV,NO,,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,PERSONALQUAL,,,1.807
NATIONAL YELLOW,8.0,68.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CARPER,,APPROVE,FAVORABLE,MILLER,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,CLINTON,BETTER,APP/FAV,NO,,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,ISSUES,SOCIALSECUR,EXPERIENCE,1.578
NATIONAL YELLOW,8.0,68.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,ROTH,,APPROVE,FAVORABLE,CASTLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,CLINTON,BETTER,APP/FAV,NO,,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,KENTSUSS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,ISSUES,ECON/JOBS,EXPERIENCE,1.807
NATIONAL GREY,8.0,68.0,36.0,THIRD CALL,60-64,WHITE,MALE,NADER,ROTH,,,,MILLER,,,SMCITY/RURAL,,,,,,,,INDEPEND,RURAL,SOMCOL/ASSOC,,,15-30K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,50-64,,ONLYGORE,BOTH,,,,1.725
NATIONAL GREY,8.0,68.0,37.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,,,INDEPEND,RURAL,,,,15-30K,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,65+,,ONLYGORE,ONLYBUSH,,,,2.015
NATIONAL PINK,8.0,68.0,38.0,THIRD CALL,40-44,WHITE,MALE,GORE,CARPER,,,,MILLER,,,SMCITY/RURAL,,,,,,YES,,DEMOCRAT,RURAL,,NONE,,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,KENTSUSS,30-44,40-49,DEMOCRAT,40-49,NONE,,,,,,1.95
NATIONAL PINK,8.0,68.0,39.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,ROTH,,,,CASTLE,,,SMCITY/RURAL,,,,,,YES,,REPUBLCN,RURAL,,PROTESTANT,,OVER100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,KENTSUSS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,,,,2.0380000000000003
STATE ONLY,8.0,69.0,1.0,FIRST CALL,60-64,HISP,FEMALE,GORE,CARPER,MINNER,APPROVE,UNFAVORABLE,MILLER,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,CLINTON,BETTER,APP/UNFAV,NO,YES,DEMOCRAT,RURAL,POSTGRAD,CATHOLIC,NEVER,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,50-64,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.874
STATE ONLY,8.0,69.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,BETTER,APP/UNFAV,YES,YES,INDEPEND,RURAL,POSTGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,KENTSUSS,45-59,50-59,IND/OTHER,50-64,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,0.873
STATE ONLY,8.0,69.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,CLINTON,SAME,APP/FAV,NO,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,,YES,NO,MODERATE,65+,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,OMITS,ONLYBUSH,PERSONALQUAL,,,1.075
STATE ONLY,8.0,69.0,4.0,FIRST CALL,75+,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,DOLE,SAME,DIS/UNFAV,NO,NO,INDEPEND,RURAL,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,CONSERV,65+,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,65+,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,1.5130000000000001
STATE ONLY,8.0,69.0,5.0,FIRST CALL,45-49,WHITE,MALE,NADER,CARPER,BURRIS,APPROVE,FAVORABLE,MILLER,WOULDNOTVOTE,LESS,SMCITY/RURAL,ECON/JOBS,CARES,PEROT,WORSE,APP/FAV,YES,YES,DEMOCRAT,RURAL,HSGRAD,PROTESTANT,NEVER,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,NEITHER,BOTH,ISSUES,,,0.649
STATE ONLY,8.0,69.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,RURAL,POSTGRAD,ELSE,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,1.075
STATE ONLY,8.0,69.0,7.0,FIRST CALL,65-74,,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,CLINTON,SAME,APP/FAV,NO,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,0.97
STATE ONLY,8.0,69.0,8.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ROTH,BURRIS,OMITS,OMITS,CASTLE,OMITS,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,OMITS,OMITS,,,NO,,RURAL,,,OMITS,,,,,18-64,OMITS,BEFORE,STATE,NOTCOMPLETE,KENTSUSS,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,1.185
STATE ONLY,8.0,69.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,CLINTON,BETTER,APP/UNFAV,NO,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,KENTSUSS,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.855
STATE ONLY,8.0,69.0,10.0,FIRST CALL,60-64,WHITE,MALE,BUSH,ROTH,BURRIS,APPROVE,FAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,OMITS,CLINTON,SAME,APP/FAV,YES,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,1.5130000000000001
STATE ONLY,8.0,69.0,11.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,HONEST,CLINTON,SAME,APP/FAV,YES,NO,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.872
STATE ONLY,8.0,69.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,OMITS,SMCITY/RURAL,OMITS,OMITS,DOLE,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,OMITS,,NO,NO,CONSERV,18-64,OMITS,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,OMITS,ONLYGORE,OMITS,,,1.185
STATE ONLY,8.0,69.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,MILLER,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,DOLE,SAME,DIS/UNFAV,YES,NO,INDEPEND,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.038
STATE ONLY,8.0,69.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,OMITS,COMPLEXISSUE,CLINTON,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,RURAL,POSTGRAD,JEWISH,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,LAST.3DAYS,STATE,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,JEWISH,ONLYGORE,NEITHER,ISSUES,,,0.855
STATE ONLY,8.0,69.0,15.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ROTH,BURRIS,APPROVE,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,DOLE,BETTER,APP/UNFAV,YES,YES,REPUBLCN,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,BOTH,NEITHER,PERSONALQUAL,,,1.185
STATE ONLY,8.0,69.0,16.0,FIRST CALL,45-49,WHITE,,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,CLINTON,BETTER,APP/FAV,YES,YES,DEMOCRAT,RURAL,POSTGRAD,CATHOLIC,NEVER,75-100K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,0.873
STATE ONLY,8.0,69.0,17.0,SECOND CALL,45-49,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SMCITY/RURAL,OMITS,CARES,CLINTON,SAME,APP/FAV,NO,YES,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.9400000000000001
STATE ONLY,8.0,69.0,18.0,SECOND CALL,75+,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,CLINTON,BETTER,APP/FAV,NO,YES,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,AFEWAMONTH,15-30K,NO,NO,LIBERAL,65+,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,1.373
STATE ONLY,8.0,69.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,MILLER,BUSH,MORE,SMCITY/RURAL,EDUCATION,HONEST,DOLE,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.84
STATE ONLY,8.0,69.0,20.0,SECOND CALL,50-59,WHITE,MALE,GORE,ROTH,MINNER,APPROVE,FAVORABLE,CASTLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,PEROT,BETTER,APP/FAV,YES,NO,REPUBLCN,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,1.054
STATE ONLY,8.0,69.0,21.0,SECOND CALL,18-24,WHITE,MALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SMCITY/RURAL,EDUCATION,EXPERIENCE,CLINTON,WORSE,APP/FAV,YES,YES,DEMOCRAT,RURAL,COLGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,ONLYGORE,NEITHER,ISSUES,,,0.961
STATE ONLY,8.0,69.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,DOLE,SAME,DIS/UNFAV,NO,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,0.9590000000000001
STATE ONLY,8.0,69.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,ROTH,MINNER,APPROVE,UNFAVORABLE,CASTLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,HONEST,CLINTON,BETTER,APP/UNFAV,NO,NO,DEMOCRAT,RURAL,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,KENTSUSS,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NEITHER,BOTH,PERSONALQUAL,,,0.855
STATE ONLY,8.0,69.0,24.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CARPER,MINNER,APPROVE,FAVORABLE,MILLER,GORE,MORE,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,CLINTON,BETTER,APP/FAV,YES,YES,INDEPEND,RURAL,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,LAST.MONTH,STATE,COMPLETE,KENTSUSS,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.76
STATE ONLY,8.0,69.0,25.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ROTH,BURRIS,APPROVE,UNFAVORABLE,CASTLE,BUSH,MORE,SMCITY/RURAL,MEDICARE/RX,STRONGLEADER,CLINTON,SAME,APP/UNFAV,NO,NO,DEMOCRAT,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,65+,CUTFEDINCTAX,LASTWEEK,STATE,COMPLETE,KENTSUSS,60+,60+,DEMOCRAT,65+,PROT/CHRIST,NEITHER,NEITHER,PERSONALQUAL,,,1.5130000000000001
STATE ONLY,8.0,69.0,26.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ROTH,BURRIS,DISAPPR,UNFAVORABLE,CASTLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,DOLE,SAME,DIS/UNFAV,NO,NO,INDEPEND,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,KENTSUSS,60+,60+,IND/OTHER,65+,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.5130000000000001
