VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL PINK,16.0,96.0,17.0,FIRST CALL,45-49,WHITE,MALE,GORE,,,,,,,NO,,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,EAST,45-59,40-49,,40-49,,,,1.143
NATIONAL PINK,16.0,96.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,,,,,,NO,,,,,INDEPEND,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.861
NATIONAL PINK,16.0,96.0,19.0,FIRST CALL,65-74,WHITE,MALE,,,,,,,,NO,,,,,ELSE,,NONE,LESS15K,MODERATE,65+,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,65+,NONE,,,1.304
NATIONAL PINK,16.0,96.0,20.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,,,,,,NO,,,,,INDEPEND,,PROTESTANT,30-50K,CONSERV,65+,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.174
NATIONAL WHITE,16.0,96.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,TAXES,CARES,NO,CLINTON,,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.368
NATIONAL WHITE,16.0,96.0,22.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.421
NATIONAL WHITE,16.0,96.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.092
NATIONAL WHITE,16.0,96.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,EDUCATION,COMPLEXISSUE,NO,DOLE,,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.092
NATIONAL YELLOW,16.0,96.0,25.0,SECOND CALL,50-59,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,HONEST,NO,CLINTON,,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,ECON/JOBS,HONEST,1.143
NATIONAL YELLOW,16.0,96.0,26.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,NO,NOVOTE,,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,EDUCATION,CARES,1.368
NATIONAL YELLOW,16.0,96.0,27.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,PEROT,,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,TAXES,HONEST,0.902
NATIONAL YELLOW,16.0,96.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,YES,DOLE,,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,OMITS,HONEST,0.861
NATIONAL GREY,16.0,96.0,29.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,BEFORE,,,,,,,,BOTHDID,,,DEMOCRAT,POSTGRAD,,30-50K,MODERATE,65+,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,,,,1.421
NATIONAL GREY,16.0,96.0,30.0,SECOND CALL,50-59,WHITE,MALE,GORE,LAST.3DAYS,,,,,,,,BOTHDID,,,INDEPEND,HSGRAD,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,,,,1.143
NATIONAL GREY,16.0,96.0,31.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BEFORE,,,,,,,,NEITHERDID,,,INDEPEND,POSTGRAD,,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,,,,0.902
NATIONAL GREY,16.0,96.0,32.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,BEFORE,,,,,,,,BOTHDID,,,DEMOCRAT,SOMCOL/ASSOC,,15-30K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,,,,1.368
NATIONAL PINK,16.0,96.0,33.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.368
NATIONAL PINK,16.0,96.0,34.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,,,,,,NO,,,,,REPUBLCN,,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.902
NATIONAL PINK,16.0,96.0,35.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.092
NATIONAL WHITE,16.0,96.0,36.0,THIRD CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,DOLE,,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.902
NATIONAL WHITE,16.0,96.0,37.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,HONEST,NO,CLINTON,,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,NONE,,,1.131
NATIONAL WHITE,16.0,96.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.092
NATIONAL WHITE,16.0,96.0,39.0,THIRD CALL,25-29,WHITE,MALE,BUCHANAN,,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.607
NATIONAL YELLOW,16.0,96.0,40.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,CARES,NO,DOLE,,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,MEDICARE/RX,CARES,0.902
NATIONAL YELLOW,16.0,96.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,,OMITS,OMITS,OMITS,OMITS,OMITS,NO,OMITS,,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,EAST,30-44,30-39,,30-39,,OMITS,OMITS,1.092
NATIONAL YELLOW,16.0,96.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,TAXES,HONEST,NO,NOVOTE,,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,TAXES,HONEST,0.861
NATIONAL YELLOW,16.0,96.0,43.0,THIRD CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,NO,DOLE,,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,TAXES,HONEST,1.131
NATIONAL GREY,16.0,96.0,44.0,THIRD CALL,60-64,WHITE,MALE,BUSH,BEFORE,,,,,,,,GOREDID,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,,,,1.174
NATIONAL GREY,16.0,96.0,45.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,,,,,,,,BOTHDID,,,INDEPEND,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,,,,0.861
NATIONAL GREY,16.0,96.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BEFORE,,,,,,,,NEITHERDID,,,DEMOCRAT,COLGRAD,,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,,,,1.092
NATIONAL GREY,16.0,96.0,47.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,LAST.3DAYS,,,,,,,,BOTHDID,,,REPUBLCN,COLGRAD,,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,,,,1.08
NATIONAL PINK,16.0,96.0,48.0,THIRD CALL,30-39,WHITE,MALE,GORE,,,,,,,NO,,,,,DEMOCRAT,,OTHERCHRIST,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.143
NATIONAL PINK,16.0,96.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,,,,NO,,,,,DEMOCRAT,,ELSE,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.861
NATIONAL PINK,16.0,96.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,,,,,,NO,,,,,,,,,,18-64,NATIONAL,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,,,1.092
NATIONAL PINK,16.0,96.0,51.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,,,,,,,NO,,,,,DEMOCRAT,,CATHOLIC,OVER100K,LIBERAL,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.092
STATE ONLY,16.0,106.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,OMITS,PEROT,BOTHDID,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.843
STATE ONLY,16.0,106.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,COMPLEXISSUE,NO,PEROT,GOREDID,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,3.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CARES,NO,CLINTON,BUSHDID,BETTER,APP/FAV,INDEPEND,HSGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,WEST,18-29,25-29,IND/OTHER,25-29,NONE,,,0.9470000000000001
STATE ONLY,16.0,106.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,GOODJUDGMENT,YES,PEROT,NEITHERDID,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,5.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,BEFORE,APPROVE,OMITS,BUSH,HEALTHCARE,CARES,NO,DOLE,OMITS,WORSE,OMITS,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.8170000000000001
STATE ONLY,16.0,106.0,6.0,FIRST CALL,30-39,WHITE,MALE,BUSH,BEFORE,APPROVE,FAVORABLE,BUSH,TAXES,HONEST,NO,CLINTON,GOREDID,BETTER,APP/FAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.712
STATE ONLY,16.0,106.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BEFORE,APPROVE,FAVORABLE,OMITS,ECON/JOBS,HONEST,NO,OMITS,NEITHERDID,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,STRONGLEADER,OMITS,DOLE,GOREDID,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,,CONSERV,65+,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.8170000000000001
STATE ONLY,16.0,106.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,EXPERIENCE,NO,PEROT,BOTHDID,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.8170000000000001
STATE ONLY,16.0,106.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CARES,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.656
STATE ONLY,16.0,106.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,HONEST,NO,DOLE,GOREDID,WORSE,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.6900000000000001
STATE ONLY,16.0,106.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LASTWEEK,OMITS,OMITS,OMITS,SOCIALSECUR,EXPERIENCE,NO,OMITS,BUSHDID,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,WEST,45-59,50-59,,50-64,,,,0.656
STATE ONLY,16.0,106.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,CARES,NO,NOVOTE,GOREDID,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.6900000000000001
STATE ONLY,16.0,106.0,14.0,FIRST CALL,18-24,WHITE,MALE,BUSH,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,DOLE,BUSHDID,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.026
STATE ONLY,16.0,106.0,15.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,EXPERIENCE,NO,CLINTON,GOREDID,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,16.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,SOCIALSECUR,CARES,NO,DOLE,BOTHDID,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.843
STATE ONLY,16.0,106.0,17.0,SECOND CALL,18-24,WHITE,MALE,BUSH,OMITS,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,EXPERIENCE,NO,CLINTON,OMITS,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,WEST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.026
STATE ONLY,16.0,106.0,18.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,HONEST,NO,DOLE,GOREDID,WORSE,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.712
STATE ONLY,16.0,106.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,NOVOTE,BOTHDID,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,APPROVE,FAVORABLE,BUSH,ECON/JOBS,STRONGLEADER,NO,CLINTON,BOTHDID,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,16.0,106.0,21.0,SECOND CALL,50-59,WHITE,MALE,GORE,LAST.3DAYS,OMITS,OMITS,WOULDNOTVOTE,MEDICARE/RX,CARES,NO,PEROT,BOTHDID,SAME,OMITS,DEMOCRAT,NOHS,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.677
STATE ONLY,16.0,106.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,WEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.656
STATE ONLY,16.0,106.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,YES,CLINTON,GOREDID,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.656
STATE ONLY,16.0,106.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CARES,NO,CLINTON,BUSHDID,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,GOODJUDGMENT,NO,PEROT,GOREDID,BETTER,DIS/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.8170000000000001
STATE ONLY,16.0,106.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,PEROT,BOTHDID,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.656
STATE ONLY,16.0,106.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,OMITS,NO,DOLE,BOTHDID,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,WEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.995
STATE ONLY,16.0,106.0,29.0,THIRD CALL,25-29,WHITE,MALE,BUSH,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,EXPERIENCE,NO,CLINTON,NEITHERDID,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,WEST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.026
STATE ONLY,16.0,106.0,30.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,CARES,NO,CLINTON,BUSHDID,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,OMITS,NO,CLINTON,BOTHDID,SAME,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.656
STATE ONLY,16.0,106.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,STRONGLEADER,NO,NOVOTE,BOTHDID,SAME,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,33.0,THIRD CALL,40-44,WHITE,MALE,BUSH,LAST.3DAYS,OMITS,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,CLINTON,BUSHDID,WORSE,OMITS,INDEPEND,HSGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.712
STATE ONLY,16.0,106.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,WEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.656
STATE ONLY,16.0,106.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,EXPERIENCE,NO,PEROT,BOTHDID,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,WEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.6900000000000001
NATIONAL WHITE,16.0,112.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,NO,DOLE,,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8320000000000001
NATIONAL WHITE,16.0,112.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,OMITS,HONEST,OMITS,OMITS,,OMITS,OMITS,INDEPEND,HSGRAD,,,,18-64,NATIONAL,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,,,,0.871
