VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,HOU,XWAY2000,PROPSD,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,42.0,44.0,37.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,STATE,SOUTHEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.1380000000000001
STATE ONLY,42.0,44.0,38.0,THIRD CALL,30-39,WHITE,,GORE,DISAPPR,FAVORABLE,THUNE,GORE,YES,CLINTON,BETTER,DIS/FAV,ELSE,ELSE,15-30K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.9490000000000001
STATE ONLY,42.0,44.0,39.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.583
STATE ONLY,42.0,44.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.583
STATE ONLY,42.0,44.0,41.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,SOUTHEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.634
STATE ONLY,42.0,44.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.644
STATE ONLY,42.0,44.0,43.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.583
STATE ONLY,42.0,44.0,44.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.7000000000000001
STATE ONLY,42.0,47.0,1.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,,LIBERAL,18-64,STATE,SOUTHEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.251
STATE ONLY,42.0,47.0,2.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,SOUTHEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.36
STATE ONLY,42.0,47.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.2
STATE ONLY,42.0,47.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.222
STATE ONLY,42.0,47.0,5.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,SOUTHEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.228
STATE ONLY,42.0,47.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.232
STATE ONLY,42.0,47.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.167
STATE ONLY,42.0,47.0,8.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.301
STATE ONLY,42.0,47.0,9.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.301
STATE ONLY,42.0,47.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,HOHN,BUSH,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.184
STATE ONLY,42.0,47.0,11.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.153
STATE ONLY,42.0,47.0,12.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,STATE,SOUTHEST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.241
STATE ONLY,42.0,47.0,13.0,SECOND CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.219
STATE ONLY,42.0,47.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.301
STATE ONLY,42.0,47.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,SOUTHEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.167
STATE ONLY,42.0,47.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.14100000000000001
STATE ONLY,42.0,47.0,17.0,SECOND CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,SOUTHEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.327
STATE ONLY,42.0,47.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,HOHN,BUSH,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.184
STATE ONLY,42.0,47.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,SOUTHEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.272
STATE ONLY,42.0,47.0,20.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,SOUTHEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.228
STATE ONLY,42.0,47.0,21.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.167
STATE ONLY,42.0,47.0,22.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.2
STATE ONLY,42.0,47.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,CONSERV,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.327
STATE ONLY,42.0,47.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.167
STATE ONLY,42.0,47.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,SOUTHEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.392
STATE ONLY,42.0,47.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.222
STATE ONLY,42.0,47.0,27.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,,MODERATE,18-64,STATE,SOUTHEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.327
STATE ONLY,42.0,47.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,NOVOTE,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.222
STATE ONLY,42.0,47.0,29.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.21
STATE ONLY,42.0,47.0,30.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,MODERATE,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.219
STATE ONLY,42.0,47.0,31.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.222
STATE ONLY,42.0,47.0,32.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.301
STATE ONLY,42.0,47.0,33.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.14100000000000001
STATE ONLY,42.0,47.0,34.0,THIRD CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,65+,STATE,SOUTHEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.153
STATE ONLY,42.0,47.0,35.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.327
STATE ONLY,42.0,47.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.25
STATE ONLY,42.0,47.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.327
STATE ONLY,42.0,47.0,38.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.167
STATE ONLY,42.0,47.0,39.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.14100000000000001
STATE ONLY,42.0,47.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.14100000000000001
STATE ONLY,42.0,47.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.155
STATE ONLY,42.0,47.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.232
STATE ONLY,42.0,47.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.222
STATE ONLY,42.0,47.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.222
STATE ONLY,42.0,47.0,45.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.2
STATE ONLY,42.0,47.0,46.0,THIRD CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.2
STATE ONLY,42.0,47.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.222
STATE ONLY,42.0,47.0,48.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.359
STATE ONLY,42.0,47.0,49.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.222
STATE ONLY,42.0,47.0,50.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.14100000000000001
STATE ONLY,42.0,49.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.918
STATE ONLY,42.0,49.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.249
STATE ONLY,42.0,49.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.8310000000000001
STATE ONLY,42.0,49.0,4.0,FIRST CALL,40-44,ASIAN,MALE,BUSH,DISAPPR,UNFAVORABLE,HOHN,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.099
STATE ONLY,42.0,49.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.191
STATE ONLY,42.0,49.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.918
STATE ONLY,42.0,49.0,7.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,,BUSH,NO,OMITS,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.3920000000000001
STATE ONLY,42.0,49.0,8.0,FIRST CALL,65-74,WHITE,MALE,BUSH,OMITS,OMITS,HOHN,BUSH,YES,DOLE,SAME,OMITS,DEMOCRAT,,15-30K,MODERATE,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,,,,0.8320000000000001
STATE ONLY,42.0,49.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.968
STATE ONLY,42.0,49.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.8310000000000001
STATE ONLY,42.0,49.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,CATHOLIC,OVER100K,,18-64,STATE,SOUTHEST,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,2.136
STATE ONLY,42.0,49.0,12.0,FIRST CALL,75+,,FEMALE,GORE,APPROVE,UNFAVORABLE,HOHN,GORE,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,65+,STATE,SOUTHEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.495
STATE ONLY,42.0,49.0,13.0,SECOND CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,THUNE,BUSH,NO,DOLE,SAME,APP/FAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,SOUTHEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.291
STATE ONLY,42.0,49.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.918
STATE ONLY,42.0,49.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8310000000000001
STATE ONLY,42.0,49.0,16.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,CONSERV,18-64,STATE,SOUTHEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.8310000000000001
STATE ONLY,42.0,49.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,SOUTHEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,2.136
STATE ONLY,42.0,49.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,THUNE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,SOUTHEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.8310000000000001
STATE ONLY,42.0,49.0,19.0,SECOND CALL,45-49,WHITE,MALE,,APPROVE,UNFAVORABLE,,WOULDNOTVOTE,YES,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,SOUTHEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.062
STATE ONLY,42.0,49.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,THUNE,BUSH,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,LIBERAL,18-64,STATE,SOUTHEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.311
STATE ONLY,42.0,49.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,THUNE,GORE,NO,CLINTON,BETTER,APP/FAV,,PROTESTANT,75-100K,MODERATE,18-64,STATE,SOUTHEST,30-44,30-39,,30-39,PROT/CHRIST,,,2.136
