VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,49.0,63.0,8.0,SECOND CALL,60-64,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.537
STATE ONLY,49.0,63.0,9.0,SECOND CALL,50-59,,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,YES,DOLE,PROGRWTH,NONE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.874
STATE ONLY,49.0,63.0,10.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,OMITS,OMITS,BUSH,OMITS,OMITS,DOLE,PROGRWTH,SOMEONEELSE,SAME,OMITS,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.891
STATE ONLY,49.0,63.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,SAME,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.988
STATE ONLY,49.0,63.0,12.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,NOVOTE,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.891
STATE ONLY,49.0,63.0,13.0,SECOND CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.068
STATE ONLY,49.0,63.0,14.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROGRWTH,ME,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,49.0,63.0,15.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,NOVOTE,PROENVIR,SOMEONEELSE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,49.0,63.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,OMITS,OMITS,OMITS,EDUCATION,NO,OMITS,PROGRWTH,NONE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTHWEST,30-44,30-39,,30-39,,,,0.891
STATE ONLY,49.0,63.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.81
STATE ONLY,49.0,63.0,18.0,SECOND CALL,18-24,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.873
STATE ONLY,49.0,63.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,YES,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.874
STATE ONLY,49.0,63.0,20.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,OMITS,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,49.0,63.0,21.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,OMITS,OMITS,,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,SOUTHWEST,60+,60+,,65+,,,,1.452
STATE ONLY,49.0,63.0,22.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTHWEST,18-29,18-24,,18-24,,,,0.873
STATE ONLY,49.0,63.0,23.0,THIRD CALL,25-29,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,NOVOTE,PROENVIR,NONE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.973
STATE ONLY,49.0,63.0,24.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,SOMEONEELSE,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.988
STATE ONLY,49.0,63.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,PROGRWTH,,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTHWEST,30-44,40-49,,40-49,,,,0.988
STATE ONLY,49.0,63.0,26.0,THIRD CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.068
STATE ONLY,49.0,63.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,OMITS,OMITS,OMITS,EDUCATION,NO,OMITS,PROGRWTH,NONE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,SOUTHWEST,45-59,40-49,,40-49,,,,0.988
STATE ONLY,49.0,63.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BYRD,WISE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,OMITS,NOVOTE,PROGRWTH,MEANDSOMEONE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,,,,1.1520000000000001
STATE ONLY,49.0,63.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.874
STATE ONLY,49.0,63.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,OMITS,OMITS,,SAME,OMITS,,,,,,18-64,STATE,COMPLETE,SOUTHWEST,30-44,30-39,,30-39,,,,0.9580000000000001
STATE ONLY,49.0,63.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,OMITS,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,49.0,63.0,32.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,49.0,63.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.988
STATE ONLY,49.0,63.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9420000000000001
STATE ONLY,49.0,63.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROGRWTH,NONE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.988
STATE ONLY,49.0,63.0,36.0,THIRD CALL,,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,PEROT,OMITS,NONE,OMITS,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,CONSERV,,STATE,COMPLETE,SOUTHWEST,,,DEMOCRAT,,CATHOLIC,,,0.874
STATE ONLY,49.0,63.0,37.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.426
STATE ONLY,49.0,63.0,38.0,THIRD CALL,60-64,WHITE,MALE,GORE,BYRD,WISE,BEFORE,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,NO,CLINTON,PROGRWTH,NONE,BETTER,DIS/FAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.742
STATE ONLY,49.0,63.0,39.0,THIRD CALL,60-64,WHITE,MALE,BUSH,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.881
STATE ONLY,49.0,63.0,40.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,APPROVE,FAVORABLE,BUSH,EDUCATION,NO,NOVOTE,PROGRWTH,MEANDSOMEONE,SAME,APP/FAV,INDEPEND,HSGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,NONE,,,0.9580000000000001
STATE ONLY,49.0,63.0,41.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,YES,NOVOTE,PROGRWTH,,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,NONE,,,0.9580000000000001
STATE ONLY,49.0,63.0,42.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,TAXES,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,49.0,63.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROGRWTH,,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.889
STATE ONLY,49.0,63.0,44.0,THIRD CALL,45-49,WHITE,MALE,GORE,GALLAHER,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,GORE,OMITS,NO,NOVOTE,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.872
STATE ONLY,49.0,68.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.147
STATE ONLY,49.0,68.0,2.0,FIRST CALL,50-59,WHITE,MALE,,BYRD,,LAST.MONTH,APPROVE,FAVORABLE,WOULDNOTVOTE,SOCIALSECUR,NO,NOVOTE,PROENVIR,NONE,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.348
STATE ONLY,49.0,68.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.248
STATE ONLY,49.0,68.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.36
STATE ONLY,49.0,68.0,5.0,FIRST CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,YES,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.3760000000000001
STATE ONLY,49.0,68.0,6.0,SECOND CALL,75+,WHITE,MALE,BUSH,,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,OTHER,PROGRWTH,ME,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,APPALACHIAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.944
STATE ONLY,49.0,68.0,7.0,THIRD CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,OMITS,OMITS,OMITS,MEDICARE/RX,OMITS,CLINTON,OMITS,,OMITS,OMITS,,HSGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,,50-64,PROT/CHRIST,,,1.3760000000000001
STATE ONLY,49.0,68.0,8.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.195
STATE ONLY,49.0,68.0,9.0,THIRD CALL,30-39,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.317
STATE ONLY,49.0,68.0,10.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LASTWEEK,OMITS,OMITS,OMITS,HEALTHCARE,OMITS,NOVOTE,PROENVIR,NONE,BETTER,OMITS,,SOMCOL/ASSOC,ELSE,30-50K,,18-64,STATE,COMPLETE,APPALACHIAN,18-29,18-24,,18-24,OTHER,,,1.315
STATE ONLY,49.0,68.0,11.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROGRWTH,NONE,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.248
STATE ONLY,49.0,68.0,12.0,THIRD CALL,45-49,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,FAVORABLE,BUSH,MEDICARE/RX,NO,NOVOTE,PROGRWTH,NONE,WORSE,DIS/FAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.346
STATE ONLY,49.0,68.0,13.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,UNDERWOOD,LAST.MONTH,OMITS,OMITS,BUSH,ECON/JOBS,OMITS,NOVOTE,PROGRWTH,NONE,SAME,OMITS,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.232
STATE ONLY,49.0,68.0,14.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BYRD,WISE,LASTWEEK,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,CLINTON,PROENVIR,NONE,SAME,DIS/UNFAV,DEMOCRAT,HSGRAD,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.613
STATE ONLY,49.0,68.0,15.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,BUSH,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.464
STATE ONLY,49.0,68.0,16.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,OMITS,NO,PEROT,PROENVIR,NONE,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.248
STATE ONLY,49.0,68.0,17.0,THIRD CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.3760000000000001
STATE ONLY,49.0,68.0,18.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.219
STATE ONLY,49.0,68.0,19.0,THIRD CALL,40-44,WHITE,MALE,GORE,BYRD,UNDERWOOD,LASTWEEK,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.147
STATE ONLY,49.0,68.0,20.0,THIRD CALL,18-24,BLACK,MALE,NADER,BYRD,WISE,OMITS,APPROVE,FAVORABLE,OMITS,ECON/JOBS,OMITS,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,,18-64,STATE,COMPLETE,APPALACHIAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.584
STATE ONLY,49.0,68.0,21.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.3DAYS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,PROENVIR,SOMEONEELSE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,APPALACHIAN,45-59,40-49,,40-49,,,,1.219
STATE ONLY,49.0,68.0,22.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,OMITS,OMITS,CLINTON,OMITS,NONE,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.219
STATE ONLY,49.0,68.0,23.0,THIRD CALL,30-39,WHITE,MALE,GORE,GALLAHER,WISE,LAST.3DAYS,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,NO,CLINTON,PROENVIR,NONE,BETTER,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,APPALACHIAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.351
STATE ONLY,49.0,68.0,24.0,THIRD CALL,60-64,WHITE,MALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,ME,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.968
STATE ONLY,49.0,68.0,25.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BYRD,WISE,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,TAXES,YES,PEROT,PROGRWTH,ME,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.464
STATE ONLY,49.0,68.0,26.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,OMITS,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,APPALACHIAN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.346
