VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,WEIGHT
STATE ONLY,9.0,13.0,12.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,LIBERAL,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.635
STATE ONLY,9.0,13.0,13.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,CATHOLIC,1.635
STATE ONLY,9.0,13.0,14.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,15.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.635
STATE ONLY,9.0,13.0,16.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,MODERATE,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,1.524
STATE ONLY,9.0,13.0,17.0,SECOND CALL,30-39,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,ELSE,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,YES,HISP,OTHER,1.635
STATE ONLY,9.0,13.0,18.0,THIRD CALL,25-29,BLACK,MALE,BUSH,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,PROT/CHRIST,1.558
STATE ONLY,9.0,13.0,19.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,1.635
STATE ONLY,9.0,13.0,20.0,THIRD CALL,45-49,BLACK,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,,STATE,NESESW,45-59,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,1.568
STATE ONLY,9.0,13.0,21.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,22.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,23.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,1.635
STATE ONLY,9.0,13.0,24.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,25.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,1.524
STATE ONLY,9.0,13.0,26.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,1.524
STATE ONLY,9.0,13.0,27.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.635
STATE ONLY,9.0,13.0,28.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,1.1400000000000001
STATE ONLY,9.0,13.0,29.0,THIRD CALL,50-59,BLACK,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,PROT/CHRIST,1.458
STATE ONLY,9.0,13.0,30.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,ELSE,50-75K,LIBERAL,18-64,,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,1.635
STATE ONLY,9.0,13.0,31.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,1.1400000000000001
STATE ONLY,9.0,13.0,32.0,THIRD CALL,50-59,BLACK,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,CATHOLIC,1.568
STATE ONLY,9.0,13.0,33.0,THIRD CALL,40-44,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,1.635
STATE ONLY,9.0,13.0,34.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,35.0,THIRD CALL,50-59,BLACK,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,,STATE,NESESW,45-59,50-59,REPUBLICAN,50-64,NO,BLACK,PROT/CHRIST,1.458
STATE ONLY,9.0,13.0,36.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.524
STATE ONLY,9.0,13.0,37.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,OTHER,1.635
STATE ONLY,9.0,13.0,38.0,THIRD CALL,45-49,BLACK,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,,STATE,NESESW,45-59,40-49,IND/OTHER,40-49,NO,BLACK,CATHOLIC,1.524
STATE ONLY,9.0,21.0,1.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,OMITS,FAVORABLE,GORE,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,OTHERCHRIST,,MODERATE,18-64,NO,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,2.0,FIRST CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,OTHER,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,,30-50K,LIBERAL,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,,0.995
STATE ONLY,9.0,21.0,3.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,4.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,0.75
STATE ONLY,9.0,21.0,6.0,FIRST CALL,60-64,BLACK,,GORE,OMITS,UNFAVORABLE,GORE,CLINTON,BETTER,OMITS,,HSGRAD,NONE,,,18-64,NO,STATE,NESESW,60+,60+,,50-64,NO,BLACK,NONE,1.27
STATE ONLY,9.0,21.0,7.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,OMITS,FAVORABLE,GORE,CLINTON,SAME,OMITS,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,8.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,9.0,FIRST CALL,75+,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,10.0,FIRST CALL,65-74,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,NONE,,,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,NONE,1.361
STATE ONLY,9.0,21.0,11.0,FIRST CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,ELSE,75-100K,MODERATE,18-64,YES,STATE,NESESW,45-59,50-59,IND/OTHER,50-64,NO,BLACK,OTHER,0.933
STATE ONLY,9.0,21.0,12.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,13.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,1.0010000000000001
STATE ONLY,9.0,21.0,14.0,FIRST CALL,75+,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,65+,YES,STATE,NESESW,60+,60+,IND/OTHER,65+,NO,BLACK,CATHOLIC,1.306
STATE ONLY,9.0,21.0,15.0,FIRST CALL,75+,OTHER,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,15-30K,LIBERAL,65+,YES,STATE,NESESW,60+,60+,IND/OTHER,65+,NO,OTHER,CATHOLIC,0.9520000000000001
STATE ONLY,9.0,21.0,16.0,FIRST CALL,65-74,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,17.0,FIRST CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,50-75K,,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,OTHER,0.995
STATE ONLY,9.0,21.0,18.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,APPROVE,OMITS,GORE,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,BLACK,OTHER,1.361
STATE ONLY,9.0,21.0,19.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,1.0010000000000001
STATE ONLY,9.0,21.0,20.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,21.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,LIBERAL,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,0.9520000000000001
STATE ONLY,9.0,21.0,22.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,23.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,24.0,SECOND CALL,75+,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,CLINTON,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,65+,YES,STATE,NESESW,60+,60+,REPUBLICAN,65+,NO,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,25.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,26.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,27.0,THIRD CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.27
STATE ONLY,9.0,21.0,28.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,29.0,THIRD CALL,30-39,HISP,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,YES,BLACK,CATHOLIC,1.0010000000000001
STATE ONLY,9.0,21.0,30.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,YES,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,CATHOLIC,0.933
STATE ONLY,9.0,21.0,31.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,,BLACK,CATHOLIC,0.995
STATE ONLY,9.0,21.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,ELSE,30-50K,LIBERAL,18-64,YES,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,OTHER,1.0010000000000001
STATE ONLY,9.0,21.0,33.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,34.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,35.0,THIRD CALL,60-64,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.27
STATE ONLY,9.0,21.0,36.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NO,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,37.0,THIRD CALL,60-64,BLACK,,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,YES,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,CATHOLIC,1.27
STATE ONLY,9.0,21.0,38.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,NO,STATE,NESESW,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,39.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,OMITS,OMITS,WOULDNOTVOTE,CLINTON,SAME,OMITS,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,MODERATE,65+,NO,STATE,NESESW,60+,60+,DEMOCRAT,65+,,BLACK,PROT/CHRIST,1.361
STATE ONLY,9.0,21.0,40.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,0.933
STATE ONLY,9.0,21.0,41.0,THIRD CALL,50-59,BLACK,,GORE,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,42.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,43.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,OMITS,OMITS,WOULDNOTVOTE,CLINTON,WORSE,OMITS,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,44.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,OMITS,APP/FAV,DEMOCRAT,HSGRAD,NONE,OVER100K,,18-64,NO,STATE,NESESW,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,NONE,1.068
STATE ONLY,9.0,21.0,45.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,OVER100K,LIBERAL,18-64,NO,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,46.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,47.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,NO,STATE,NESESW,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,48.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,YES,STATE,NESESW,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,1.0010000000000001
STATE ONLY,9.0,21.0,49.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NO,STATE,NESESW,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,0.933
STATE ONLY,9.0,21.0,50.0,THIRD CALL,45-49,BLACK,FEMALE,NADER,DISAPPR,FAVORABLE,WOULDNOTVOTE,OTHER,BETTER,DIS/FAV,INDEPEND,POSTGRAD,NONE,75-100K,,18-64,NO,STATE,NESESW,45-59,40-49,IND/OTHER,40-49,NO,BLACK,NONE,1.101
STATE ONLY,9.0,21.0,51.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,YES,STATE,NESESW,18-29,25-29,DEMOCRAT,25-29,NO,BLACK,NONE,1.068
