VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,INCOME,REL7,PHIL3,OVER65,RELG6,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,45.0,52.0,49.0,THIRD CALL,30-39,WHITE,MALE,GORE,HATCH,LEAVITT,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,INDEPEND,75-100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,,STATE,WEST/PROVO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.433
STATE ONLY,45.0,52.0,50.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,REPUBLCN,15-30K,CATHOLIC,CONSERV,18-64,CATHOLIC,,STATE,WEST/PROVO,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.835
STATE ONLY,45.0,52.0,51.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,HATCH,LEAVITT,OMITS,FAVORABLE,WOULDNOTVOTE,CLINTON,BETTER,OMITS,INDEPEND,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.417
STATE ONLY,45.0,52.0,52.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HOWELL,,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,50-75K,CATHOLIC,LIBERAL,18-64,CATHOLIC,,STATE,WEST/PROVO,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.676
STATE ONLY,45.0,52.0,53.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,54.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.611
STATE ONLY,45.0,52.0,55.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,CATHOLIC,MODERATE,18-64,CATHOLIC,,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.518
STATE ONLY,45.0,52.0,56.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.548
STATE ONLY,45.0,52.0,57.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,OMITS,UNFAVORABLE,BUSH,DOLE,BETTER,OMITS,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,58.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,OMITS,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,59.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,60.0,THIRD CALL,45-49,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,61.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,WEST/PROVO,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,62.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,FAVORABLE,BUSH,NOVOTE,SAME,DIS/FAV,REPUBLCN,LESS15K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.483
STATE ONLY,45.0,52.0,63.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,DIS/UNFAV,REPUBLCN,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,,STATE,WEST/PROVO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.589
STATE ONLY,45.0,52.0,64.0,THIRD CALL,50-59,WHITE,MALE,GORE,HATCH,ORTON,DISAPPR,UNFAVORABLE,GORE,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.45
STATE ONLY,45.0,52.0,65.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.514
STATE ONLY,45.0,52.0,66.0,THIRD CALL,18-24,WHITE,FEMALE,OTHER,HOWELL,,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,,STATE,WEST/PROVO,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.425
STATE ONLY,45.0,54.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HOWELL,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.081
STATE ONLY,45.0,54.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,PEROT,SAME,APP/UNFAV,DEMOCRAT,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.1
STATE ONLY,45.0,54.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,4.0,FIRST CALL,45-49,HISP,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,50-75K,CATHOLIC,CONSERV,18-64,CATHOLIC,YES,STATE,EAST/OGDEN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.027
STATE ONLY,45.0,54.0,5.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.071
STATE ONLY,45.0,54.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,HOWELL,ORTON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,50-75K,OTHER,MODERATE,18-64,OTHER,YES,STATE,EAST/OGDEN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.746
STATE ONLY,45.0,54.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,ELSE,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.069
STATE ONLY,45.0,54.0,9.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,10.0,FIRST CALL,75+,WHITE,MALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,30-50K,MORMON/LDS,MODERATE,65+,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.258
STATE ONLY,45.0,54.0,11.0,FIRST CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.874
STATE ONLY,45.0,54.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,HATCH,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,15-30K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9490000000000001
STATE ONLY,45.0,54.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,,MORMON/LDS,CONSERV,65+,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.031
STATE ONLY,45.0,54.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,15.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.059
STATE ONLY,45.0,54.0,16.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,17.0,FIRST CALL,65-74,WHITE,MALE,GORE,HATCH,ORTON,DISAPPR,UNFAVORABLE,GORE,DOLE,SAME,DIS/UNFAV,ELSE,15-30K,MORMON/LDS,MODERATE,65+,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.12
STATE ONLY,45.0,54.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,GORE,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.914
STATE ONLY,45.0,54.0,20.0,SECOND CALL,18-24,WHITE,MALE,GORE,HOWELL,LEAVITT,DISAPPR,UNFAVORABLE,GORE,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,LESS15K,MORMON/LDS,,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.999
STATE ONLY,45.0,54.0,21.0,SECOND CALL,75+,WHITE,MALE,NADER,HOWELL,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,DOLE,WORSE,DIS/UNFAV,INDEPEND,LESS15K,MORMON/LDS,LIBERAL,65+,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.467
STATE ONLY,45.0,54.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,23.0,SECOND CALL,65-74,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,EAST/OGDEN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.059
STATE ONLY,45.0,54.0,24.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,15-30K,MORMON/LDS,CONSERV,65+,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.031
STATE ONLY,45.0,54.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,GORE,PEROT,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.914
STATE ONLY,45.0,54.0,27.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,28.0,SECOND CALL,40-44,WHITE,MALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,45.0,54.0,29.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,LESS15K,MORMON/LDS,MODERATE,65+,MORMON/LDS,YES,STATE,EAST/OGDEN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.223
STATE ONLY,45.0,54.0,30.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,31.0,SECOND CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,NONE,MODERATE,18-64,NONE,YES,STATE,EAST/OGDEN,18-29,18-24,REPUBLICAN,18-24,NONE,,,0.874
STATE ONLY,45.0,54.0,32.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,50-75K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,NO,STATE,EAST/OGDEN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.069
STATE ONLY,45.0,54.0,33.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,34.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.874
STATE ONLY,45.0,54.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,NO,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.965
STATE ONLY,45.0,54.0,36.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,HOWELL,ORTON,APPROVE,OMITS,GORE,CLINTON,SAME,OMITS,DEMOCRAT,30-50K,MORMON/LDS,LIBERAL,65+,MORMON/LDS,NO,STATE,EAST/OGDEN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.223
STATE ONLY,45.0,54.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,INDEPEND,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,YES,STATE,EAST/OGDEN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.9580000000000001
STATE ONLY,45.0,54.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HOWELL,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,OTHER,SAME,DIS/UNFAV,INDEPEND,75-100K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.039
STATE ONLY,45.0,54.0,39.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,LESS15K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.874
STATE ONLY,45.0,54.0,40.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.874
STATE ONLY,45.0,54.0,41.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,42.0,THIRD CALL,40-44,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,HATCH,ORTON,APPROVE,UNFAVORABLE,GORE,NOVOTE,SAME,APP/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.9490000000000001
STATE ONLY,45.0,54.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,75-100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,45.0,THIRD CALL,25-29,WHITE,MALE,BUSH,HATCH,LEAVITT,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,ELSE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.874
STATE ONLY,45.0,54.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,YES,STATE,EAST/OGDEN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OVER100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,48.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,OVER100K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.883
STATE ONLY,45.0,54.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,YES,STATE,EAST/OGDEN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.899
STATE ONLY,45.0,54.0,50.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HATCH,LEAVITT,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.923
STATE ONLY,45.0,54.0,51.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HATCH,ORTON,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,75-100K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,NO,STATE,EAST/OGDEN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.932
STATE ONLY,45.0,55.0,1.0,FIRST CALL,60-64,BLACK,FEMALE,BUSH,HOWELL,ORTON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,CLINTON,BETTER,APP/UNFAV,INDEPEND,LESS15K,CATHOLIC,MODERATE,18-64,CATHOLIC,,STATE,EAST/OGDEN,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.1420000000000001
STATE ONLY,45.0,55.0,2.0,FIRST CALL,50-59,WHITE,MALE,NADER,HOWELL,ORTON,APPROVE,UNFAVORABLE,GORE,OTHER,BETTER,APP/UNFAV,ELSE,50-75K,OTHER,LIBERAL,18-64,OTHER,,STATE,EAST/OGDEN,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.758
STATE ONLY,45.0,55.0,3.0,FIRST CALL,60-64,WHITE,MALE,GORE,HATCH,LEAVITT,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,,STATE,EAST/OGDEN,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.064
