VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,INCOME,MARRIED,CHILD,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,21.0,88.0,40.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,OMITS,OMITS,OMITS,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,50-75K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.281
STATE ONLY,21.0,88.0,41.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,YES,NO,MODERATE,18-64,,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.281
STATE ONLY,21.0,88.0,42.0,THIRD CALL,50-59,OTHER,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,,OVER100K,YES,NO,CONSERV,18-64,,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,REPUBLICAN,50-64,,,,0.23700000000000002
STATE ONLY,21.0,88.0,43.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.281
STATE ONLY,21.0,88.0,44.0,THIRD CALL,30-39,BLACK,MALE,GORE,,OMITS,OMITS,OMITS,OMITS,OMITS,NONE,OMITS,,YES,,,,,YES,NO,,18-64,,STATE,NOTCOMPLETE,DCSUBURBAN,30-44,30-39,,30-39,,,,0.303
STATE ONLY,21.0,89.0,1.0,FIRST CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,YES,NO,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.34900000000000003
STATE ONLY,21.0,89.0,2.0,FIRST CALL,50-59,,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.297
STATE ONLY,21.0,89.0,3.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.338
STATE ONLY,21.0,89.0,4.0,FIRST CALL,65-74,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,SAME,APP/FAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,NO,NO,MODERATE,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.446
STATE ONLY,21.0,89.0,5.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,NONE,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,NONE,75-100K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,NONE,,,0.324
STATE ONLY,21.0,89.0,6.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.324
STATE ONLY,21.0,89.0,7.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,NONE,OMITS,OMITS,YES,,,,,YES,YES,,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,,30-39,,,,0.324
STATE ONLY,21.0,89.0,8.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.324
STATE ONLY,21.0,89.0,9.0,SECOND CALL,30-39,BLACK,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,GORE,TAXES,DOLE,ME,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,NONE,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.299
STATE ONLY,21.0,89.0,10.0,SECOND CALL,40-44,BLACK,MALE,BUSH,RAPPAPORT,APPROVE,FAVORABLE,BUSH,HEALTHCARE,DOLE,NONE,BETTER,APP/FAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.299
STATE ONLY,21.0,89.0,11.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NOVOTE,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.324
STATE ONLY,21.0,89.0,12.0,SECOND CALL,45-49,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/FAV,YES,ELSE,COLGRAD,ELSE,OVER100K,NO,YES,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.34900000000000003
STATE ONLY,21.0,89.0,13.0,SECOND CALL,18-24,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,YES,ELSE,SOMCOL/ASSOC,OTHERCHRIST,,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.364
STATE ONLY,21.0,89.0,14.0,THIRD CALL,25-29,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NOVOTE,NONE,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.364
STATE ONLY,21.0,89.0,15.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.324
STATE ONLY,21.0,89.0,16.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.34900000000000003
STATE ONLY,21.0,89.0,17.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.34900000000000003
STATE ONLY,21.0,89.0,18.0,THIRD CALL,25-29,BLACK,FEMALE,BUCHANAN,,DISAPPR,FAVORABLE,BUSH,ECON/JOBS,PEROT,ME,BETTER,DIS/FAV,YES,REPUBLCN,HSGRAD,PROTESTANT,15-30K,YES,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.139
STATE ONLY,21.0,89.0,19.0,THIRD CALL,18-24,BLACK,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.289
STATE ONLY,21.0,89.0,20.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,RAPPAPORT,APPROVE,FAVORABLE,BUSH,HEALTHCARE,CLINTON,NONE,SAME,APP/FAV,NO,REPUBLCN,HSGRAD,,15-30K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,REPUBLICAN,50-64,,,,0.324
STATE ONLY,21.0,89.0,21.0,THIRD CALL,40-44,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.34900000000000003
STATE ONLY,21.0,89.0,22.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,NOVOTE,NONE,SAME,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.324
STATE ONLY,21.0,89.0,23.0,THIRD CALL,30-39,BLACK,MALE,GORE,RAPPAPORT,DISAPPR,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,SOMEONEELSE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.34900000000000003
STATE ONLY,21.0,89.0,24.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.324
STATE ONLY,21.0,89.0,25.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.41400000000000003
STATE ONLY,21.0,89.0,26.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.34900000000000003
STATE ONLY,21.0,89.0,27.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.254
STATE ONLY,21.0,89.0,28.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.338
STATE ONLY,21.0,89.0,29.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.34900000000000003
STATE ONLY,21.0,89.0,30.0,THIRD CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,NO,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.34900000000000003
STATE ONLY,21.0,89.0,31.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/UNFAV,YES,DEMOCRAT,HSGRAD,NONE,15-30K,YES,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.324
STATE ONLY,21.0,89.0,32.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,MEANDSOMEONE,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.324
STATE ONLY,21.0,90.0,1.0,FIRST CALL,45-49,OTHER,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,JEWISH,50-75K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,REPUBLICAN,40-49,JEWISH,,,0.991
STATE ONLY,21.0,90.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.156
STATE ONLY,21.0,90.0,3.0,FIRST CALL,40-44,OTHER,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.243
STATE ONLY,21.0,90.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,15-30K,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.991
STATE ONLY,21.0,90.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.991
STATE ONLY,21.0,90.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,50-75K,YES,NO,CONSERV,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.36
STATE ONLY,21.0,90.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.066
STATE ONLY,21.0,90.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,YES,INDEPEND,COLGRAD,NONE,OVER100K,YES,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,IND/OTHER,50-64,NONE,,,1.066
STATE ONLY,21.0,90.0,9.0,SECOND CALL,40-44,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.359
STATE ONLY,21.0,90.0,10.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,NONE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,YES,NO,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.989
STATE ONLY,21.0,90.0,11.0,SECOND CALL,65-74,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,50-75K,YES,NO,CONSERV,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.36
STATE ONLY,21.0,90.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NOVOTE,SOMEONEELSE,BETTER,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,YES,YES,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.991
STATE ONLY,21.0,90.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.157
STATE ONLY,21.0,90.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,NOVOTE,ME,SAME,APP/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,30-50K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.991
STATE ONLY,21.0,90.0,15.0,SECOND CALL,75+,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,PEROT,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,50-75K,YES,NO,CONSERV,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.36
STATE ONLY,21.0,90.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,WORSE,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,NONE,30-50K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.111
STATE ONLY,21.0,90.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,NOVOTE,NONE,WORSE,DIS/UNFAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.034
STATE ONLY,21.0,90.0,18.0,SECOND CALL,18-24,HISP,FEMALE,BUCHANAN,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,YES,YES,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.544
STATE ONLY,21.0,90.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.991
STATE ONLY,21.0,90.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,SOMEONEELSE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,JEWISH,75-100K,NO,NO,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.156
STATE ONLY,21.0,90.0,21.0,THIRD CALL,18-24,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,WORSE,APP/FAV,YES,INDEPEND,HSGRAD,NONE,LESS15K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,IND/OTHER,18-24,NONE,,,1.418
STATE ONLY,21.0,90.0,22.0,THIRD CALL,50-59,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.066
STATE ONLY,21.0,90.0,23.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,,NO,NO,MODERATE,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.474
STATE ONLY,21.0,90.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SARBANES,APPROVE,FAVORABLE,BUSH,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,30-50K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.064
STATE ONLY,21.0,90.0,25.0,THIRD CALL,50-59,BLACK,MALE,GORE,RAPPAPORT,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,ME,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,ELSE,30-50K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.362
STATE ONLY,21.0,90.0,26.0,THIRD CALL,50-59,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,YES,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.243
STATE ONLY,21.0,90.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SARBANES,APPROVE,OMITS,GORE,MEDICARE/RX,CLINTON,ME,BETTER,OMITS,NO,DEMOCRAT,COLGRAD,JEWISH,75-100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,1.156
STATE ONLY,21.0,90.0,28.0,THIRD CALL,40-44,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,OTHER,NONE,SAME,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.066
