VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,ATTEND,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,40.0,67.0,33.0,SECOND CALL,50-59,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,ME,MOSTILL,BETTER,DIS/UNFAV,INDEPEND,NOHS,CATHOLIC,ONCEAWEEK,30-50K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.342
STATE ONLY,40.0,67.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,OTHER,SOMEONEELSE,ALWYSLGL,BETTER,APP/UNFAV,ELSE,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,IND/OTHER,30-39,CATHOLIC,1.17
STATE ONLY,40.0,67.0,35.0,THIRD CALL,40-44,HISP,FEMALE,GORE,WEYGAND,OMITS,OMITS,GORE,OMITS,CLINTON,NONE,ALWYSILL,BETTER,OMITS,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,30-50K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,1.099
STATE ONLY,40.0,67.0,36.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,60+,60+,DEMOCRAT,50-64,CATHOLIC,1.291
STATE ONLY,40.0,67.0,37.0,THIRD CALL,18-24,HISP,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,1.112
STATE ONLY,40.0,67.0,38.0,THIRD CALL,30-39,HISP,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,ME,MOSTLGL,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,LESS15K,CONSERV,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,1.099
STATE ONLY,40.0,67.0,39.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,WEYGAND,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,CLINTON,NONE,ALWYSILL,SAME,APP/FAV,INDEPEND,HSGRAD,CATHOLIC,ONCEAWEEK,,,65+,STATE,COMPLETE,PROV/OTHIND,60+,60+,IND/OTHER,65+,CATHOLIC,1.415
STATE ONLY,40.0,67.0,40.0,THIRD CALL,30-39,HISP,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSILL,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.1480000000000001
STATE ONLY,40.0,67.0,41.0,THIRD CALL,30-39,HISP,FEMALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,CONSERV,18-64,STATE,COMPLETE,PROV/OTHIND,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,1.099
STATE ONLY,40.0,67.0,42.0,THIRD CALL,45-49,HISP,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NOVOTE,NONE,MOSTILL,SAME,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,MORETHAN1AWK,30-50K,MODERATE,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,1.231
STATE ONLY,40.0,67.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,LIBERAL,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,1.141
STATE ONLY,40.0,67.0,44.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,WEYGAND,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,SOMEONEELSE,MOSTILL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,PROV/OTHIND,60+,60+,,50-64,,1.415
STATE ONLY,40.0,67.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,WEYGAND,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,NONE,MOSTILL,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,CONSERV,18-64,STATE,COMPLETE,PROV/OTHIND,45-59,50-59,IND/OTHER,50-64,CATHOLIC,1.196
STATE ONLY,40.0,76.0,1.0,FIRST CALL,,WHITE,FEMALE,,WEYGAND,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,,MODERATE,,STATE,COMPLETE,RURAL,,,DEMOCRAT,,CATHOLIC,0.742
STATE ONLY,40.0,76.0,2.0,FIRST CALL,45-49,WHITE,MALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,PEROT,NONE,ALWYSLGL,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.908
STATE ONLY,40.0,76.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,TAXES,PEROT,ME,MOSTLGL,SAME,APP/FAV,INDEPEND,COLGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.929
STATE ONLY,40.0,76.0,4.0,FIRST CALL,45-49,WHITE,MALE,NADER,,APPROVE,FAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,PEROT,ME,ALWYSLGL,BETTER,APP/FAV,INDEPEND,HSGRAD,ELSE,NEVER,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,40-49,IND/OTHER,40-49,OTHER,0.548
STATE ONLY,40.0,76.0,5.0,FIRST CALL,,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,NONE,ALWYSLGL,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,MODERATE,,STATE,COMPLETE,RURAL,,,DEMOCRAT,,PROT/CHRIST,0.85
STATE ONLY,40.0,76.0,6.0,FIRST CALL,65-74,WHITE,MALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,LIBERAL,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.332
STATE ONLY,40.0,76.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,0.929
STATE ONLY,40.0,76.0,8.0,FIRST CALL,30-39,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,AFEWAMONTH,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.914
STATE ONLY,40.0,76.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,CLINTON,NONE,ALWYSLGL,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.929
STATE ONLY,40.0,76.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NOVOTE,NONE,MOSTLGL,SAME,DIS/UNFAV,INDEPEND,HSGRAD,NONE,NEVER,,MODERATE,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,NONE,1.091
STATE ONLY,40.0,76.0,11.0,FIRST CALL,30-39,ASIAN,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,PEROT,SOMEONEELSE,MOSTLGL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.981
STATE ONLY,40.0,76.0,12.0,FIRST CALL,50-59,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,INDEPEND,POSTGRAD,NONE,NEVER,OVER100K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,NONE,0.914
STATE ONLY,40.0,76.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,AFEWAMONTH,LESS15K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.929
STATE ONLY,40.0,76.0,14.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,CLINTON,NONE,MOSTLGL,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.806
STATE ONLY,40.0,76.0,15.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.85
STATE ONLY,40.0,76.0,16.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.85
STATE ONLY,40.0,76.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.85
STATE ONLY,40.0,76.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,NONE,OMITS,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.793
STATE ONLY,40.0,76.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,TAXES,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,LIBERAL,65+,STATE,COMPLETE,RURAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,1.154
STATE ONLY,40.0,76.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,AFEWAMONTH,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.85
STATE ONLY,40.0,76.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,,DISAPPR,UNFAVORABLE,OMITS,OMITS,OMITS,,MOSTLGL,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,18-29,25-29,IND/OTHER,25-29,CATHOLIC,1.119
STATE ONLY,40.0,76.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CHAFEE,OMITS,OMITS,GORE,OMITS,CLINTON,NONE,ALWYSLGL,SAME,OMITS,DEMOCRAT,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,,LIBERAL,65+,STATE,COMPLETE,RURAL,60+,60+,DEMOCRAT,65+,JEWISH,1.154
STATE ONLY,40.0,76.0,23.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,WEYGAND,APPROVE,OMITS,GORE,WORLDAFFAIRS,CLINTON,NONE,ALWYSLGL,SAME,OMITS,DEMOCRAT,POSTGRAD,JEWISH,OMITS,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,60+,60+,DEMOCRAT,50-64,JEWISH,1.075
STATE ONLY,40.0,76.0,24.0,SECOND CALL,30-39,,MALE,NADER,CHAFEE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,HEALTHCARE,OTHER,NONE,ALWYSLGL,BETTER,DIS/UNFAV,ELSE,COLGRAD,NONE,NEVER,50-75K,,18-64,STATE,COMPLETE,RURAL,30-44,30-39,IND/OTHER,30-39,NONE,0.5660000000000001
STATE ONLY,40.0,76.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,0.85
STATE ONLY,40.0,76.0,26.0,SECOND CALL,50-59,WHITE,MALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.981
STATE ONLY,40.0,76.0,27.0,SECOND CALL,50-59,WHITE,MALE,GORE,WEYGAND,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,ME,MOSTLGL,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,0.914
STATE ONLY,40.0,76.0,28.0,SECOND CALL,60-64,WHITE,MALE,BUSH,CHAFEE,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,NONE,MOSTILL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,RURAL,60+,60+,,50-64,,1.26
STATE ONLY,40.0,76.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,NEVER,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,DEMOCRAT,50-64,NONE,0.85
STATE ONLY,40.0,76.0,30.0,SECOND CALL,65-74,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,CONSERV,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.26
STATE ONLY,40.0,76.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,NEVER,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,1.154
STATE ONLY,40.0,76.0,32.0,SECOND CALL,60-64,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,NEVER,30-50K,LIBERAL,18-64,STATE,COMPLETE,RURAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,1.241
STATE ONLY,40.0,76.0,33.0,SECOND CALL,,WHITE,MALE,BUSH,CHAFEE,APPROVE,OMITS,OMITS,OMITS,PEROT,NONE,OMITS,BETTER,OMITS,INDEPEND,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,CONSERV,,STATE,COMPLETE,RURAL,,,IND/OTHER,,PROT/CHRIST,0.929
STATE ONLY,40.0,76.0,34.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,0.85
STATE ONLY,40.0,76.0,35.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,OMITS,OMITS,GORE,OMITS,NOVOTE,SOMEONEELSE,ALWYSLGL,SAME,OMITS,,SOMCOL/ASSOC,NONE,NEVER,30-50K,,18-64,STATE,COMPLETE,RURAL,18-29,18-24,,18-24,NONE,1.119
STATE ONLY,40.0,76.0,36.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,OVER100K,MODERATE,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,1.154
STATE ONLY,40.0,76.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,CHAFEE,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,PEROT,SOMEONEELSE,MOSTILL,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,0.806
STATE ONLY,40.0,76.0,38.0,THIRD CALL,45-49,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,HEALTHCARE,NOVOTE,NONE,ALWYSILL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,NEVER,15-30K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,IND/OTHER,40-49,OTHER,0.914
STATE ONLY,40.0,76.0,39.0,THIRD CALL,45-49,WHITE,MALE,NADER,WEYGAND,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,HEALTHCARE,OTHER,NONE,MOSTILL,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,AFEWAMONTH,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.527
STATE ONLY,40.0,76.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,PEROT,ME,OMITS,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.85
STATE ONLY,40.0,76.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,WEYGAND,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,NEVER,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,0.457
STATE ONLY,40.0,76.0,42.0,THIRD CALL,45-49,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.914
STATE ONLY,40.0,76.0,43.0,THIRD CALL,25-29,WHITE,MALE,NADER,,OMITS,UNFAVORABLE,GORE,WORLDAFFAIRS,PEROT,NONE,OMITS,BETTER,OMITS,INDEPEND,POSTGRAD,ELSE,AFEWAYEAR,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,18-29,25-29,IND/OTHER,25-29,OTHER,0.744
STATE ONLY,40.0,78.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,CHAFEE,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,ME,MOSTLGL,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,LIBERAL,18-64,STATE,COMPLETE,RURAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,1.032
STATE ONLY,40.0,78.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CHAFEE,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,1.032
STATE ONLY,40.0,78.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,WEYGAND,OMITS,OMITS,OMITS,EDUCATION,OMITS,ME,ALWYSLGL,OMITS,,,,,OMITS,,,18-64,STATE,NOTCOMPLETE,RURAL,30-44,40-49,,40-49,,0.963
STATE ONLY,40.0,78.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,PEROT,NONE,MOSTLGL,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,AFEWAYEAR,75-100K,MODERATE,18-64,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,50-64,CATHOLIC,1.5270000000000001
STATE ONLY,40.0,78.0,5.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,NONE,ALWYSLGL,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,NEVER,50-75K,MODERATE,65+,STATE,COMPLETE,RURAL,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.325
STATE ONLY,40.0,78.0,6.0,FIRST CALL,45-49,BLACK,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,MODERATE,18-64,STATE,COMPLETE,RURAL,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,0.922
STATE ONLY,40.0,78.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,CHAFEE,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,NEVER,OVER100K,MODERATE,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,1.1260000000000001
STATE ONLY,40.0,78.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,CHAFEE,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,CONSERV,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.977
STATE ONLY,40.0,78.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,WEYGAND,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,NONE,MOSTILL,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.911
STATE ONLY,40.0,78.0,10.0,FIRST CALL,40-44,WHITE,MALE,NADER,WEYGAND,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,AFEWAYEAR,50-75K,LIBERAL,18-64,STATE,COMPLETE,RURAL,30-44,40-49,IND/OTHER,40-49,NONE,0.64
STATE ONLY,40.0,78.0,11.0,FIRST CALL,75+,WHITE,MALE,GORE,WEYGAND,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,75-100K,MODERATE,65+,STATE,COMPLETE,RURAL,60+,60+,IND/OTHER,65+,CATHOLIC,1.506
