VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPME6,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,20.0,58.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,LESS,SOCIALSECUR,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,HSGRAD,ELSE,LESS15K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.053
STATE ONLY,20.0,58.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.19
STATE ONLY,20.0,58.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.936
STATE ONLY,20.0,58.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.898
STATE ONLY,20.0,58.0,12.0,FIRST CALL,40-44,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.052
STATE ONLY,20.0,58.0,13.0,FIRST CALL,45-49,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.052
STATE ONLY,20.0,58.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.936
STATE ONLY,20.0,58.0,15.0,SECOND CALL,60-64,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.294
STATE ONLY,20.0,58.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.905
STATE ONLY,20.0,58.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,NO,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,NONE,,,0.909
STATE ONLY,20.0,58.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.905
STATE ONLY,20.0,58.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.905
STATE ONLY,20.0,58.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SOCIALSECUR,YES,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.038
STATE ONLY,20.0,58.0,21.0,SECOND CALL,40-44,WHITE,MALE,BUSH,SNOWE,DISAPPR,FAVORABLE,BUSH,NO,LESS,MEDICARE/RX,YES,OTHER,WORSE,DIS/FAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.018
STATE ONLY,20.0,58.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,TAXES,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.898
STATE ONLY,20.0,58.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.018
STATE ONLY,20.0,58.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,,MORE,MEDICARE/RX,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9540000000000001
STATE ONLY,20.0,58.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,YES,LESS,ECON/JOBS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD2,30-44,30-39,,30-39,,,,0.936
STATE ONLY,20.0,58.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,OMITS,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.936
STATE ONLY,20.0,58.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,SNOWE,OMITS,OMITS,BUSH,NO,LESS,TAXES,OMITS,CLINTON,SAME,OMITS,,HSGRAD,CATHOLIC,75-100K,,18-64,STATE,COMPLETE,CD2,30-44,40-49,,40-49,CATHOLIC,,,0.905
STATE ONLY,20.0,58.0,28.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.936
STATE ONLY,20.0,58.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,LESS,WORLDAFFAIRS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.847
STATE ONLY,20.0,58.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,DOLE,WORSE,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.018
STATE ONLY,20.0,58.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,OMITS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.135
STATE ONLY,20.0,58.0,32.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,OMITS,NO,PEROT,SAME,APP/UNFAV,INDEPEND,HSGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,NONE,,,1.018
STATE ONLY,20.0,58.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,MORE,TAXES,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,NONE,,,1.053
STATE ONLY,20.0,58.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.905
STATE ONLY,20.0,58.0,35.0,THIRD CALL,18-24,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,NONE,15-30K,,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,NONE,,,1.204
STATE ONLY,20.0,58.0,36.0,THIRD CALL,50-59,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.018
STATE ONLY,20.0,58.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.0110000000000001
STATE ONLY,20.0,58.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,YES,PEROT,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.805
STATE ONLY,20.0,58.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,MORE,EDUCATION,YES,NOVOTE,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.923
STATE ONLY,20.0,58.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.898
STATE ONLY,20.0,58.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,SOCIALSECUR,NO,CLINTON,WORSE,APP/FAV,INDEPEND,HSGRAD,NONE,LESS15K,,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,NONE,,,1.03
STATE ONLY,20.0,58.0,42.0,THIRD CALL,18-24,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,NONE,,,1.155
STATE ONLY,20.0,58.0,43.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.018
STATE ONLY,20.0,58.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,NO,LESS,HEALTHCARE,NO,DOLE,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.018
STATE ONLY,20.0,58.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,LESS,SOCIALSECUR,YES,DOLE,SAME,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.905
STATE ONLY,20.0,58.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.018
STATE ONLY,20.0,58.0,47.0,THIRD CALL,30-39,WHITE,MALE,BUSH,LAWRENCE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.9430000000000001
STATE ONLY,20.0,58.0,48.0,THIRD CALL,50-59,WHITE,MALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,NO,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.181
STATE ONLY,20.0,58.0,49.0,THIRD CALL,40-44,WHITE,MALE,,,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,TAXES,NO,NOVOTE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,NONE,,,1.068
STATE ONLY,20.0,58.0,50.0,THIRD CALL,50-59,WHITE,FEMALE,BUCHANAN,SNOWE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,MEDICARE/RX,YES,OTHER,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.522
STATE ONLY,20.0,58.0,51.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.905
NATIONAL WHITE,20.0,65.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.662
NATIONAL WHITE,20.0,65.0,2.0,FIRST CALL,75+,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,NO,LESS,OMITS,OMITS,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,OTHERCHRIST,,MODERATE,65+,NATIONAL,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.661
NATIONAL WHITE,20.0,65.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,MORE,TAXES,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,65+,NATIONAL,COMPLETE,CD2,60+,60+,IND/OTHER,65+,NONE,,,0.59
NATIONAL WHITE,20.0,65.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.59
NATIONAL YELLOW,20.0,65.0,5.0,FIRST CALL,60-64,BLACK,MALE,NADER,,DISAPPR,OMITS,GORE,NO,MORE,ECON/JOBS,NO,DOLE,SAME,OMITS,INDEPEND,POSTGRAD,NONE,,MODERATE,18-64,NATIONAL,COMPLETE,CD2,60+,60+,IND/OTHER,50-64,NONE,ECON/JOBS,COMPLEXISSUE,0.43
NATIONAL YELLOW,20.0,65.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,OMITS,OMITS,OMITS,YES,LESS,SOCIALSECUR,NO,OMITS,OMITS,,,,,,,18-64,NATIONAL,NOTCOMPLETE,CD2,45-59,50-59,,50-64,,SOCIALSECUR,HONEST,0.41400000000000003
NATIONAL YELLOW,20.0,65.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,WORLDAFFAIRS,NO,DOLE,SAME,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,WORLDAFFAIRS,CARES,0.522
NATIONAL YELLOW,20.0,65.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,OMITS,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,SOCIALSECUR,GOODJUDGMENT,0.462
NATIONAL GREY,20.0,65.0,9.0,FIRST CALL,75+,WHITE,FEMALE,GORE,,,,,YES,,,,,,,DEMOCRAT,POSTGRAD,,,MODERATE,65+,NATIONAL,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,,,,0.59
NATIONAL GREY,20.0,65.0,10.0,FIRST CALL,18-24,WHITE,MALE,NADER,,,,,YES,,,,,,,INDEPEND,SOMCOL/ASSOC,,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,18-29,18-24,IND/OTHER,18-24,,,,0.444
NATIONAL GREY,20.0,65.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,,,,,YES,,,,,,,DEMOCRAT,HSGRAD,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,,,,0.462
NATIONAL GREY,20.0,65.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,,,,NO,,,,,,,REPUBLCN,POSTGRAD,,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,REPUBLICAN,50-64,,,,0.464
NATIONAL PINK,20.0,65.0,13.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,,,,,YES,,,OMITS,,,,REPUBLCN,,PROTESTANT,30-50K,MODERATE,65+,NATIONAL,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.529
NATIONAL PINK,20.0,65.0,14.0,FIRST CALL,65-74,WHITE,MALE,NADER,,,,,NO,,,NO,,,,INDEPEND,,PROTESTANT,15-30K,MODERATE,65+,NATIONAL,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.624
NATIONAL PINK,20.0,65.0,15.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,,,,,YES,,,NO,,,,REPUBLCN,,PROTESTANT,30-50K,CONSERV,65+,NATIONAL,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.529
NATIONAL PINK,20.0,65.0,16.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,,,,,NO,,,NO,,,,DEMOCRAT,,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.52
NATIONAL WHITE,20.0,65.0,17.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,30-44,40-49,REPUBLICAN,40-49,OTHER,,,0.41400000000000003
NATIONAL WHITE,20.0,65.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,ELSE,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.462
NATIONAL WHITE,20.0,65.0,19.0,SECOND CALL,25-29,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,ECON/JOBS,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.533
NATIONAL YELLOW,20.0,65.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,,OMITS,UNFAVORABLE,BUSH,NO,LESS,OMITS,NO,NOVOTE,SAME,OMITS,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,OMITS,STRONGLEADER,0.47400000000000003
NATIONAL YELLOW,20.0,65.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,YES,LESS,HEALTHCARE,NO,CLINTON,WORSE,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,HEALTHCARE,OMITS,0.462
NATIONAL YELLOW,20.0,65.0,22.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,CATHOLIC,ECON/JOBS,COMPLEXISSUE,0.462
NATIONAL GREY,20.0,65.0,23.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,,,,NO,,,,,,,REPUBLCN,SOMCOL/ASSOC,,15-30K,CONSERV,65+,NATIONAL,COMPLETE,CD2,60+,60+,REPUBLICAN,65+,,,,0.592
NATIONAL GREY,20.0,65.0,24.0,SECOND CALL,50-59,WHITE,MALE,GORE,,,,,YES,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,,,,0.522
NATIONAL GREY,20.0,65.0,25.0,SECOND CALL,,WHITE,MALE,BUSH,,,,,,,,,,,,,,,,,,NATIONAL,NOTCOMPLETE,CD2,,,,,,,,0.494
NATIONAL PINK,20.0,65.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,,,,NO,,,NO,,,,INDEPEND,,NONE,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,NONE,,,0.464
NATIONAL PINK,20.0,65.0,27.0,SECOND CALL,75+,WHITE,FEMALE,GORE,,,,,YES,,,NO,,,,DEMOCRAT,,PROTESTANT,30-50K,LIBERAL,65+,NATIONAL,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.59
NATIONAL PINK,20.0,65.0,28.0,SECOND CALL,65-74,WHITE,,GORE,,,,,YES,,,NO,,,,INDEPEND,,PROTESTANT,30-50K,MODERATE,65+,NATIONAL,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.59
NATIONAL PINK,20.0,65.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,,YES,,,NO,,,,DEMOCRAT,,NONE,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,CD2,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.462
