VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
STATE ONLY,44.0,104.0,25.0,SECOND CALL,71.0,50-59,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,LESS,TAXES,CARES,NO,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,YES,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.07100000000000001
STATE ONLY,44.0,104.0,26.0,SECOND CALL,77.0,25-29,HISP,FEMALE,GORE,,DISAPPR,UNFAVORABLE,,GORE,MORE,TAXES,GOODJUDGMENT,YES,NOVOTE,SOMEONEELSE,ALWYSILL,BETTER,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,ELSE,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,,STATE,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,YES,HISP,OTHER,RIGHTDIR,,YES,,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,BETTER,SOMEWHATRESP,0.077
STATE ONLY,44.0,104.0,27.0,SECOND CALL,100.0,65-74,HISP,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,SOCIALSECUR,STRONGLEADER,NO,CLINTON,ME,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,NOHS,CATHOLIC,AFEWAYEAR,15-30K,YES,NO,LIBERAL,65+,,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.1
STATE ONLY,44.0,104.0,28.0,SECOND CALL,104.0,65-74,HISP,FEMALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,ME,MOSTLGL,SAME,APP/UNFAV,NO,DEMOCRAT,NOHS,NONE,NEVER,15-30K,NO,NO,LIBERAL,65+,,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,YES,HISP,NONE,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.10400000000000001
STATE ONLY,44.0,104.0,29.0,SECOND CALL,70.0,40-44,HISP,MALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,LESS15K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,WORSE,SOMEWHATRESP,0.07
STATE ONLY,44.0,104.0,30.0,SECOND CALL,50.0,50-59,HISP,MALE,BUCHANAN,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,LESS,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,OMITS,WORSE,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,LESS15K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,YES,BLACK,CATHOLIC,OMITS,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.05
STATE ONLY,44.0,104.0,31.0,SECOND CALL,90.0,25-29,HISP,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,CARES,NO,NOVOTE,NONE,MOSTLGL,WORSE,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,NEVER,15-30K,NO,NO,CONSERV,18-64,,STATE,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,YES,HISP,CATHOLIC,RIGHTDIR,,YES,,PERSONALQUAL,,,NO,SUPPORTCLIN,GOOD,SAME,SOMEWHATRESP,0.09
STATE ONLY,44.0,104.0,32.0,SECOND CALL,71.0,40-44,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,CARES,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,0.07100000000000001
STATE ONLY,44.0,104.0,33.0,SECOND CALL,73.0,75+,HISP,FEMALE,BUCHANAN,KELLY,DISAPPR,FAVORABLE,REP,BUSH,LESS,MEDICARE/RX,CARES,YES,CLINTON,ME,MOSTLGL,WORSE,DIS/FAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,CONSERV,65+,,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,YES,HISP,PROT/CHRIST,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,GOOD,WORSE,SOMEWHATRESP,0.073
STATE ONLY,44.0,104.0,34.0,SECOND CALL,71.0,30-39,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,SOCIALSECUR,COMPLEXISSUE,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.07100000000000001
STATE ONLY,44.0,104.0,35.0,SECOND CALL,50.0,45-49,HISP,MALE,GORE,HUTCHISON,APPROVE,OMITS,REP,GORE,MORE,HEALTHCARE,EXPERIENCE,YES,CLINTON,NONE,MOSTLGL,WORSE,OMITS,YES,INDEPEND,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,CONSERV,18-64,,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.05
STATE ONLY,44.0,104.0,36.0,SECOND CALL,50.0,45-49,HISP,MALE,GORE,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,GORE,LESS,WORLDAFFAIRS,STRONGLEADER,NO,CLINTON,NONE,ALWYSILL,SAME,DIS/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,SOMEWHATRESP,0.05
STATE ONLY,44.0,104.0,37.0,SECOND CALL,71.0,50-59,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,CARES,NO,CLINTON,NONE,MOSTLGL,WORSE,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,CONSERV,18-64,,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,YES,HISP,CATHOLIC,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,WORSE,NOTTOORESPON,0.07100000000000001
STATE ONLY,44.0,104.0,38.0,SECOND CALL,93.0,25-29,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,CARES,NO,CLINTON,NONE,MOSTLGL,WORSE,APP/FAV,YES,ELSE,NOHS,CATHOLIC,AFEWAYEAR,LESS15K,YES,YES,CONSERV,18-64,,STATE,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,YES,HISP,CATHOLIC,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,NOTGOOD,WORSE,SOMEWHATRESP,0.093
STATE ONLY,44.0,104.0,39.0,SECOND CALL,53.0,30-39,HISP,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,NONE,OMITS,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,OMITS,BETTER,VERYRESPONSI,0.053
STATE ONLY,44.0,104.0,40.0,SECOND CALL,70.0,40-44,BLACK,MALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,LIKEABLE,NO,NOVOTE,NONE,MOSTLGL,WORSE,APP/UNFAV,YES,DEMOCRAT,COLGRAD,NONE,AFEWAYEAR,LESS15K,NO,YES,CONSERV,18-64,,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,NONE,RIGHTDIR,,YES,,ISSUES,,,NO,SUPPORTCLIN,GOOD,SAME,SOMEWHATRESP,0.07
STATE ONLY,44.0,104.0,41.0,SECOND CALL,84.0,60-64,HISP,MALE,GORE,,OMITS,OMITS,DEM,OMITS,MORE,WORLDAFFAIRS,COMPLEXISSUE,NO,OMITS,NONE,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,STATE,NOTCOMPLETE,SOUTH,60+,60+,,50-64,YES,OTHER,,OMITS,,,,OMITS,,,,SUPPORTCLIN,OMITS,OMITS,OMITS,0.084
STATE ONLY,44.0,104.0,42.0,SECOND CALL,71.0,50-59,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,OMITS,OMITS,OMITS,STRONGLEADER,NO,CLINTON,NONE,ALWYSLGL,SAME,APP/FAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,18-64,,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,YES,HISP,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.07100000000000001
STATE ONLY,44.0,104.0,43.0,SECOND CALL,104.0,60-64,BLACK,FEMALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,LESS,ECON/JOBS,HONEST,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.10400000000000001
STATE ONLY,44.0,104.0,44.0,SECOND CALL,87.0,65-74,HISP,FEMALE,GORE,,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,HONEST,YES,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,,DEMOCRAT,NOHS,CATHOLIC,AFEWAMONTH,15-30K,YES,NO,LIBERAL,65+,,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,65+,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,SUPPORTCLIN,EXCEL,BETTER,VERYRESPONSI,0.08700000000000001
STATE ONLY,44.0,104.0,45.0,SECOND CALL,71.0,45-49,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,CARES,YES,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,,HISP,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.07100000000000001
STATE ONLY,44.0,104.0,46.0,SECOND CALL,100.0,60-64,BLACK,MALE,GORE,KELLY,OMITS,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,NONE,ALWYSILL,BETTER,OMITS,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.1
STATE ONLY,44.0,104.0,47.0,SECOND CALL,93.0,18-24,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,HONEST,YES,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,NOTGOOD,BETTER,VERYRESPONSI,0.093
STATE ONLY,44.0,104.0,48.0,SECOND CALL,73.0,65-74,WHITE,,GORE,HUTCHISON,OMITS,OMITS,DEM,OMITS,LESS,ECON/JOBS,STRONGLEADER,NO,OMITS,ME,OMITS,OMITS,,NO,,,,OMITS,,,,,65+,,STATE,NOTCOMPLETE,SOUTH,60+,60+,,65+,NO,WHITE,,OMITS,,NO,,OMITS,,,,OPPOSECLIN,OMITS,OMITS,OMITS,0.073
STATE ONLY,44.0,104.0,49.0,SECOND CALL,93.0,18-24,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,,GORE,MORE,EDUCATION,COMPLEXISSUE,OMITS,CLINTON,NONE,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,,NEITHER,GOOD,SAME,SOMEWHATRESP,0.093
STATE ONLY,44.0,104.0,50.0,THIRD CALL,93.0,18-24,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,CARES,NO,OTHER,NONE,ALWYSLGL,WORSE,APP/FAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,PROT/CHRIST,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.093
STATE ONLY,44.0,104.0,51.0,THIRD CALL,89.0,18-24,HISP,,,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,EXPERIENCE,NO,NOVOTE,NONE,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,YES,BLACK,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.089
STATE ONLY,44.0,104.0,52.0,THIRD CALL,71.0,50-59,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,NO,CLINTON,SOMEONEELSE,MOSTLGL,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,NO,HISP,CATHOLIC,WRONGTRACK,,NO,,PERSONALQUAL,,,,NEITHER,NOTGOOD,SAME,SOMEWHATRESP,0.07100000000000001
STATE ONLY,44.0,104.0,53.0,THIRD CALL,71.0,30-39,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,,GORE,MORE,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,NEVER,30-50K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,YES,HISP,NONE,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,BETTER,SOMEWHATRESP,0.07100000000000001
STATE ONLY,44.0,104.0,54.0,THIRD CALL,70.0,50-59,HISP,MALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,NONE,ALWYSILL,SAME,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,YES,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.07
STATE ONLY,44.0,104.0,55.0,THIRD CALL,70.0,40-44,HISP,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,STRONGLEADER,NO,CLINTON,ME,OMITS,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,WRONGTRACK,,NO,,PERSONALQUAL,,,YES,NEITHER,NOTGOOD,BETTER,VERYRESPONSI,0.07
STATE ONLY,44.0,104.0,56.0,THIRD CALL,90.0,18-24,HISP,MALE,GORE,KELLY,APPROVE,UNFAVORABLE,DEM,GORE,MORE,MEDICARE/RX,EXPERIENCE,NO,NOVOTE,SOMEONEELSE,ALWYSLGL,SAME,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,GOOD,WORSE,VERYRESPONSI,0.09
STATE ONLY,44.0,104.0,57.0,THIRD CALL,71.0,30-39,HISP,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,WORLDAFFAIRS,HONEST,NO,CLINTON,NONE,MOSTILL,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,VERYRESPONSI,0.07100000000000001
STATE ONLY,44.0,104.0,58.0,THIRD CALL,126.0,18-24,ASIAN,MALE,BUSH,HUTCHISON,APPROVE,FAVORABLE,DEM,BUSH,MORE,WORLDAFFAIRS,STRONGLEADER,YES,NOVOTE,NONE,MOSTILL,BETTER,APP/FAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,NO,ASIAN,PROT/CHRIST,RIGHTDIR,,YES,,PERSONALQUAL,,,NO,NEITHER,NOTGOOD,SAME,VERYRESPONSI,0.126
STATE ONLY,44.0,104.0,59.0,THIRD CALL,66.0,18-24,ASIAN,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,EDUCATION,STRONGLEADER,NO,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,NO,ASIAN,PROT/CHRIST,WRONGTRACK,,YES,,ISSUES,,,NO,NEITHER,EXCEL,WORSE,SOMEWHATRESP,0.066
STATE ONLY,44.0,104.0,60.0,THIRD CALL,85.0,25-29,WHITE,MALE,GORE,KELLY,APPROVE,FAVORABLE,REP,GORE,MORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,SOMEONEELSE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,EXCEL,BETTER,VERYRESPONSI,0.085
STATE ONLY,44.0,104.0,61.0,THIRD CALL,53.0,30-39,BLACK,FEMALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,MORE,MEDICARE/RX,EXPERIENCE,YES,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,SUPPORTCLIN,GOOD,BETTER,VERYRESPONSI,0.053
STATE ONLY,44.0,104.0,62.0,THIRD CALL,73.0,40-44,HISP,FEMALE,,HUTCHISON,OMITS,UNFAVORABLE,REP,BUSH,OMITS,MEDICARE/RX,EXPERIENCE,NO,CLINTON,ME,OMITS,SAME,OMITS,YES,INDEPEND,POSTGRAD,CATHOLIC,AFEWAMONTH,50-75K,NO,YES,CONSERV,18-64,,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,YES,HISP,CATHOLIC,WRONGTRACK,,NO,,PERSONALQUAL,,,,NEITHER,POOR,BETTER,SOMEWHATRESP,0.073
NATIONAL WHITE,44.0,110.0,1.0,FIRST CALL,524.0,18-24,OTHER,FEMALE,NADER,HUTCHISON,APPROVE,UNFAVORABLE,DEM,GORE,MORE,ECON/JOBS,CARES,NO,OTHER,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,ELSE,NEVER,LESS15K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NO,OTHER,OTHER,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,SAME,VERYRESPONSI,0.524
NATIONAL WHITE,44.0,110.0,2.0,FIRST CALL,518.0,40-44,WHITE,MALE,GORE,HUTCHISON,APPROVE,FAVORABLE,DEM,GORE,LESS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,SUPPORTCLIN,GOOD,SAME,SOMEWHATRESP,0.518
NATIONAL WHITE,44.0,110.0,3.0,FIRST CALL,554.0,50-59,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,,BUSH,LESS,SOCIALSECUR,HONEST,YES,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,0.554
NATIONAL YELLOW,44.0,110.0,4.0,FIRST CALL,747.0,50-59,WHITE,MALE,BUSH,HUTCHISON,APPROVE,FAVORABLE,DEM,BUSH,LESS,MEDICARE/RX,HONEST,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,MEDICARE/RX,HONEST,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,0.747
NATIONAL YELLOW,44.0,110.0,5.0,FIRST CALL,554.0,50-59,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,MORE,SOCIALSECUR,CARES,YES,OTHER,NONE,MOSTLGL,BETTER,DIS/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,SOCIALSECUR,CARES,NO,OPPOSECLIN,GOOD,BETTER,NOTTOORESPON,0.554
NATIONAL YELLOW,44.0,110.0,6.0,FIRST CALL,554.0,50-59,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,OTHER,BUSH,MORE,SOCIALSECUR,STRONGLEADER,YES,NOVOTE,NONE,OMITS,SAME,DIS/UNFAV,NO,ELSE,SOMCOL/ASSOC,ELSE,ONCEAWEEK,,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,OTHER,RIGHTDIR,,NO,,ISSUES,SOCIALSECUR,STRONGLEADER,NO,OMITS,NOTGOOD,BETTER,NOTTOORESPON,0.554
NATIONAL GREY,44.0,110.0,7.0,FIRST CALL,872.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,,,,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,,15-30K,,,CONSERV,65+,REDUCNATDEBT,NATIONAL,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,0.872
