VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,WEIGHT
STATE ONLY,51.0,16.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,50-75K,LIBERAL,18-64,YES,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,NONE,1.057
STATE ONLY,51.0,16.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,OVER100K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,21.0,SECOND CALL,25-29,HISP,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,YES,STATE,NORTH,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,1.226
STATE ONLY,51.0,16.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,APP/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.8300000000000001
STATE ONLY,51.0,16.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.929
STATE ONLY,51.0,16.0,26.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,CONSERV,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.929
STATE ONLY,51.0,16.0,27.0,SECOND CALL,30-39,WHITE,MALE,GORE,,APPROVE,FAVORABLE,,BUSH,OMITS,SAME,APP/FAV,INDEPEND,OTHERCHRIST,50-75K,CONSERV,18-64,NO,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.254
STATE ONLY,51.0,16.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,30.0,THIRD CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,1.008
STATE ONLY,51.0,16.0,31.0,THIRD CALL,40-44,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,1.184
STATE ONLY,51.0,16.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,33.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.929
STATE ONLY,51.0,16.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,35.0,THIRD CALL,25-29,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,ELSE,30-50K,CONSERV,18-64,YES,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,OTHER,1.008
STATE ONLY,51.0,16.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.897
STATE ONLY,51.0,16.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,38.0,THIRD CALL,40-44,OTHER,FEMALE,BUSH,OTHER,OMITS,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,OMITS,ELSE,ELSE,,,18-64,NO,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,OTHER,0.97
STATE ONLY,51.0,16.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,NO,STATE,NORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,1.008
STATE ONLY,51.0,16.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,OMITS,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,OMITS,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,OTHER,OTHER,APPROVE,FAVORABLE,GREEN,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,ELSE,50-75K,LIBERAL,18-64,NO,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,OTHER,0.968
STATE ONLY,51.0,16.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,LIBERAL,18-64,YES,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.8300000000000001
STATE ONLY,51.0,16.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,OTHER,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,1.163
STATE ONLY,51.0,17.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,0.601
STATE ONLY,51.0,17.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,OTHER,BETTER,DIS/UNFAV,REPUBLCN,ELSE,75-100K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,OTHER,0.601
STATE ONLY,51.0,17.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NORTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.65
STATE ONLY,51.0,17.0,4.0,FIRST CALL,40-44,BLACK,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NONE,30-50K,LIBERAL,18-64,NO,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,NONE,0.8220000000000001
STATE ONLY,51.0,17.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.674
STATE ONLY,51.0,17.0,6.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,THOMAS,APPROVE,UNFAVORABLE,CUBIN,WOULDNOTVOTE,CLINTON,WORSE,APP/UNFAV,INDEPEND,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.891
STATE ONLY,51.0,17.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,CUBIN,GORE,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,ELSE,LESS15K,LIBERAL,18-64,NO,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,OTHER,0.882
STATE ONLY,51.0,17.0,8.0,FIRST CALL,25-29,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,DOLE,SAME,APP/FAV,REPUBLCN,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.73
STATE ONLY,51.0,17.0,9.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,65+,YES,STATE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.658
STATE ONLY,51.0,17.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,0.674
STATE ONLY,51.0,17.0,11.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,NO,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.65
STATE ONLY,51.0,17.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,BETTER,APP/FAV,INDEPEND,PROTESTANT,75-100K,LIBERAL,18-64,YES,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,0.674
STATE ONLY,51.0,17.0,13.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.674
STATE ONLY,51.0,17.0,14.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,OVER100K,CONSERV,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.674
STATE ONLY,51.0,17.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,NONE,0.674
STATE ONLY,51.0,17.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,CLINTON,SAME,APP/FAV,INDEPEND,PROTESTANT,75-100K,MODERATE,18-64,YES,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,0.601
STATE ONLY,51.0,17.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,THOMAS,APPROVE,FAVORABLE,CUBIN,BUSH,NOVOTE,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,LESS15K,,18-64,NO,STATE,NORTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,0.65
STATE ONLY,51.0,17.0,18.0,SECOND CALL,65-74,WHITE,MALE,GORE,THOMAS,APPROVE,FAVORABLE,CUBIN,GORE,DOLE,SAME,APP/FAV,INDEPEND,PROTESTANT,30-50K,MODERATE,65+,YES,STATE,NORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,0.999
STATE ONLY,51.0,17.0,19.0,SECOND CALL,45-49,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,CATHOLIC,0.861
STATE ONLY,51.0,17.0,20.0,SECOND CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.656
STATE ONLY,51.0,17.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,LOGAN,APPROVE,FAVORABLE,GREEN,BUSH,OTHER,BETTER,APP/FAV,INDEPEND,CATHOLIC,OVER100K,MODERATE,18-64,YES,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,CATHOLIC,0.5650000000000001
STATE ONLY,51.0,17.0,22.0,THIRD CALL,75+,WHITE,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,NO,STATE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,0.837
STATE ONLY,51.0,17.0,23.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,,BUSH,NOVOTE,SAME,DIS/UNFAV,,OTHERCHRIST,LESS15K,,18-64,YES,STATE,NORTH,18-29,25-29,,25-29,PROT/CHRIST,0.647
STATE ONLY,51.0,17.0,24.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,0.674
STATE ONLY,51.0,17.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LOGAN,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,NONE,30-50K,MODERATE,18-64,YES,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,NONE,0.765
STATE ONLY,51.0,17.0,26.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,NORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,0.601
STATE ONLY,51.0,17.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,GREEN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,0.587
STATE ONLY,51.0,17.0,28.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,LOGAN,DISAPPR,UNFAVORABLE,,BUSH,OTHER,WORSE,DIS/UNFAV,INDEPEND,OTHERCHRIST,50-75K,LIBERAL,18-64,YES,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,0.633
STATE ONLY,51.0,17.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,THOMAS,APPROVE,UNFAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NONE,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,DEMOCRAT,30-39,NONE,0.793
STATE ONLY,51.0,17.0,30.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,CUBIN,BUSH,CLINTON,WORSE,APP/UNFAV,REPUBLCN,PROTESTANT,30-50K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.601
STATE ONLY,51.0,17.0,31.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,YES,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,0.8280000000000001
STATE ONLY,51.0,17.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,0.601
STATE ONLY,51.0,17.0,33.0,THIRD CALL,45-49,HISP,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,0.5750000000000001
STATE ONLY,51.0,17.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,THOMAS,APPROVE,UNFAVORABLE,CUBIN,GORE,DOLE,WORSE,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,0.913
STATE ONLY,51.0,17.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,OTHER,BETTER,DIS/UNFAV,REPUBLCN,ELSE,75-100K,MODERATE,18-64,YES,STATE,NORTH,30-44,40-49,REPUBLICAN,40-49,OTHER,0.601
STATE ONLY,51.0,17.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,THOMAS,APPROVE,UNFAVORABLE,GREEN,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,NORTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,0.5650000000000001
STATE ONLY,51.0,22.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,1.083
STATE ONLY,51.0,22.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.214
STATE ONLY,51.0,22.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,NONE,1.214
STATE ONLY,51.0,22.0,4.0,FIRST CALL,45-49,OTHER,FEMALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,YES,STATE,NORTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,1.3780000000000001
STATE ONLY,51.0,22.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,ELSE,50-75K,CONSERV,18-64,YES,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,OTHER,1.214
STATE ONLY,51.0,22.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,THOMAS,OMITS,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,OMITS,INDEPEND,PROTESTANT,50-75K,MODERATE,18-64,NO,STATE,NORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,1.083
STATE ONLY,51.0,22.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,YES,STATE,NORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,1.083
STATE ONLY,51.0,22.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,PEROT,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,65+,YES,STATE,NORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,1.183
STATE ONLY,51.0,22.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,OMITS,UNFAVORABLE,,BUSH,PEROT,SAME,OMITS,INDEPEND,PROTESTANT,15-30K,MODERATE,18-64,NO,STATE,NORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,1.077
STATE ONLY,51.0,22.0,10.0,FIRST CALL,18-24,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,CONSERV,18-64,NO,STATE,NORTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,1.311
STATE ONLY,51.0,22.0,11.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.214
STATE ONLY,51.0,22.0,12.0,FIRST CALL,45-49,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,CONSERV,18-64,NO,STATE,NORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,1.214
STATE ONLY,51.0,22.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,NONE,15-30K,MODERATE,18-64,NO,STATE,NORTH,30-44,30-39,REPUBLICAN,30-39,NONE,1.214
STATE ONLY,51.0,22.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,NORTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,1.053
STATE ONLY,51.0,22.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,CUBIN,BUSH,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,NO,STATE,NORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,1.243
STATE ONLY,51.0,22.0,16.0,SECOND CALL,60-64,WHITE,MALE,BUSH,THOMAS,DISAPPR,UNFAVORABLE,CUBIN,BUSH,CLINTON,SAME,DIS/UNFAV,ELSE,PROTESTANT,LESS15K,CONSERV,18-64,NO,STATE,NORTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,1.329
STATE ONLY,51.0,22.0,17.0,SECOND CALL,75+,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,65+,NO,STATE,NORTH,60+,60+,DEMOCRAT,65+,PROT/CHRIST,1.694
STATE ONLY,51.0,22.0,18.0,SECOND CALL,75+,WHITE,MALE,GORE,LOGAN,APPROVE,FAVORABLE,GREEN,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,ELSE,50-75K,LIBERAL,65+,YES,STATE,NORTH,60+,60+,DEMOCRAT,65+,OTHER,1.694
