VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPCO20,PROPCO22,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,6.0,71.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,HEALTHCARE,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,0.739
STATE ONLY,6.0,71.0,25.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,OTHER,,,0.648
STATE ONLY,6.0,71.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,JEWISH,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,0.616
STATE ONLY,6.0,71.0,27.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,0.673
STATE ONLY,6.0,71.0,28.0,THIRD CALL,50-59,,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,DEMOCRAT,50-64,NO,,JEWISH,,,0.649
STATE ONLY,6.0,71.0,29.0,THIRD CALL,,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,YES,NO,OMITS,NO,CLINTON,WORSE,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,50-75K,MODERATE,,STATE,COMPLETE,ARAPAHOE/JEF,,,REPUBLICAN,,NO,WHITE,NONE,,,0.433
STATE ONLY,6.0,71.0,30.0,THIRD CALL,40-44,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,YES,WORLDAFFAIRS,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,0.665
STATE ONLY,6.0,71.0,31.0,THIRD CALL,60-64,HISP,FEMALE,NADER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,YES,OMITS,NO,DOLE,WORSE,DIS/UNFAV,,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,60+,60+,,50-64,YES,WHITE,CATHOLIC,,,0.621
STATE ONLY,6.0,71.0,32.0,THIRD CALL,50-59,WHITE,MALE,,DISAPPR,UNFAVORABLE,BUSH,NO,YES,OMITS,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,0.713
STATE ONLY,6.0,71.0,33.0,THIRD CALL,30-39,ASIAN,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,YES,TAXES,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,CATHOLIC,,,0.78
STATE ONLY,6.0,71.0,34.0,THIRD CALL,50-59,,FEMALE,NADER,DISAPPR,UNFAVORABLE,GORE,NO,YES,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,50-59,DEMOCRAT,50-64,NO,,PROT/CHRIST,,,0.498
STATE ONLY,6.0,71.0,35.0,THIRD CALL,40-44,HISP,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.539
STATE ONLY,6.0,71.0,36.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,NO,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,OMITS,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.632
STATE ONLY,6.0,71.0,37.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,,0.789
STATE ONLY,6.0,71.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,0.639
STATE ONLY,6.0,71.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,OMITS,OMITS,OMITS,YES,YES,EDUCATION,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,ARAPAHOE/JEF,30-44,30-39,,30-39,NO,WHITE,,,,0.616
STATE ONLY,6.0,71.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,0.616
STATE ONLY,6.0,71.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,EDUCATION,NO,DOLE,WORSE,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.722
STATE ONLY,6.0,71.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,OMITS,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,0.722
STATE ONLY,6.0,71.0,43.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,0.639
STATE ONLY,6.0,71.0,44.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.616
STATE ONLY,6.0,71.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,0.616
STATE ONLY,6.0,71.0,46.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,0.632
STATE ONLY,6.0,71.0,47.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,0.665
STATE ONLY,6.0,71.0,48.0,THIRD CALL,45-49,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,YES,OMITS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,ARAPAHOE/JEF,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,0.76
STATE ONLY,6.0,78.0,1.0,FIRST CALL,50-59,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,OTHER,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,1.681
STATE ONLY,6.0,78.0,2.0,FIRST CALL,25-29,ASIAN,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,25-29,DEMOCRAT,25-29,NO,ASIAN,OTHER,,,1.2770000000000001
STATE ONLY,6.0,78.0,3.0,FIRST CALL,30-39,WHITE,MALE,GORE,OMITS,OMITS,OMITS,YES,YES,EDUCATION,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,ROCKYMT/HISP,30-44,30-39,,30-39,NO,WHITE,,,,1.3880000000000001
STATE ONLY,6.0,78.0,4.0,FIRST CALL,65-74,,FEMALE,GORE,OMITS,OMITS,OMITS,NO,NO,MEDICARE/RX,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,ROCKYMT/HISP,60+,60+,,65+,NO,,,,,1.084
STATE ONLY,6.0,78.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,PROT/CHRIST,,,1.103
STATE ONLY,6.0,78.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,OMITS,OMITS,OMITS,NO,YES,ECON/JOBS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,ROCKYMT/HISP,45-59,40-49,,40-49,NO,WHITE,,,,1.444
STATE ONLY,6.0,78.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,,,1.407
STATE ONLY,6.0,78.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,HEALTHCARE,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,1.407
STATE ONLY,6.0,78.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,GORE,NO,YES,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,HSGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,1.725
STATE ONLY,6.0,78.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,YES,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,1.703
STATE ONLY,6.0,78.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,YES,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,NONE,,,1.725
STATE ONLY,6.0,78.0,12.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,NO,ECON/JOBS,NO,OTHER,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,30-39,IND/OTHER,30-39,NO,WHITE,OTHER,,,1.182
STATE ONLY,6.0,78.0,13.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,WORLDAFFAIRS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,1.407
STATE ONLY,6.0,78.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,OTHER,WORSE,APP/UNFAV,DEMOCRAT,HSGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,1.407
STATE ONLY,6.0,78.0,15.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,YES,WORLDAFFAIRS,NO,OMITS,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,30-39,REPUBLICAN,30-39,NO,OTHER,PROT/CHRIST,,,1.725
STATE ONLY,6.0,78.0,16.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,EDUCATION,NO,DOLE,BETTER,APP/FAV,INDEPEND,COLGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,40-49,IND/OTHER,40-49,NO,WHITE,JEWISH,,,1.3880000000000001
STATE ONLY,6.0,78.0,17.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,NO,EDUCATION,YES,OTHER,SAME,DIS/UNFAV,ELSE,NOHS,,,CONSERV,65+,STATE,COMPLETE,ROCKYMT/HISP,60+,60+,IND/OTHER,65+,NO,WHITE,,,,1.2790000000000001
STATE ONLY,6.0,78.0,18.0,SECOND CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,ELSE,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,1.301
STATE ONLY,6.0,78.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,YES,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,ROCKYMT/HISP,60+,60+,DEMOCRAT,65+,NO,WHITE,PROT/CHRIST,,,1.243
STATE ONLY,6.0,78.0,20.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,1.3880000000000001
STATE ONLY,6.0,78.0,21.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,YES,OMITS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,1.407
STATE ONLY,6.0,78.0,22.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,,,1.328
STATE ONLY,6.0,78.0,23.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,NO,SOCIALSECUR,NO,CLINTON,WORSE,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.471
STATE ONLY,6.0,78.0,24.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,YES,EDUCATION,NO,CLINTON,OMITS,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,,1.31
STATE ONLY,6.0,78.0,25.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,OMITS,BUSH,NO,NO,ECON/JOBS,YES,NOVOTE,SAME,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,1.333
STATE ONLY,6.0,78.0,26.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,18-29,18-24,IND/OTHER,18-24,NO,WHITE,PROT/CHRIST,,,1.333
STATE ONLY,6.0,78.0,27.0,THIRD CALL,45-49,WHITE,MALE,NADER,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,NO,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,40-49,IND/OTHER,40-49,NO,WHITE,NONE,,,2.255
STATE ONLY,6.0,78.0,28.0,THIRD CALL,60-64,WHITE,MALE,BUSH,DISAPPR,FAVORABLE,BUSH,NO,NO,WORLDAFFAIRS,NO,DOLE,SAME,DIS/FAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.2790000000000001
STATE ONLY,6.0,78.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,NO,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,ROCKYMT/HISP,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,1.413
STATE ONLY,6.0,78.0,30.0,THIRD CALL,50-59,WHITE,MALE,GORE,OMITS,OMITS,OMITS,YES,YES,ECON/JOBS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,ROCKYMT/HISP,45-59,50-59,,50-64,NO,WHITE,,,,1.3880000000000001
STATE ONLY,6.0,78.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,YES,CLINTON,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,ROCKYMT/HISP,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.413
STATE ONLY,6.0,81.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,OMITS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.542
STATE ONLY,6.0,81.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,OMITS,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.445
STATE ONLY,6.0,81.0,3.0,FIRST CALL,40-44,HISP,FEMALE,NADER,DISAPPR,UNFAVORABLE,BUSH,NO,NO,MEDICARE/RX,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,IND/OTHER,40-49,YES,WHITE,PROT/CHRIST,,,0.611
STATE ONLY,6.0,81.0,4.0,FIRST CALL,40-44,,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,,PROT/CHRIST,,,1.202
STATE ONLY,6.0,81.0,5.0,FIRST CALL,40-44,HISP,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,OMITS,OMITS,PEROT,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,DEMOCRAT,40-49,YES,HISP,CATHOLIC,,,0.9380000000000001
STATE ONLY,6.0,81.0,6.0,FIRST CALL,40-44,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,NO,ECON/JOBS,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,BLACK,PROT/CHRIST,,,0.984
STATE ONLY,6.0,81.0,7.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,YES,MEDICARE/RX,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,DEMOCRAT,50-64,NO,WHITE,NONE,,,2.501
STATE ONLY,6.0,81.0,8.0,FIRST CALL,30-39,,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,OMITS,NO,DOLE,OMITS,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,,,18-64,STATE,COMPLETE,PLAINSREPS,30-44,30-39,REPUBLICAN,30-39,NO,,OTHER,,,1.2630000000000001
STATE ONLY,6.0,81.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NO,SOCIALSECUR,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,75-100K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,60+,60+,REPUBLICAN,50-64,NO,WHITE,OTHER,,,1.5070000000000001
STATE ONLY,6.0,81.0,10.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,YES,OMITS,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.445
STATE ONLY,6.0,81.0,11.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,YES,OMITS,NO,PEROT,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PLAINSREPS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,1.412
