VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPSC,GOVTDO,ISSLOTT,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,41.0,70.0,21.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.355
STATE ONLY,41.0,70.0,22.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,IND/OTHER,50-64,NONE,,,1.095
STATE ONLY,41.0,70.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,MORALISSUES,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.196
STATE ONLY,41.0,70.0,24.0,SECOND CALL,65-74,BLACK,MALE,GORE,OMITS,OMITS,OMITS,YES,MORE,PEOPLEFREE,HEALTHCARE,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,GREENVILLE,60+,60+,,65+,,,,1.182
STATE ONLY,41.0,70.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,,LESS,OMITS,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,NONE,,,1.296
STATE ONLY,41.0,70.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,EDUCATION,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.165
STATE ONLY,41.0,70.0,27.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,OMITS,OMITS,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,28.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.368
STATE ONLY,41.0,70.0,29.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.368
STATE ONLY,41.0,70.0,30.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.477
STATE ONLY,41.0,70.0,31.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.41
STATE ONLY,41.0,70.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,TAXES,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,33.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.213
STATE ONLY,41.0,70.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,35.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,TAXES,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.333
STATE ONLY,41.0,70.0,36.0,THIRD CALL,,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,EDUCATION,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,,STATE,COMPLETE,GREENVILLE,,,REPUBLICAN,,PROT/CHRIST,,,1.333
STATE ONLY,41.0,70.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,MEDICARE/RX,YES,DOLE,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,OMITS,OMITS,OMITS,YES,DOLE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.196
STATE ONLY,41.0,70.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,40.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,PEOPLEFREE,SOCIALSECUR,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.321
STATE ONLY,41.0,70.0,41.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,MORE,CHURCHPOSITI,ECON/JOBS,YES,NOVOTE,SAME,APP/UNFAV,,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,,40-49,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,MORALISSUES,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.196
STATE ONLY,41.0,70.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,44.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,GREENVILLE,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.31
STATE ONLY,41.0,70.0,45.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,OMITS,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.419
STATE ONLY,41.0,70.0,46.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,ECON/JOBS,NO,PEROT,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.281
STATE ONLY,41.0,70.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MORALISSUES,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,48.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,BUSH,NO,MORE,MORALISSUES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,GREENVILLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.08
STATE ONLY,41.0,70.0,49.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,HEALTHCARE,YES,DOLE,OMITS,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,50.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MONEYFOREDUC,EDUCATION,YES,PEROT,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.315
STATE ONLY,41.0,70.0,51.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.368
STATE ONLY,41.0,70.0,52.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,MORE,CHURCHPOSITI,WORLDAFFAIRS,YES,DOLE,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,GREENVILLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.196
NATIONAL WHITE,41.0,73.0,1.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.26
NATIONAL WHITE,41.0,73.0,2.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,,WORLDAFFAIRS,NO,PEROT,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.286
NATIONAL WHITE,41.0,73.0,3.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,LESS,,SOCIALSECUR,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.575
NATIONAL WHITE,41.0,73.0,4.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.293
NATIONAL YELLOW,41.0,73.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,OMITS,OMITS,BUSH,NO,LESS,,ECON/JOBS,NO,OMITS,OMITS,OMITS,,,,,,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,,30-39,,ECON/JOBS,STRONGLEADER,1.286
NATIONAL YELLOW,41.0,73.0,6.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,MORE,,EDUCATION,YES,CLINTON,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EDUCATION,STRONGLEADER,1.033
NATIONAL YELLOW,41.0,73.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,,OMITS,NO,NOVOTE,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,40-49,IND/OTHER,40-49,CATHOLIC,OMITS,OMITS,1.141
NATIONAL YELLOW,41.0,73.0,8.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,SOCIALSECUR,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,SOCIALSECUR,STRONGLEADER,1.26
NATIONAL GREY,41.0,73.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,POSTGRAD,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,,,,1.337
NATIONAL GREY,41.0,73.0,10.0,FIRST CALL,30-39,WHITE,MALE,GORE,,,,NO,,,,,,,,INDEPEND,SOMCOL/ASSOC,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,,,,1.546
NATIONAL GREY,41.0,73.0,11.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,,,,1.141
NATIONAL GREY,41.0,73.0,12.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,COLGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,25-29,DEMOCRAT,25-29,,,,1.169
NATIONAL PINK,41.0,73.0,13.0,FIRST CALL,30-39,OTHER,FEMALE,BUSH,,,,NO,,,,NO,,,,REPUBLCN,,PROTESTANT,75-100K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.141
NATIONAL PINK,41.0,73.0,14.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,,,,NO,,,,YES,,,,INDEPEND,,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.06
NATIONAL PINK,41.0,73.0,15.0,FIRST CALL,45-49,WHITE,MALE,GORE,,,,YES,,,,NO,,,,DEMOCRAT,,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.5070000000000001
NATIONAL PINK,41.0,73.0,16.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,,,YES,,,,YES,,,,REPUBLCN,,CATHOLIC,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.254
NATIONAL WHITE,41.0,73.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,,ECON/JOBS,NO,CLINTON,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.5070000000000001
NATIONAL WHITE,41.0,73.0,18.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,,EDUCATION,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.113
NATIONAL WHITE,41.0,73.0,19.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,,OMITS,YES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.193
NATIONAL WHITE,41.0,73.0,20.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,,MEDICARE/RX,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.774
NATIONAL YELLOW,41.0,73.0,21.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,EDUCATION,HONEST,1.42
NATIONAL YELLOW,41.0,73.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,,ECON/JOBS,NO,NOVOTE,SAME,APP/UNFAV,ELSE,HSGRAD,ELSE,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,IND/OTHER,30-39,OTHER,ECON/JOBS,CARES,1.337
NATIONAL YELLOW,41.0,73.0,23.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,,OMITS,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,OMITS,HONEST,1.774
NATIONAL YELLOW,41.0,73.0,24.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,,EDUCATION,YES,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EDUCATION,GOODJUDGMENT,1.06
NATIONAL GREY,41.0,73.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,,,,NO,,,,,,,,INDEPEND,HSGRAD,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,IND/OTHER,50-64,,,,1.286
NATIONAL GREY,41.0,73.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,,,,YES,,,,,,,,INDEPEND,SOMCOL/ASSOC,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,IND/OTHER,50-64,,,,0.638
NATIONAL GREY,41.0,73.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,,,NO,,,,,,,,DEMOCRAT,COLGRAD,,75-100K,LIBERAL,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,,,,1.373
NATIONAL GREY,41.0,73.0,28.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,,,,1.141
NATIONAL PINK,41.0,73.0,29.0,SECOND CALL,18-24,WHITE,MALE,GORE,,,,YES,,,,NO,,,,DEMOCRAT,,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.397
NATIONAL PINK,41.0,73.0,30.0,SECOND CALL,18-24,BLACK,MALE,GORE,,,,NO,,,,YES,,,,REPUBLCN,,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.351
NATIONAL PINK,41.0,73.0,31.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,,,,YES,,,,YES,,,,REPUBLCN,,OTHERCHRIST,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.033
NATIONAL PINK,41.0,73.0,32.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,,,NO,,,,YES,,,,,,OTHERCHRIST,,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,,30-39,PROT/CHRIST,,,1.373
NATIONAL WHITE,41.0,73.0,33.0,THIRD CALL,50-59,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,,EDUCATION,YES,DOLE,WORSE,DIS/UNFAV,ELSE,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.076
NATIONAL WHITE,41.0,73.0,34.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,LESS,,SOCIALSECUR,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.293
NATIONAL WHITE,41.0,73.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,OMITS,OMITS,BUSH,YES,OMITS,,OMITS,OMITS,OMITS,SAME,OMITS,,,,30-50K,,18-64,NATIONAL,COMPLETE,COLUMBIA,30-44,30-39,,30-39,,,,1.113
NATIONAL WHITE,41.0,73.0,36.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,,ECON/JOBS,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.2
NATIONAL WHITE,41.0,73.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,MORE,,MEDICARE/RX,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.113
NATIONAL YELLOW,41.0,73.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,YES,LESS,,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,COLUMBIA,18-29,25-29,IND/OTHER,25-29,NONE,ECON/JOBS,HONEST,1.24
NATIONAL YELLOW,41.0,73.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,LESS,,SOCIALSECUR,YES,DOLE,SAME,APP/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,COLUMBIA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,SOCIALSECUR,HONEST,1.141
