VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,27.0,57.0,5.0,FIRST CALL,25-29,WHITE,MALE,BUSH,BURNS,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,DOLE,WORSE,APP/FAV,REPUBLCN,NOHS,PROTESTANT,30-50K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.248
STATE ONLY,27.0,57.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,GORE,MEDICARE/RX,DOLE,WORSE,APP/FAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.202
STATE ONLY,27.0,57.0,7.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,WOULDNOTVOTE,MEDICARE/RX,DOLE,WORSE,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.195
STATE ONLY,27.0,57.0,8.0,FIRST CALL,18-24,BLACK,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,ELSE,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,OTHER,,,0.386
STATE ONLY,27.0,57.0,9.0,FIRST CALL,25-29,WHITE,MALE,GORE,SCHWEITZER,,DISAPPR,UNFAVORABLE,REHBERG,GORE,TAXES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,NOHS,CATHOLIC,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.25
STATE ONLY,27.0,57.0,10.0,FIRST CALL,45-49,WHITE,MALE,BUCHANAN,,MARTZ,DISAPPR,FAVORABLE,,GORE,HEALTHCARE,OMITS,SAME,DIS/FAV,INDEPEND,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.33
STATE ONLY,27.0,57.0,11.0,SECOND CALL,45-49,WHITE,MALE,BUCHANAN,BURNS,MARTZ,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,DOLE,WORSE,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.304
STATE ONLY,27.0,57.0,12.0,SECOND CALL,18-24,WHITE,MALE,GORE,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.2
STATE ONLY,27.0,57.0,13.0,SECOND CALL,30-39,OTHER,FEMALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,BUSH,HEALTHCARE,PEROT,SAME,APP/FAV,REPUBLCN,NOHS,OTHERCHRIST,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.23600000000000002
STATE ONLY,27.0,57.0,14.0,SECOND CALL,30-39,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,BUSH,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.264
STATE ONLY,27.0,57.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,NOHS,CATHOLIC,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.255
STATE ONLY,27.0,57.0,16.0,SECOND CALL,75+,WHITE,MALE,GORE,,,DISAPPR,UNFAVORABLE,,GORE,HEALTHCARE,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,JEWISH,OVER100K,CONSERV,65+,NOTAFFECT,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,JEWISH,,,0.34900000000000003
STATE ONLY,27.0,57.0,17.0,SECOND CALL,50-59,OTHER,FEMALE,NADER,SCHWEITZER,MARTZ,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,PEROT,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.215
STATE ONLY,27.0,57.0,18.0,SECOND CALL,25-29,WHITE,FEMALE,BUCHANAN,,,APPROVE,FAVORABLE,,BUSH,HEALTHCARE,CLINTON,WORSE,APP/FAV,REPUBLCN,COLGRAD,NONE,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,NONE,,,0.303
STATE ONLY,27.0,57.0,19.0,SECOND CALL,30-39,HISP,MALE,BUCHANAN,,MARTZ,APPROVE,FAVORABLE,REHBERG,WOULDNOTVOTE,ECON/JOBS,DOLE,BETTER,APP/FAV,ELSE,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.46
STATE ONLY,27.0,57.0,20.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,BURNS,,APPROVE,UNFAVORABLE,,BUSH,MEDICARE/RX,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.202
STATE ONLY,27.0,57.0,21.0,SECOND CALL,18-24,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,,GORE,TAXES,PEROT,WORSE,DIS/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.257
STATE ONLY,27.0,57.0,22.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,MEDICARE/RX,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.34600000000000003
STATE ONLY,27.0,57.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.255
STATE ONLY,27.0,57.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.255
STATE ONLY,27.0,57.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUCHANAN,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,WOULDNOTVOTE,HEALTHCARE,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.28600000000000003
STATE ONLY,27.0,57.0,26.0,SECOND CALL,45-49,WHITE,MALE,BUSH,SCHWEITZER,,DISAPPR,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.335
STATE ONLY,27.0,57.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,GORE,EDUCATION,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,CATHOLIC,75-100K,CONSERV,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.184
STATE ONLY,27.0,57.0,28.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.255
STATE ONLY,27.0,57.0,29.0,SECOND CALL,50-59,WHITE,MALE,GORE,BURNS,MARTZ,APPROVE,FAVORABLE,,GORE,WORLDAFFAIRS,DOLE,BETTER,APP/FAV,REPUBLCN,NOHS,OTHERCHRIST,30-50K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.216
STATE ONLY,27.0,57.0,30.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.248
STATE ONLY,27.0,57.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,MARTZ,APPROVE,FAVORABLE,REHBERG,WOULDNOTVOTE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,ELSE,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.261
STATE ONLY,27.0,57.0,32.0,THIRD CALL,75+,BLACK,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,WORSE,APP/FAV,REPUBLCN,NOHS,PROTESTANT,75-100K,CONSERV,65+,HELPSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.463
STATE ONLY,27.0,57.0,33.0,THIRD CALL,18-24,OTHER,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,REHBERG,GORE,WORLDAFFAIRS,DOLE,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.23800000000000002
STATE ONLY,27.0,57.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.248
STATE ONLY,27.0,57.0,35.0,THIRD CALL,18-24,WHITE,MALE,BUCHANAN,SCHWEITZER,MARTZ,APPROVE,FAVORABLE,KEENAN,BUSH,WORLDAFFAIRS,CLINTON,WORSE,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.379
STATE ONLY,27.0,57.0,36.0,THIRD CALL,50-59,HISP,FEMALE,GORE,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.398
STATE ONLY,27.0,57.0,37.0,THIRD CALL,45-49,BLACK,MALE,GORE,OTHER,OTHER,APPROVE,FAVORABLE,OTHER,GORE,ECON/JOBS,CLINTON,WORSE,APP/FAV,REPUBLCN,NOHS,PROTESTANT,15-30K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.083
STATE ONLY,27.0,59.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.795
STATE ONLY,27.0,59.0,2.0,FIRST CALL,75+,WHITE,MALE,BUSH,BURNS,OKEEFE,APPROVE,OMITS,REHBERG,BUSH,SOCIALSECUR,CLINTON,BETTER,OMITS,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.75
STATE ONLY,27.0,59.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,,,DISAPPR,UNFAVORABLE,,OMITS,OMITS,OMITS,WORSE,DIS/UNFAV,ELSE,HSGRAD,,,,65+,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,,,,0.919
STATE ONLY,27.0,59.0,4.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.768
STATE ONLY,27.0,59.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,BUSH,ECON/JOBS,NOVOTE,BETTER,APP/FAV,ELSE,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.617
STATE ONLY,27.0,59.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,APPROVE,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,,,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,,,,0.6970000000000001
STATE ONLY,27.0,59.0,7.0,FIRST CALL,60-64,WHITE,,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,0.768
STATE ONLY,27.0,59.0,8.0,FIRST CALL,25-29,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.081
STATE ONLY,27.0,59.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.096
STATE ONLY,27.0,59.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,OMITS,OMITS,REHBERG,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,EAST,45-59,50-59,,50-64,,,,0.617
STATE ONLY,27.0,59.0,11.0,SECOND CALL,65-74,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,SOCIALSECUR,OMITS,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.409
STATE ONLY,27.0,59.0,12.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.74
STATE ONLY,27.0,59.0,13.0,SECOND CALL,30-39,,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.638
STATE ONLY,27.0,59.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,,PROTESTANT,75-100K,CONSERV,18-64,OMITS,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.617
STATE ONLY,27.0,59.0,15.0,SECOND CALL,40-44,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,HSGRAD,ELSE,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.1360000000000001
STATE ONLY,27.0,59.0,16.0,SECOND CALL,45-49,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.638
STATE ONLY,27.0,59.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.6
STATE ONLY,27.0,59.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,REHBERG,BUSH,TAXES,CLINTON,BETTER,APP/FAV,,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,,30-39,PROT/CHRIST,,,0.617
STATE ONLY,27.0,59.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,BUSH,TAXES,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,75-100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.804
STATE ONLY,27.0,59.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.617
STATE ONLY,27.0,59.0,21.0,SECOND CALL,40-44,HISP,MALE,BUSH,BURNS,MARTZ,APPROVE,FAVORABLE,KEENAN,BUSH,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.53
STATE ONLY,27.0,59.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.785
STATE ONLY,27.0,59.0,23.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.638
STATE ONLY,27.0,59.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,REHBERG,BUSH,TAXES,PEROT,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,OMITS,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.74
STATE ONLY,27.0,59.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,OMITS,OMITS,REHBERG,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,EAST,30-44,40-49,,40-49,,,,0.617
STATE ONLY,27.0,59.0,26.0,SECOND CALL,65-74,WHITE,FEMALE,NADER,SCHWEITZER,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,OMITS,CLINTON,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,NONE,30-50K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,NONE,,,0.683
STATE ONLY,27.0,59.0,27.0,SECOND CALL,45-49,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,WOULDNOTVOTE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.585
STATE ONLY,27.0,59.0,28.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6970000000000001
STATE ONLY,27.0,59.0,29.0,THIRD CALL,30-39,WHITE,MALE,NADER,BURNS,OKEEFE,APPROVE,FAVORABLE,,WOULDNOTVOTE,ECON/JOBS,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,NONE,30-50K,,18-64,OMITS,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,NONE,,,0.448
STATE ONLY,27.0,59.0,30.0,THIRD CALL,40-44,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,PEROT,BETTER,APP/UNFAV,INDEPEND,NOHS,OTHERCHRIST,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.1360000000000001
STATE ONLY,27.0,59.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.638
STATE ONLY,27.0,59.0,32.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,PEROT,SAME,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,EAST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.771
