VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATNH,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,STINCTAX,VNS1,VNS2,WEIGHT
STATE ONLY,30.0,94.0,40.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,YES,NO,,,1.211
STATE ONLY,30.0,94.0,41.0,THIRD CALL,18-24,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,NO,NO,,,1.478
STATE ONLY,30.0,94.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BROWN,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,NO,NO,,,1.276
STATE ONLY,30.0,94.0,43.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,NO,NO,,,1.581
STATE ONLY,30.0,94.0,44.0,THIRD CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,NO,YES,,,1.125
STATE ONLY,30.0,94.0,45.0,THIRD CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,YES,,,1.125
STATE ONLY,30.0,94.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,,HUMPHREY,APPROVE,UNFAVORABLE,WOULDNOTVOTE,OMITS,DOLE,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,1.217
STATE ONLY,30.0,94.0,47.0,THIRD CALL,50-59,WHITE,MALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,NO,,SOMCOL/ASSOC,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,,50-64,NONE,NO,NO,,,1.1340000000000001
STATE ONLY,30.0,94.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,SHAHEEN,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,MEDICARE/RX,OTHER,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,OMITS,NO,,,1.655
STATE ONLY,30.0,94.0,49.0,THIRD CALL,45-49,WHITE,MALE,,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,OTHER,BETTER,DIS/UNFAV,NO,ELSE,COLGRAD,PROTESTANT,OVER100K,,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,NO,,,2.227
STATE ONLY,30.0,94.0,50.0,THIRD CALL,,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,,STATE,COMPLETE,SOUTH,,,REPUBLICAN,,PROT/CHRIST,NO,NO,,,1.25
STATE ONLY,30.0,94.0,51.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,1.162
STATE ONLY,30.0,94.0,52.0,THIRD CALL,60-64,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,HEALTHCARE,OTHER,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,50-64,CATHOLIC,NO,NO,,,1.532
STATE ONLY,30.0,94.0,53.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,ELSE,OVER100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,OTHER,YES,NO,,,1.25
STATE ONLY,30.0,95.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,NO,,,1.3760000000000001
STATE ONLY,30.0,95.0,2.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,1.657
STATE ONLY,30.0,95.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,YES,,,1.295
STATE ONLY,30.0,95.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,NOVOTE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,YES,NO,,,1.3760000000000001
STATE ONLY,30.0,95.0,5.0,FIRST CALL,65-74,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,CONSERV,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,65+,CATHOLIC,NO,YES,,,1.859
STATE ONLY,30.0,95.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,FAVORABLE,BUSH,MEDICARE/RX,DOLE,BETTER,DIS/FAV,YES,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,65+,PROT/CHRIST,YES,NO,,,1.764
STATE ONLY,30.0,95.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,SAME,APP/UNFAV,YES,INDEPEND,COLGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,OTHER,NO,YES,,,1.295
STATE ONLY,30.0,95.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,OTHER,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,NO,NO,,,1.3760000000000001
STATE ONLY,30.0,95.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,INDUSTRIAL,45-59,50-59,,50-64,,OMITS,NO,,,1.227
STATE ONLY,30.0,95.0,10.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,NO,,,1.295
STATE ONLY,30.0,95.0,11.0,FIRST CALL,,WHITE,FEMALE,BUSH,HUMPHREY,OMITS,OMITS,BUSH,ECON/JOBS,DOLE,BETTER,OMITS,NO,REPUBLCN,POSTGRAD,PROTESTANT,,MODERATE,,STATE,COMPLETE,INDUSTRIAL,,,REPUBLICAN,,PROT/CHRIST,NO,NO,,,1.227
STATE ONLY,30.0,95.0,12.0,FIRST CALL,45-49,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,TAXES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,NO,YES,,,1.432
STATE ONLY,30.0,95.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,WORSE,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,NO,,,1.295
STATE ONLY,30.0,95.0,14.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,YES,,,1.295
STATE ONLY,30.0,95.0,15.0,FIRST CALL,60-64,,FEMALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,1.657
STATE ONLY,30.0,95.0,16.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,INDUSTRIAL,60+,60+,,50-64,,YES,YES,,,1.764
STATE ONLY,30.0,95.0,17.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,NO,YES,,,1.295
STATE ONLY,30.0,95.0,18.0,FIRST CALL,50-59,WHITE,FEMALE,NADER,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,CLINTON,BETTER,DIS/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,NO,NO,,,1.06
STATE ONLY,30.0,95.0,19.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,TAXES,NOVOTE,SAME,APP/UNFAV,YES,DEMOCRAT,COLGRAD,,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,,NO,YES,,,1.295
STATE ONLY,30.0,95.0,20.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,,CONSERV,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,65+,CATHOLIC,YES,NO,,,1.764
STATE ONLY,30.0,95.0,21.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,NO,,,1.3760000000000001
STATE ONLY,30.0,95.0,22.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,OVER100K,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,REPUBLICAN,65+,CATHOLIC,YES,YES,,,1.573
STATE ONLY,30.0,95.0,23.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,NO,,,1.3760000000000001
STATE ONLY,30.0,95.0,24.0,FIRST CALL,75+,WHITE,MALE,GORE,BROWN,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,OMITS,,YES,,,,,,65+,STATE,NOTCOMPLETE,INDUSTRIAL,60+,60+,,65+,,YES,NO,,,1.874
STATE ONLY,30.0,95.0,25.0,FIRST CALL,75+,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,INDUSTRIAL,60+,60+,DEMOCRAT,65+,CATHOLIC,NO,NO,,,1.657
STATE ONLY,30.0,95.0,26.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,YES,,,1.3760000000000001
STATE ONLY,30.0,95.0,27.0,SECOND CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,NO,NO,,,1.3760000000000001
STATE ONLY,30.0,95.0,28.0,SECOND CALL,18-24,WHITE,MALE,BUSH,,APPROVE,FAVORABLE,BUSH,EDUCATION,NOVOTE,SAME,APP/FAV,YES,INDEPEND,NOHS,OTHERCHRIST,,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,NO,NO,,,1.484
STATE ONLY,30.0,95.0,29.0,SECOND CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,REPUBLICAN,40-49,NONE,YES,YES,,,1.3760000000000001
STATE ONLY,30.0,95.0,30.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BROWN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,YES,NO,,,1.305
STATE ONLY,30.0,95.0,31.0,SECOND CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,SAME,APP/UNFAV,YES,INDEPEND,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,NO,YES,,,1.449
STATE ONLY,30.0,95.0,32.0,SECOND CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,DOLE,BETTER,APP/FAV,YES,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,YES,,,1.449
STATE ONLY,30.0,95.0,33.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,,OMITS,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,OMITS,NO,INDEPEND,POSTGRAD,,,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,IND/OTHER,50-64,,YES,NO,,,1.237
STATE ONLY,30.0,95.0,34.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,YES,,,1.3760000000000001
STATE ONLY,30.0,95.0,35.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,TAXES,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,IND/OTHER,40-49,CATHOLIC,OMITS,NO,,,1.227
STATE ONLY,30.0,96.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,DOLE,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.984
STATE ONLY,30.0,96.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,YES,,,1.061
STATE ONLY,30.0,96.0,3.0,FIRST CALL,60-64,WHITE,MALE,NADER,BROWN,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,INDUSTRIAL,60+,60+,,50-64,,YES,YES,,,1.185
STATE ONLY,30.0,96.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,60+,60+,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,1.343
STATE ONLY,30.0,96.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,OMITS,GORE,OMITS,CLINTON,BETTER,OMITS,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,OMITS,NO,,,0.984
STATE ONLY,30.0,96.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,NO,,,0.984
STATE ONLY,30.0,96.0,7.0,FIRST CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,BUSH,EDUCATION,CLINTON,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,IND/OTHER,18-24,OTHER,YES,NO,,,1.181
STATE ONLY,30.0,96.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,YES,NO,,,0.933
STATE ONLY,30.0,96.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,YES,,,0.984
STATE ONLY,30.0,96.0,10.0,FIRST CALL,45-49,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,PEROT,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,NO,,,1.104
STATE ONLY,30.0,96.0,11.0,FIRST CALL,30-39,WHITE,MALE,BUSH,SHAHEEN,OMITS,FAVORABLE,BUSH,SOCIALSECUR,CLINTON,SAME,OMITS,YES,INDEPEND,HSGRAD,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,NO,,,1.061
STATE ONLY,30.0,96.0,12.0,FIRST CALL,40-44,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,NO,,,1.047
STATE ONLY,30.0,96.0,13.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,NO,INDEPEND,HSGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,IND/OTHER,18-24,CATHOLIC,YES,YES,,,1.053
STATE ONLY,30.0,96.0,14.0,SECOND CALL,25-29,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,IND/OTHER,25-29,CATHOLIC,NO,NO,,,1.181
STATE ONLY,30.0,96.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,YES,NO,,,0.933
STATE ONLY,30.0,96.0,16.0,SECOND CALL,50-59,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,YES,NO,,,1.104
STATE ONLY,30.0,96.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,18-24,IND/OTHER,18-24,CATHOLIC,NO,NO,,,1.053
STATE ONLY,30.0,96.0,18.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,OMITS,GORE,OMITS,NOVOTE,BETTER,OMITS,NO,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,INDUSTRIAL,18-29,25-29,DEMOCRAT,25-29,NONE,NO,OMITS,,,1.053
STATE ONLY,30.0,96.0,19.0,SECOND CALL,45-49,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,INDUSTRIAL,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,NO,NO,,,1.09
