VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATAZ,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,3.0,62.0,36.0,SECOND CALL,30-39,OTHER,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,WORSE,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,DESERT,30-44,30-39,IND/OTHER,30-39,NO,OTHER,PROT/CHRIST,,,1.222
STATE ONLY,3.0,62.0,37.0,THIRD CALL,18-24,OTHER,MALE,BUSH,DIDNOTVOTE,APPROVE,UNFAVORABLE,BUSH,MORE,ECON/JOBS,NOVOTE,WORSE,APP/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,DESERT,18-29,18-24,REPUBLICAN,18-24,NO,OTHER,PROT/CHRIST,,,0.833
STATE ONLY,3.0,62.0,38.0,THIRD CALL,45-49,HISP,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,WORSE,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,DESERT,45-59,40-49,DEMOCRAT,40-49,YES,OTHER,CATHOLIC,,,0.86
STATE ONLY,3.0,62.0,39.0,THIRD CALL,50-59,OTHER,FEMALE,GORE,,APPROVE,FAVORABLE,BUSH,MORE,MEDICARE/RX,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,DESERT,45-59,50-59,DEMOCRAT,50-64,NO,OTHER,CATHOLIC,,,1.222
STATE ONLY,3.0,62.0,40.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,MORE,HEALTHCARE,NOVOTE,WORSE,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,DESERT,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,CATHOLIC,,,1.222
STATE ONLY,3.0,62.0,41.0,THIRD CALL,30-39,OTHER,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,DESERT,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,CATHOLIC,,,1.178
STATE ONLY,3.0,62.0,42.0,THIRD CALL,30-39,HISP,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,DESERT,30-44,30-39,DEMOCRAT,30-39,YES,OTHER,PROT/CHRIST,,,0.86
STATE ONLY,3.0,67.0,1.0,FIRST CALL,18-24,BLACK,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,NOVOTE,WORSE,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,BLACK,PROT/CHRIST,,,1.328
STATE ONLY,3.0,67.0,2.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,BLACK,NONE,,,1.185
STATE ONLY,3.0,67.0,3.0,FIRST CALL,25-29,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,PEROT,SAME,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,25-29,IND/OTHER,25-29,NO,WHITE,PROT/CHRIST,,,2.096
STATE ONLY,3.0,67.0,4.0,FIRST CALL,18-24,HISP,FEMALE,GORE,OTHER,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,CLINTON,SAME,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,YES,HISP,CATHOLIC,,,1.185
STATE ONLY,3.0,67.0,6.0,FIRST CALL,18-24,WHITE,MALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,IND/OTHER,18-24,NO,WHITE,PROT/CHRIST,,,1.871
STATE ONLY,3.0,67.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,PIMA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,2.082
STATE ONLY,3.0,67.0,8.0,SECOND CALL,25-29,HISP,MALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,OMITS,WORLDAFFAIRS,NOVOTE,OMITS,DIS/UNFAV,YES,REPUBLCN,COLGRAD,NONE,OVER100K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,25-29,REPUBLICAN,25-29,YES,WHITE,NONE,,,1.184
STATE ONLY,3.0,67.0,9.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,OMITS,SOCIALSECUR,NOVOTE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,10.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,1.873
STATE ONLY,3.0,67.0,11.0,SECOND CALL,18-24,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,1.871
STATE ONLY,3.0,67.0,12.0,SECOND CALL,18-24,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NOVOTE,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,,,1.871
STATE ONLY,3.0,67.0,13.0,SECOND CALL,18-24,,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,,,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,14.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,15.0,SECOND CALL,18-24,BLACK,MALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NOVOTE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,NONE,OVER100K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,BLACK,NONE,,,1.184
STATE ONLY,3.0,67.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,,WHITE,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,17.0,SECOND CALL,18-24,HISP,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,YES,WHITE,CATHOLIC,,,1.184
STATE ONLY,3.0,67.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,JEWISH,,,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,JEWISH,,,1.873
STATE ONLY,3.0,67.0,19.0,SECOND CALL,18-24,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,1.188
STATE ONLY,3.0,67.0,20.0,SECOND CALL,18-24,HISP,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,OMITS,TAXES,NOVOTE,OMITS,DIS/UNFAV,NO,REPUBLCN,HSGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,YES,WHITE,NONE,,,1.326
STATE ONLY,3.0,67.0,21.0,THIRD CALL,18-24,BLACK,MALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NOVOTE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,NONE,OVER100K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,BLACK,NONE,,,1.184
STATE ONLY,3.0,67.0,22.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,KYL,DISAPPR,UNFAVORABLE,GORE,OMITS,SOCIALSECUR,NOVOTE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,LESS15K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,23.0,THIRD CALL,18-24,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,NONE,,,1.871
STATE ONLY,3.0,67.0,24.0,THIRD CALL,18-24,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NOVOTE,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,IND/OTHER,18-24,NO,WHITE,CATHOLIC,,,1.871
STATE ONLY,3.0,67.0,25.0,THIRD CALL,18-24,,FEMALE,GORE,DIDNOTVOTE,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,,,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,1.873
STATE ONLY,3.0,67.0,27.0,THIRD CALL,25-29,HISP,MALE,NADER,KYL,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NOVOTE,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,25-29,IND/OTHER,25-29,YES,WHITE,PROT/CHRIST,,,0.752
STATE ONLY,3.0,67.0,28.0,THIRD CALL,18-24,HISP,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,YES,WHITE,CATHOLIC,,,1.184
STATE ONLY,3.0,67.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,JEWISH,,,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,JEWISH,,,1.873
STATE ONLY,3.0,67.0,30.0,THIRD CALL,18-24,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,CATHOLIC,,,1.188
STATE ONLY,3.0,67.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NOVOTE,OMITS,DIS/UNFAV,YES,REPUBLCN,HSGRAD,NONE,OVER100K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,NONE,,,2.096
STATE ONLY,3.0,72.0,1.0,FIRST CALL,60-64,WHITE,MALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,PIMA,60+,60+,DEMOCRAT,50-64,NO,WHITE,OTHER,,,1.6340000000000001
STATE ONLY,3.0,72.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,WORSE,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,PIMA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,0.86
STATE ONLY,3.0,72.0,3.0,FIRST CALL,25-29,HISP,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,OTHER,BETTER,DIS/UNFAV,NO,ELSE,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,25-29,IND/OTHER,25-29,YES,HISP,NONE,,,0.547
STATE ONLY,3.0,72.0,4.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,OMITS,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,,LIBERAL,18-64,STATE,COMPLETE,PIMA,60+,60+,DEMOCRAT,50-64,,BLACK,CATHOLIC,,,1.036
STATE ONLY,3.0,72.0,5.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,1.833
STATE ONLY,3.0,72.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,PIMA,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,0.964
STATE ONLY,3.0,72.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,0.963
STATE ONLY,3.0,72.0,8.0,FIRST CALL,18-24,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.865
STATE ONLY,3.0,72.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,PIMA,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,0.86
STATE ONLY,3.0,72.0,10.0,FIRST CALL,18-24,ASIAN,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,18-24,DEMOCRAT,18-24,NO,ASIAN,PROT/CHRIST,,,0.774
STATE ONLY,3.0,72.0,11.0,FIRST CALL,30-39,,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,PIMA,30-44,30-39,IND/OTHER,30-39,NO,,PROT/CHRIST,,,0.86
STATE ONLY,3.0,72.0,12.0,FIRST CALL,18-24,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,BUSH,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,IND/OTHER,18-24,NO,WHITE,NONE,,,0.49
STATE ONLY,3.0,72.0,13.0,FIRST CALL,50-59,HISP,MALE,GORE,DIDNOTVOTE,OMITS,OMITS,OMITS,MORE,MEDICARE/RX,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,PIMA,45-59,50-59,,50-64,YES,HISP,,,,0.543
STATE ONLY,3.0,72.0,14.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,PIMA,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,NONE,,,0.774
STATE ONLY,3.0,72.0,15.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,0.964
STATE ONLY,3.0,72.0,16.0,FIRST CALL,30-39,WHITE,MALE,BUSH,KYL,APPROVE,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,DOLE,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,PIMA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,0.963
STATE ONLY,3.0,72.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,LESS,SOCIALSECUR,CLINTON,SAME,APP/FAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,PIMA,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,0.859
STATE ONLY,3.0,72.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,PIMA,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,0.86
STATE ONLY,3.0,72.0,19.0,SECOND CALL,50-59,HISP,FEMALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,OMITS,SOCIALSECUR,PEROT,WORSE,APP/UNFAV,NO,ELSE,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,PIMA,45-59,50-59,IND/OTHER,50-64,YES,HISP,PROT/CHRIST,,,0.544
STATE ONLY,3.0,72.0,20.0,SECOND CALL,40-44,OTHER,MALE,GORE,OTHER,APPROVE,FAVORABLE,GORE,LESS,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,PIMA,30-44,40-49,DEMOCRAT,40-49,NO,OTHER,OTHER,,,0.859
STATE ONLY,3.0,72.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,,18-64,STATE,COMPLETE,PIMA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,0.86
STATE ONLY,3.0,72.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,PIMA,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,,,1.83
STATE ONLY,3.0,72.0,23.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,KYL,APPROVE,FAVORABLE,BUSH,LESS,EDUCATION,NOVOTE,BETTER,APP/FAV,YES,REPUBLCN,COLGRAD,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,NONE,,,0.866
STATE ONLY,3.0,72.0,24.0,SECOND CALL,30-39,WHITE,MALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,PIMA,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,0.859
STATE ONLY,3.0,72.0,25.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,PEROT,BETTER,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,PIMA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,0.964
STATE ONLY,3.0,72.0,26.0,SECOND CALL,25-29,WHITE,MALE,GORE,KYL,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,JEWISH,LESS15K,MODERATE,18-64,STATE,COMPLETE,PIMA,18-29,25-29,IND/OTHER,25-29,NO,WHITE,JEWISH,,,0.773
STATE ONLY,3.0,72.0,27.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,DIDNOTVOTE,APPROVE,UNFAVORABLE,GORE,MORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,PIMA,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,JEWISH,,,0.86
STATE ONLY,3.0,72.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,KYL,OMITS,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NOVOTE,BETTER,OMITS,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,PIMA,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,0.866
STATE ONLY,3.0,72.0,29.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,KYL,APPROVE,FAVORABLE,GORE,LESS,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,PIMA,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,OTHER,,,0.86
STATE ONLY,3.0,72.0,30.0,SECOND CALL,30-39,WHITE,MALE,BUSH,KYL,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,STATE,COMPLETE,PIMA,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,,0.963
