VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,CUBAN3,SIZEPLC3,ISSUE,QUAL,X6VOTE,ENVIRON,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,QRACE,REL5,PRESKNOW,JEBBUSH,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,10.0,149.0,37.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,LOGAN,,APPROVE,UNFAVORABLE,BUSH,LESS,,SUBURBS,SOCIALSECUR,GOODJUDGMENT,DOLE,,,BETTER,APP/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,TAMPABAYAREA,60+,60+,REPUBLICAN,65+,WHITE,PROT/CHRIST,,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,1.483
NATIONAL GREY,10.0,149.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,,,,,,SUBURBS,,,,,GOREDID,,,,REPUBLCN,SUBURBS,COLGRAD,,,50-75K,,,CONSERV,18-64,OMITS,NATIONAL,COMPLETE,TAMPABAYAREA,45-59,40-49,REPUBLICAN,40-49,WHITE,,ONLYBUSH,,BOTH,,,,1.233
NATIONAL GREY,10.0,149.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,NELSON,BEFORE,,,,,,SUBURBS,,,,,OMITS,,,,DEMOCRAT,SUBURBS,HSGRAD,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,TAMPABAYAREA,30-44,40-49,DEMOCRAT,40-49,WHITE,,ONLYGORE,,ONLYBUSH,,,,0.719
NATIONAL PINK,10.0,149.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,NELSON,,,,,,,SUBURBS,,,,PROGRWTH,,,,NO,ELSE,SUBURBS,,CATHOLIC,,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,TAMPABAYAREA,45-59,50-59,IND/OTHER,50-64,WHITE,CATHOLIC,,,,,,,0.719
NATIONAL PINK,10.0,149.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,NELSON,,,,,,,SUBURBS,,,,PROENVIR,,,,YES,DEMOCRAT,SUBURBS,,PROTESTANT,,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,TAMPABAYAREA,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,,,,,,,0.719
NATIONAL PINK,10.0,149.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,NELSON,,,,,,,SUBURBS,,,,PROGRWTH,,,,YES,INDEPEND,SUBURBS,,CATHOLIC,,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,TAMPABAYAREA,30-44,30-39,IND/OTHER,30-39,WHITE,CATHOLIC,,,,,,,1.462
STATE ONLY,10.0,157.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,NO,CITYOVER50K,EDUCATION,GOODJUDGMENT,OMITS,PROENVIR,OMITS,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,WHITE,,OMITS,OMITS,OMITS,OMITS,,,0.769
STATE ONLY,10.0,157.0,2.0,FIRST CALL,50-59,WHITE,MALE,NADER,NELSON,OMITS,APPROVE,FAVORABLE,GORE,OMITS,,CITYOVER50K,OMITS,GOODJUDGMENT,CLINTON,OMITS,BUSHDID,OMITS,APP/FAV,NO,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,15-30K,,,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,ONLYGORE,OMITS,OMITS,ISSUES,,,0.925
STATE ONLY,10.0,157.0,3.0,FIRST CALL,18-24,,,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,ECON/JOBS,LIKEABLE,CLINTON,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.763
STATE ONLY,10.0,157.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,STRONGLEADER,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,NEITHER,ISSUES,,,0.787
STATE ONLY,10.0,157.0,5.0,FIRST CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,PROENVIR,BOTHDID,WORSE,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,0.715
STATE ONLY,10.0,157.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,NELSON,BEFORE,OMITS,UNFAVORABLE,GORE,LESS,NO,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,CLINTON,PROENVIR,BOTHDID,SAME,OMITS,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,ONLYBUSH,OMITS,BOTH,ISSUES,,,0.787
STATE ONLY,10.0,157.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,NELSON,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,NO,CITYOVER50K,HEALTHCARE,HONEST,DOLE,PROENVIR,GOREDID,OMITS,DIS/UNFAV,YES,INDEPEND,50-500K,,PROTESTANT,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,WHITE,PROT/CHRIST,BOTH,FAVORABLE,OMITS,PERSONALQUAL,,,0.8300000000000001
STATE ONLY,10.0,157.0,8.0,FIRST CALL,50-59,HISP,MALE,BUSH,NELSON,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,OTHERHISP,CITYOVER50K,HEALTHCARE,CARES,NOVOTE,PROGRWTH,BOTHDID,OMITS,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,HISP,CATHOLIC,ONLYBUSH,FAVORABLE,OMITS,ISSUES,,,0.755
STATE ONLY,10.0,157.0,9.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,NELSON,LAST.3DAYS,DISAPPR,UNFAVORABLE,OMITS,MORE,NO,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,NOVOTE,OMITS,NEITHERDID,OMITS,DIS/UNFAV,NO,,50-500K,,CATHOLIC,ONCEAWEEK,30-50K,NO,,,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,18-29,25-29,,25-29,WHITE,CATHOLIC,ONLYGORE,FAVORABLE,OMITS,ISSUES,,,0.803
STATE ONLY,10.0,157.0,10.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NOVOTE,PROGRWTH,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAYEAR,LESS15K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.709
STATE ONLY,10.0,157.0,11.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,TAXES,CARES,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,BLACK,,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.732
STATE ONLY,10.0,157.0,12.0,FIRST CALL,65-74,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,OMITS,HONEST,DOLE,PROENVIR,GOREDID,WORSE,DIS/UNFAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,WHITE,PROT/CHRIST,BOTH,FAVORABLE,ONLYGORE,PERSONALQUAL,,,1.059
STATE ONLY,10.0,157.0,13.0,FIRST CALL,30-39,HISP,FEMALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,OTHERHISP,CITYOVER50K,WORLDAFFAIRS,CARES,CLINTON,PROGRWTH,GOREDID,WORSE,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,NONE,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,BLACK,NONE,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.732
STATE ONLY,10.0,157.0,14.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,CARES,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,,MORETHAN1AWK,,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,BLACK,,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.709
STATE ONLY,10.0,157.0,15.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,NOVOTE,PROGRWTH,GOREDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,HSGRAD,NONE,NEVER,LESS15K,NO,YES,,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,WHITE,NONE,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.763
STATE ONLY,10.0,157.0,16.0,SECOND CALL,50-59,BLACK,MALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,LESS,NO,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,OMITS,PROGRWTH,BOTHDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CENTRAL,45-59,50-59,,50-64,BLACK,,OMITS,UNFAVORABLE,OMITS,OMITS,,,0.715
STATE ONLY,10.0,157.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NOVOTE,PROENVIR,NEITHERDID,BETTER,DIS/UNFAV,NO,INDEPEND,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,WHITE,PROT/CHRIST,ONLYBUSH,UNFAVORABLE,NEITHER,PERSONALQUAL,,,0.834
STATE ONLY,10.0,157.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,CLINTON,PROENVIR,GOREDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,WHITE,PROT/CHRIST,ONLYGORE,FAVORABLE,ONLYGORE,ISSUES,,,1.024
STATE ONLY,10.0,157.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,OMITS,BUSHDID,BETTER,APP/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,WHITE,PROT/CHRIST,BOTH,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.763
STATE ONLY,10.0,157.0,20.0,SECOND CALL,25-29,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,APPROVE,FAVORABLE,BUSH,MORE,NO,CITYOVER50K,SOCIALSECUR,EXPERIENCE,PEROT,PROGRWTH,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,WHITE,PROT/CHRIST,BOTH,FAVORABLE,ONLYGORE,ISSUES,,,0.789
STATE ONLY,10.0,157.0,21.0,SECOND CALL,18-24,WHITE,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,TAXES,CARES,NOVOTE,PROENVIR,GOREDID,BETTER,APP/FAV,NO,INDEPEND,50-500K,NOHS,ELSE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,WHITE,OTHER,BOTH,FAVORABLE,BOTH,ISSUES,,,0.744
STATE ONLY,10.0,157.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,PROGRWTH,GOREDID,WORSE,DIS/UNFAV,NO,DEMOCRAT,50-500K,NOHS,PROTESTANT,ONCEAWEEK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,WHITE,PROT/CHRIST,BOTH,FAVORABLE,ONLYGORE,ISSUES,,,1.085
STATE ONLY,10.0,157.0,23.0,SECOND CALL,40-44,WHITE,MALE,BUSH,MCCOLLUM,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,PEROT,PROENVIR,BOTHDID,SAME,APP/FAV,NO,ELSE,50-500K,HSGRAD,NONE,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,WHITE,NONE,ONLYBUSH,FAVORABLE,BOTH,PERSONALQUAL,,,0.8150000000000001
STATE ONLY,10.0,157.0,24.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,WORLDAFFAIRS,CARES,NOVOTE,PROENVIR,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.732
STATE ONLY,10.0,157.0,25.0,SECOND CALL,18-24,BLACK,MALE,GORE,NELSON,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,NOVOTE,PROGRWTH,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,BLACK,NONE,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,0.6920000000000001
STATE ONLY,10.0,157.0,26.0,THIRD CALL,30-39,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,PEROT,PROENVIR,BUSHDID,BETTER,APP/UNFAV,YES,INDEPEND,50-500K,NOHS,NONE,NEVER,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,WHITE,NONE,ONLYGORE,FAVORABLE,NEITHER,ISSUES,,,0.769
STATE ONLY,10.0,157.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,DOLE,PROENVIR,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,NEITHER,PERSONALQUAL,,,0.834
STATE ONLY,10.0,157.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,DOLE,PROGRWTH,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.8150000000000001
STATE ONLY,10.0,157.0,29.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,HEALTHCARE,HONEST,CLINTON,PROENVIR,BUSHDID,SAME,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,BLACK,OTHER,ONLYGORE,OMITS,ONLYGORE,ISSUES,,,0.732
STATE ONLY,10.0,157.0,30.0,THIRD CALL,75+,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,SOCIALSECUR,CARES,CLINTON,PROGRWTH,OMITS,SAME,APP/FAV,NO,DEMOCRAT,50-500K,NOHS,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYGORE,ISSUES,,,0.9520000000000001
STATE ONLY,10.0,157.0,31.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,NELSON,LASTWEEK,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,EXPERIENCE,DOLE,PROGRWTH,BOTHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,WHITE,PROT/CHRIST,ONLYGORE,FAVORABLE,BOTH,ISSUES,,,0.763
STATE ONLY,10.0,157.0,32.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,NELSON,LASTWEEK,DISAPPR,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,OMITS,OMITS,NOVOTE,PROENVIR,NEITHERDID,SAME,DIS/UNFAV,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.709
STATE ONLY,10.0,157.0,33.0,THIRD CALL,50-59,HISP,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,OTHERHISP,CITYOVER50K,MEDICARE/RX,CARES,CLINTON,PROENVIR,BUSHDID,SAME,APP/FAV,NO,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.715
STATE ONLY,10.0,157.0,34.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,COMPLEXISSUE,CLINTON,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,BLACK,OTHER,ONLYGORE,FAVORABLE,ONLYGORE,PERSONALQUAL,,,0.732
STATE ONLY,10.0,157.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MCCOLLUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,MORE,NO,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,DOLE,PROGRWTH,BUSHDID,SAME,DIS/UNFAV,YES,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYBUSH,ISSUES,,,0.834
STATE ONLY,10.0,157.0,36.0,THIRD CALL,50-59,WHITE,MALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,TAXES,HONEST,DOLE,PROGRWTH,GOREDID,BETTER,DIS/UNFAV,YES,INDEPEND,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,ONLYGORE,PERSONALQUAL,,,0.8150000000000001
STATE ONLY,10.0,157.0,37.0,THIRD CALL,18-24,WHITE,MALE,BUSH,MCCOLLUM,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,CITYOVER50K,WORLDAFFAIRS,HONEST,NOVOTE,PROENVIR,BOTHDID,BETTER,DIS/UNFAV,NO,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,WHITE,PROT/CHRIST,ONLYBUSH,FAVORABLE,BOTH,PERSONALQUAL,,,0.789
STATE ONLY,10.0,157.0,38.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,DISAPPR,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,SOCIALSECUR,HONEST,NOVOTE,PROGRWTH,BUSHDID,WORSE,DIS/UNFAV,YES,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.732
STATE ONLY,10.0,157.0,39.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,HONEST,NOVOTE,PROGRWTH,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,50-500K,NOHS,ELSE,AFEWAYEAR,LESS15K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.732
STATE ONLY,10.0,158.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,OTHER,MCCOLLUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,NO,SUBURBS,TAXES,COMPLEXISSUE,OTHER,PROENVIR,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,,OMITS,,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,WHITE,,BOTH,FAVORABLE,BOTH,ISSUES,,,1.782
