VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,GORETN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,43.0,95.0,35.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,HONEST,YES,NOVOTE,BETTER,APP/FAV,NOTATALL,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.711
STATE ONLY,43.0,95.0,36.0,THIRD CALL,25-29,BLACK,MALE,GORE,,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,HONEST,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.718
STATE ONLY,43.0,95.0,37.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.708
STATE ONLY,43.0,95.0,38.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,SAME,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.549
STATE ONLY,43.0,95.0,39.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.549
STATE ONLY,43.0,95.0,40.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,OMITS,LESS,ECON/JOBS,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.5740000000000001
STATE ONLY,43.0,95.0,41.0,THIRD CALL,30-39,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,LESS,OMITS,OMITS,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.629
STATE ONLY,43.0,95.0,42.0,THIRD CALL,40-44,BLACK,MALE,BUCHANAN,,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CARES,YES,CLINTON,SAME,APP/FAV,VERYIMP,DEMOCRAT,COLGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,40-49,DEMOCRAT,40-49,NONE,,,0.157
STATE ONLY,43.0,95.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,,FRIST,APPROVE,OMITS,OMITS,LESS,OMITS,COMPLEXISSUE,NO,OMITS,BETTER,OMITS,NOTTOOIMP,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.704
STATE ONLY,43.0,95.0,44.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,OMITS,HONEST,YES,CLINTON,SAME,APP/FAV,VERYIMP,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.5740000000000001
STATE ONLY,43.0,95.0,45.0,THIRD CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,HSGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.843
STATE ONLY,43.0,95.0,46.0,THIRD CALL,45-49,WHITE,,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,HONEST,YES,CLINTON,SAME,APP/FAV,NOTTOOIMP,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.679
STATE ONLY,43.0,97.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,GOODJUDGMENT,YES,CLINTON,BETTER,APP/UNFAV,VERYIMP,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9560000000000001
STATE ONLY,43.0,97.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,FRIST,DISAPPR,FAVORABLE,BUSH,LESS,OMITS,GOODJUDGMENT,NO,DOLE,BETTER,DIS/FAV,NOTTOOIMP,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.309
STATE ONLY,43.0,97.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,GOODJUDGMENT,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,NO,NOVOTE,BETTER,DIS/UNFAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.1420000000000001
STATE ONLY,43.0,97.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.1420000000000001
STATE ONLY,43.0,97.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,NOTATALL,INDEPEND,COLGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.056
STATE ONLY,43.0,97.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,NOTTOOIMP,DEMOCRAT,COLGRAD,JEWISH,30-50K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.212
STATE ONLY,43.0,97.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,NO,DOLE,SAME,DIS/UNFAV,OMITS,REPUBLCN,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.193
STATE ONLY,43.0,97.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FRIST,OMITS,OMITS,OMITS,LESS,OMITS,HONEST,YES,OMITS,OMITS,,NOTATALL,,,,,,18-64,STATE,NOTCOMPLETE,SHELBYCOUNTY,45-59,50-59,,50-64,,,,1.1420000000000001
STATE ONLY,43.0,97.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,OMITS,OMITS,OMITS,LESS,TAXES,STRONGLEADER,YES,OMITS,OMITS,,NOTATALL,,,,,,18-64,STATE,NOTCOMPLETE,SHELBYCOUNTY,30-44,30-39,,30-39,,,,1.309
STATE ONLY,43.0,97.0,11.0,FIRST CALL,30-39,BLACK,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,OTHER,SAME,DIS/UNFAV,NOTATALL,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.167
STATE ONLY,43.0,97.0,12.0,FIRST CALL,18-24,BLACK,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,SAME,APP/FAV,NOTTOOIMP,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.022
STATE ONLY,43.0,97.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,14.0,FIRST CALL,50-59,WHITE,MALE,OTHER,OTHER,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,COMPLEXISSUE,NO,OTHER,BETTER,APP/FAV,NOTATALL,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,3.7680000000000002
STATE ONLY,43.0,97.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,MORE,MEDICARE/RX,GOODJUDGMENT,NO,DOLE,WORSE,DIS/UNFAV,NOTATALL,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,16.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,NO,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,,,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,,,,1.1420000000000001
STATE ONLY,43.0,97.0,17.0,SECOND CALL,18-24,WHITE,MALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,YES,NOVOTE,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.2690000000000001
STATE ONLY,43.0,97.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,GOODJUDGMENT,NO,DOLE,BETTER,APP/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.309
STATE ONLY,43.0,97.0,19.0,SECOND CALL,25-29,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,WORSE,DIS/UNFAV,NOTATALL,REPUBLCN,POSTGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.368
STATE ONLY,43.0,97.0,20.0,SECOND CALL,18-24,WHITE,MALE,BUSH,FRIST,OMITS,OMITS,OMITS,MORE,TAXES,HONEST,NO,OMITS,OMITS,,NOTATALL,,,,,,18-64,STATE,NOTCOMPLETE,SHELBYCOUNTY,18-29,18-24,,18-24,,,,1.368
STATE ONLY,43.0,97.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,CLARK,APPROVE,UNFAVORABLE,GORE,LESS,EDUCATION,HONEST,NO,CLINTON,BETTER,APP/UNFAV,SOMEWHAT,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9560000000000001
STATE ONLY,43.0,97.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,HONEST,YES,NOVOTE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,23.0,SECOND CALL,30-39,WHITE,MALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,GOODJUDGMENT,NO,NOVOTE,BETTER,APP/UNFAV,SOMEWHAT,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.212
STATE ONLY,43.0,97.0,24.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTTOOIMP,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.309
STATE ONLY,43.0,97.0,25.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.099
STATE ONLY,43.0,97.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,27.0,SECOND CALL,30-39,HISP,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,BETTER,APP/UNFAV,NOTTOOIMP,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.167
STATE ONLY,43.0,97.0,28.0,SECOND CALL,50-59,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.309
STATE ONLY,43.0,97.0,29.0,SECOND CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NOTTOOIMP,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.309
STATE ONLY,43.0,97.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,WORSE,DIS/UNFAV,NOTATALL,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,31.0,THIRD CALL,18-24,HISP,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,HONEST,YES,NOVOTE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,NOHS,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.219
STATE ONLY,43.0,97.0,32.0,THIRD CALL,25-29,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,STRONGLEADER,NO,DOLE,WORSE,DIS/UNFAV,NOTATALL,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.368
STATE ONLY,43.0,97.0,33.0,THIRD CALL,50-59,,MALE,BUSH,FRIST,OMITS,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,STRONGLEADER,NO,DOLE,BETTER,OMITS,NOTATALL,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.309
STATE ONLY,43.0,97.0,34.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,60+,60+,DEMOCRAT,50-64,JEWISH,,,1.869
STATE ONLY,43.0,97.0,35.0,THIRD CALL,45-49,OTHER,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,SOMEWHAT,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9560000000000001
STATE ONLY,43.0,97.0,36.0,THIRD CALL,30-39,BLACK,MALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,EXPERIENCE,YES,NOVOTE,SAME,APP/FAV,NOTATALL,INDEPEND,COLGRAD,JEWISH,75-100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,IND/OTHER,30-39,JEWISH,,,1.078
STATE ONLY,43.0,97.0,37.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,CLARK,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,CARES,YES,NOVOTE,BETTER,DIS/UNFAV,NOTATALL,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.002
STATE ONLY,43.0,97.0,38.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLARK,APPROVE,FAVORABLE,GORE,MORE,OMITS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,NOTATALL,INDEPEND,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.9560000000000001
STATE ONLY,43.0,97.0,39.0,THIRD CALL,30-39,WHITE,MALE,BUSH,FRIST,APPROVE,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,GOODJUDGMENT,NO,PEROT,BETTER,APP/UNFAV,NOTATALL,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,IND/OTHER,30-39,NONE,,,1.309
STATE ONLY,43.0,97.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,TAXES,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FRIST,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,CARES,NO,NOVOTE,BETTER,APP/FAV,NOTTOOIMP,REPUBLCN,COLGRAD,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.056
STATE ONLY,43.0,97.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,LIKEABLE,OMITS,NOVOTE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.309
STATE ONLY,43.0,97.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,FRIST,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,TAXES,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,VERYIMP,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.212
STATE ONLY,43.0,97.0,44.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,HONEST,YES,NOVOTE,BETTER,DIS/UNFAV,OMITS,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,45.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,YES,DOLE,SAME,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.1420000000000001
STATE ONLY,43.0,97.0,46.0,THIRD CALL,50-59,WHITE,MALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,VERYIMP,INDEPEND,POSTGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.212
STATE ONLY,43.0,104.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,CLARK,OMITS,OMITS,OMITS,MORE,WORLDAFFAIRS,COMPLEXISSUE,NO,OMITS,OMITS,,NOTATALL,,,,,,18-64,STATE,NOTCOMPLETE,SHELBYCOUNTY,45-59,50-59,,50-64,,,,0.731
STATE ONLY,43.0,104.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,FRIST,APPROVE,UNFAVORABLE,GORE,LESS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,SAME,APP/UNFAV,VERYIMP,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,SHELBYCOUNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.373
STATE ONLY,43.0,104.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,OMITS,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.758
STATE ONLY,43.0,104.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NOTATALL,INDEPEND,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,SHELBYCOUNTY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.871
STATE ONLY,43.0,104.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,FRIST,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,GOODJUDGMENT,YES,DOLE,BETTER,DIS/UNFAV,NOTATALL,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,SHELBYCOUNTY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.871
