VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ABORTION,FINSIT,JOBPERS,WORK,MIGRATGA,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,11.0,82.0,38.0,THIRD CALL,45-49,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,EXPERIENCE,NO,DOLE,MOSTILL,WORSE,DIS/UNFAV,NO,NO,REPUBLCN,50-500K,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,CENTRALDEMS,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.2730000000000001
NATIONAL WHITE,11.0,88.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,DOLE,MOSTILL,WORSE,DIS/UNFAV,YES,,REPUBLCN,RURAL,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,PERSONALQUAL,,,1.229
NATIONAL WHITE,11.0,88.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,OTHER,MOSTILL,BETTER,DIS/UNFAV,YES,,DEMOCRAT,RURAL,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,,,1.229
NATIONAL WHITE,11.0,88.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,YES,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,,INDEPEND,RURAL,HSGRAD,,MORETHAN1AWK,15-30K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,IND/OTHER,50-64,,,,PERSONALQUAL,,,1.229
NATIONAL YELLOW,11.0,88.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,YES,DOLE,ALWYSLGL,BETTER,DIS/UNFAV,YES,,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,ISSUES,TAXES,STRONGLEADER,1.381
NATIONAL YELLOW,11.0,88.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,OMITS,NO,DOLE,MOSTILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,ECON/JOBS,OMITS,1.381
NATIONAL YELLOW,11.0,88.0,6.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,OMITS,HONEST,YES,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,,INDEPEND,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,OMITS,HONEST,1.229
NATIONAL GREY,11.0,88.0,7.0,FIRST CALL,50-59,WHITE,MALE,BUSH,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,DEMOCRAT,RURAL,HSGRAD,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,DEMOCRAT,50-64,,ONLYBUSH,ONLYBUSH,,,,1.312
NATIONAL GREY,11.0,88.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,RURAL,SOMCOL/ASSOC,,,30-50K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,40-49,REPUBLICAN,40-49,,BOTH,BOTH,,,,1.312
NATIONAL GREY,11.0,88.0,9.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,DEMOCRAT,RURAL,SOMCOL/ASSOC,,,OVER100K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,DEMOCRAT,40-49,,ONLYGORE,ONLYBUSH,,,,1.594
NATIONAL PINK,11.0,88.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,MILLER,,,,,SMCITY/RURAL,,,NO,,,,,YES,,DEMOCRAT,RURAL,,OTHERCHRIST,,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,1.9160000000000001
NATIONAL PINK,11.0,88.0,11.0,FIRST CALL,45-49,BLACK,MALE,GORE,MILLER,,,,,SMCITY/RURAL,,,NO,,,,,YES,,DEMOCRAT,RURAL,,PROTESTANT,,75-100K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,1.42
NATIONAL PINK,11.0,88.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,NO,,,,,YES,,INDEPEND,RURAL,,NONE,,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,40-49,IND/OTHER,40-49,NONE,,,,,,1.381
NATIONAL WHITE,11.0,88.0,13.0,SECOND CALL,65-74,WHITE,MALE,BUSH,MATTINGLY,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,NO,OMITS,OMITS,OMITS,,NO,,,RURAL,,,OMITS,,,,,65+,,NATIONAL,NOTCOMPLETE,NORTH/SOUTH,60+,60+,,65+,,,,OMITS,,,1.6
NATIONAL WHITE,11.0,88.0,14.0,SECOND CALL,50-59,OTHER,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,NO,,REPUBLCN,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,,,1.708
NATIONAL WHITE,11.0,88.0,15.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,YES,NOVOTE,ALWYSILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,,,1.229
NATIONAL WHITE,11.0,88.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,ALWYSILL,BETTER,DIS/UNFAV,YES,,INDEPEND,RURAL,SOMCOL/ASSOC,NONE,MORETHAN1AWK,LESS15K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,18-24,IND/OTHER,18-24,NONE,,,ISSUES,,,1.065
NATIONAL WHITE,11.0,88.0,17.0,SECOND CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,,REPUBLCN,RURAL,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,PERSONALQUAL,,,1.229
NATIONAL WHITE,11.0,88.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,NO,PEROT,MOSTILL,SAME,DIS/UNFAV,YES,,ELSE,RURAL,HSGRAD,PROTESTANT,OMITS,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,,,1.318
NATIONAL YELLOW,11.0,88.0,19.0,SECOND CALL,65-74,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,STRONGLEADER,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,YES,CONSERV,65+,,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,PERSONALQUAL,MEDICARE/RX,STRONGLEADER,1.6
NATIONAL YELLOW,11.0,88.0,20.0,SECOND CALL,60-64,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SMCITY/RURAL,TAXES,HONEST,NO,DOLE,MOSTILL,SAME,DIS/UNFAV,YES,,REPUBLCN,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,TAXES,HONEST,1.6
NATIONAL YELLOW,11.0,88.0,21.0,SECOND CALL,40-44,BLACK,,GORE,MATTINGLY,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,HONEST,YES,CLINTON,ALWYSILL,BETTER,APP/UNFAV,NO,,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,ISSUES,SOCIALSECUR,HONEST,1.494
NATIONAL YELLOW,11.0,88.0,22.0,SECOND CALL,50-59,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,YES,CLINTON,MOSTILL,BETTER,APP/FAV,NO,,DEMOCRAT,RURAL,NOHS,,AFEWAMONTH,15-30K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,DEMOCRAT,50-64,,,,PERSONALQUAL,SOCIALSECUR,COMPLEXISSUE,1.708
NATIONAL YELLOW,11.0,88.0,23.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,MILLER,DISAPPR,FAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,NO,NOVOTE,MOSTLGL,SAME,DIS/FAV,YES,,ELSE,RURAL,SOMCOL/ASSOC,NONE,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,18-24,IND/OTHER,18-24,NONE,,,ISSUES,SOCIALSECUR,EXPERIENCE,1.557
NATIONAL GREY,11.0,88.0,24.0,SECOND CALL,60-64,WHITE,MALE,BUSH,,,,,,SMCITY/RURAL,,,,,,,,,,,RURAL,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,NORTH/SOUTH,60+,60+,,50-64,,OMITS,OMITS,,,,1.715
NATIONAL GREY,11.0,88.0,25.0,SECOND CALL,75+,WHITE,MALE,BUSH,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,RURAL,HSGRAD,,,15-30K,,,MODERATE,65+,REDUCNATDEBT,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,IND/OTHER,65+,,NEITHER,BOTH,,,,1.707
NATIONAL GREY,11.0,88.0,26.0,SECOND CALL,60-64,WHITE,,GORE,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,DEMOCRAT,RURAL,HSGRAD,,,,,,,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,DEMOCRAT,50-64,,ONLYGORE,ONLYBUSH,,,,2.222
NATIONAL GREY,11.0,88.0,27.0,SECOND CALL,30-39,WHITE,MALE,BUSH,OTHER,,,,,SMCITY/RURAL,,,,,,,,,,,RURAL,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,NORTH/SOUTH,30-44,30-39,,30-39,,OMITS,OMITS,,,,3.797
NATIONAL GREY,11.0,88.0,28.0,SECOND CALL,25-29,WHITE,MALE,BUSH,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,RURAL,POSTGRAD,,,OVER100K,,,LIBERAL,18-64,OMITS,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,25-29,REPUBLICAN,25-29,,BOTH,ONLYBUSH,,,,1.065
NATIONAL GREY,11.0,88.0,29.0,SECOND CALL,65-74,WHITE,MALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,,,,,,,,INDEPEND,RURAL,SOMCOL/ASSOC,,,50-75K,,,CONSERV,65+,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,IND/OTHER,65+,,ONLYGORE,ONLYGORE,,,,1.6
NATIONAL PINK,11.0,88.0,30.0,SECOND CALL,60-64,WHITE,MALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,NO,,,,,NO,,INDEPEND,RURAL,,PROTESTANT,,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,,,,1.6
NATIONAL PINK,11.0,88.0,31.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,,,,,,SMCITY/RURAL,,,OMITS,,,,,YES,,REPUBLCN,RURAL,,PROTESTANT,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,1.481
NATIONAL PINK,11.0,88.0,32.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,MILLER,,,,,SMCITY/RURAL,,,YES,,,,,NO,,DEMOCRAT,RURAL,,OTHERCHRIST,,LESS15K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,1.594
NATIONAL PINK,11.0,88.0,33.0,SECOND CALL,30-39,BLACK,MALE,GORE,,,,,,SMCITY/RURAL,,,NO,,,,,YES,,DEMOCRAT,RURAL,,PROTESTANT,,,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,,,1.427
NATIONAL PINK,11.0,88.0,34.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,MILLER,,,,,SMCITY/RURAL,,,YES,,,,,YES,,DEMOCRAT,RURAL,,OTHERCHRIST,,,YES,NO,,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,1.473
NATIONAL PINK,11.0,88.0,35.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,,,,,,SMCITY/RURAL,,,YES,,,,,NO,,REPUBLCN,RURAL,,PROTESTANT,,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,,,,1.202
NATIONAL WHITE,11.0,88.0,36.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,DOLE,MOSTLGL,BETTER,DIS/UNFAV,YES,,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,ISSUES,,,1.796
NATIONAL WHITE,11.0,88.0,37.0,THIRD CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,HONEST,YES,DOLE,ALWYSILL,SAME,DIS/UNFAV,YES,,REPUBLCN,RURAL,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,,,1.229
NATIONAL WHITE,11.0,88.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,OMITS,HONEST,YES,OMITS,OMITS,OMITS,,YES,,,RURAL,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,NORTH/SOUTH,45-59,50-59,,50-64,,,,OMITS,,,1.381
NATIONAL WHITE,11.0,88.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,NO,DOLE,ALWYSILL,SAME,DIS/UNFAV,YES,,ELSE,RURAL,HSGRAD,ELSE,AFEWAMONTH,LESS15K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,18-24,IND/OTHER,18-24,OTHER,,,ISSUES,,,1.196
NATIONAL WHITE,11.0,88.0,40.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,ALWYSLGL,WORSE,DIS/UNFAV,NO,,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,ISSUES,,,1.196
NATIONAL WHITE,11.0,88.0,41.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,COMPLEXISSUE,YES,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,,INDEPEND,RURAL,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,1.381
NATIONAL WHITE,11.0,88.0,42.0,THIRD CALL,18-24,WHITE,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,CARES,YES,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,ISSUES,,,0.999
NATIONAL YELLOW,11.0,88.0,43.0,THIRD CALL,50-59,WHITE,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,CARES,NO,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,,DEMOCRAT,RURAL,NOHS,PROTESTANT,AFEWAYEAR,LESS15K,YES,NO,,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,SOCIALSECUR,CARES,1.708
NATIONAL YELLOW,11.0,88.0,44.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,LIKEABLE,NO,NOVOTE,MOSTILL,SAME,DIS/UNFAV,NO,,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,LIKEABLE,1.12
NATIONAL YELLOW,11.0,88.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,MILLER,OMITS,FAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,MOSTILL,BETTER,OMITS,YES,,INDEPEND,RURAL,HSGRAD,OTHERCHRIST,OMITS,,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,SOCIALSECUR,GOODJUDGMENT,1.473
NATIONAL YELLOW,11.0,88.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,EDUCATION,HONEST,NO,NOVOTE,ALWYSILL,BETTER,DIS/UNFAV,NO,,DEMOCRAT,RURAL,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,HONEST,1.481
NATIONAL YELLOW,11.0,88.0,47.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,NOVOTE,MOSTLGL,SAME,APP/FAV,NO,,DEMOCRAT,RURAL,SOMCOL/ASSOC,ELSE,AFEWAMONTH,LESS15K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,18-24,DEMOCRAT,18-24,OTHER,,,ISSUES,ECON/JOBS,GOODJUDGMENT,1.295
NATIONAL YELLOW,11.0,88.0,48.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,EDUCATION,COMPLEXISSUE,NO,PEROT,ALWYSILL,SAME,DIS/UNFAV,NO,,INDEPEND,RURAL,NOHS,NONE,NEVER,15-30K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,25-29,IND/OTHER,25-29,NONE,,,ISSUES,EDUCATION,COMPLEXISSUE,1.196
NATIONAL YELLOW,11.0,88.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,OMITS,SMCITY/RURAL,OMITS,HONEST,YES,OTHER,MOSTILL,BETTER,DIS/UNFAV,YES,,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,OMITS,HONEST,1.381
NATIONAL GREY,11.0,88.0,50.0,THIRD CALL,45-49,BLACK,MALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,RURAL,HSGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/SOUTH,45-59,40-49,REPUBLICAN,40-49,,ONLYBUSH,ONLYGORE,,,,1.0230000000000001
NATIONAL GREY,11.0,88.0,51.0,THIRD CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,,,,,,,,DEMOCRAT,RURAL,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,OMITS,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,DEMOCRAT,40-49,,ONLYBUSH,ONLYGORE,,,,1.229
NATIONAL GREY,11.0,88.0,52.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,,,SMCITY/RURAL,,,,,,,,,,,RURAL,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,NORTH/SOUTH,45-59,50-59,,50-64,,OMITS,OMITS,,,,1.481
NATIONAL GREY,11.0,88.0,53.0,THIRD CALL,40-44,WHITE,MALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,,,,,,,,ELSE,RURAL,HSGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,40-49,IND/OTHER,40-49,,BOTH,BOTH,,,,1.229
NATIONAL GREY,11.0,88.0,54.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,,,,,,,,REPUBLCN,RURAL,POSTGRAD,,,30-50K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,REPUBLICAN,30-39,,ONLYBUSH,OMITS,,,,1.381
NATIONAL GREY,11.0,88.0,55.0,THIRD CALL,18-24,WHITE,MALE,GORE,MILLER,,,,,SMCITY/RURAL,,,,,,,,,,DEMOCRAT,RURAL,HSGRAD,,,75-100K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/SOUTH,18-29,18-24,DEMOCRAT,18-24,,BOTH,BOTH,,,,1.3860000000000001
NATIONAL GREY,11.0,88.0,56.0,THIRD CALL,30-39,WHITE,MALE,BUSH,MATTINGLY,,,,,SMCITY/RURAL,,,,,,,,,,ELSE,RURAL,HSGRAD,,,15-30K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,NORTH/SOUTH,30-44,30-39,IND/OTHER,30-39,,NEITHER,BOTH,,,,1.229
