VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,WORK,ROBB,PARTYID,UNFAIRVA,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TIMEVAS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL WHITE,47.0,116.0,2.0,FIRST CALL,50-59,WHITE,MALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,DOLE,BETTER,APP/UNFAV,YES,,INDEPEND,,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,0.682
NATIONAL WHITE,47.0,116.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,PERSONALQUAL,,,0.7030000000000001
NATIONAL WHITE,47.0,116.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,,REPUBLCN,,50-500K,COLGRAD,ELSE,AFEWAMONTH,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,30-39,REPUBLICAN,30-39,OTHER,,,ISSUES,,,0.682
NATIONAL YELLOW,47.0,116.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUCHANAN,ROBB,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,PEROT,BETTER,DIS/UNFAV,YES,,INDEPEND,,50-500K,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,ISSUES,WORLDAFFAIRS,HONEST,0.882
NATIONAL YELLOW,47.0,116.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ALLEN,APPROVE,FAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,,INDEPEND,,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,30-39,IND/OTHER,30-39,OTHER,,,ISSUES,ECON/JOBS,STRONGLEADER,0.71
NATIONAL YELLOW,47.0,116.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,CARES,YES,DOLE,BETTER,APP/UNFAV,YES,,INDEPEND,,50-500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,TAXES,CARES,0.7030000000000001
NATIONAL YELLOW,47.0,116.0,8.0,FIRST CALL,75+,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,OMITS,OMITS,NO,CLINTON,SAME,APP/FAV,NO,,DEMOCRAT,,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,ISSUES,OMITS,OMITS,0.64
NATIONAL GREY,47.0,116.0,9.0,FIRST CALL,75+,WHITE,MALE,BUSH,ROBB,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,,50-500K,COLGRAD,,,OVER100K,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,,BOTH,BOTH,,,,0.669
NATIONAL GREY,47.0,116.0,10.0,FIRST CALL,60-64,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,INDEPEND,,50-500K,POSTGRAD,,,50-75K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,50-64,,BOTH,BOTH,,,,0.649
NATIONAL GREY,47.0,116.0,11.0,FIRST CALL,75+,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,,50-500K,COLGRAD,,,50-75K,,,CONSERV,65+,OMITS,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,,ONLYBUSH,ONLYGORE,,,,0.649
NATIONAL GREY,47.0,116.0,12.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,ROBB,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,,50-500K,POSTGRAD,,,75-100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,40-49,DEMOCRAT,40-49,,ONLYGORE,BOTH,,,,0.6890000000000001
NATIONAL PINK,47.0,116.0,13.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,YES,,,,YES,,REPUBLCN,,50-500K,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,0.7030000000000001
NATIONAL PINK,47.0,116.0,14.0,FIRST CALL,50-59,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,NO,,,,YES,,REPUBLCN,,50-500K,,PROTESTANT,,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,,,,0.7030000000000001
NATIONAL PINK,47.0,116.0,15.0,FIRST CALL,75+,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,NO,,,,YES,,REPUBLCN,,50-500K,,PROTESTANT,,50-75K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,,,,0.649
NATIONAL PINK,47.0,116.0,16.0,FIRST CALL,30-39,WHITE,MALE,GORE,ALLEN,,,,,CITYOVER50K,,,NO,,,,YES,,,,50-500K,,,,,,,,18-64,,,NATIONAL,NOTCOMPLETE,WST/SHENANDO,30-44,30-39,,30-39,,,,,,,0.662
NATIONAL WHITE,47.0,116.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,YES,NOVOTE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,PERSONALQUAL,,,0.626
NATIONAL WHITE,47.0,116.0,18.0,SECOND CALL,40-44,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,YES,DOLE,SAME,DIS/UNFAV,YES,,REPUBLCN,,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,,,0.7030000000000001
NATIONAL WHITE,47.0,116.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,ROBB,APPROVE,FAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,OMITS,NO,CLINTON,SAME,APP/FAV,YES,,INDEPEND,,50-500K,POSTGRAD,JEWISH,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,JEWISH,,,ISSUES,,,0.723
NATIONAL WHITE,47.0,116.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,,REPUBLCN,,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,CATHOLIC,,,ISSUES,,,0.656
NATIONAL WHITE,47.0,116.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,SAME,DIS/UNFAV,YES,,REPUBLCN,,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.7030000000000001
NATIONAL YELLOW,47.0,116.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/UNFAV,YES,,INDEPEND,,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,ISSUES,ECON/JOBS,COMPLEXISSUE,0.71
NATIONAL YELLOW,47.0,116.0,23.0,SECOND CALL,75+,WHITE,MALE,BUSH,ALLEN,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,NO,DOLE,WORSE,APP/UNFAV,NO,,INDEPEND,,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,PERSONALQUAL,TAXES,HONEST,0.649
NATIONAL YELLOW,47.0,116.0,24.0,SECOND CALL,65-74,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,,REPUBLCN,,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,,NO,YES,CONSERV,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,PERSONALQUAL,SOCIALSECUR,STRONGLEADER,0.649
NATIONAL YELLOW,47.0,116.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,SAME,DIS/UNFAV,NO,,REPUBLCN,,50-500K,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,PERSONALQUAL,WORLDAFFAIRS,STRONGLEADER,0.656
NATIONAL YELLOW,47.0,116.0,26.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,,REPUBLCN,,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,OMITS,HONEST,0.656
NATIONAL GREY,47.0,116.0,27.0,SECOND CALL,25-29,BLACK,,GORE,ALLEN,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,,50-500K,HSGRAD,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,WST/SHENANDO,18-29,25-29,REPUBLICAN,25-29,,BOTH,ONLYGORE,,,,0.401
NATIONAL GREY,47.0,116.0,28.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,,50-500K,COLGRAD,,,75-100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,50-64,,ONLYBUSH,ONLYGORE,,,,0.656
NATIONAL GREY,47.0,116.0,29.0,SECOND CALL,75+,WHITE,MALE,BUSH,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,,50-500K,COLGRAD,,,75-100K,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,DEMOCRAT,65+,,ONLYBUSH,BOTH,,,,0.659
NATIONAL GREY,47.0,116.0,30.0,SECOND CALL,30-39,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,INDEPEND,,50-500K,SOMCOL/ASSOC,,,50-75K,,,CONSERV,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,30-39,IND/OTHER,30-39,,BOTH,NEITHER,,,,0.7030000000000001
NATIONAL GREY,47.0,116.0,31.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,,50-500K,HSGRAD,,,OVER100K,,,CONSERV,65+,CUTFEDINCTAX,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,REPUBLICAN,65+,,ONLYBUSH,BOTH,,,,0.656
NATIONAL PINK,47.0,116.0,32.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,ROBB,,,,,CITYOVER50K,,,NO,,,,YES,,INDEPEND,,50-500K,,OTHERCHRIST,,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,0.6890000000000001
NATIONAL PINK,47.0,116.0,33.0,SECOND CALL,45-49,WHITE,MALE,GORE,ROBB,,,,,CITYOVER50K,,,NO,,,,YES,,DEMOCRAT,,50-500K,,PROTESTANT,,,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,,,,0.682
NATIONAL PINK,47.0,116.0,34.0,SECOND CALL,75+,WHITE,FEMALE,GORE,ROBB,,,,,CITYOVER50K,,,NO,,,,NO,,INDEPEND,,50-500K,,CATHOLIC,,,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,65+,CATHOLIC,,,,,,0.64
NATIONAL PINK,47.0,116.0,35.0,SECOND CALL,75+,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,NO,,,,NO,,INDEPEND,,50-500K,,PROTESTANT,,OVER100K,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,,,,0.649
NATIONAL PINK,47.0,116.0,36.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ALLEN,,,,,CITYOVER50K,,,NO,,,,NO,,INDEPEND,,50-500K,,PROTESTANT,,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,,,,0.71
NATIONAL WHITE,47.0,116.0,37.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,ROBB,APPROVE,OMITS,GORE,OMITS,CITYOVER50K,HEALTHCARE,CARES,NO,DOLE,SAME,OMITS,YES,,INDEPEND,,50-500K,COLGRAD,ELSE,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,50-64,OTHER,,,ISSUES,,,0.64
NATIONAL WHITE,47.0,116.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,WORLDAFFAIRS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,YES,,REPUBLCN,,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,PERSONALQUAL,,,0.7030000000000001
NATIONAL YELLOW,47.0,116.0,39.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,NOVOTE,SAME,APP/FAV,YES,,INDEPEND,,50-500K,SOMCOL/ASSOC,NONE,NEVER,LESS15K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,18-29,18-24,IND/OTHER,18-24,NONE,,,ISSUES,EDUCATION,GOODJUDGMENT,0.61
NATIONAL YELLOW,47.0,116.0,40.0,THIRD CALL,75+,WHITE,MALE,NADER,ROBB,DISAPPR,UNFAVORABLE,GORE,LESS,CITYOVER50K,MEDICARE/RX,LIKEABLE,YES,OTHER,WORSE,DIS/UNFAV,NO,,INDEPEND,,50-500K,COLGRAD,ELSE,MORETHAN1AWK,OVER100K,NO,YES,LIBERAL,65+,,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,65+,OTHER,,,ISSUES,MEDICARE/RX,LIKEABLE,1.047
NATIONAL GREY,47.0,116.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,INDEPEND,,50-500K,COLGRAD,,,50-75K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,WST/SHENANDO,60+,60+,IND/OTHER,50-64,,BOTH,ONLYGORE,,,,0.656
NATIONAL GREY,47.0,116.0,42.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,,50-500K,SOMCOL/ASSOC,,,75-100K,,,CONSERV,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,WST/SHENANDO,18-29,18-24,REPUBLICAN,18-24,,BOTH,NEITHER,,,,0.619
NATIONAL PINK,47.0,116.0,43.0,THIRD CALL,45-49,WHITE,MALE,GORE,ROBB,,,,,CITYOVER50K,,,NO,,,,YES,,INDEPEND,,50-500K,,PROTESTANT,,30-50K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,WST/SHENANDO,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,0.682
NATIONAL PINK,47.0,116.0,44.0,THIRD CALL,65-74,WHITE,MALE,BUSH,ALLEN,,,,,CITYOVER50K,,,NO,,,,,,,,50-500K,,,,,,,,65+,,,NATIONAL,NOTCOMPLETE,WST/SHENANDO,60+,60+,,65+,,,,,,,0.649
STATE ONLY,47.0,119.0,1.0,FIRST CALL,75+,WHITE,MALE,BUSH,ALLEN,OMITS,OMITS,OMITS,LESS,CITYOVER50K,ECON/JOBS,HONEST,NO,OMITS,OMITS,,,TOOOFTEN,,OMITS,50-500K,,,OMITS,,,,,65+,OMITS,BEFORE,STATE,NOTCOMPLETE,NORFOLKAREA,60+,60+,,65+,,OMITS,OMITS,OMITS,,,1.028
STATE ONLY,47.0,119.0,2.0,FIRST CALL,65-74,,MALE,BUSH,ALLEN,OMITS,OMITS,OMITS,LESS,CITYOVER50K,SOCIALSECUR,STRONGLEADER,OMITS,OMITS,OMITS,,,RIGHTAMT,,OMITS,50-500K,,,OMITS,,,,,65+,OMITS,BEFORE,STATE,NOTCOMPLETE,NORFOLKAREA,60+,60+,,65+,,OMITS,OMITS,OMITS,,,1.028
STATE ONLY,47.0,119.0,3.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,SAME,APP/FAV,YES,OMITS,INDEPEND,NEITHERDID,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,NORFOLKAREA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.909
STATE ONLY,47.0,119.0,4.0,FIRST CALL,25-29,WHITE,MALE,GORE,ROBB,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,APP/UNFAV,YES,RIGHTAMT,INDEPEND,BOTHDID,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,LAST.MONTH,STATE,COMPLETE,NORFOLKAREA,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.9520000000000001
STATE ONLY,47.0,119.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,ROBB,OMITS,OMITS,OMITS,LESS,CITYOVER50K,TAXES,OMITS,NO,OMITS,OMITS,,,RIGHTAMT,,BOTHDID,50-500K,,,OMITS,,,,,18-64,OMITS,BEFORE,STATE,NOTCOMPLETE,NORFOLKAREA,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,1.002
STATE ONLY,47.0,119.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,OMITS,APP/FAV,YES,RIGHTAMT,DEMOCRAT,BOTHDID,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,BEFORE,STATE,COMPLETE,NORFOLKAREA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.839
STATE ONLY,47.0,119.0,7.0,FIRST CALL,25-29,BLACK,MALE,NADER,,APPROVE,FAVORABLE,OMITS,LESS,CITYOVER50K,EDUCATION,HONEST,NO,NOVOTE,SAME,APP/FAV,YES,RIGHTAMT,INDEPEND,BOTHDID,50-500K,HSGRAD,ELSE,AFEWAYEAR,15-30K,NO,NO,,18-64,OTHRPROGRAMS,BEFORE,STATE,COMPLETE,NORFOLKAREA,18-29,25-29,IND/OTHER,25-29,OTHER,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.624
STATE ONLY,47.0,119.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,HONEST,NO,DOLE,SAME,DIS/UNFAV,YES,TOOOFTEN,INDEPEND,BOTHDID,50-500K,SOMCOL/ASSOC,PROTESTANT,NEVER,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,NORFOLKAREA,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,0.973
STATE ONLY,47.0,119.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,STRONGLEADER,YES,DOLE,WORSE,DIS/UNFAV,YES,TOOOFTEN,REPUBLCN,OMITS,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,NORFOLKAREA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.973
STATE ONLY,47.0,119.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,EDUCATION,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,TOOOFTEN,REPUBLCN,NEITHERDID,50-500K,COLGRAD,CATHOLIC,NEVER,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BEFORE,STATE,COMPLETE,NORFOLKAREA,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,1.077
STATE ONLY,47.0,119.0,11.0,FIRST CALL,40-44,BLACK,,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,OMITS,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,NEITHERDID,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,,18-64,SOCIALSECURI,LAST.3DAYS,STATE,COMPLETE,NORFOLKAREA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.909
STATE ONLY,47.0,119.0,12.0,FIRST CALL,75+,WHITE,FEMALE,GORE,ROBB,OMITS,OMITS,OMITS,MORE,CITYOVER50K,MEDICARE/RX,GOODJUDGMENT,YES,OMITS,OMITS,,,RIGHTAMT,,ALLENDID,50-500K,,,OMITS,,,,,65+,OMITS,BEFORE,STATE,NOTCOMPLETE,NORFOLKAREA,60+,60+,,65+,,OMITS,OMITS,OMITS,,,0.867
STATE ONLY,47.0,119.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,ALLEN,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,OMITS,HONEST,YES,DOLE,WORSE,DIS/UNFAV,NO,TOOOFTEN,ELSE,BOTHDID,50-500K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,LAST.MONTH,STATE,COMPLETE,NORFOLKAREA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.973
STATE ONLY,47.0,119.0,14.0,SECOND CALL,30-39,BLACK,MALE,GORE,ROBB,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,OMITS,OMITS,NO,CLINTON,BETTER,APP/FAV,YES,RIGHTAMT,DEMOCRAT,ALLENDID,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,BEFORE,STATE,COMPLETE,NORFOLKAREA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.931
