ID,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,CUBAN3,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOV,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,HOU,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QRACEAK,QRACEHI,QTYPE,RACE,RACEAI,RACEAK,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEN,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4,WEIGHT
69807.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,Call 2,15.0,,,,,No,,,No,,,,Is fair to most Americans,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,,,,4.0,The Republican candidate,Government is doing too many things better left to businesses and individuals,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,,Better than life today,,Legal,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,97.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,Gotten better,,,South,,,,No,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,,No,,,,,,,,0.814898788928986
69781.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 2,11.0,,,,,Yes,,,No,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,,,,,4.0,The Republican candidate,Government is doing too many things better left to businesses and individuals,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,Worse than life today,,Illegal,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,110.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,White,,Gotten worse,,,South,,,,No,,Female,White women,,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.643184185028076
69763.0,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,Call 2,22.0,,,,,No,,,"Yes, other Hispanic",,,,Is fair to most Americans,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,,,,,,5.0,The Republican candidate,Government should do more to solve problems,,,,The Republican candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,,,Worse than life today,,Legal,,,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,,,Moderate,86.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,Stayed about the same,,,South,,,,Yes,,Female,Latino women,,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.612284362316132
69761.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,Yes,Call 2,15.0,Yes,Only cell phone service,,No,,,,"Yes, Cuban",Approve,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Not too closely,Somewhat or not too closely,,No,4.0,The Republican candidate,,Yes,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,Yes,No,,,,,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Yes,Yes,Conservative,97.0,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,Version 5,,Non-white,No,All others,,,No,,,,0.695132613182068
67630.0,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 1,42.0,,,,,No,,,,,,,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,,,,,5.0,The Republican candidate,Government is doing too many things better left to businesses and individuals,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Worse than life today,,Illegal,,,,,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,61.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,Stayed about the same,,,West,,,,No,,Male,White men,,Suburbs,Suburbs,English,California,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.7451251745224
69721.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 2,11.0,Yes,Both regular land-line and cell phone service,,Yes,,,,No,Disapprove,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Somewhat closely,Somewhat or not too closely,,No,4.0,The Republican candidate,,No,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,Yes,Yes,,,,,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Yes,Yes,Conservative,110.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,,,Male,White men,,Suburbs,Suburbs,English,Florida,,Strongly support,Support,Election day exit poll,,,,,,,Version 5,,White Catholics,No,All others,,,No,,,,0.692280352115631
67595.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,Yes,Call 1,22.0,Yes,Both regular land-line and cell phone service,,No,,,,,Disapprove,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Extremely closely,Extremely or very closely,,No,2.0,The Republican candidate,,No,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Yes,Omit,Conservative,109.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,,,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,California,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,Version 5,,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,,0.816177666187286
69701.0,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,Call 2,15.0,,,,,,,,No,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,4.0,The Republican candidate,,,Went too far,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Moderate,97.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,,,,,,,Version 2,,,No,,Yes,Working women,,,Working women,Working women,0.757106602191925
67551.0,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Once a week,Weekly,Catholic/Attend weekly,Complete,,,No,Call 1,42.0,,,No,,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Worse,,,,,5.0,The Republican candidate,,,,The Republican candidate,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",,,,,No,,All others,,Yes,,,,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others,,,Conservative,61.0,Independent/Something else,Conservative Republicans,Other,Asian,,,National questionnaire,Asian,Asian,,,,,West,Catholic,Catholic,,,,Female,All other races,Married women,Suburbs,Suburbs,English,California,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,Non-white,No,All others,,,No,,,,0.715508222579956
69657.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 2,11.0,Yes,Only cell phone service,,No,,,,No,Disapprove,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Very closely,Extremely or very closely,,No,4.0,The Republican candidate,,Yes,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,Yes,No,,,,,,,,,,,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,No,Yes,Moderate,110.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Female,White women,,Suburbs,Suburbs,English,Florida,Tea Party supporter and not born-again,Somewhat support,Support,Election day exit poll,,,,,,,Version 5,,White Protestants,No,All others,,,No,White Protestant non-evangelical,,,0.643184185028076
69653.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Very closely,Extremely or very closely,,Call 2,22.0,,,,,,Disapprove,Somewhat disapprove,No,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,5.0,The Republican candidate,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Foreign policy,,,,,,,,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,86.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,White,,,,,South,,,,,,Female,White women,,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,No,,No,,,,,,,,0.612284362316132
69591.0,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,Yes,Call 2,11.0,,,No,,,,,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,,,,4.0,The Republican candidate,,,,The Republican candidate,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,All others,,Yes,,,,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,110.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,,0.692280352115631
69580.0,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,,,Call 2,5.0,,,,,No,,,,,,,Is fair to most Americans,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,,,,2.0,The Republican candidate,Government is doing too many things better left to businesses and individuals,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,About the same,,Legal,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,Gotten worse,,,East,,,,Yes,,Female,White women,,Suburbs,Suburbs,,Connecticut,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.64155524969101
69572.0,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,No,Call 2,22.0,,,No,,,,,No,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse,,,,,5.0,The Republican candidate,,,,The Republican candidate,The Republican candidate,,,,,,,,,,,,,,,All others,,No,,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,86.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,,,Male,White men,Non married men,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,,,,Never,Only some of the time or never,No,Version 3,,White Catholics,No,All others,,,No,All others,,,0.659021854400635
69512.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 2,5.0,,,,,,,,,,Getting worse,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,To express opposition to Barack Obama,,2.0,The Republican candidate,,,Went too far,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,,,No,,,,Yes,Poor,Not so good or poor,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,,Male,White men,Married men,Suburbs,Suburbs,,Connecticut,,,,Election day exit poll,,,,,,,Version 2,,,No,,No,Non-working men,,,All others,Non-working men,0.653699576854706
69500.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Very closely,Extremely or very closely,,Call 2,22.0,,,,,,Disapprove,Strongly disapprove,No,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,5.0,The Republican candidate,,,,,The Republican candidate,,,,,,,,,Approve,Foreign policy,,,,,,,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Moderate,86.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,,,,South,,,,,,Male,White men,,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,No,,No,,,,,,,,0.659021854400635
69482.0,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 2,4.0,,,,,No,,,,,,,Is fair to most Americans,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,,,,,1.0,The Republican candidate,Government is doing too many things better left to businesses and individuals,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Worse than life today,,Illegal,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Moderate,85.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,Gotten worse,,,East,,,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",,Connecticut,,,,Election day exit poll,,,Seriously off on the wrong track,,,,Version 4,,,No,,,,,,,,0.844256222248077
65338.0,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 1,2.0,Yes,Only cell phone service,,Yes,,,,,Disapprove,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Extremely closely,Extremely or very closely,,No,2.0,The Republican candidate,,No,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,Yes,No,No,,,,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,No,Yes,Conservative,75.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,White,,,,,West,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Arizona,Neither,Somewhat oppose,Oppose,Election day exit poll,,,,,,,Version 5,,White Protestants,No,All others,,,No,White Protestant non-evangelical,,,0.527502417564392
69407.0,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,All others,Complete,,,No,Call 2,11.0,,,No,,,,,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,,,,,4.0,The Republican candidate,,,,The Republican candidate,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,,,All others,,Yes,,,,,,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Moderate,110.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,White Protestants,No,All others,,,No,White Protestant non-evangelical,,,0.643184185028076
69398.0,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,No,Call 2,2.0,Yes,Both regular land-line and cell phone service,,Yes,,,,,Disapprove,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Very closely,Extremely or very closely,,No,3.0,The Republican candidate,,No,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Omit,Omit,Conservative,101.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,,,East,Catholic,Catholic,Catholic,,,Female,White women,,Suburbs,Suburbs,,Connecticut,,Omit,Omit,Election day exit poll,,,,,,,Version 5,,White Catholics,No,All others,,,No,All others,,,0.738724172115326
69262.0,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,Call 2,15.0,,,,,,,,"Yes, other Hispanic",,Getting worse,Worse,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,To express opposition to Barack Obama,,4.0,The Republican candidate,,,Went too far,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,,,,,,Yes,Poor,Not so good or poor,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,,,Conservative,97.0,Moderate/Liberal Republicans,Conservative Independents,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",South,,,,,,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,,,,,,,Version 2,,,No,,Yes,Working women,,,Working women,Working women,0.64583420753479
69205.0,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,All others,Complete,,,No,Call 2,5.0,,,No,,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,,,,2.0,The Republican candidate,,,,It depends,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Moderate,10.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,White,,,,,East,None,None,None,,,Female,White women,Non married women,Suburbs,Suburbs,,Connecticut,,,,Election day exit poll,,,,Never,Only some of the time or never,No,Version 3,,White none,No,All others,,,No,All others,,,0.64155524969101
69145.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,Call 2,5.0,,,,,,,,,,Getting worse,Worse,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,To express opposition to Barack Obama,,2.0,The Republican candidate,,,Went too far,,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Illegal immigration,,,No,,,,No,Poor,Not so good or poor,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",East,,,,,,Female,White women,Non married women,Suburbs,Suburbs,,Connecticut,,,,Election day exit poll,,,,,,,Version 2,,,No,,No,Non-working women,,,All others,Non-working women,0.630377948284149
69113.0,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,Yes,Call 2,15.0,Yes,Only cell phone service,,Yes,,,,No,Approve,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Not too closely,Somewhat or not too closely,,No,4.0,The Republican candidate,,No,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,Yes,No,,,,,,,,,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Yes,Yes,Conservative,97.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,,,,,,Version 5,,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,,0.64583420753479
69070.0,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Extremely closely,Extremely or very closely,,Call 2,5.0,,,,,,Disapprove,Somewhat disapprove,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,,,2.0,The Republican candidate,,,,,The Republican candidate,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Disapprove,The economy,,,No,,,,,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Conservative,10.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,White,,,,,East,,,,,,Female,White women,,Suburbs,Suburbs,,Connecticut,,,,Election day exit poll,Very worried,Very or somewhat worried,,,,,Version 1,No,,No,,,,,,,,0.630377948284149
69008.0,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week,Weekly,All others,Complete,,,Yes,Call 2,15.0,,,Yes,,,,,No,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better,,,,,4.0,The Republican candidate,,,,The Republican candidate,The Republican candidate,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,,,,Married with children,,Yes,,,,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Conservative,97.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,White Protestants,No,White Born-again/Evangelical Christians,,,Yes,White Protestant evangelical,,,0.64583420753479
