ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENSC10,GOVSC10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,STIMULUS,TEAPARTY,TEAREASG,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,RPRIM2012,REP2012P,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
887947.0,South Carolina,95.0,Call 2,Complete,Election day exit poll,0.856561720371246,Jim DeMint,Vincent Sheheen,Female,Black,45-49,Something else,Moderate,,,No,Yes,,I dislike the other candidate,Favorable,Favorable,,,Better,Barack Obama was not a factor,Enthusiastic,,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,No,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,,,,,,,,,,Positive,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
902506.0,South Carolina,1.0,Call 3,Complete,Election day exit poll,0.663212180137634,Jim DeMint,Nikki Haley,Female,Black,30-39,Independent,Conservative,,Some college/assoc. degree,No,Yes,,Omit,Unfavorable,Favorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,In favor of the Tea Party movement,Obama,Yes,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,All others,,Mitt Romney,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29841.0
887385.0,South Carolina,95.0,Call 2,Complete,Election day exit poll,1.05004179477692,Jim DeMint,Vincent Sheheen,Female,White,65 or over,Independent,Moderate,,High school graduate,No,No,,I strongly favor my candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,Enthusiastic,,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Mitt Romney,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
886563.0,South Carolina,1.0,Call 2,Complete,Election day exit poll,0.771360039710999,Jim DeMint,Nikki Haley,Male,Black,25-29,Independent,Conservative,,College graduate,No,Yes,,I like my candidate but with reservations,Unfavorable,Unfavorable,,,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,In favor of the Tea Party movement,Obama,Yes,Black male,Black men,18-29,18-29,18-44,18-29,25-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,All others,,Mitt Romney,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29841.0
886441.0,South Carolina,1.0,Call 2,Complete,Election day exit poll,0.755489468574524,Jim DeMint,Nikki Haley,Male,White,45-49,Democrat,Moderate,,High school graduate,No,No,,I strongly favor my candidate,Unfavorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29841.0
901258.0,South Carolina,95.0,Call 3,Complete,Election day exit poll,0.740791976451874,Tom Clements,Vincent Sheheen,Female,Black,40-44,Something else,Conservative,,College graduate,No,Yes,,Omit,Favorable,Unfavorable,,,Better,To express support for Barack Obama,Omit,,,,,,,Made no difference,,Omit,Obama,Yes,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Omit,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
901209.0,South Carolina,52.0,Call 3,Complete,Election day exit poll,1.18352317810059,Tom Clements,Vincent Sheheen,Male,Other,45-49,Something else,Moderate,,College graduate,No,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,,,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Made no difference,,The Tea Party movement was not a factor,Obama,Yes,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Other,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
888196.0,South Carolina,95.0,Call 2,Complete,Election day exit poll,0.520964741706848,Tom Clements,Other,Female,Black,30-39,Democrat,Conservative,,Some college/assoc. degree,No,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,Against the Tea Party movement,Obama,Yes,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
887273.0,South Carolina,95.0,Call 2,Complete,Election day exit poll,0.0,Other,Vincent Sheheen,Female,Black,65 or over,Democrat,Moderate,,College graduate,No,Yes,,I like my candidate but with reservations,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Made no difference,,Against the Tea Party movement,Obama,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
902029.0,South Carolina,1.0,Call 3,Complete,Election day exit poll,0.767570436000824,Alvin Greene,Vincent Sheheen,Female,Black,18-24,Democrat,Liberal,,High school graduate,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Omit,,The Tea Party movement was not a factor,Obama,No,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,All others,,Omit,Omit,All others,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29841.0
901320.0,South Carolina,95.0,Call 3,Complete,Election day exit poll,0.951828002929688,Jim DeMint,Vincent Sheheen,Female,Black,18-24,Democrat,Moderate,,Some college/assoc. degree,No,Yes,,I dislike the other candidate,Favorable,Unfavorable,,,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Omit,,The Tea Party movement was not a factor,Obama,No,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,All others,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
904379.0,South Carolina,77.0,Call 3,Complete,Election day exit poll,1.1576589345932,Jim DeMint,Vincent Sheheen,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,Yes,,I like my candidate but with reservations,Favorable,Favorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Helped the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Someone else,Someone else,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29169.0
904596.0,South Carolina,26.0,Call 3,Complete,Election day exit poll,1.20737719535828,Jim DeMint,Nikki Haley,Male,Black,18-24,Republican,Moderate,,College graduate,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Better,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Helped the economy,,In favor of the Tea Party movement,McCain,Yes,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Republican,Republican Men,All others,Moderate/Liberal Republicans,Black,,,,All others,,Sarah Palin,Sarah Palin,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
887232.0,South Carolina,26.0,Call 2,Complete,Election day exit poll,0.879514515399933,,Nikki Haley,Female,White,65 or over,Republican,Conservative,,High school graduate,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Mike Huckabee,Mike Huckabee,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
886068.0,South Carolina,52.0,Call 2,Complete,Election day exit poll,0.965283513069153,Alvin Greene,Vincent Sheheen,Male,White,30-39,Democrat,Conservative,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Favorable,Unfavorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,White Born-again/Evangelical Christians,,Newt Gingrich,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
887430.0,South Carolina,77.0,Call 2,Complete,Election day exit poll,1.24581229686737,Jim DeMint,Vincent Sheheen,Female,White,65 or over,Republican,Conservative,,College graduate,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Sarah Palin,Sarah Palin,,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29169.0
901374.0,South Carolina,95.0,Call 3,Complete,Election day exit poll,1.09903478622437,Jim DeMint,Vincent Sheheen,Male,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,Yes,,I like my candidate but with reservations,Unfavorable,Favorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,White Born-again/Evangelical Christians,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0
904476.0,South Carolina,77.0,Call 3,Complete,Election day exit poll,1.10605251789093,Jim DeMint,Vincent Sheheen,Female,White,30-39,Republican,Conservative,,College graduate,No,Yes,,I like my candidate but with reservations,Unfavorable,Favorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Mike Huckabee,Mike Huckabee,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29169.0
903961.0,South Carolina,26.0,Call 3,Complete,Election day exit poll,1.12982034683228,Jim DeMint,Nikki Haley,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Newt Gingrich,Newt Gingrich,Working women,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
904735.0,South Carolina,77.0,Call 3,Complete,Election day exit poll,1.13756465911865,Jim DeMint,Nikki Haley,Female,White,30-39,Republican,Moderate,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,White Born-again/Evangelical Christians,,Sarah Palin,Sarah Palin,Working women,State questionnaire,Suburbs,Suburbs,2.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29169.0
866619.0,South Carolina,1.0,Call 1,Complete,Election day exit poll,0.755489468574524,Jim DeMint,Nikki Haley,Male,White,30-39,Republican,Conservative,,High school graduate,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Mitt Romney,Mitt Romney,All others,State questionnaire,Suburbs,Suburbs,3.0,2.0,South,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,29841.0
904239.0,South Carolina,26.0,Call 3,Complete,Election day exit poll,1.18253564834595,Jim DeMint,Nikki Haley,Male,White,50-59,Republican,Conservative,,High school graduate,No,,,I like my candidate but with reservations,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,Omit,Omit,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
888442.0,South Carolina,26.0,Call 2,Complete,Election day exit poll,1.18253564834595,Jim DeMint,Nikki Haley,Male,White,50-59,Republican,Conservative,,No high school diploma,,No,,I dislike the other candidate,Unfavorable,Favorable,,,Better,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,Mitt Romney,Mitt Romney,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
888137.0,South Carolina,26.0,Call 2,Complete,Election day exit poll,1.33195972442627,Jim DeMint,Nikki Haley,Male,Hispanic,60-64,Republican,Conservative,,Postgraduate study,Yes,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Non black male,Latino men,45-65,60+,45+,60+,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Republican,Republican Men,All others,Conservative Republicans,White,,,,All others,,Sarah Palin,Sarah Palin,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
887979.0,South Carolina,26.0,Call 2,Complete,Election day exit poll,1.27258336544037,Jim DeMint,Nikki Haley,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Better,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Newt Gingrich,Newt Gingrich,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
887812.0,South Carolina,26.0,Call 2,Complete,Election day exit poll,1.12982034683228,Jim DeMint,Nikki Haley,Female,White,50-59,Republican,Moderate,,College graduate,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,Against the Tea Party movement,McCain,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,White Born-again/Evangelical Christians,,Mike Huckabee,Mike Huckabee,Working women,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
887655.0,South Carolina,26.0,Call 2,Complete,Election day exit poll,1.12982034683228,Jim DeMint,Nikki Haley,Female,White,50-59,Republican,Moderate,,High school graduate,No,Yes,,I like my candidate but with reservations,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,No,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,White Born-again/Evangelical Christians,,Sarah Palin,Sarah Palin,All others,State questionnaire,Suburbs,Suburbs,5.0,1.0,South,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,29702.0
901871.0,South Carolina,52.0,Call 3,Complete,Election day exit poll,0.898651897907257,Jim DeMint,Nikki Haley,Female,Black,40-44,Republican,Conservative,,Postgraduate study,No,Yes,,I like my candidate but with reservations,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Republican,Republican Women,All others,Conservative Republicans,Black,,,,All others,,Sarah Palin,Sarah Palin,Working women,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
901816.0,South Carolina,52.0,Call 3,Complete,Election day exit poll,1.02368748188019,Jim DeMint,Nikki Haley,Male,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Sarah Palin,Sarah Palin,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
901430.0,South Carolina,52.0,Call 3,Complete,Election day exit poll,1.10163927078247,Jim DeMint,Nikki Haley,Female,White,65 or over,Republican,Conservative,,,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Mitt Romney,Mitt Romney,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
886825.0,South Carolina,52.0,Call 2,Complete,Election day exit poll,1.10163927078247,Jim DeMint,Nikki Haley,Female,White,60-64,Republican,Moderate,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,Omit,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,Yes,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,White Born-again/Evangelical Christians,,Mike Huckabee,Mike Huckabee,Working women,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
886591.0,South Carolina,52.0,Call 2,Complete,Election day exit poll,1.02368748188019,Jim DeMint,Nikki Haley,Male,White,30-39,Democrat,Conservative,,Some college/assoc. degree,No,Yes,,I like my candidate but with reservations,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,White Born-again/Evangelical Christians,,Someone else,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
901147.0,South Carolina,52.0,Call 3,Complete,Election day exit poll,1.1530396938324,Jim DeMint,Nikki Haley,Male,White,65 or over,Republican,Conservative,,High school graduate,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Mike Huckabee,Mike Huckabee,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
886396.0,South Carolina,52.0,Call 2,Complete,Election day exit poll,0.978053390979767,Jim DeMint,Nikki Haley,Female,White,45-49,Republican,Conservative,,Postgraduate study,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,In favor of the Tea Party movement,McCain,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Sarah Palin,Sarah Palin,,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
866924.0,South Carolina,52.0,Call 1,Complete,Election day exit poll,1.02368748188019,Jim DeMint,Nikki Haley,Male,White,30-39,Republican,Conservative,,College graduate,No,No,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,Mitt Romney,Mitt Romney,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
886292.0,South Carolina,52.0,Call 2,Complete,Election day exit poll,1.1530396938324,Jim DeMint,Nikki Haley,Male,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,Yes,,I strongly favor my candidate,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,,Hurt the economy,,The Tea Party movement was not a factor,McCain,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,White Born-again/Evangelical Christians,,Mitt Romney,Non-Republicans,All others,State questionnaire,Suburbs,Suburbs,4.0,1.0,South,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,29651.0
