ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNV10,GOVNV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRNV10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRREID,UNFAIRANGLE,WHNCLINC,XTEAPARTYID,ANGLECNSRV,OUTSIDER,REIDJOB,REIDTOOLONG,FORECLOSE2,REIDJOB2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
860494.0,Nevada,50001.0,,Complete,Telephone survey,1.20000004768372,Sharron Angle,Rory Reid,Female,White,65 or over,Independent,Conservative,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,Illegal immigration,,Very worried,Somewhat disapprove,,,Omit,,Omit,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Omit,Omit,Omit,,,Yes,,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
902531.0,Nevada,101.0,Call 2,Complete,Election day exit poll,0.330000013113022,,Rory Reid,Female,Black,40-44,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,Omit,The economy,,Very worried,Somewhat approve,,,Neutral,,Before that,,,No,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Democrats,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very downscale
916477.0,Nevada,2.0,Call 3,Complete,Election day exit poll,0.349999994039536,Harry Reid,Brian Sandoval,Male,White,30-39,,,,College graduate,,,,,,,,,Omit,Omit,The economy,,Omit,Somewhat approve,,,Somewhat oppose,,Before that,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,The economy,Omit,Approve,,,,,White,Oppose,Before that,In the last month or earlier,,,,,,Omit,,,,,State questionnaire,,"Cities 50,000-500,000","Cities over 50,000",2.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
884156.0,Nevada,97.0,Call 1,Complete,Election day exit poll,0.610000014305115,Harry Reid,Brian Sandoval,Male,White,18-24,Independent,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Somewhat worried,Somewhat disapprove,,,Strongly oppose,,Before that,,,No,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,Before that,In the last month or earlier,,,Yes,Non-Tea Party supporters and Independents/Something else,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
903185.0,Nevada,54.0,Call 2,Complete,Election day exit poll,0.46000000834465,Harry Reid,Brian Sandoval,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Somewhat worried,Somewhat disapprove,,,Neutral,,Before that,,,Yes,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,Before that,In the last month or earlier,,,Yes,Non-Tea Party supporters and Democrats,,An insider who knows how to get things done,,,,,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very downscale
902595.0,Nevada,2.0,Call 2,Complete,Election day exit poll,0.439999997615814,Harry Reid,Brian Sandoval,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",No high school diploma,No,,,,,,,,Government should do more to solve problems,Omit,Omit,,Very worried,Somewhat approve,,,Neutral,,Before that,,,No,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Omit,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,,,Yes,Non-Tea Party supporters and Independents/Something else,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
860568.0,Nevada,50007.0,,Complete,Telephone survey,5.1399998664856,Harry Reid,Brian Sandoval,Male,White,45-49,Democrat,Moderate,"$200,000 or more",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Somewhat worried,Somewhat approve,,,Neutral,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Democrats,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
860533.0,Nevada,50007.0,,Complete,Telephone survey,1.01999998092651,Harry Reid,Brian Sandoval,Female,,65 or over,Independent,Moderate,"Under $30,000",High school graduate,,,,,,,,,Omit,Omit,The economy,,Not too worried,Strongly approve,,,Strongly oppose,,Before that,,,No,,,,65+,60+,45+,60+,65+,,No college degree,High school graduate or less,,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,,,The economy,Not worried,Approve,Independent/Something else,Independent Women,,Independents/Something else,,Oppose,Before that,In the last month or earlier,,,,Non-Tea Party supporters and Independents/Something else,,An insider who knows how to get things done,,,,,State questionnaire,,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
860476.0,Nevada,50001.0,,Complete,Telephone survey,2.05999994277954,Harry Reid,Brian Sandoval,Female,White,65 or over,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Somewhat worried,Somewhat disapprove,,,Neutral,,In the last week,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Republicans,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
860402.0,Nevada,50007.0,,Complete,Telephone survey,3.41000008583069,Harry Reid,Brian Sandoval,Male,Other,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,,,,,,,Omit,Omit,The economy,,Not too worried,Somewhat disapprove,,,Somewhat support,,Before that,,,Yes,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,Not worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale
860375.0,Nevada,50003.0,,Complete,Telephone survey,4.94999980926514,Harry Reid,Brian Sandoval,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,,,,,,,,Omit,Omit,The economy,,Somewhat worried,Somewhat disapprove,,,Neutral,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,Before that,In the last month or earlier,,,,Non-Tea Party supporters and Republicans,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale
887517.0,Nevada,84.0,Call 1,Complete,Election day exit poll,0.629999995231628,Sharron Angle,Brian Sandoval,Female,White,25-29,Republican,,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Very worried,Strongly disapprove,,,Neutral,,In the last month,,,No,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,,White,Neutral,In the last month,In the last month or earlier,,,No,Non-Tea Party supporters and Republicans,,Omit,,,,,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very upscale
860514.0,Nevada,50007.0,,Complete,Telephone survey,1.85000002384186,Sharron Angle,Brian Sandoval,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Very worried,Strongly disapprove,,,Somewhat support,,Before that,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,,,Yes,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
917086.0,Nevada,28.0,Call 3,Complete,Election day exit poll,0.400000005960464,Sharron Angle,Brian Sandoval,Female,White,30-39,Republican,,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Omit,Illegal immigration,,Very worried,Somewhat disapprove,,,Neutral,,In the last three days,,,No,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Republicans,,Omit,,,,,State questionnaire,English,Suburbs,Suburbs,2.0,2.0,West,Version 1,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale
916243.0,Nevada,43.0,Call 3,Complete,Election day exit poll,0.540000021457672,Sharron Angle,Brian Sandoval,Female,White,65 or over,Independent,Liberal,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Very worried,Somewhat approve,,,Neutral,,In the last three days,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,In the last month,In the last week,,,Yes,Non-Tea Party supporters and Independents/Something else,,Omit,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
885158.0,Nevada,110.0,Call 1,Complete,Election day exit poll,0.5,Sharron Angle,Brian Sandoval,Male,White,65 or over,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Somewhat worried,Somewhat approve,,,Neutral,,In the last three days,,,No,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Republicans,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Low Density Rural,Urban,Urban Core,Very upscale
885037.0,Nevada,17.0,Call 1,Complete,Election day exit poll,0.389999985694885,Sharron Angle,Brian Sandoval,Female,White,30-39,Republican,,,College graduate,No,,,,,,,,Omit,Omit,The economy,,Somewhat worried,Strongly disapprove,,,Omit,,Before that,,,No,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,,White,Omit,Before that,In the last month or earlier,,,,,,Omit,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
905123.0,Nevada,50.0,Call 2,Complete,Election day exit poll,0.529999971389771,Sharron Angle,Brian Sandoval,Female,White,65 or over,Republican,Liberal,"$200,000 or more",,No,,,,,,,,Government should do more to solve problems,Omit,Omit,,Very worried,Strongly disapprove,,,Strongly support,,In the last three days,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Omit,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,In the last month,In the last week,,,,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
884777.0,Nevada,49.0,Call 1,Complete,Election day exit poll,0.400000005960464,Sharron Angle,Brian Sandoval,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The war in Afghanistan,,Not at all worried,Strongly disapprove,,,Omit,,In the last three days,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Omit,In the last month,In the last week,,,No,,,Omit,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
860448.0,Nevada,50007.0,,Complete,Telephone survey,3.59999990463257,Sharron Angle,Brian Sandoval,Female,Asian,,Republican,,"$50,000-$74,999",College graduate,No,,,,,,,,Omit,Omit,Illegal immigration,,Not at all worried,Strongly disapprove,,,Omit,,Before that,,,No,,Non black female,All other races,,,,,,,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Something else,Not worried,Disapprove,Republican,Republican Women,All others,,Asian,Omit,Before that,In the last month or earlier,,,No,,,Omit,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
860397.0,Nevada,50003.0,,Complete,Telephone survey,2.3199999332428,Sharron Angle,Brian Sandoval,Female,White,60-64,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,Illegal immigration,,Somewhat worried,Strongly approve,,,Somewhat support,,In the last week,,,No,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,In the last month,In the last week,,,Yes,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Downscale
900429.0,Nevada,97.0,Call 2,Complete,Election day exit poll,0.540000021457672,Sharron Angle,Brian Sandoval,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,Government should do more to solve problems,Omit,The economy,,Very worried,Strongly disapprove,,,Neutral,,In the last three days,,,No,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Republicans,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
885399.0,Nevada,2.0,Call 1,Complete,Election day exit poll,0.319999992847443,,Brian Sandoval,Female,White,65 or over,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,Illegal immigration,,Somewhat worried,Strongly disapprove,,,Neutral,,Before that,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,Before that,In the last month or earlier,,,Yes,Non-Tea Party supporters and Republicans,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale
903214.0,Nevada,36.0,Call 2,Complete,Election day exit poll,0.349999994039536,,Brian Sandoval,Female,White,45-49,Something else,,"$30,000-$49,999",High school graduate,No,,,,,,,,Government should do more to solve problems,Omit,The economy,,Very worried,Strongly disapprove,,,Strongly oppose,,Omit,,,Yes,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,Omit,Omit,,,Yes,Non-Tea Party supporters and Independents/Something else,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Upscale
860622.0,Nevada,50003.0,,Complete,Telephone survey,0.28999999165535,Sharron Angle,,Female,White,65 or over,Independent,Moderate,"Under $30,000",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,Omit,,Very worried,Strongly disapprove,,,Neutral,,Before that,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Omit,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
917926.0,Nevada,54.0,Call 3,Complete,Election day exit poll,0.200000002980232,Scott Ashjian,,Female,White,30-39,,,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Omit,Omit,Omit,,Somewhat worried,Somewhat disapprove,,,Somewhat support,,Before that,,,Yes,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Omit,Worried,Disapprove,,,,,White,Support,Before that,In the last month or earlier,,,Yes,,,Omit,,,,,State questionnaire,English,Suburbs,Suburbs,1.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very downscale
916760.0,Nevada,45.0,Call 3,Complete,Election day exit poll,0.209999993443489,,,Female,White,50-59,Democrat,,,,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,,Very worried,Omit,,,Omit,,Before that,,,Yes,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,,,,,,,,,,The economy,Worried,Omit,Democrat,Democratic Women,White Democrats,,White,Omit,Before that,In the last month or earlier,,,,,,Omit,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
902177.0,Nevada,41.0,Call 2,Complete,Election day exit poll,0.200000002980232,,,Male,White,30-39,Something else,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,Government should do more to solve problems,Omit,Illegal immigration,,Very worried,Strongly disapprove,,,Somewhat support,,In the last month,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,High Density Urban,80s Suburbs,Urban Perimeter,Very downscale
902141.0,Nevada,40.0,Call 2,Complete,Election day exit poll,0.230000004172325,,,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Omit,The economy,,Somewhat worried,Somewhat approve,,,Strongly oppose,,In the last month,,,No,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,In the last month,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
