ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,COALHH,GUNOWNER,MANCHJOB,MANCHJOB2,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
906070.0,West Virginia,46.0,Call 3,Complete,Election day exit poll,0.997678935527802,Joe Manchin,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Expand it,Health care,Very worried,Somewhat approve,,Understands the needs of people like me,,Strongly oppose,Before that,,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
872830.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,1.03866386413574,Joe Manchin,Male,Other,45-49,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Expand it,The economy,Not too worried,Somewhat approve,,Is not too extreme,,Neutral,Before that,,,Yes,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Neutral,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
873273.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,0.771579921245575,John Raese,Female,White,45-49,Republican,Conservative,,College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,Somewhat worried,Somewhat disapprove,,Understands the needs of people like me,,Neutral,Before that,,,Yes,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,Before that,In the last month or earlier,,,Non-Tea Party supporters and Republicans,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888073.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.523315966129303,Jesse Johnson,Male,White,45-49,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,,Understands the needs of people like me,,Strongly oppose,In the last month,,,No,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,In the last month,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
889235.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.997678935527802,Joe Manchin,Female,White,30-39,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat disapprove,,Understands the needs of people like me,,Strongly oppose,In the last month,,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Oppose,In the last month,In the last month or earlier,No,,Non-Tea Party supporters and Republicans,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888949.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,1.03866386413574,Joe Manchin,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Understands the needs of people like me,,Somewhat oppose,Before that,,,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888562.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.905815899372101,Joe Manchin,Female,Black,40-44,Democrat,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Strongly approve,,Understands the needs of people like me,,Somewhat oppose,Before that,,,No,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888684.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.997678935527802,Joe Manchin,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Understands the needs of people like me,,Strongly oppose,Before that,,,Yes,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
872629.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,1.04702138900757,Joe Manchin,Female,Black,65 or over,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Somewhat worried,Strongly approve,,Understands the needs of people like me,,Strongly oppose,Before that,,,Yes,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
872616.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,1.04702138900757,Joe Manchin,Female,Black,65 or over,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Somewhat worried,Strongly approve,,Understands the needs of people like me,,Strongly oppose,Before that,,,Yes,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888465.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,1.2005786895752,Joe Manchin,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat disapprove,,Has the right experience,,Strongly oppose,Before that,,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
906163.0,West Virginia,46.0,Call 3,Complete,Election day exit poll,1.03866386413574,Joe Manchin,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Not too worried,Somewhat approve,,Understands the needs of people like me,,Somewhat support,In the last three days,,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last week,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
889112.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,1.2005786895752,Joe Manchin,Male,White,65 or over,Democrat,Moderate,"Under $30,000",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,,Understands the needs of people like me,,Strongly oppose,Before that,,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
873679.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,0.771579921245575,John Raese,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Omit,Leave it as is,The economy,Somewhat worried,Omit,,Can bring needed change,,Neutral,In the last week,,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Omit,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,In the last month,In the last week,No,,Non-Tea Party supporters and Independents/Something else,No,,,,Working women,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
906338.0,West Virginia,46.0,Call 3,Complete,Election day exit poll,0.509088575839996,Jesse Johnson,Male,White,18-24,Independent,Moderate,"$200,000 or more",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly approve,,Can bring needed change,,Strongly oppose,In the last week,,,No,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,In the last month,In the last week,No,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
889474.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,1.2005786895752,Joe Manchin,Male,White,65 or over,Independent,Conservative,"$100,000-$199,999",Postgraduate study,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Somewhat worried,Strongly disapprove,,Has the right experience,,Neutral,Before that,,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
872919.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,1.03866386413574,Joe Manchin,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,,Understands the needs of people like me,,Neutral,In the last three days,,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,In the last month,In the last week,No,,Non-Tea Party supporters and Republicans,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
872406.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,1.2005786895752,Joe Manchin,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Not too worried,Somewhat disapprove,,Has the right experience,,Neutral,Before that,,,No,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
905856.0,West Virginia,46.0,Call 3,Complete,Election day exit poll,1.2005786895752,Joe Manchin,Male,White,60-64,Democrat,Moderate,,Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Is not too extreme,,Strongly oppose,In the last month,,,Yes,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,In the last month,In the last month or earlier,,,Non-Tea Party supporters and Democrats,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888271.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.803276598453522,John Raese,Male,White,45-49,Independent,Conservative,"$50,000-$74,999",Postgraduate study,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,Somewhat worried,Somewhat disapprove,,Can bring needed change,,Neutral,In the last week,,,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last week,No,,Non-Tea Party supporters and Independents/Something else,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888173.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.891859650611877,John Raese,Female,White,65 or over,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Strongly support,Before that,,,No,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
873549.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,0.803276598453522,John Raese,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,,Can bring needed change,,Somewhat support,In the last week,,,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,In the last month,In the last week,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
873381.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,0.928497493267059,John Raese,Male,White,65 or over,Republican,Conservative,"$75,000-$99,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,,Understands the needs of people like me,,Neutral,Before that,,,Yes,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,Before that,In the last month or earlier,No,,Non-Tea Party supporters and Republicans,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
873181.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,0.750603020191193,John Raese,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Is not too extreme,,Strongly support,Before that,,,No,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,Yes,,Tea Party supporters,Yes,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
888348.0,West Virginia,46.0,Call 2,Complete,Election day exit poll,0.928497493267059,John Raese,Male,White,65 or over,Independent,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Understands the needs of people like me,,Strongly support,In the last week,,,No,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last week,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
873457.0,West Virginia,46.0,Call 1,Complete,Election day exit poll,0.928497493267059,John Raese,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Strongly support,In the last three days,,,Yes,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last week,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
905605.0,West Virginia,46.0,Call 3,Complete,Election day exit poll,0.803276598453522,John Raese,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,,Can bring needed change,,Strongly support,Before that,,,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,No,,Tea Party supporters,No,,,,All others,State questionnaire,Suburbs,Suburbs,2.0,4.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
890089.0,West Virginia,56.0,Call 2,Complete,Election day exit poll,0.768850445747375,John Raese,Male,White,50-59,Democrat,Conservative,,High school graduate,,Yes,I like my candidate but with reservations,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Republican Party,,,Yes,Didn't vote,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,White Born-again/Evangelical Christians,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
909439.0,West Virginia,56.0,Call 3,Complete,Election day exit poll,0.481123447418213,Jesse Johnson,Female,White,50-59,Democrat,Moderate,,High school graduate,No,Yes,I like my candidate but with reservations,Favorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,,,,,,Cutting taxes,,Does not matter to me,,,No,Didn't vote,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,White Born-again/Evangelical Christians,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
889765.0,West Virginia,56.0,Call 2,Complete,Election day exit poll,0.967121779918671,Joe Manchin,Male,White,18-24,Independent,Conservative,,High school graduate,No,Yes,I dislike the other candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Cutting taxes,,The Democratic Party,,,No,Didn't vote,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,White Born-again/Evangelical Christians,,,No,Somewhat disapprove,Disapprove,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
910529.0,West Virginia,56.0,Call 3,Complete,Election day exit poll,0.994149684906006,Joe Manchin,Male,White,50-59,Democrat,Moderate,,High school graduate,No,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,,,,,,Spending to create jobs,,The Democratic Party,,,Yes,Other,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Somewhat approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
874833.0,West Virginia,56.0,Call 1,Complete,Election day exit poll,0.853637099266052,John Raese,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,I dislike the other candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Republican Party,,,,Other,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,All others,,,Yes,Somewhat disapprove,Disapprove,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
909600.0,West Virginia,56.0,Call 3,Complete,Election day exit poll,0.853637099266052,John Raese,Female,White,65 or over,Republican,Moderate,,High school graduate,No,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Cutting taxes,,The Republican Party,,,No,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,All others,,,Yes,Somewhat disapprove,Disapprove,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
874098.0,West Virginia,56.0,Call 1,Complete,Election day exit poll,0.888704717159271,John Raese,Male,White,65 or over,Independent,Conservative,,High school graduate,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,The Republican Party,,,No,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,White Born-again/Evangelical Christians,,,Yes,Strongly approve,Approve,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,25302.0
