ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENFL10,GOVFL10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,CUBAN3,CHILD,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,STIMULUS,TEAPARTY,TEAREAS,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,@2WAYSENFL,DECLINE10,DESCRIBG10,MARRIED,FORECLOSE2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
906287.0,Florida,75.0,Call 3,Complete,Election day exit poll,0.879999995231628,Charlie Crist,Alex Sink,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,Expand it,,,,,Spending to create jobs,,,Helped the economy,Strongly oppose,,,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",22.0,5.0,South,Version 3,High Density Urban,Urban,Urban Core,Upscale
905718.0,Florida,38.0,Call 3,Complete,Election day exit poll,0.550000011920929,Charlie Crist,Alex Sink,Male,Hispanic,30-39,Democrat,Liberal,,Postgraduate study,"Yes, Cuban",,,,,,,,,,Expand it,,,,,Spending to create jobs,,,Made no difference,Neutral,,,Seriously off on the wrong track,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Hispanic/Latino,,Neutral,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",11.0,3.0,South,Version 3,High Density Urban,Urban,Urban Core,Very upscale
905059.0,Florida,43.0,Call 3,Complete,Election day exit poll,0.790000021457672,Charlie Crist,Alex Sink,Female,White,18-24,Democrat,Liberal,,Some college/assoc. degree,No,,,,,,,,,,Expand it,,,,,Spending to create jobs,,,Helped the economy,Strongly oppose,,,Generally going in the right direction,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",11.0,3.0,South,Version 3,Suburb,Urban,Urban Core,Very downscale
872976.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.670000016689301,Charlie Crist,Rick Scott,Male,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,,Expand it,,,,,Spending to create jobs,,,Helped the economy,Neutral,,,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,Neutral,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",15.0,2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
872913.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.579999983310699,Charlie Crist,Other,Female,White,40-44,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,Expand it,,,,,Spending to create jobs,,,Made no difference,Somewhat oppose,,,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",15.0,2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale
871449.0,Florida,4.0,Call 1,Complete,Election day exit poll,1.98000001907349,Kendrick Meek,Alex Sink,Female,Black,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,,Omit,,,,,Spending to create jobs,,,Helped the economy,Strongly oppose,,,Generally going in the right direction,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,Oppose,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,1.0,South,Version 3,Suburb,Urban,Urban Core,Very upscale
904821.0,Florida,43.0,Call 3,Complete,Election day exit poll,0.449999988079071,Kendrick Meek,Alex Sink,Female,Black,50-59,Democrat,,,Some college/assoc. degree,No,,,,,,,,,,Omit,,,,,Spending to create jobs,,,Helped the economy,Neutral,,,Generally going in the right direction,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,Democrat,Democratic Women,Non White Democrats,,Black,,Neutral,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",11.0,3.0,South,Version 3,Suburb,Urban,Urban Core,Very downscale
905583.0,Florida,57.0,Call 3,Complete,Election day exit poll,1.13999998569489,Kendrick Meek,Alex Sink,Male,Hispanic,30-39,Democrat,Moderate,,Some college/assoc. degree,"Yes, other Hispanic",,I dislike the other candidates,Omit,Omit,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,30-39,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,4.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
859919.0,Florida,50078.0,,Complete,Telephone survey,2.39000010490417,Marco Rubio,Rick Scott,Female,White,30-39,,Liberal,,College graduate,No,,I dislike the other candidates,Omit,Omit,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,Does not matter to me,,,The Tea Party movement was not a factor,,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,,,,,White,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",16.0,4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
860007.0,Florida,50047.0,,Complete,Telephone survey,1.54999995231628,Kendrick Meek,Alex Sink,Female,White,65 or over,Democrat,Liberal,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Omit,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",10.0,3.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale
887957.0,Florida,90.0,Call 2,Complete,Election day exit poll,0.230000004172325,Kendrick Meek,Alex Sink,Female,Black,50-59,Democrat,Moderate,,High school graduate,No,,I strongly favor my candidate,Favorable,Omit,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",12.0,2.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
859951.0,Florida,50021.0,,Complete,Telephone survey,2.98000001907349,Charlie Crist,Alex Sink,Male,White,65 or over,Democrat,Moderate,,Postgraduate study,No,,I like my candidate but with reservations,Favorable,Omit,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,2.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
860068.0,Florida,50063.0,,Complete,Telephone survey,2.16000008583069,Kendrick Meek,Alex Sink,Male,White,45-49,Democrat,Liberal,,High school graduate,No,,I strongly favor my candidate,Unfavorable,Unfavorable,Better,,Barack Obama was not a factor,Angry,,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",13.0,4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
873058.0,Florida,84.0,Call 1,Complete,Election day exit poll,0.439999997615814,Kendrick Meek,Alex Sink,Female,Other,30-39,Independent,Moderate,,Some college/assoc. degree,No,,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,Does not matter to me,,,The Tea Party movement was not a factor,,,Obama,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Other,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",10.0,3.0,South,Version 2,High Density Urban,Urban,Urban Core,Upscale
887255.0,Florida,55.0,Call 2,Complete,Election day exit poll,0.829999983310699,Charlie Crist,Alex Sink,Female,White,60-64,Independent,Liberal,,High school graduate,No,,I strongly favor my candidate,Unfavorable,Unfavorable,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,Omit,,,The Tea Party movement was not a factor,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
872434.0,Florida,39.0,Call 1,Complete,Election day exit poll,1.69000005722046,Charlie Crist,Alex Sink,Male,Hispanic,50-59,Independent,Conservative,,Some college/assoc. degree,"Yes, other Hispanic",,I strongly favor my candidate,Unfavorable,Unfavorable,About the same,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",11.0,3.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
859943.0,Florida,50047.0,,Complete,Telephone survey,2.25999999046326,Charlie Crist,Alex Sink,Female,White,65 or over,Democrat,Liberal,,Some college/assoc. degree,No,,I dislike the other candidates,Unfavorable,Unfavorable,Worse,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",10.0,3.0,South,Version 2,High Density Urban,Urban,Urban Core,Downscale
873408.0,Florida,78.0,Call 1,Complete,Election day exit poll,0.0,,Alex Sink,Female,Black,50-59,Democrat,Moderate,,Postgraduate study,,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,,"Cities 50,000-500,000","Cities over 50,000",19.0,5.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
875507.0,Florida,29.0,Call 1,Complete,Election day exit poll,0.370000004768372,Kendrick Meek,Alex Sink,Female,Black,40-44,Democrat,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",25.0,5.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale
860122.0,Florida,50047.0,,Complete,Telephone survey,1.54999995231628,Kendrick Meek,Alex Sink,Male,White,60-64,Democrat,Liberal,,College graduate,No,,I dislike the other candidates,Favorable,Unfavorable,Better,,To express support for Barack Obama,Angry,,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",10.0,3.0,South,Version 2,High Density Urban,Urban,Urban Core,Upscale
860065.0,Florida,50025.0,,Complete,Telephone survey,1.44000005722046,Kendrick Meek,Alex Sink,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,1.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale
860043.0,Florida,50010.0,,Complete,Telephone survey,1.50999999046326,Kendrick Meek,Alex Sink,Male,Black,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,1.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
908600.0,Florida,29.0,Call 3,Complete,Election day exit poll,0.409999996423721,Kendrick Meek,Alex Sink,Male,Black,30-39,Democrat,Moderate,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",25.0,5.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale
859963.0,Florida,50047.0,,Complete,Telephone survey,1.62000000476837,Kendrick Meek,Alex Sink,Male,Black,65 or over,Independent,Moderate,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",10.0,3.0,South,Version 2,High Density Urban,Urban,Urban Core,Very downscale
908496.0,Florida,29.0,Call 3,Complete,Election day exit poll,0.370000004768372,Kendrick Meek,Alex Sink,Female,Black,45-49,Democrat,Moderate,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",25.0,5.0,South,Version 2,High Density Urban,Urban,Urban Core,Very upscale
874026.0,Florida,78.0,Call 1,Complete,Election day exit poll,0.730000019073486,Kendrick Meek,Alex Sink,Female,Black,30-39,Democrat,Conservative,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",19.0,5.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
873870.0,Florida,57.0,Call 1,Complete,Election day exit poll,1.23000001907349,Kendrick Meek,Alex Sink,Female,White,25-29,Independent,Moderate,,Some college/assoc. degree,No,,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,4.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
903030.0,Florida,58.0,Call 3,Complete,Election day exit poll,0.509999990463257,Kendrick Meek,Alex Sink,Male,Black,18-24,Democrat,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
873859.0,Florida,78.0,Call 1,Complete,Election day exit poll,0.769999980926514,Kendrick Meek,Alex Sink,Male,Other,60-64,Independent,Conservative,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black male,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Other,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",19.0,5.0,South,Version 2,Suburb,Urban,Urban Core,Upscale
871549.0,Florida,58.0,Call 1,Complete,Election day exit poll,0.469999998807907,Kendrick Meek,Alex Sink,Female,White,25-29,Democrat,Liberal,,College graduate,No,,I like my candidate but with reservations,Favorable,Unfavorable,Better,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
872408.0,Florida,90.0,Call 1,Complete,Election day exit poll,0.25,Kendrick Meek,Alex Sink,Male,Black,30-39,Democrat,Moderate,,College graduate,No,,I dislike the other candidates,Favorable,Unfavorable,Worse,,To express support for Barack Obama,Angry,,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",12.0,2.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
902577.0,Florida,11.0,Call 3,Complete,Election day exit poll,0.349999994039536,Kendrick Meek,Alex Sink,Female,Black,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",23.0,5.0,South,Version 2,High Density Urban,Urban,Urban Core,Very downscale
875154.0,Florida,55.0,Call 1,Complete,Election day exit poll,0.740000009536743,Kendrick Meek,Alex Sink,Female,White,45-49,Democrat,Liberal,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale
902437.0,Florida,11.0,Call 3,Complete,Election day exit poll,0.449999988079071,Kendrick Meek,Alex Sink,Male,Black,18-24,Democrat,Conservative,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",23.0,5.0,South,Version 2,High Density Urban,Urban,Urban Core,Very downscale
902279.0,Florida,11.0,Call 3,Complete,Election day exit poll,0.409999996423721,Kendrick Meek,Alex Sink,Female,Black,25-29,Democrat,Liberal,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,,Barack Obama was not a factor,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,Against the Tea Party movement,,,Obama,Black female,Black women,18-29,18-29,18-44,18-29,25-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",23.0,5.0,South,Version 2,High Density Urban,Urban,Urban Core,Very downscale
872577.0,Florida,90.0,Call 1,Complete,Election day exit poll,0.25,Kendrick Meek,Alex Sink,Male,Black,50-59,Democrat,Conservative,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,Yes,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",12.0,2.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
872520.0,Florida,90.0,Call 1,Complete,Election day exit poll,0.219999998807907,Kendrick Meek,Alex Sink,Female,Black,60-64,Democrat,Moderate,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,,To express support for Barack Obama,Enthusiastic,,,,,,,Spending to create jobs,,The Democratic Party,,,The Tea Party movement was not a factor,,,Obama,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,,,,No,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",12.0,2.0,South,Version 2,Suburb,Urban,Urban Core,Very downscale
