ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENPA10,GOVPA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,PRINCIPLES,SAMESEXM,SPECTOOM,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
871000.0,Pennsylvania,74.0,Call 1,Complete,Election day exit poll,1.13279604911804,Pat Toomey,Tom Corbett,Male,White,60-64,Republican,Moderate,"$100,000-$199,999",College graduate,No,No,,,,,,,Omit,Expand it,,The economy,No,Somewhat worried,Strongly disapprove,,,,,Strongly support,,In the last week,,Yes,,Yes,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,Do not have children,Support,In the last month,In the last week,No,Tea Party supporters,,,,All others,State questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
887902.0,Pennsylvania,47.0,Call 2,Complete,Election day exit poll,0.771060883998871,Pat Toomey,Tom Corbett,Female,White,30-39,Republican,Conservative,"Under $30,000",No high school diploma,No,Yes,,,,,,,Government should do more to solve problems,Expand it,,The economy,Yes,Very worried,Strongly disapprove,,,,,Neutral,,In the last week,,No,,No,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Non-Tea Party supporters and Moms,Neutral,In the last month,In the last week,Yes,Non-Tea Party supporters and Republicans,,,,All others,State questionnaire,Suburbs,Suburbs,17.0,4.0,East,Version 1,Town,60s Suburbs,Urban Perimeter,Very downscale
911292.0,Pennsylvania,83.0,Call 3,Complete,Election day exit poll,1.03784024715424,Pat Toomey,Tom Corbett,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,,The economy,Yes,Very worried,Strongly disapprove,,,,,Neutral,,Before that,,No,,Yes,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,Non-Tea Party supporters and Moms,Neutral,Before that,In the last month or earlier,No,Non-Tea Party supporters and Republicans,,,,Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,3.0,East,Version 1,High Density Urban,Urban,Urban Core,Upscale
911214.0,Pennsylvania,74.0,Call 3,Complete,Election day exit poll,1.01170992851257,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Moderate,"$100,000-$199,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Expand it,,The economy,No,Somewhat worried,Strongly disapprove,,,,,Neutral,,Before that,,No,,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,Do not have children,Neutral,Before that,In the last month or earlier,No,Non-Tea Party supporters and Republicans,,,,All others,State questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
871656.0,Pennsylvania,89.0,Call 1,Complete,Election day exit poll,0.606391131877899,Pat Toomey,Tom Corbett,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",College graduate,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,,The economy,Yes,Very worried,Strongly disapprove,,,,,Somewhat support,,In the last month,,Yes,,Yes,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,Do not have children,Support,In the last month,In the last month or earlier,No,Tea Party supporters,,,,All others,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale
890272.0,Pennsylvania,83.0,Call 2,Complete,Election day exit poll,1.07633364200592,Pat Toomey,Tom Corbett,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,,The economy,No,Very worried,Strongly disapprove,,,,,Strongly support,,Before that,,No,,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,Do not have children,Support,Before that,In the last month or earlier,No,Tea Party supporters,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,3.0,East,Version 1,High Density Urban,Urban,Urban Core,Upscale
889772.0,Pennsylvania,106.0,Call 2,Complete,Election day exit poll,0.81082820892334,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,,,,,,,Omit,Expand it,,The economy,No,Very worried,Strongly disapprove,,,,,Somewhat support,,Before that,,No,,No,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,Yes,Tea Party supporters,,,,All others,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
889234.0,Pennsylvania,15.0,Call 2,Complete,Election day exit poll,0.584537327289581,Joe Sestak,,Female,White,60-64,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,About the same,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,Yes,,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
890521.0,Pennsylvania,64.0,Call 2,Complete,Election day exit poll,0.687312602996826,Joe Sestak,,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",College graduate,No,,,,,About the same,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Positive,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,11.0,3.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Downscale
889445.0,Pennsylvania,15.0,Call 2,Complete,Election day exit poll,1.0404953956604,Joe Sestak,Dan Onorato,Male,White,18-24,Independent,Liberal,"Under $30,000",High school graduate,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,Yes,,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
889278.0,Pennsylvania,38.0,Call 2,Complete,Election day exit poll,0.799468815326691,Joe Sestak,Dan Onorato,Female,White,40-44,Independent,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
889201.0,Pennsylvania,38.0,Call 2,Complete,Election day exit poll,0.928354144096375,Joe Sestak,Dan Onorato,Male,White,60-64,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
889108.0,Pennsylvania,38.0,Call 2,Complete,Election day exit poll,0.829121053218842,Joe Sestak,Dan Onorato,Male,White,40-44,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,,,,Better,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
874450.0,Pennsylvania,49.0,Call 1,Complete,Election day exit poll,0.911123037338257,Joe Sestak,Dan Onorato,Male,Black,45-49,Independent,Liberal,"$50,000-$74,999",College graduate,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Positive,The economy,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale
874355.0,Pennsylvania,8.0,Call 1,Complete,Election day exit poll,0.945986032485962,Joe Sestak,Dan Onorato,Female,White,60-64,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,About the same,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
913169.0,Pennsylvania,49.0,Call 3,Complete,Election day exit poll,0.840175986289978,Joe Sestak,Dan Onorato,Male,Hispanic,45-49,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,About the same,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,Negative,The economy,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale
874217.0,Pennsylvania,8.0,Call 1,Complete,Election day exit poll,0.876204311847687,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,Worse,,Angry,,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
888748.0,Pennsylvania,90.0,Call 2,Complete,Election day exit poll,1.0030655860900901,Joe Sestak,Dan Onorato,Male,White,40-44,Democrat,Liberal,"Under $30,000",High school graduate,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,Yes,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 2,High Density Urban,Urban,Urban Core,Very downscale
888650.0,Pennsylvania,53.0,Call 2,Complete,Election day exit poll,1.36985218524933,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,Better,,Enthusiastic,,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
912952.0,Pennsylvania,49.0,Call 3,Complete,Election day exit poll,0.911123037338257,Joe Sestak,Dan Onorato,Male,Black,40-44,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Negative,The economy,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale
912946.0,Pennsylvania,58.0,Call 3,Complete,Election day exit poll,0.989906668663025,Joe Sestak,Dan Onorato,Female,White,18-24,Democrat,Moderate,"Under $30,000",College graduate,No,,,,,Better,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
908030.0,Pennsylvania,114.0,Call 3,Complete,Election day exit poll,0.693976879119873,Joe Sestak,Dan Onorato,Female,White,45-49,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,19.0,4.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Upscale
912882.0,Pennsylvania,58.0,Call 3,Complete,Election day exit poll,1.00723445415497,Joe Sestak,Dan Onorato,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",College graduate,No,,,,,Better,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
873964.0,Pennsylvania,8.0,Call 1,Complete,Election day exit poll,0.981072545051575,Joe Sestak,Dan Onorato,Male,White,65 or over,Democrat,Moderate,,College graduate,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 2,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
913321.0,Pennsylvania,49.0,Call 3,Complete,Election day exit poll,0.878538191318512,Joe Sestak,Dan Onorato,Female,Black,40-44,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Positive,The economy,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale
873792.0,Pennsylvania,27.0,Call 1,Complete,Election day exit poll,0.789086103439331,Joe Sestak,Dan Onorato,Female,White,45-49,Democrat,Liberal,,Postgraduate study,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 2,Suburb,,Low-Growth Suburban Perimeter,Upscale
912661.0,Pennsylvania,58.0,Call 3,Complete,Election day exit poll,0.867398023605347,Joe Sestak,Dan Onorato,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Worse,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
873644.0,Pennsylvania,27.0,Call 1,Complete,Election day exit poll,0.818353235721588,Joe Sestak,Dan Onorato,Male,White,50-59,Independent,Moderate,"$200,000 or more",No high school diploma,No,,,,,About the same,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 2,Suburb,,Low-Growth Suburban Perimeter,Upscale
912106.0,Pennsylvania,112.0,Call 3,Complete,Election day exit poll,0.976757943630219,Joe Sestak,Dan Onorato,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,,,,,Better,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,19.0,4.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
873140.0,Pennsylvania,38.0,Call 1,Complete,Election day exit poll,0.799468815326691,Joe Sestak,Dan Onorato,Female,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,,,,Worse,,Enthusiastic,,,,The economy,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Positive,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
872737.0,Pennsylvania,99.0,Call 1,Complete,Election day exit poll,2.50699090957642,Joe Sestak,Dan Onorato,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,No,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 2,High Density Urban,Urban,Urban Core,Very downscale
872698.0,Pennsylvania,99.0,Call 1,Complete,Election day exit poll,2.50699090957642,Joe Sestak,Dan Onorato,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,No,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 2,High Density Urban,Urban,Urban Core,Very downscale
892073.0,Pennsylvania,49.0,Call 2,Complete,Election day exit poll,1.02017056941986,Joe Sestak,Dan Onorato,Male,Black,65 or over,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,,,,,,Better,,Enthusiastic,,,,The economy,,,,,,,,,,,,,,,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Positive,The economy,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale
874432.0,Pennsylvania,65.0,Call 1,Complete,Election day exit poll,0.972143054008484,Joe Sestak,Dan Onorato,Male,White,65 or over,Independent,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,Better,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Negative,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,16.0,4.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
892009.0,Pennsylvania,58.0,Call 2,Complete,Election day exit poll,0.899569749832153,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,,About the same,,"Dissatisfied, but not angry",,,,The economy,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,Yes,,,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
891905.0,Pennsylvania,58.0,Call 2,Complete,Election day exit poll,0.867398023605347,Joe Sestak,Dan Onorato,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,,,,About the same,,"Satisfied, but not enthusiastic",,,,The economy,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,,No,,,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
