ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCO10,GOVCO10,COAMD63,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TEAREAS,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,DECLINE10,EXTREMEBEN,EXTREMEBUCK,HICKMAES,HICKTANC,IMMDEPORT,OBAMALIB,OUTSIDER,EXTREMECO,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
856821.0,Colorado,,,Complete,Telephone survey,0.379999995231628,,Tom Tancredo,Yes,Female,White,65 or over,Independent,,"$30,000-$49,999",Some college/assoc. degree,No,No,I like my candidate but with reservations,Unfavorable,Omit,About the same,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,Does not matter to me,Somewhat support,In favor of the Tea Party movement,Other,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Yes,All others,Tea Party supporters,"A serious, long-term decline",Omit,Yes,Would not have voted,Tom Tancredo,Deported to the country they came from,Too conservative,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very downscale,80011.0
856808.0,Colorado,,,Complete,Telephone survey,1.61000001430511,Ken Buck,Dan Maes,No,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",High school graduate,No,No,,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Cutting taxes,Has the right experience,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities over 500,000","Cities over 50,000",,1.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,80219.0
856807.0,Colorado,,,Complete,Telephone survey,0.949999988079071,Ken Buck,John Hickenlooper,Yes,Male,White,,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Somewhat worried,Somewhat approve,Reducing the budget deficit,Is not too extreme,Does not matter to me,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,,,,,,,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,A normal downturn,Omit,No,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Downscale,80916.0
856745.0,Colorado,,,Complete,Telephone survey,0.25,Michael Bennet,Did not vote,Did not vote,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",College graduate,No,Yes,I like my candidate but with reservations,Unfavorable,Favorable,Better,Barack Obama was not a factor,Omit,Government should do more to solve problems,Repeal it,Health care,Somewhat worried,Strongly disapprove,Spending to create jobs,Has the right experience,Does not matter to me,Omit,The Tea Party movement was not a factor,Other,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Omit,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Omit,No,White Born-again/Evangelical Christians,,"A serious, long-term decline",Omit,No,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too liberal,Omit,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Very downscale,81001.0
856717.0,Colorado,50021.0,,Complete,Telephone survey,0.46000000834465,Michael Bennet,,Yes,Female,White,30-39,Democrat,Liberal,,Some college/assoc. degree,No,No,Omit,Favorable,Favorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",Omit,Expand it,Health care,Somewhat worried,Strongly approve,Reducing the budget deficit,Is not too extreme,The Democratic Party,Neutral,The Tea Party movement was not a factor,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Positive,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,,All others,Non-Tea Party supporters and Democrats,"A serious, long-term decline",Omit,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,About right,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale,80015.0
856657.0,Colorado,,,Complete,Telephone survey,2.34999990463257,Ken Buck,Tom Tancredo,No,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Somewhat approve,Reducing the budget deficit,Is not too extreme,The Republican Party,Somewhat support,The Tea Party movement was not a factor,Other,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,Yes,White Born-again/Evangelical Christians,Tea Party supporters,A normal downturn,Omit,No,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",,3.0,West,Version 1,Low Density Rural,Urban,Urban Core,Downscale,80524.0
856645.0,Colorado,,,Complete,Telephone survey,0.730000019073486,Ken Buck,Tom Tancredo,No,Female,White,50-59,Republican,Liberal,"$100,000-$199,999",Postgraduate study,No,No,I like my candidate but with reservations,Omit,Omit,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",Omit,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Is not too extreme,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,Omit,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,Omit,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Downscale,80907.0
856631.0,Colorado,,,Complete,Telephone survey,1.8400000333786,Ken Buck,Tom Tancredo,Yes,Female,White,65 or over,,Moderate,,High school graduate,No,,I dislike the other candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,Angry,Government should do more to solve problems,Omit,The war in Afghanistan,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,Something else,Worried,Disapprove,,,,,White,Neutral,,All others,,A normal downturn,Omit,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Omit,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,1.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,80219.0
856606.0,Colorado,,,Complete,Telephone survey,1.0900000333786,Michael Bennet,John Hickenlooper,,Female,Hispanic,,Democrat,Liberal,,,Yes,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,Barack Obama was not a factor,Omit,Government is doing too many things better left to businesses and individuals,Omit,Health care,Not too worried,Strongly approve,Spending to create jobs,Has the right experience,The Democratic Party,Strongly oppose,Against the Tea Party movement,Obama,Non black female,Latino women,,,,,,,,,,,,,,,Omit,Something else,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,Oppose,,All others,Non-Tea Party supporters and Democrats,Omit,Omit,Omit,John Hickenlooper,John Hickenlooper,Deported to the country they came from,About right,Omit,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,West,Version 1,Low Density Rural,Urban,Urban Core,Downscale,81005.0
856603.0,Colorado,,,Complete,Telephone survey,1.75999999046326,Ken Buck,Tom Tancredo,Yes,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,I dislike the other candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Not at all worried,Omit,Omit,Omit,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Not worried,Omit,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Omit,Omit,Omit,Tom Tancredo,Deported to the country they came from,Omit,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",,3.0,West,Version 1,Suburb,Urban,Urban Core,Downscale,80916.0
856580.0,Colorado,50021.0,,Complete,Telephone survey,0.990000009536743,Ken Buck,Dan Maes,No,Male,White,30-39,Republican,Moderate,"$100,000-$199,999",College graduate,No,No,I like my candidate but with reservations,Unfavorable,Favorable,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",Omit,Repeal it,The economy,Somewhat worried,Strongly disapprove,Reducing the budget deficit,Omit,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,No,All others,Non-Tea Party supporters and Republicans,"A serious, long-term decline",Omit,No,Dan Maes,John Hickenlooper,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",6.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale,80015.0
856553.0,Colorado,,,Complete,Telephone survey,0.379999995231628,Michael Bennet,Tom Tancredo,No,Male,White,65 or over,Independent,Moderate,"Under $30,000",Postgraduate study,No,No,I dislike the other candidate,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,Reducing the budget deficit,Is not too extreme,Does not matter to me,Somewhat support,The Tea Party movement was not a factor,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,Yes,John Hickenlooper,Tom Tancredo,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Very downscale,81001.0
856532.0,Colorado,,,Complete,Telephone survey,0.119999997317791,Michael Bennet,Tom Tancredo,No,Female,White,65 or over,Independent,Conservative,"Under $30,000",No high school diploma,No,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",Omit,Leave it as is,The war in Afghanistan,Very worried,Strongly disapprove,Spending to create jobs,Understands the needs of people like me,The Republican Party,Omit,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Omit,Yes,All others,,"A serious, long-term decline",Omit,Yes,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Omit,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,3.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale,80909.0
856523.0,Colorado,,,Complete,Telephone survey,0.389999985694885,Ken Buck,Tom Tancredo,No,Female,White,65 or over,Independent,Conservative,"Under $30,000",High school graduate,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,About the same,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Not too worried,Strongly disapprove,Spending to create jobs,Can bring needed change,The Republican Party,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Not worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Omit,No,Would not have voted,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",4.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale,80538.0
856522.0,Colorado,,,Complete,Telephone survey,0.850000023841858,Ken Buck,,,Male,Hispanic,45-49,Republican,Conservative,"$30,000-$49,999",College graduate,Yes,Yes,I like my candidate but with reservations,Unfavorable,Favorable,About the same,To express support for Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Not too worried,Omit,Spending to create jobs,Has the right experience,The Republican Party,Neutral,In favor of the Tea Party movement,Didn't vote,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Negative,The economy,Not worried,Omit,Republican,Republican Men,All others,Conservative Republicans,Hispanic/Latino,Neutral,No,All others,Non-Tea Party supporters and Republicans,A normal downturn,Omit,Omit,Would not have voted,Would not have voted,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",7.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Upscale,80017.0
856514.0,Colorado,,,Complete,Telephone survey,0.200000002980232,,Tom Tancredo,No,Male,White,60-64,Independent,Moderate,"Under $30,000",High school graduate,No,No,I dislike the other candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Omit,The economy,Very worried,Somewhat approve,Spending to create jobs,Can bring needed change,Does not matter to me,Somewhat support,The Tea Party movement was not a factor,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Yes,All others,Tea Party supporters,"A serious, long-term decline",Omit,Omit,Would not have voted,Tom Tancredo,Offered a chance to apply for legal status,About right,Omit,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",4.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale,80634.0
856505.0,Colorado,,,Complete,Telephone survey,0.150000005960464,Michael Bennet,Tom Tancredo,No,Female,White,65 or over,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Favorable,Unfavorable,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Very worried,Strongly disapprove,Spending to create jobs,Can bring needed change,Does not matter to me,Neutral,The Tea Party movement was not a factor,Other,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,"A serious, long-term decline",Omit,Yes,Dan Maes,Tom Tancredo,Deported to the country they came from,Omit,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,1.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale,80210.0
856496.0,Colorado,,,Complete,Telephone survey,0.119999997317791,Ken Buck,Tom Tancredo,,Male,White,65 or over,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Reducing the budget deficit,Is not too extreme,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Yes,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Omit,No,Dan Maes,Tom Tancredo,Offered a chance to apply for legal status,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,1.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,80211.0
856436.0,Colorado,,,Complete,Telephone survey,0.270000010728836,Ken Buck,Dan Maes,No,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Is not too extreme,The Republican Party,Somewhat support,The Tea Party movement was not a factor,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,White Born-again/Evangelical Christians,Tea Party supporters,A normal downturn,Omit,No,Dan Maes,Tom Tancredo,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,3.0,West,Version 1,High Density Urban,Urban,Urban Core,Upscale,80917.0
856429.0,Colorado,,,Complete,Telephone survey,1.26999998092651,Ken Buck,Tom Tancredo,No,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",College graduate,No,No,Omit,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,In favor of the Tea Party movement,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Omit,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,All others,Tea Party supporters,A normal downturn,Omit,No,Would not have voted,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,West,Version 1,Extremely Low Density Rural,Urban,Urban Core,Downscale,81006.0
856408.0,Colorado,,,Complete,Telephone survey,0.949999988079071,Ken Buck,Tom Tancredo,No,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",College graduate,No,No,I dislike the other candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Is not too extreme,The Republican Party,Strongly support,In favor of the Tea Party movement,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,No,Would not have voted,Would not have voted,Deported to the country they came from,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",,3.0,West,Version 1,Suburb,Urban,Urban Core,Downscale,80916.0
856390.0,Colorado,,,Complete,Telephone survey,0.629999995231628,Ken Buck,Tom Tancredo,No,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",No high school diploma,No,Yes,I strongly favor my candidate,Unfavorable,Favorable,Worse,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Somewhat worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,Omit,Omit,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,Yes,White Born-again/Evangelical Christians,Tea Party supporters,"A serious, long-term decline",Omit,Yes,Omit,Tom Tancredo,Deported to the country they came from,Too liberal,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,1.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Downscale,80218.0
856343.0,Colorado,,,Complete,Telephone survey,0.259999990463257,Ken Buck,Tom Tancredo,Did not vote,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Understands the needs of people like me,The Republican Party,Strongly support,The Tea Party movement was not a factor,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,Yes,John Hickenlooper,Tom Tancredo,Offered a chance to apply for legal status,Omit,An outisder who wants to shake things up,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",4.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Upscale,80538.0
856323.0,Colorado,,,Complete,Telephone survey,0.879999995231628,Did not vote,John Hickenlooper,No,Female,White,40-44,Independent,Moderate,"$75,000-$99,999",College graduate,No,No,I strongly favor my candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat disapprove,Spending to create jobs,Understands the needs of people like me,Does not matter to me,Neutral,The Tea Party movement was not a factor,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,No,All others,Non-Tea Party supporters and Independents/Something else,"A serious, long-term decline",Omit,Yes,John Hickenlooper,John Hickenlooper,Offered a chance to apply for legal status,Too liberal,An insider who knows how to get things done,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",5.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale,80918.0
856296.0,Colorado,,,Complete,Telephone survey,0.629999995231628,Ken Buck,Tom Tancredo,No,Female,White,65 or over,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,Omit,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Omit,Can bring needed change,The Republican Party,Strongly support,The Tea Party movement was not a factor,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,All others,Tea Party supporters,"A serious, long-term decline",Omit,No,Would not have voted,Tom Tancredo,Omit,Too liberal,Omit,Omit,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,West,Version 1,Suburb,Urban,Urban Core,Very downscale,81001.0
