ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENLA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,XTEAPARTYID,FAVMELAN,FAVVITTER,HURRICANE,OILSPILL,HURRICANE2,OILSPILL2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
912898.0, Louisiana,3.0,Call 3,Complete,Election day exit poll,1.10459518432617,David Vitter,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat oppose,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Unfavorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
873227.0, Louisiana,86.0,Call 1,Complete,Election day exit poll,1.48237943649292,David Vitter,Female,Black,50-59,Democrat,Conservative,"$50,000-$74,999",College graduate,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,Obama,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Unfavorable,Favorable,A severe hardship and you have not recovered,A severe hardship and you have not recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,2.0,South,Version 1,Suburb,Rural,Rural,Downscale,70570.0
915208.0, Louisiana,63.0,Call 3,Complete,Election day exit poll,1.08794212341309,David Vitter,Male,White,65 or over,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Unfavorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,5.0,South,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,70116.0
874513.0, Louisiana,59.0,Call 1,Complete,Election day exit poll,0.990007162094116,David Vitter,Male,Black,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Black,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,6.0,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,70706.0
894188.0, Louisiana,79.0,Call 2,Complete,Election day exit poll,0.463790863752365,David Vitter,Male,White,25-29,Something else,Moderate,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,Health care,Not too worried,Somewhat disapprove,Neutral,Other,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
894187.0, Louisiana,79.0,Call 2,Complete,Election day exit poll,0.463790863752365,David Vitter,Male,White,25-29,Something else,Moderate,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,Health care,Not too worried,Somewhat disapprove,Neutral,Other,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
873189.0, Louisiana,44.0,Call 1,Complete,Election day exit poll,0.742657780647278,David Vitter,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
875521.0, Louisiana,71.0,Call 1,Complete,Election day exit poll,0.994135618209839,David Vitter,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
873185.0, Louisiana,87.0,Call 1,Complete,Election day exit poll,1.1808694601059,David Vitter,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
914012.0, Louisiana,87.0,Call 3,Complete,Election day exit poll,1.32711970806122,David Vitter,Male,White,18-24,Independent,Conservative,"$100,000-$199,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Somewhat support,McCain,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Unfavorable,Unfavorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
873846.0, Louisiana,44.0,Call 1,Complete,Election day exit poll,0.880246877670288,David Vitter,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Yes,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
915157.0, Louisiana,71.0,Call 3,Complete,Election day exit poll,1.13387644290924,David Vitter,Female,White,65 or over,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Government should do more to solve problems,Leave it as is,The economy,Very worried,Strongly disapprove,Strongly oppose,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
912258.0, Louisiana,36.0,Call 3,Complete,Election day exit poll,0.771763801574707,David Vitter,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
874428.0, Louisiana,79.0,Call 1,Complete,Election day exit poll,0.41268053650856,David Vitter,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Omit,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
894257.0, Louisiana,70.0,Call 2,Complete,Election day exit poll,1.30351686477661,David Vitter,Male,Black,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Black,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,71201.0
875428.0, Louisiana,71.0,Call 1,Complete,Election day exit poll,1.13387644290924,David Vitter,Female,White,60-64,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
871509.0, Louisiana,14.0,Call 1,Complete,Election day exit poll,1.11770617961884,David Vitter,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,2.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,70605.0
873089.0, Louisiana,3.0,Call 1,Complete,Election day exit poll,1.10459518432617,David Vitter,Female,Other,50-59,Republican,Moderate,"$75,000-$99,999",High school graduate,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,American Indian,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
873088.0, Louisiana,3.0,Call 1,Complete,Election day exit poll,1.10459518432617,David Vitter,Female,Other,50-59,Republican,Moderate,"$75,000-$99,999",High school graduate,No,Government should do more to solve problems,Expand it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,American Indian,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
914444.0, Louisiana,71.0,Call 3,Complete,Election day exit poll,1.11725890636444,David Vitter,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,Illegal immigration,Very worried,Strongly disapprove,Neutral,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
894124.0, Louisiana,79.0,Call 2,Complete,Election day exit poll,0.41268053650856,David Vitter,Male,White,50-59,Democrat,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
915073.0, Louisiana,71.0,Call 3,Complete,Election day exit poll,1.1783150434494,David Vitter,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Somewhat disapprove,Somewhat support,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Favorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
912739.0, Louisiana,79.0,Call 3,Complete,Election day exit poll,0.41268053650856,David Vitter,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,Government should do more to solve problems,Expand it,Health care,Very worried,Somewhat disapprove,Neutral,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Disapprove,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,Yes,Non-Tea Party supporters and Democrats,Favorable,Favorable,A severe hardship and you have not recovered,A severe hardship and you have not recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
873074.0, Louisiana,44.0,Call 1,Complete,Election day exit poll,0.742657780647278,David Vitter,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Somewhat support,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,2.0,4.0,South,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very downscale,70094.0
873068.0, Louisiana,87.0,Call 1,Complete,Election day exit poll,1.13633453845978,David Vitter,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Strongly support,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,7.0,2.0,South,Version 1,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,70584.0
912726.0, Louisiana,36.0,Call 3,Complete,Election day exit poll,0.834635615348816,David Vitter,Female,White,18-24,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,Health care,Very worried,Strongly disapprove,Neutral,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Unfavorable,Favorable,A severe hardship and you have not recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
875380.0, Louisiana,71.0,Call 1,Complete,Election day exit poll,1.16104626655579,David Vitter,Male,White,18-24,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Government should do more to solve problems,Repeal it,The economy,Somewhat worried,Somewhat disapprove,Neutral,McCain,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Favorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
894086.0, Louisiana,71.0,Call 2,Complete,Election day exit poll,1.1783150434494,David Vitter,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,Government should do more to solve problems,Repeal it,Health care,Very worried,Strongly disapprove,Somewhat support,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
894085.0, Louisiana,71.0,Call 2,Complete,Election day exit poll,1.1783150434494,David Vitter,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,Government should do more to solve problems,Repeal it,Health care,Very worried,Strongly disapprove,Somewhat support,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
873724.0, Louisiana,70.0,Call 1,Complete,Election day exit poll,1.09894323348999,David Vitter,Female,White,18-24,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Neutral,McCain,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,No,Non-Tea Party supporters and Republicans,Unfavorable,Favorable,A severe hardship but you have recovered,A severe hardship but you have recovered,Caused a severe hardship,Caused a severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,71201.0
915027.0, Louisiana,71.0,Call 3,Complete,Election day exit poll,1.03309750556946,David Vitter,Male,Hispanic,45-49,Republican,Conservative,"$100,000-$199,999",College graduate,Yes,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71203.0
873030.0, Louisiana,3.0,Call 1,Complete,Election day exit poll,1.14788615703583,David Vitter,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,Strongly support,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Unfavorable,Favorable,No severe hardship,No severe hardship,No severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,71112.0
894070.0, Louisiana,79.0,Call 2,Complete,Election day exit poll,0.470689058303833,David Vitter,Male,White,65 or over,Republican,Liberal,"$30,000-$49,999",High school graduate,No,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,Yes,Tea Party supporters,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,Suburbs,Suburbs,3.0,4.0,South,Version 1,Suburb,70s Suburbs,Urban Perimeter,Upscale,70043.0
912682.0, Louisiana,36.0,Call 3,Complete,Election day exit poll,0.742657780647278,David Vitter,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",High school graduate,No,Government should do more to solve problems,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Neutral,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,No,Non-Tea Party supporters and Democrats,Unfavorable,Favorable,A severe hardship but you have recovered,No severe hardship,Caused a severe hardship,No severe hardship,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,4.0,South,Version 1,High Density Urban,Urban,Urban Core,Very upscale,70003.0
