ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENHI10,GOVHI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEHI,TEAPARTY3,WHNCLINC,XTEAPARTYID,LINGLE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
919972.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,1.10160028934479,Daniel Inouye,Duke Aiona,Male,Asian,25-29,Independent,Moderate,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,Yes,McCain,Non black male,All other races,18-29,18-29,18-44,18-29,25-29,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Asian,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
894699.0,Hawaii,22.0,Call 1,Complete,Election day exit poll,1.63934755325317,Daniel Inouye,Duke Aiona,Male,Other,45-49,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Government should do more to solve problems,Expand it,Health care,Not too worried,Strongly approve,Somewhat oppose,Yes,Obama,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Native Hawaiian,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
912339.0,Hawaii,24.0,Call 2,Not complete,Election day exit poll,1.20660769939423,Daniel Inouye,Duke Aiona,Female,Asian,30-39,,,,High school graduate,No,Government is doing too many things better left to businesses and individuals,,,,Somewhat disapprove,,,,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,No college degree,High school graduate or less,Non white no college degree,,,,,,,,Disapprove,,,,,Asian,,,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
896424.0,Hawaii,8.0,Call 1,Complete,Election day exit poll,1.14726638793945,Daniel Inouye,Duke Aiona,Female,Asian,30-39,Republican,Conservative,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,Somewhat worried,Somewhat disapprove,Omit,No,McCain,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Omit,Worried,Disapprove,Republican,Republican Women,All others,Conservative Republicans,Asian,Omit,No,,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
920032.0,Hawaii,44.0,Call 3,Complete,Election day exit poll,2.00644040107727,Daniel Inouye,Duke Aiona,Female,White,45-49,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Omit,Omit,The economy,Somewhat worried,Somewhat approve,Neutral,Yes,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Disapprove,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
893532.0,Hawaii,10.0,Call 1,Complete,Election day exit poll,1.46060407161713,Daniel Inouye,Duke Aiona,Female,Asian,65 or over,Democrat,Moderate,"Under $30,000",No high school diploma,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Somewhat worried,Somewhat approve,Omit,Yes,Obama,Non black female,All other races,65+,60+,45+,60+,65+,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Asian,Omit,No,,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919896.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,1.55734705924988,Daniel Inouye,Duke Aiona,Male,White,65 or over,Democrat,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Not too worried,Somewhat disapprove,Somewhat support,Yes,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Not worried,Disapprove,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919976.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,1.18248021602631,Daniel Inouye,Duke Aiona,Male,Asian,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Somewhat approve,Neutral,Yes,McCain,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Not worried,Approve,Republican,Republican Men,All others,Conservative Republicans,Asian,Neutral,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919974.0,Hawaii,8.0,Call 3,Complete,Election day exit poll,1.18248021602631,Daniel Inouye,Duke Aiona,Male,Asian,50-59,Republican,Moderate,"$100,000-$199,999",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Somewhat support,No,Other,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,High school graduate or less,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Moderate/Liberal Republicans,Asian,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
893469.0,Hawaii,10.0,Call 1,Complete,Election day exit poll,1.16638743877411,Daniel Inouye,Duke Aiona,Female,Other,40-44,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Government should do more to solve problems,Repeal it,The economy,Very worried,Strongly disapprove,Neutral,No,McCain,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Native Hawaiian,Neutral,No,Non-Tea Party supporters and Independents/Something else,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919924.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,1.20218825340271,Daniel Inouye,Duke Aiona,Male,Hispanic,40-44,Republican,Conservative,"$100,000-$199,999",Postgraduate study,Yes,Government should do more to solve problems,Expand it,The economy,Not at all worried,Strongly approve,Strongly support,No,Obama,Non black male,Latino men,30-44,30-59,18-44,30-44,40-49,Latino 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Not worried,Approve,Republican,Republican Men,All others,Conservative Republicans,Native Hawaiian,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919921.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,1.16638743877411,Daniel Inouye,Duke Aiona,Female,Other,45-49,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Government should do more to solve problems,Expand it,Health care,Very worried,Somewhat approve,Somewhat support,No,Obama,Non black female,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Native Hawaiian,Support,No,Tea Party supporters,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919913.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,1.16638743877411,Daniel Inouye,Duke Aiona,Female,Asian,50-59,,,,Some college/assoc. degree,No,Government should do more to solve problems,Omit,The economy,Omit,Somewhat disapprove,Omit,,Omit,Non black female,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,The economy,Omit,Disapprove,,,,,Asian,Omit,,,Omit,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
914977.0,Hawaii,13.0,Call 2,Complete,Election day exit poll,0.988099932670593,Daniel Inouye,Duke Aiona,Male,Hispanic,50-59,Democrat,Moderate,"Under $30,000",No high school diploma,Yes,,,Health care,,,,,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Something else,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Hispanic/Latino,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
915500.0,Hawaii,13.0,Call 2,Complete,Election day exit poll,0.988099932670593,Daniel Inouye,Duke Aiona,Male,Hispanic,50-59,Republican,Moderate,,High school graduate,Yes,,Repeal it,,,,Neutral,,Obama,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,Republican,Republican Men,All others,Moderate/Liberal Republicans,Other,Neutral,,Non-Tea Party supporters and Republicans,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
915184.0,Hawaii,13.0,Call 2,Complete,Election day exit poll,1.23734426498413,Daniel Inouye,Duke Aiona,Male,Other,60-64,Something else,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,The economy,,,,,,Non black male,All other races,45-65,60+,45+,60+,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,,,Independent/Something else,Independent Men,All others,Independents/Something else,Native Hawaiian,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
915571.0,Hawaii,13.0,Call 2,Complete,Election day exit poll,1.20049655437469,Daniel Inouye,Duke Aiona,Female,Asian,60-64,Independent,Conservative,,Some college/assoc. degree,No,,Expand it,,,,Neutral,,Obama,Non black female,All other races,45-65,60+,45+,60+,50-64,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Asian,Neutral,,Non-Tea Party supporters and Independents/Something else,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
912175.0,Hawaii,24.0,Call 2,Complete,Election day exit poll,0.958878636360168,Cam Cavasso,Duke Aiona,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,No,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919890.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.988310217857361,Cam Cavasso,Duke Aiona,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,Yes,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919871.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.920711219310761,Cam Cavasso,Duke Aiona,Male,White,18-24,Republican,Conservative,"Under $30,000",High school graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Somewhat disapprove,Somewhat support,No,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Yes,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919869.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.1434531211853,Cam Cavasso,Duke Aiona,Male,,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,Strongly support,No,Obama,,,65+,60+,45+,60+,65+,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,,Independents/Something else,,Support,,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919861.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.958878636360168,Cam Cavasso,Duke Aiona,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Somewhat support,No,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
911209.0,Hawaii,24.0,Call 2,Complete,Election day exit poll,0.988310217857361,Cam Cavasso,Duke Aiona,Male,Hispanic,45-49,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,Yes,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Somewhat support,No,McCain,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Hispanic/Latino,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
919846.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,1.93038487434387,Cam Cavasso,Duke Aiona,Male,Other,30-39,Something else,Conservative,"$30,000-$49,999",Postgraduate study,No,Government should do more to solve problems,Expand it,Health care,Not at all worried,Somewhat approve,Omit,Yes,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Something else,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Native Hawaiian,Omit,No,,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919843.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.750929832458496,Cam Cavasso,Duke Aiona,Female,White,18-24,Republican,Moderate,"Under $30,000",College graduate,No,Government should do more to solve problems,Leave it as is,The economy,Not too worried,Strongly disapprove,Somewhat oppose,No,McCain,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,The economy,Not worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Oppose,No,Non-Tea Party supporters and Republicans,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919828.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.988310217857361,Cam Cavasso,Duke Aiona,Male,Other,50-59,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Somewhat support,No,Other,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,Other,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
894444.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,1.17674160003662,Cam Cavasso,Duke Aiona,Male,White,65 or over,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Not too worried,Somewhat disapprove,Somewhat support,No,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,Not worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
919808.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.988310217857361,Cam Cavasso,Duke Aiona,Male,Hispanic,50-59,Democrat,Conservative,"$200,000 or more",Some college/assoc. degree,Yes,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Not too worried,Strongly disapprove,Strongly support,No,Other,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Something else,Not worried,Disapprove,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
913176.0,Hawaii,43.0,Call 2,Complete,Election day exit poll,0.939704775810242,Cam Cavasso,Duke Aiona,Male,Hispanic,40-44,Republican,Conservative,"Under $30,000",Postgraduate study,Yes,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,Yes,McCain,Non black male,Latino men,30-44,30-59,18-44,30-44,40-49,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,White,Support,No,Tea Party supporters,Disapprove,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
919791.0,Hawaii,22.0,Call 3,Complete,Election day exit poll,1.2639764547348,Cam Cavasso,Duke Aiona,Female,Asian,40-44,Republican,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,No,McCain,Non black female,All other races,30-44,30-59,18-44,30-44,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Women,All others,Conservative Republicans,Asian,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96797.0
894026.0,Hawaii,44.0,Call 1,Complete,Election day exit poll,1.15665686130524,Cam Cavasso,Duke Aiona,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Somewhat support,No,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Downscale,96714.0
894398.0,Hawaii,10.0,Call 1,Complete,Election day exit poll,0.955366492271423,Cam Cavasso,Duke Aiona,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat disapprove,Somewhat support,Yes,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,Yes,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
894397.0,Hawaii,10.0,Call 1,Complete,Election day exit poll,0.955366492271423,Cam Cavasso,Duke Aiona,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat disapprove,Somewhat support,Yes,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,Yes,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
913355.0,Hawaii,43.0,Call 2,Complete,Election day exit poll,0.939704775810242,Cam Cavasso,Duke Aiona,Male,Hispanic,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,Yes,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Somewhat worried,Strongly disapprove,Strongly support,No,McCain,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Worried,Disapprove,Republican,Republican Men,All others,Conservative Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
894563.0,Hawaii,43.0,Call 1,Complete,Election day exit poll,0.939704775810242,Cam Cavasso,Duke Aiona,Male,Other,45-49,Independent,Conservative,"$200,000 or more",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,Very worried,Strongly disapprove,Somewhat support,No,McCain,Non black male,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Something else,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Support,No,Tea Party supporters,Approve,State questionnaire,Suburbs,Suburbs,2.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96734.0
919642.0,Hawaii,53.0,Call 3,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,White,40-44,Independent,Liberal,"$100,000-$199,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Not too worried,Somewhat disapprove,Strongly oppose,No,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919627.0,Hawaii,53.0,Call 3,Complete,Election day exit poll,0.911469221115112,Cam Cavasso,Duke Aiona,Male,Other,50-59,Independent,Conservative,"$75,000-$99,999",College graduate,No,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Strongly support,No,McCain,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Disapprove,Independent/Something else,Independent Men,All others,Independents/Something else,Native Hawaiian,Support,No,Tea Party supporters,Omit,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
