ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIA10,GOVIA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,TEAPARTY,TRACK,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,WHTEVANG,XTEAPARTYID,CELLPHONE,LANDPHONE,RCAUC2012,SAMESEXM,CELLULAR,REP2012C,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
917600.0, Iowa,59.0,Call 3,Complete,Election day exit poll,0.828682541847229,Chuck Grassley,Terry Branstad,Female,White,40-44,Republican,Moderate,,College graduate,No,No,No,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Someone else,Yes,Both regular land-line and cell phone service,Someone else,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
916880.0, Iowa,49.0,Call 3,Complete,Election day exit poll,0.815947353839874,Chuck Grassley,Terry Branstad,Male,White,18-24,Republican,Conservative,,College graduate,No,No,No,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Men without children,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,Yes,Yes,Mitt Romney,Yes,Both regular land-line and cell phone service,Mitt Romney,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
897340.0, Iowa,108.0,Call 2,Complete,Election day exit poll,0.850752651691437,Chuck Grassley,Terry Branstad,Male,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,No,No,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Omit,Yes,Both regular land-line and cell phone service,Omit,,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale
896955.0, Iowa,75.0,Call 2,Complete,Election day exit poll,0.915096461772919,Chuck Grassley,Terry Branstad,Male,White,60-64,Republican,Conservative,,College graduate,No,Yes,No,Unfavorable,Favorable,,,About the same,Barack Obama was not a factor,Angry,,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,Yes,Yes,Mike Huckabee,Yes,Both regular land-line and cell phone service,Mike Huckabee,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale
916388.0, Iowa,70.0,Call 3,Complete,Election day exit poll,1.21507203578949,Chuck Grassley,Terry Branstad,Male,White,50-59,Republican,Conservative,,College graduate,No,No,No,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,Yes,Yes,Mitt Romney,Yes,Both regular land-line and cell phone service,Mitt Romney,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
916371.0, Iowa,49.0,Call 3,Complete,Election day exit poll,0.759625673294067,Chuck Grassley,Terry Branstad,Female,White,50-59,Republican,Moderate,,College graduate,No,Yes,Yes,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,White Born-again/Evangelical Christians,,Yes,Yes,Mitt Romney,Yes,Both regular land-line and cell phone service,Mitt Romney,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
896446.0, Iowa,29.0,Call 2,Complete,Election day exit poll,0.663752436637878,Chuck Grassley,Terry Branstad,Female,White,50-59,Republican,Conservative,,College graduate,No,No,Yes,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,All others,,Yes,Yes,Mike Huckabee,Yes,Both regular land-line and cell phone service,Mike Huckabee,,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale
917943.0, Iowa,106.0,Call 3,Complete,Election day exit poll,1.00718891620636,Chuck Grassley,Terry Branstad,Female,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,No,No,Unfavorable,Favorable,,,Worse,Barack Obama was not a factor,Angry,,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Yes,Yes,Mitt Romney,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale
898132.0, Iowa,55.0,Call 2,Complete,Election day exit poll,0.800618708133698,Chuck Grassley,Terry Branstad,Female,White,65 or over,Republican,Moderate,,Postgraduate study,No,No,Yes,Unfavorable,Favorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Someone else,Yes,Both regular land-line and cell phone service,Someone else,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale
881094.0, Iowa,108.0,Call 1,Complete,Election day exit poll,0.781515002250671,Chuck Grassley,Terry Branstad,Female,White,40-44,Republican,Conservative,,College graduate,No,No,Yes,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,All others,,Yes,Yes,Mitt Romney,Yes,Both regular land-line and cell phone service,Mitt Romney,,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale
916822.0, Iowa,75.0,Call 3,Complete,Election day exit poll,0.373829871416092,Chuck Grassley,Other,Female,White,25-29,Republican,Moderate,,College graduate,No,No,No,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,No,Someone else,Yes,Only cell phone service,Someone else,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale
897020.0, Iowa,70.0,Call 2,Complete,Election day exit poll,0.921943306922913,Chuck Grassley,Other,Female,White,25-29,Republican,Moderate,,College graduate,No,No,No,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Omit,,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Omit,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,No,Mike Huckabee,Yes,Only cell phone service,Mike Huckabee,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
878606.0, Iowa,1.0,Call 1,Complete,Election day exit poll,0.719285249710083,Chuck Grassley,Chet Culver,Male,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,No,No,Unfavorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,All others,,Yes,No,Sarah Palin,Yes,Only cell phone service,Non-Republicans,,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
878802.0, Iowa,26.0,Call 1,Complete,Election day exit poll,0.722557008266449,Chuck Grassley,Terry Branstad,Male,White,45-49,Republican,Conservative,,High school graduate,No,No,Yes,Unfavorable,Unfavorable,,,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Dads - Men with children,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,,Yes,Mike Huckabee,Yes,Omit,Mike Huckabee,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
864405.0, Iowa,50004.0,,Complete,Telephone survey,2.65800070762634,Chuck Grassley,Terry Branstad,Male,White,50-59,Independent,,,Postgraduate study,No,No,No,Unfavorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,All others,,Yes,Yes,Mike Huckabee,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Upscale
878633.0, Iowa,75.0,Call 1,Complete,Election day exit poll,0.58013790845871,Chuck Grassley,Terry Branstad,Male,Black,50-59,Independent,Moderate,,High school graduate,No,Yes,No,Unfavorable,Unfavorable,,,About the same,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,Men without children,Negative,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,All others,,Yes,Yes,Mike Huckabee,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale
864593.0, Iowa,50014.0,,Complete,Telephone survey,2.3697292804718,Chuck Grassley,Terry Branstad,Male,White,50-59,Independent,Moderate,,College graduate,No,,No,Unfavorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,All others,,Yes,Yes,Mitt Romney,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
864416.0, Iowa,50014.0,,Complete,Telephone survey,0.832533717155457,Chuck Grassley,,Female,White,65 or over,Something else,Liberal,,Postgraduate study,No,No,No,Omit,Omit,,,Better,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,No,Yes,Omit,Yes,Only regular land-line phone service,Omit,,State questionnaire,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale
896704.0, Iowa,70.0,Call 2,Complete,Election day exit poll,1.1161847114563,Chuck Grassley,Terry Branstad,Female,White,30-39,Independent,Conservative,,College graduate,No,Yes,Yes,Omit,Omit,,,About the same,To express opposition to Barack Obama,Angry,,,,,,Reducing the budget deficit,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,White Born-again/Evangelical Christians,,Yes,No,Someone else,Yes,Only cell phone service,Non-Republicans,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
864659.0, Iowa,,,Complete,Telephone survey,1.29142487049103,Chuck Grassley,Terry Branstad,Female,Hispanic,50-59,Independent,Conservative,,High school graduate,Yes,No,No,Omit,Omit,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Reducing the budget deficit,,,McCain,,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,Women without children,Negative,,,,Independent/Something else,Independent Women,All others,Independents/Something else,White,,,,All others,,No,Yes,Omit,Yes,Only regular land-line phone service,Omit,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,4.0,Midwest,Version 2,Low Density Rural,Urban,Urban Core,Upscale
864532.0, Iowa,50005.0,,Complete,Telephone survey,1.36972618103027,Chuck Grassley,Terry Branstad,Male,White,65 or over,Republican,Conservative,,High school graduate,No,Yes,No,Unfavorable,Favorable,,,About the same,To express opposition to Barack Obama,Enthusiastic,,,,,,Spending to create jobs,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Men without children,Positive,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,White Born-again/Evangelical Christians,,No,Yes,Sarah Palin,Yes,Only regular land-line phone service,Sarah Palin,,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
917357.0, Iowa,59.0,Call 3,Complete,Election day exit poll,0.817682564258575,Chuck Grassley,Terry Branstad,Female,White,18-24,Republican,Moderate,,Some college/assoc. degree,No,No,No,Unfavorable,Favorable,,,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Sarah Palin,Yes,Both regular land-line and cell phone service,Sarah Palin,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Very upscale
864526.0, Iowa,50015.0,,Complete,Telephone survey,0.530739426612854,Chuck Grassley,Terry Branstad,Female,White,25-29,Republican,Conservative,,College graduate,No,,No,Unfavorable,Favorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,All others,,Yes,Yes,Sarah Palin,Yes,Both regular land-line and cell phone service,Sarah Palin,,State questionnaire,Rural,Small Cities/Rural,4.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
864675.0, Iowa,,,Complete,Telephone survey,1.85866987705231,Roxanne Conlin,,Male,White,65 or over,Democrat,Conservative,,High school graduate,No,Yes,No,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,Spending to create jobs,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Men without children,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,White Born-again/Evangelical Christians,,Yes,Yes,Someone else,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,4.0,Midwest,Version 2,Low Density Rural,Urban,Urban Core,Upscale
864403.0, Iowa,50005.0,,Complete,Telephone survey,0.608658015727997,Roxanne Conlin,Chet Culver,Female,White,65 or over,Democrat,,,No high school diploma,No,Yes,No,Favorable,Unfavorable,,,Omit,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,Negative,,,,Democrat,Democratic Women,White Democrats,,White,,,,White Born-again/Evangelical Christians,,No,Yes,Someone else,Yes,Only regular land-line phone service,Non-Republicans,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
864466.0, Iowa,50009.0,,Complete,Telephone survey,1.21979236602783,Roxanne Conlin,Chet Culver,Male,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,No,No,Favorable,Unfavorable,,,Better,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,Negative,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,All others,,Yes,Yes,Omit,Yes,Both regular land-line and cell phone service,Omit,,State questionnaire,Rural,Small Cities/Rural,3.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
864632.0, Iowa,,,Complete,Telephone survey,2.54890894889832,Chuck Grassley,Chet Culver,Female,White,30-39,Democrat,Conservative,,High school graduate,No,Yes,Yes,Favorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Moms - Women with children,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,White Born-again/Evangelical Christians,,Yes,Yes,Sarah Palin,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
898309.0, Iowa,36.0,Call 2,Complete,Election day exit poll,0.691943287849426,Chuck Grassley,Terry Branstad,Female,White,30-39,Democrat,Moderate,,Some college/assoc. degree,No,No,Yes,Favorable,Unfavorable,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Moms - Women with children,Negative,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,All others,,Yes,No,Mike Huckabee,Yes,Only cell phone service,Non-Republicans,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
864671.0, Iowa,50014.0,,Complete,Telephone survey,0.599633991718292,Chuck Grassley,,Female,White,25-29,Independent,,,Postgraduate study,No,No,No,Unfavorable,Unfavorable,,,About the same,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Yes,Yes,Someone else,Yes,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,Suburbs,Suburbs,4.0,3.0,Midwest,Version 2,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
878853.0, Iowa,36.0,Call 1,Complete,Election day exit poll,0.75324535369873,Chuck Grassley,Terry Branstad,Male,White,50-59,Republican,Conservative,,High school graduate,No,No,No,Unfavorable,Unfavorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,Spending to create jobs,,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Men without children,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,All others,,Yes,Yes,Newt Gingrich,Yes,Both regular land-line and cell phone service,Newt Gingrich,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale
864468.0, Iowa,50010.0,,Complete,Telephone survey,0.750086843967438,Chuck Grassley,Terry Branstad,Female,White,65 or over,Republican,Moderate,,Some college/assoc. degree,No,No,No,Omit,Omit,,,Worse,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,Spending to create jobs,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Someone else,Yes,Both regular land-line and cell phone service,Someone else,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,3.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Upscale
917046.0, Iowa,16.0,Call 3,Complete,Election day exit poll,0.663112282752991,Chuck Grassley,Terry Branstad,Female,White,50-59,,,,Some college/assoc. degree,No,,,Unfavorable,Favorable,,,Worse,Omit,Omit,,,,,,Omit,,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Omit,,,,,,,,White,,,,All others,,Yes,Yes,Omit,Yes,Both regular land-line and cell phone service,Omit,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
880941.0, Iowa,96.0,Call 1,Complete,Election day exit poll,0.346399754285812,Chuck Grassley,Terry Branstad,Female,White,30-39,Republican,Liberal,,College graduate,No,No,Yes,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,Omit,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Sarah Palin,Yes,Both regular land-line and cell phone service,Sarah Palin,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
880940.0, Iowa,96.0,Call 1,Complete,Election day exit poll,0.346399754285812,Chuck Grassley,Terry Branstad,Female,White,30-39,Republican,Liberal,,College graduate,No,No,Yes,Unfavorable,Favorable,,,Worse,To express opposition to Barack Obama,Angry,,,,,,Omit,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,All others,,Yes,Yes,Sarah Palin,Yes,Both regular land-line and cell phone service,Sarah Palin,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
864564.0, Iowa,50004.0,,Complete,Telephone survey,0.770888090133667,Chuck Grassley,Terry Branstad,Female,White,65 or over,Independent,Moderate,,College graduate,No,Yes,No,Unfavorable,Unfavorable,,,About the same,Omit,"Dissatisfied, but not angry",,,,,,Omit,,,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Women without children,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,White Born-again/Evangelical Christians,,Yes,Yes,Omit,Yes,Both regular land-line and cell phone service,Omit,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
916446.0, Iowa,10.0,Call 3,Complete,Election day exit poll,0.814200222492218,Chuck Grassley,Chet Culver,Female,White,40-44,Independent,Liberal,,Postgraduate study,No,No,Yes,Favorable,Favorable,,,Better,To express opposition to Barack Obama,"Satisfied, but not enthusiastic",,,,,,Cutting taxes,,,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,All others,,Yes,Yes,Sarah Palin,No,Both regular land-line and cell phone service,Non-Republicans,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale
