ID,WEIGHT,PRSFL20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENWINGEN,BIDENWINGENB,CALL,CDNUM,CHILD12,CLIMATECHANGE,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,CUBAN,CUBANPR4,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PUERTORICAN,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,REL5,RELIGN18,RELWHITE,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,TRUMPWINGEN20,TRUMPWINGEN20B,VERSION,VOTE2016,VOTEMETHOD
146338.0,0.3221142316,Joe Biden,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,Call 3,22.0,,Yes,,,,,No,"Yes, other Hispanic",Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,5.0,,,Omit,Yes,,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,No,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Catholic,Catholic,,Female,Latino women,Suburbs,Suburbs,English,Florida,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Other,Election day
146339.0,0.12767452008,Other,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Optimistic,Excited or optimistic,Call 3,16.0,No,,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,No,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,No,Yes,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,148.0,Moderate/Liberal Republicans,Liberal Independents,No,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Something else,Other,Something else,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Concerned,Concerned or scared,Version 2,,Election day
146342.0,0.30295148447,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,,,,Complete,Concerned,Concerned or scared,Call 3,17.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,No,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,,,,,,,Against his opponent,4.0,Joe Biden,Omit,,No,No,Not so good,Not so good or poor,No,Men without children,Republican,,,Republican men,Republican,,Moderate,30.0,Conservative Republicans,Mod./Liberal Republicans,No,,,,State questionnaire,,,,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,,Suburbs,Suburbs,English,Florida,,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Election day
146344.0,0.22006014582,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 3,19.0,,Yes,,,,,No,No,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Omit,Omit,About the same,,4.0,,,Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,36.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,None,None,None,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Election day
146347.0,0.41633245193,Donald Trump,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Concerned,Concerned or scared,Call 3,7.0,Yes,,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,No,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,No,No,Excellent,Excellent or good,No,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,107.0,Conservative Republicans,Mod./Liberal Republicans,No,,White,White,State questionnaire,White,White,White,The most important problem,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Excited,Excited or optimistic,Version 2,,Election day
146351.0,0.3067921119,Other,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 3,4.0,,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,No,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,1.0,,,,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Liberal,61.0,Moderate/Liberal Republicans,Liberal Independents,No,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,,,,Male,White men,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,Election day
146355.0,0.74819607396,Donald Trump,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,,Call 3,4.0,,,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,No,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,1.0,,,,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,97.0,Independent/Something else,Conservative Republicans,No,,Other,Asian,National questionnaire,Asian,Non-white,Asian,Not a problem at all,A minor problem or not a problem at all,South,,,,Male,All other races,Suburbs,Suburbs,English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,Election day
146357.0,0.41760626607,Donald Trump,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 3,13.0,,No,,,,,No,No,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,3.0,,,Crime and safety,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,125.0,Moderate/Liberal Republicans,Moderate Independents,No,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,No,Only Donald Trump does,Yes,In October,In the last month,Before that,,,,,Version 1,Donald Trump,Election day
146366.0,0.09732644063,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Optimistic,Excited or optimistic,Call 3,17.0,,,,,,,No,No,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,No,,Poor,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,140.0,Moderate/Liberal Republicans,Conservative Independents,No,,White,White,National questionnaire,White,White,White,,,South,,,,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Election day exit poll,,,,,,,,,Scared,Concerned or scared,Version 2,Donald Trump,Election day
146371.0,0.37038491386,Donald Trump,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Concerned,Concerned or scared,Call 3,3.0,No,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,No,No,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,No,No,Not so good,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,4.0,Independent/Something else,Conservative Republicans,No,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,Optimistic,Excited or optimistic,Version 2,,Election day
146375.0,0.38402474528,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Excited,Excited or optimistic,Call 3,15.0,No,,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Yes,"Yes, Cuban",Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,For your candidate,4.0,Joe Biden,Joe Biden,,Yes,No,Poor,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,137.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Election day
146376.0,0.21005741272,Joe Biden,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 3,16.0,,Yes,,,,,No,No,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,,4.0,,,Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,148.0,Liberal Democrats,Liberal Democrats,No,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Election day
146378.0,0.58591231703,Donald Trump,,,,,,,,,,Complete,,,Call 3,18.0,,Yes,,,,,No,"Yes, other Hispanic",Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Only Trump,Favorable,About the same,,2.0,,,Racial inequality,Yes,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,96.0,Independent/Something else,Conservative Republicans,No,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Female,Latino women,Suburbs,Suburbs,English,Florida,Other,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,,,Version 1,Donald Trump,Election day
146380.0,0.26404807656,Joe Biden,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Optimistic,Excited or optimistic,Call 3,22.0,No,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Against his opponent,5.0,Joe Biden,Joe Biden,,,Yes,Good,Excellent or good,Yes,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,12.0,Liberal Democrats,Liberal Democrats,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Catholic,Catholic,,Male,Latino men,Suburbs,Suburbs,,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Concerned,Concerned or scared,Version 2,,Election day
146383.0,0.86036604449,Joe Biden,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,,Call 3,25.0,,,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,No,No,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,4.0,,,,No,,,,,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,38.0,Conservative Republicans,Mod./Liberal Republicans,No,,Black,Black,National questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,,,,Male,Black men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,Version 3,,Election day
146390.0,0.29704778723,Donald Trump,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,,,Call 3,13.0,No,,,,Not very confident or not at all confident,Not very confident,No,No,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,3.0,,,,No,,,,No,Men without children,,,,,,,,125.0,,,No,,White,White,State questionnaire,White,White,White,,,South,,,,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,,,,,Version 2,,Election day
146391.0,0.31508612561,Joe Biden,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 3,17.0,,Yes,,,,,No,No,Election day,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,,4.0,,,Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,30.0,Liberal Democrats,Liberal Democrats,No,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Election day
146392.0,0.59402844397,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 3,12.0,,,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,No,No,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,3.0,,,,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,121.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,,,,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,Version 3,,Election day
146399.0,0.21313565652,Donald Trump,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Concerned,Concerned or scared,Call 3,7.0,Yes,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,No,"Yes, Puerto Rican",Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,Yes,No,Good,Excellent or good,No,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,107.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,None,None,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,Optimistic,Excited or optimistic,Version 2,,Election day
146400.0,0.5465974818,Donald Trump,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 3,4.0,,,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,No,No,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,1.0,,,,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,61.0,Independent/Something else,Conservative Republicans,No,,White,White,National questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,,,,Female,White women,"Cities over 500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,,Version 3,,Election day
146403.0,0.49359138276,Donald Trump,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 3,18.0,,No,,,,,No,No,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Better today,,2.0,,,The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,145.0,Moderate/Liberal Republicans,Moderate Independents,No,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,None,None,None,Male,White men,Suburbs,Suburbs,English,Florida,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,Didn't vote,Election day
146404.0,0.38879288154,Joe Biden,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Excited,Excited or optimistic,Call 3,19.0,No,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,No,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,Against his opponent,4.0,Joe Biden,Joe Biden,,No,No,Poor,Not so good or poor,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,36.0,Moderate/Liberal Republicans,Moderate Independents,No,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Scared,Concerned or scared,Version 2,,Election day
146405.0,0.42555060254,Donald Trump,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Concerned,Concerned or scared,Call 3,15.0,Yes,,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,No,"Yes, other Hispanic",Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,4.0,Donald Trump,Donald Trump,,Yes,No,Good,Excellent or good,Yes,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,137.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,South,Protestant/Other Non-Catholic Christian,Protestant,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Excited,Excited or optimistic,Version 2,,Election day
146413.0,0.34732027023,Donald Trump,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,,Call 3,17.0,Yes,No,,,,,No,"Yes, other Hispanic",Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,Worse today,,4.0,,,,Yes,No,,,,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,140.0,Conservative Republicans,Mod./Liberal Republicans,No,,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,Male,Latino men,Suburbs,Suburbs,Spanish,Florida,Other,Election day exit poll,No,Only Donald Trump does,Yes,In September,Before that,Before that,,,,,Version 4,,Election day
146414.0,0.3968224505,Joe Biden,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 3,22.0,,Yes,,,,,No,No,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Neither of them,Unfavorable,About the same,,5.0,,,Health care policy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,12.0,Moderate/Liberal Republicans,Moderate Independents,No,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Male,White men,Suburbs,Suburbs,English,Florida,White suburban men,Election day exit poll,Yes,Only Joe Biden does,No,In the last few days,In the last month,In the last week,,,,,Version 1,Hillary Clinton,Election day
146415.0,0.44179139198,Joe Biden,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Call 3,16.0,,Yes,,,,,No,No,Election day,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,Worse today,,4.0,,,Omit,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,148.0,Moderate/Liberal Republicans,Liberal Independents,No,Omit,White,White,State questionnaire,White,White,White,,,South,,,,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Election day
146416.0,0.43293260114,Donald Trump,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 3,3.0,,Yes,,,,,No,No,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,About the same,,1.0,,,The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,4.0,Independent/Something else,Conservative Republicans,No,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,Donald Trump,Election day
146431.0,0.15326959624,Joe Biden,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Optimistic,Excited or optimistic,Call 3,4.0,,,,,,,No,No,Election day,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,No,,Poor,Not so good or poor,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,97.0,Moderate/Liberal Republicans,Liberal Independents,No,,White,White,National questionnaire,White,White,White,,,South,,,,Female,White women,Suburbs,Suburbs,English,Florida,White suburban women,Election day exit poll,,,,,,,,,Scared,Concerned or scared,Version 2,Hillary Clinton,Election day
146435.0,0.6148832733,Joe Biden,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,,Call 3,18.0,,Yes,,,,,Yes,"Yes, Cuban",Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,,2.0,,,The economy,Yes,,,,,,Democrat,Non-black Democrat,Latino Democrat,,Democrat,Non-White Democrats,Conservative,96.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Is a strong leader,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Protestant/Other Non-Catholic Christian,Other Christian,,,,Suburbs,Suburbs,English,Florida,,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,,,Version 1,Hillary Clinton,Election day
146436.0,0.58489750055,Joe Biden,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Optimistic,Excited or optimistic,Call 3,22.0,Yes,,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,No,No,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,5.0,Joe Biden,Joe Biden,,No,No,Poor,Not so good or poor,No,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,12.0,Moderate/Liberal Republicans,Moderate Independents,No,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,South,None,None,,Male,Black men,Suburbs,Suburbs,English,Florida,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Concerned,Concerned or scared,Version 2,,Election day
146438.0,0.44532292954,Donald Trump,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 3,16.0,,Yes,,,,,No,No,Election day,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,About the same,,4.0,,,The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,148.0,Conservative Republicans,Mod./Liberal Republicans,No,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Catholic,Catholic,Catholic,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,,,Version 1,Donald Trump,Election day
