ExternalID,WEIGHT,PRSAZ20,SENAZ20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD
73667.0,0.49061992584,Donald Trump,Martha McSally,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Poor,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73666.0,1.87207156429,Donald Trump,Martha McSally,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,,,,Complete,,1.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,,,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,,,Excellent,Excellent or good,No,Republican,,,Republican women,Republican,,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,,,State questionnaire,,,,A minor problem,A minor problem or not a problem at all,West,Female,,Suburbs,Suburbs,,Arizona,,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73665.0,0.34097889349,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,1.0,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,Yes,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73664.0,1.35534236096,Donald Trump,Martha McSally,Legal,Legal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,1.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Neither of them,Unfavorable,About the same,Omit,2.0,Donald Trump,Donald Trump,Crime and safety,Yes,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Not a problem at all,A minor problem or not a problem at all,West,Male,Latino men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,Omit,Omit,Omit,Strongly or somewhat approve,Somewhat approve,Version 1,Election day
73662.0,1.05216350267,Donald Trump,Martha McSally,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,1.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73660.0,0.69394077433,Donald Trump,Martha McSally,Omit,Omit,65+,60+,65-74,45+,60+,65+,,,,Complete,,1.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",,,,,,Unfavorable,Omit,Omit,About the same,Against his opponent,2.0,Omit,Donald Trump,Omit,,,Not so good,Not so good or poor,No,Republican,,,Republican men,Republican,,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,,,State questionnaire,,,,Not a problem at all,A minor problem or not a problem at all,West,Male,,"Cities over 500,000","Cities over 50,000",,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73658.0,0.62857025892,Donald Trump,Martha McSally,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,About the same,Against his opponent,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Somewhat approve,Version 1,Election day
73657.0,1.75594390219,Donald Trump,Martha McSally,Illegal,Illegal in most cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,No,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73656.0,0.62857025892,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,3.0,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Racial inequality,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73655.0,1.08285158608,Donald Trump,Martha McSally,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,2.0,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,Yes,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73652.0,0.62857025892,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,Against his opponent,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73650.0,1.01572746491,Donald Trump,Martha McSally,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,2.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,Yes,Yes,Not so good,Not so good or poor,No,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73649.0,0.65467947795,Donald Trump,Martha McSally,Illegal,Illegal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not at all confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,About the same,For your candidate,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Poor,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73648.0,0.62857025892,Donald Trump,Martha McSally,Illegal,Illegal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,2.0,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73647.0,0.62857025892,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,Against his opponent,2.0,Joe Biden,Donald Trump,The economy,No,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73646.0,0.49061992584,Donald Trump,Martha McSally,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,About the same,For your candidate,2.0,Donald Trump,Donald Trump,The economy,No,No,Excellent,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,Omit,Omit,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73645.0,0.5895037823,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,3.0,Omit,Omit,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Worse today,Against his opponent,2.0,Donald Trump,Donald Trump,The economy,No,No,Poor,Not so good or poor,No,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73644.0,0.34097889349,Donald Trump,Martha McSally,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,2.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,Yes,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73642.0,0.52306161598,Donald Trump,Martha McSally,Illegal,Illegal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,2.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,Omit,2.0,Donald Trump,Donald Trump,The economy,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Omit,White,White,State questionnaire,White,White,White,Not a problem at all,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73640.0,0.65467947795,Donald Trump,Martha McSally,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,No,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Somewhat approve,Version 1,Early in-person
73639.0,0.62857025892,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,2.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73637.0,0.49860856458,Donald Trump,Martha McSally,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,2.0,Very well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Crime and safety,Yes,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Not a problem at all,A minor problem or not a problem at all,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73636.0,0.49061992584,Donald Trump,Martha McSally,Omit,Omit,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,3.0,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,About the same,For your candidate,2.0,Donald Trump,Donald Trump,The economy,No,No,Not so good,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,Not a problem at all,A minor problem or not a problem at all,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Omit,Omit,Omit,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73634.0,1.87207156429,Donald Trump,Martha McSally,Illegal,Illegal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,Against his opponent,2.0,Donald Trump,Donald Trump,Health care policy,No,No,Poor,Not so good or poor,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Early in-person
73632.0,1.29435594959,Donald Trump,Martha McSally,Illegal,Illegal in all cases,,,,,,,,,,Complete,,2.0,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Omit,No,No,Excellent,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,White,White,Not a problem at all,A minor problem or not a problem at all,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73629.0,1.05216350267,Donald Trump,Martha McSally,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,Crime and safety,No,No,Good,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73627.0,0.80850970691,Donald Trump,Martha McSally,Illegal,Illegal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,3.0,Very badly,Somewhat badly or very badly,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,Better today,For your candidate,2.0,Donald Trump,Donald Trump,The economy,No,No,Excellent,Excellent or good,No,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
73626.0,1.15017058449,Donald Trump,Martha McSally,Illegal,Illegal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,2.0,Somewhat well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Only Trump,Favorable,Better today,Against his opponent,2.0,Donald Trump,Donald Trump,The economy,No,No,Good,Excellent or good,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat approve,Strongly approve,Version 1,Election day
