id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
546115,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,27,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Omit,.765156388282776,Yes,White Born-again/Evangelical Christians
546116,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,27,Concerned,Concerned or scared,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,92,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.43081474304199,No,All others
546118,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 3,19,Scared,Concerned or scared,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,3, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,146,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Hurt the U.S. economy,.55037122964859,No,All others
546119,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,5,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism, , , , ,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,160,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural, , New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,1.23238325119019,Yes, 
546120,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 3,27,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,91,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.717916429042816,No,White Born-again/Evangelical Christians
546121,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Donald Trump, ,Call 3,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,1.07177102565765,Yes, 
546123,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,27,Scared,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.765156388282776,No,All others
546124,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,19, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,146,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,.649052739143372,No, 
546125,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,27,Concerned,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,160,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.21681654453278,No,All others
546126,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,92,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Not vote for him,Definitely vote for him, ,1.2300500869751,No, 
546128,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Donald Trump, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism, , ,No,No,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,.849143266677856,No, 
546129,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , , , , , , ,5,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,160,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,1.09688627719879,No, 
546130,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate,Non white college degree, ,4,With the most votes in the primaries,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Terrorism, , ,Yes,Yes,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,92,Can bring needed change,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,English, New York,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,1.09480965137482,No, 
546131,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,19, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Government spending, , ,No,No,Support,John Kasich, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, ,Conservative,Conservative,Somewhat conservative,146,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Probably vote for him,Definitely vote for him,Not vote for him, ,.683129251003265, , 
546132,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,27,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.765156388282776,Yes,All others
546134,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,27,Concerned,Concerned or scared,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,160,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.11049103736877,No,All others
546135,45-65,30-59,50-59,45+,50+,45-59,50-64, , , ,Complete,John Kasich, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate, , ,4,With the most votes in the primaries,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999", ,Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican, ,Republican,Republican Women, ,Conservative,Conservative,Very conservative,92,Tells it like it is, , ,State questionnaire, , , ,East,Female, ,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,1.0283317565918, , 
546137,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Donald Trump, ,Call 3,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,91,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Omit,Omit,Definitely vote for him, ,.75578248500824,Yes, 
546138,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,19,Concerned,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,146,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Omit,.586586534976959,No,All others
546139,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,27,Scared,Concerned or scared,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Scared,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,92,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.03995776176453,Yes,White Born-again/Evangelical Christians
546140,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,27,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Omit,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,160,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Omit,.726621866226196,Yes,White Born-again/Evangelical Christians
546141,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Donald Trump, ,Call 3,27, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Somewhat conservative,91,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,.75578248500824,No, 
546143,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Omit, ,Call 3,19, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,3,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Omit, , ,No,No,Oppose,John Kasich, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, ,Moderate/Liberal,Moderate,Moderate,146,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Omit,Definitely vote for him,Omit, ,.595226287841797, , 
546144,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Omit, ,Call 3,19, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,3,Omit,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Omit, , ,No,No,Oppose,John Kasich, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women, ,Moderate/Liberal,Moderate,Moderate,146,Shares my values,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Omit,Definitely vote for him,Omit, ,.595226287841797, , 
546145,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,27,Scared,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,92,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.10838866233826,No,All others
546146,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Donald Trump, ,Call 3,27, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,No,No,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,91,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.849143266677856,No, 
546147,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,John Kasich, ,Call 3,27, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,No,No,Oppose,John Kasich, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,160,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Probably vote for him,Definitely vote for him,Not vote for him, ,1.04177391529083,No, 
546149,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,27,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,92,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.10838866233826,No,All others
546150,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,27,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.83841747045517,No,All others
546151,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete, , ,Call 3,27, , , , , , , , , ,5, , , ,Offered a chance to apply for legal status, , , , , , , , , , ,No,No, ,John Kasich, ,45+,18-64, , , , , , , , ,160, ,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, , ,Version 1,Not vote for him,Probably vote for him,Probably vote for him, ,.907721698284149, , 
546152,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,27, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,92,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,1.2300500869751,No, 
546154,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 3,27,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,91,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.717916429042816,No,All others
546155,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 3,27,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,160,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.796193361282349,No,White Born-again/Evangelical Christians
