ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CLINTONLIB,ECONFAIR,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,MADPRS16,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,SANDERSLIB,SCOTUSDEM16,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC
400917.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,2.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,113.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.47486075758934,No
408765.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,8.0,Not liberal enough,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,No,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,33.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.876726984977722,Yes
400909.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,3.0,Too liberal,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Change to less liberal policies,Be from outside the political establishment,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,Moderate or conservative,Conservative,45.0,No,Can win in November,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.701315462589264,Yes
409388.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,4.0,Not liberal enough,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,,,,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,No,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,59.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.519466698169708,No
417485.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Income inequality,Bernie Sanders,No,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,109.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.458878248929977,No
401288.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,5.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,Yes,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,51.0,No,Has the right experience,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.36963891983032,No
416605.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,4.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,,Change to more liberal policies,Be from outside the political establishment,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,59.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,East,About right,Bernie Sanders,Female,Black women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.379079818725586,No
409381.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,8.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,3.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,No,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,33.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.874396681785584,No
408746.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 2,3.0,About right,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,64.0,No,Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East,About right,Bernie Sanders,Male,Latino men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Version 1,0.967317938804626,No
409370.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,3.0,Not liberal enough,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Health care,Bernie Sanders,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,Moderate or conservative,Moderate,45.0,No,Can win in November,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.73558247089386,Yes
417461.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,About right,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,Bernie Sanders,Yes,Omit,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.799776673316956,No
417458.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,Too liberal,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,No,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,109.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.457658559083939,No
400876.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,Not liberal enough,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,2.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Change to more liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,45.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.733627319335938,No
417448.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,Not liberal enough,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,Bernie Sanders,,Change to less liberal policies,Be from outside the political establishment,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,110.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,East,Too liberal,Bernie Sanders,Male,White men,,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.852587282657623,No
408719.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,8.0,Omit,Omit,,,,,3.0,Omit,Omit,Omit,,,,,,,,Omit,Omit,Omit,Health care,Bernie Sanders,Yes,Omit,Omit,45+,18-64,,,,,,Somewhat liberal,Liberal,Liberal,33.0,Omit,Omit,White,White,State questionnaire,White,White,East,Omit,Omit,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.779290199279785,
409346.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,8.0,Too liberal,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,Bernie Sanders,No,Change to more liberal policies,Be from outside the political establishment,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,33.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.874396681785584,No
401242.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,5.0,Not liberal enough,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Change to less liberal policies,Be from outside the political establishment,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,47.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.606360733509064,No
400848.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,Not liberal enough,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,Yes,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,94.0,Yes,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.475499153137207,No
417425.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,3.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Health care,Bernie Sanders,Yes,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.799776673316956,No
417424.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,Too liberal,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Change to more liberal policies,Be from outside the political establishment,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,109.0,Omit,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.458878248929977,No
408686.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,8.0,Too liberal,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,No,Change to less liberal policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,33.0,No,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.781367063522339,No
401213.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Generally continue Barack Obama's policies,Be from outside the political establishment,18-44,18-64,,,,,,Very liberal,Liberal,Liberal,45.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.733627319335938,No
400822.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,About right,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,Bernie Sanders,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.799776673316956,No
409301.0,,,,,,,,,,,Complete,Call 2,5.0,Omit,Is fair to most Americans,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Omit,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,,Omit,Have experience in politics,,,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,Moderate or conservative,Moderate,53.0,Yes,Has the right experience,Other,Asian,State questionnaire,Asian,Non-white,East,About right,Omit,Female,All other races,,Suburbs,Suburbs,Massachusetts,Election day exit poll,Omit,Omit,Omit,Omit,Version 1,1.45129942893982,No
400819.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,2.0,Not liberal enough,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,No,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,94.0,No,Honest and trustworthy,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.533530175685883,No
401196.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,47.0,Yes,Can win in November,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.54040801525116,No
417380.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,About right,Favors the wealthy,College graduate,College graduate,More than High school graduate,White college degree,2.0,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,,,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,Bernie Sanders,,Change to more liberal policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,46.0,Yes,Has the right experience,White,White,State questionnaire,White,White,East,About right,Bernie Sanders,Female,White women,,Suburbs,Suburbs,Massachusetts,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,0.799776673316956,No
401182.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,Call 1,6.0,,,,,,,2.0,,,,,,,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,,Bernie Sanders,Yes,Change to more liberal policies,Have experience in politics,45+,18-64,,,,,,,,,98.0,,,White,White,State questionnaire,White,White,East,,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,0.62955504655838,
417370.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,Call 3,8.0,,,,,,,1.0,,,,,,,,,,,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,,Bernie Sanders,Yes,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,18-64,,,,,,,,,84.0,,,White,White,State questionnaire,White,White,East,,Hillary Clinton,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.851781785488129,
417365.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,Not liberal enough,Favors the wealthy,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Health care,Bernie Sanders,,Change to more liberal policies,Be from outside the political establishment,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,109.0,No,Has the right experience,White,White,State questionnaire,White,White,East,Too liberal,Hillary Clinton,Male,White men,,Suburbs,Suburbs,Massachusetts,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,0.513512313365936,No
416489.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,2.0,About right,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,Bernie Sanders,Yes,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,44.0,No,Cares about people like me,White,White,State questionnaire,White,White,East,About right,Hillary Clinton,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.16588461399078,No
