id,backside,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mdrprs16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
582407,Complete,No,Call 2,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,115,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.843394041061401,Yes,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582408,Complete,Yes,Call 2,6,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,78,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.987337052822113,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582414,Complete,No,Call 2,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,115,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.843394041061401,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582423,Complete,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,115,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Probably vote for him,Probably vote for him,Hurt the U.S. economy,.843394041061401,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582430,Complete,Yes,Call 2,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,115,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.922630190849304,Yes,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582434,Complete,Yes,Call 2,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,115,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.922630190849304,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582437,Complete,Yes,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,115,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,.843394041061401,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582443,Complete,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,115,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.843394041061401,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
582447,Complete,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him,Omit,.922630190849304,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582450,Complete,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.843394041061401,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582456,Complete,No,Call 2,1,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,115,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Omit,.843394041061401,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582461,Complete,No,Call 2,5,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,111,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.03044295310974,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
582466,Complete,Yes,Call 2,1,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Donald Trump, , , , ,Moderate/Liberal,Moderate,Moderate,115,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.843394041061401,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582475,Not complete, ,Call 2,1, , , , ,For your candidate,1, , , , , , , , , , , ,Donald Trump, , , , , , , ,115, ,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him, ,.922630190849304, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
582478,Not complete, ,Call 2,1, , , , ,For your candidate,1, , , , , , , , , , , ,Donald Trump, , , , , , , ,115, ,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,.843394041061401, , ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
582490,Complete,Yes,Call 2,5,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,111,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,1.03044295310974,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582491,Complete,Yes,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Omit,.922630190849304,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
582500,Complete,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,115,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.922630190849304,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582501,Complete,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,115,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.922630190849304,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582529,Complete,Yes,Call 2,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,49,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.957513213157654,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582556,Complete,No,Call 2,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,49,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.957513213157654,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
582565,Complete,Yes,Call 2,8,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,49,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Omit,.957513213157654,Yes,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
582567,Complete,No,Call 2,5,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,111,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Not vote for him,Hurt the U.S. economy,1.12725222110748,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582571,Not complete, ,Call 2,3, , , , ,Against his opponents,1, , , , , , , , , , , ,Donald Trump, , , , , , , ,10, ,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.714282810688019, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
582577,Complete,No,Call 2,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.87528133392334,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582579,Complete, ,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Omit,Omit,Omit, , , , , , , ,Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men, , , ,10,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Omit,Probably vote for him,Omit,.714282810688019,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582582,Not complete, ,Call 2,8, , , , ,For your candidate,4, , , , , , , , , , , ,Donald Trump, , , , , , , ,49, ,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him, ,.87528133392334, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582600,Complete,No,Call 2,8,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,49,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.957513213157654,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
582603,Complete,No,Call 2,5,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Omit,Omit,Probably vote for him,Hurt the U.S. economy,3.15296792984009,Yes,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582610,Complete,Yes,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,10,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.652939677238464,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
582612,Complete,No,Call 2,5,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,46,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,3.15296792984009,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582619,Complete,No,Call 2,8,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,49,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,.957513213157654,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582625,Complete,No,Call 2,5,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,3.44918656349182,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
582642,Complete,No,Call 2,2,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Hurt the U.S. economy,1.66579461097717,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582645,Complete,Yes,Call 2,8,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Omit,.87528133392334,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582648,Complete,No,Call 2,2,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.66579461097717,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582666,Complete,Yes,Call 2,2,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,64,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him,Hurt the U.S. economy,1.66579461097717,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
582671,Complete,Yes,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,64,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs, Maryland,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,1.52273499965668,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
