id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,attend,attend2,backside,betrayed,brnagain,call,cdnum,cicrep16,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichho,morprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,version,votenovc,votenovk,votenovt,weight,whnclinc,whtevang
506177,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a month,Occasionally,Complete, ,No,Call 3,7, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Falling behind financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Yes,Donald Trump,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,16, ,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week,Yes,Donald Trump,Version 1, , , ,1.27558434009552,No,All others
506278,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete, ,No,Call 3,2, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Donald Trump,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,123, ,Tells it like it is,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Donald Trump,Version 1, , , ,.707023739814758,No,All others
506450,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,A few times a month,Occasionally,Complete, ,No,Call 3,2, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Yes,Donald Trump,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,123, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,Yes,Donald Trump,Version 1, , , ,1.03367388248444,No,All others
506629,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a month,Occasionally,Complete, ,No,Call 3,2, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Yes,Donald Trump,Support, ,45+,65+, , , , ,Conservative,Conservative,Somewhat conservative,110, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Donald Trump,Version 1, , , ,.596644043922424,Yes,All others
506672,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete, ,No,Call 3,2, ,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Yes,Donald Trump,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,114, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Donald Trump,Version 1, , , ,.582299172878265,No,All others
499705,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,Yes,Call 2,6, ,No, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,No,Ben Carson,Support, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,40, ,Tells it like it is,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,1.41430711746216,No,White Born-again/Evangelical Christians
492494,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,Yes,Call 1,7, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Yes,Ted Cruz,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Liberal,Liberal,155, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.783272445201874,No,White Born-again/Evangelical Christians
492698,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,Yes,Call 1,5, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,97, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week,Yes,Not Donald Trump,Version 1, , , ,1.27642142772675,No,White Born-again/Evangelical Christians
492889,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,No,Call 1,8, ,No, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Getting ahead financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,No,Ted Cruz,Support, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Somewhat conservative,67, ,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.930656552314758,No,All others
492908,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,8, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,67, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump,Version 1, , , ,1.07875561714172,No,All others
493415,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,No,Call 1,6, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Yes,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,19, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump,Version 1, , , ,.785151481628418,No,All others
493723,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,Yes,Call 1,1, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,No,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,88, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump,Version 1, , , ,.858204245567322,No,White Born-again/Evangelical Christians
493740,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,6, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Falling behind financially, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,No,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,19, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.845451772212982,No,All others
494005,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,7, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,65, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Not Donald Trump,Version 1, , , ,.722316086292267,No,All others
494187,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,Yes,Call 1,7, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Yes,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,16, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump,Version 1, , , ,.746303975582123,No,White Born-again/Evangelical Christians
494249,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete, ,No,Call 1,2, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,No,Ted Cruz,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,69, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump,Version 1, , , ,1.10503470897675,No,All others
494340,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete, ,No,Call 1,2, ,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Yes,Ted Cruz,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,71, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,1.01460444927216,Yes,All others
494399,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,6, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Support, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,48, ,Can win in November,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.511783480644226,No,All others
494521,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,Yes,Call 1,6, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Getting ahead financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,48, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump,Version 1, , , ,.511783480644226,No,White Born-again/Evangelical Christians
494524,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete, ,Yes,Call 1,2, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Yes,Ted Cruz,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,123, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,1.3965425491333,No,White Born-again/Evangelical Christians
494976,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete, ,Yes,Call 1,2, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Getting ahead financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Omit,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,123, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump,Version 1, , , ,.887093067169189,Yes,White Born-again/Evangelical Christians
495141,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,Yes,Call 1,5, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Getting ahead financially, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,44, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.541481018066406,No,White Born-again/Evangelical Christians
495601,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,2, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,110, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that,No,Not Donald Trump,Version 1, , , ,.599765479564667,No,All others
495697,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,2, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Getting ahead financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Yes,Ted Cruz,Oppose, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,110, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.645828008651733,No,All others
496332,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 1,3, ,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,No,Ted Cruz,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,103, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Female,White women,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.874708116054535,No,All others
496681,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete, ,No,Call 1,3, ,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Ted Cruz,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,103, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Not Donald Trump,Version 1, , , ,.941588997840881,No,All others
496903,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Not complete, , ,Call 1,1, , , , , , , , ,1,Holding steady financially, , , , ,Deported to the country they came from, , , , , , , , , ,Ted Cruz, , ,18-44,18-64, , , , , , , ,141, , ,White,White,State questionnaire,White,White, ,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Not Donald Trump,Version 1, , , ,.947208285331726, , 
499145,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete, ,No,Call 2,3, ,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Yes,Ted Cruz,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,103, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Sometime last week,Earlier than that,In the last month,This week,No,Not Donald Trump,Version 1, , , ,1.27882969379425,No,All others
499190,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete, ,No,Call 2,5, ,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Ted Cruz,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,76, ,Shares my values,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Suburbs,Suburbs,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that,No,Not Donald Trump,Version 1, , , ,1.14508247375488,No,All others
499348,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,A few times a year,Occasionally,Complete, ,Yes,Call 2,8, ,Yes, , ,High school or less,No college degree,High school graduate or less,Non white no college degree,5,Holding steady financially, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending,No,Ted Cruz,Support, ,45+,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,160, ,Shares my values,Black,Black,State questionnaire,Black,Non-white, ,Midwest,Male,Black men,Rural,Small Cities/Rural,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,1.7650580406189,No,All others
499368,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete, ,No,Call 2,7, ,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Yes,Ted Cruz,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,155, ,Can bring needed change,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,In the last few days,Last few days,In the last month,This week,No,Not Donald Trump,Version 1, , , ,.783272445201874,No,All others
499409,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Not complete, , ,Call 2,8, , , , , , , , ,5,Holding steady financially, , , , ,Offered a chance to apply for legal status, , , , , , , , , ,Ted Cruz, , ,45+,18-64, , , , , , , ,160, , ,White,White,State questionnaire,White,White, ,Midwest,Male,White men,Rural,Small Cities/Rural,Missouri,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump,Version 1, , , ,.697940468788147, , 
