id,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,varprs16,version,vetvoter,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
408414,Complete,No,Yes,Call 2,1,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,89,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.879534840583801, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
408447,Complete,No,Yes,Call 2,1,Marco Rubio,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,89,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,1.05433654785156, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
408451,Complete,Yes,Yes,Call 2,1,Donald Trump,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,74,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Omit,Donald Trump,Version 2,Yes,.572280168533325, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
408455,Not complete,Yes, ,Call 2,1, ,Somewhat worried,Worried, , , , ,2, , , , , , , , , , , , , ,Have experience in politics, , , , , , , ,68, ,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump, ,Ted Cruz,Version 2,No,.807797312736511, , ,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
408469,Complete,No,Yes,Call 2,1,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,89,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,No,.879534840583801, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
408485,Complete,No,No,Call 2,1,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,56,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,1.23053681850433, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408493,Complete,Yes,Yes,Call 2,1,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Donald Trump,Government spending, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,.97081333398819, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
408501,Complete,No,Yes,Call 2,1,Donald Trump,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,89,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,1.05433654785156, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
408520,Complete, ,Yes,Call 2,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit, , , , , , , , ,Government spending,Oppose, ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,56,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,1.33165562152863,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408528,Complete,Yes,No,Call 2,1,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Omit, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,74,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,Yes,.435280829668045, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
408534,Complete, ,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,89,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ben Carson,Version 1, ,.740513324737549,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
408543,Complete, ,Yes,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump, ,Donald Trump,Version 1, ,.953222036361694,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408551,Complete,No,Yes,Call 2,1,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,56,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,1.23053681850433, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
408567,Complete, ,Yes,Call 2,1, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,89,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.07452929019928,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408594,Complete, ,Yes,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Omit, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,56,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,1.88032913208008,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
408601,Complete, , ,Call 2,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Economy/Jobs,Support, ,Independent/Something else,Black Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,68,Shares my values,Black,Black,State questionnaire,Black,Non-white,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Male,Black men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Ted Cruz,Version 1, ,2.67044019699097,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
408602,Complete, ,No,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , , ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,89,Shares my values,Black,Black,State questionnaire,Black,Non-white,South,Satisfied,Satisfied,Satisfied,John Kasich,Female,Black women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,2.87202286720276,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
408611,Complete,No,No,Call 2,1,John Kasich,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Terrorism, ,Have experience in politics,Democrat,White Democrat,Democrat,Democratic Men,Moderate/Liberal,Moderate,Moderate,74,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,John Kasich,Version 2,Yes,.622949540615082, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408628,Complete,No,Yes,Call 2,1,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,89,Tells it like it is,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Female,Black women,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,No,2.91615962982178, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
408652,Complete, ,Yes,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Omit,Omit,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,Support, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.17826056480408,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408671,Complete,No,Yes,Call 2,1,Marco Rubio,Not at all worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,89,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,No,2.85445356369019, ,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
408695,Complete,Yes,Yes,Call 2,1,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,74,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,Yes,.435280829668045, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
408709,Complete, ,Yes,Call 2,1, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,89,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump, ,Donald Trump,Version 1, ,1.03523182868958,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
408710,Complete,Yes,No,Call 2,1,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2, , , , , , , , , , ,John Kasich,Immigration, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Can win in November,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,John Kasich,John Kasich,Version 2,Yes,2.68470883369446, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
408747,Complete,No,Yes,Call 2,1,Marco Rubio,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,89,Can win in November,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,Yes,2.91615962982178, ,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
408754,Complete, ,No,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs, Virginia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Ben Carson,Version 1, ,.681850790977478,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
408755,Complete,Yes,Yes,Call 2,1,Marco Rubio,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,74,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.481245219707489, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408784,Complete,No,Yes,Call 2,1,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,89,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Marco Rubio,Version 2,Yes,.801936686038971, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
408806,Complete, ,No,Call 2,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump, ,Ben Carson,Version 1, ,.681850790977478,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
408823,Complete,No,Yes,Call 2,1,Marco Rubio,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,74,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.477400064468384, ,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
408867,Complete,Yes,Yes,Call 2,1,Marco Rubio,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.738408327102661, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
408868,Complete,Yes,Yes,Call 2,1,Marco Rubio,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,68,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,No,.738408327102661, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
408897,Complete,Yes,No,Call 2,1,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,74,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Marco Rubio,Donald Trump,Version 2,No,.632711291313171, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
408992,Complete,Yes,Yes,Call 2,1,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,74,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Ted Cruz,Version 2,No,.474052667617798, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
409083,Complete,No,Yes,Call 2,1,Omit,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Omit,Economy/Jobs, ,Have experience in politics,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,74,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Ben Carson,Version 2,No,.399620234966278, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
409170,Complete,Yes,Yes,Call 2,1,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,74,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Marco Rubio,Version 2,Yes,.435280829668045, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
409179,Complete, , ,Call 2,8, , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status, , , , , , , , ,Government spending,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,5,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Female,White women, , ,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,John Kasich,Version 1, ,1.52277851104736, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409235,Complete,Yes,No,Call 2,1,Donald Trump,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Omit,Republican,All Republicans,Republican,Republican Men, , , ,74,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,Yes,.576889514923096, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409305,Complete,Yes,No,Call 2,8,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , , , , , , , ,Donald Trump,Immigration, ,Be from outside the political establishment,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Somewhat conservative,5,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll, , , , ,Donald Trump,Ted Cruz,Donald Trump,Version 2,Yes,2.77424335479736, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
409311,Complete,Yes,No,Call 2,1,John Kasich,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Government spending, ,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,74,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Virginia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,John Kasich,Version 2,Yes,.677769303321838, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
409372,Complete, ,No,Call 2,8, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,5,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, ,Marco Rubio,Version 1, ,2.07481503486633,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
