id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,issvqual,life,married,muslimba,nhrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,regnhrep,satcruz,satrubio,sattrump,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang
114675,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,Yes,Call 3,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, ,Yes,Support,Marco Rubio, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,60,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.803902685642242,No,White Born-again/Evangelical Christians
114676,45-65,30-59,45-49,45+,1,45-59,40-49, , , ,Complete,No, , , ,No,Call 3,2,I strongly favor my candidate,Jeb Bush,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate, ,4,Getting ahead financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999", ,Jeb Bush, , , , , ,Jeb Bush, ,45+,18-64,Republican, ,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,103,Yes, , , ,State questionnaire, , ,East,Registered as Republican, , , ,Female, , ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,2.16740274429321,No,All others
114683,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,One of several important factors,A factor,Important,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, , ,Oppose,Donald Trump, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,103,No,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,1.74657714366913,No,All others
114688,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete, ,One of several important factors,A factor,Important,Yes,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Economy/Jobs,My candidate's positions on the issues, ,Yes,Oppose,John Kasich, ,18-44,18-64,Democrat,Latino Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,103,No,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,East, , , , ,Female,Latino women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.14193487167358,No,All others
114692,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,The most important factor,A factor,Important,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, ,Yes,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,103,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,1.17440938949585,No,All others
114709,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , , ,No,Call 3,2,I like my candidate but with reservations,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,John Kasich, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.1744567155838,No,All others
114712,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes, , , , ,Call 3,2,I like my candidate but with reservations,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit, , , , , ,Chris Christie, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,73,Omit, ,White,White,State questionnaire,White,White,East,Omit, , , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.546142756938934,No,All others
114716,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, , , ,No,Call 3,2,I strongly favor my candidate,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Getting ahead financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Donald Trump, , , , , ,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,103,Omit, ,White,White,State questionnaire,White,White,East,Not registered, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Donald Trump,Version 3,1.01535761356354,No,All others
114722,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,One of several important factors,A factor,Important,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,My candidate's positions on the issues, ,Yes,Oppose,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,103,Yes,Tells it like it is,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Donald Trump,Version 1,1.17440938949585,No,All others
114727,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important, ,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , ,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,My candidate's leadership/personal qualities, ,No,Oppose,Chris Christie, ,18-44,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,73,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Omit,Omit,Omit,Omit,Not Donald Trump,Version 1,.617504298686981,Yes,All others
114729,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, ,Better than life today, , ,Chris Christie,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,103, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Omit,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.6030558347702,No,All others
114738,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,103, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.05991911888123,No,All others
114741,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,73, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Satisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 2,1.22419404983521,No,All others
114747,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs, ,About the same, , ,Chris Christie,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,73, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Dissatisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.879047691822052,Yes,All others
114748,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, , , ,No,Call 3,2,I like my candidate but with reservations,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",John Kasich, , , , , ,John Kasich, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,1.10802567005157,No,All others
114751,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Yes,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, ,Better than life today, , ,Marco Rubio,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,73, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Satisfied,Satisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,.593790113925934,No,White Born-again/Evangelical Christians
114754,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete, ,The most important factor,A factor,Important, ,Call 3,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,John Kasich, ,45+,18-64, , , , , , , ,73,Yes, ,White,White,State questionnaire,White,White,East, , , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.943139374256134, , 
114755,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No, , , ,No,Call 3,2,I like my candidate but with reservations,Chris Christie,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , ,Yes, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Jeb Bush, , , , , ,John Kasich, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,103,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not too or not at all worried, , , , ,Not Donald Trump,Version 3,1.05313301086426,No,All others
114758,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,The most important factor,A factor,Important,No,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,113,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,1.06116378307343,No,All others
114761,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,Yes,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,My candidate's leadership/personal qualities, ,Yes,Support,Carly Fiorina, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,73,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.571581721305847,No,White Born-again/Evangelical Christians
114762,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,Yes,Call 3,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,Ted Cruz,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,113, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Satisfied,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.746667683124542,No,White Born-again/Evangelical Christians
114763,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Omit,Omit,Omit,No,Call 3,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,My candidate's leadership/personal qualities, ,No,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,103,Yes,Can bring needed change,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,1.17440938949585,No,All others
114765,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , , , ,No,Call 3,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Terrorism, ,Better than life today, , ,Chris Christie,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,73, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Dissatisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.825505793094635,No,All others
114768,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, ,About the same, , ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,113, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,.783041834831238,No,All others
114771,18-29,18-29,25-29,18-44,1,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 3,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, ,Better than life today, , ,Carly Fiorina,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,64, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Satisfied,Dissatisfied,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 2,.897104501724243,No,All others
114772,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,A minor factor,A factor,Not important,Yes,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, , , , ,Deported to the country they came from, , , , , , , , ,Economy/Jobs,My candidate's leadership/personal qualities, ,Yes,Support,Ted Cruz, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,103,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.703413903713226,No,White Born-again/Evangelical Christians
114775,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,No,Call 3,2,I strongly favor my candidate,Marco Rubio,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , ,No, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Marco Rubio, , , , , ,Marco Rubio, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,113,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.640430569648743,No,All others
114778,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , , , ,No,Call 3,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, ,Angry,"Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism, ,Better than life today, , ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64, ,Tells it like it is,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Dissatisfied,Satisfied,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 2,.409927517175674,No,All others
114779,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Government spending, ,Worse than life today, , ,Chris Christie,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,103, ,Can win in November,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Satisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,1.43125653266907,No,All others
114780,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,The most important factor,A factor,Important,Yes,Call 3,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Immigration,My candidate's positions on the issues, ,Yes,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,39,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.794668436050415,No,White Born-again/Evangelical Christians
114782,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,The most important factor,A factor,Important,No,Call 3,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,3, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,My candidate's positions on the issues, ,Yes,Support,Jeb Bush, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Very conservative,113,Yes,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.29000270366669,Yes,All others
114785,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,Yes,Call 3,1,I like my candidate but with reservations,John Kasich,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Marco Rubio, , , , , ,John Kasich, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,64,No, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.86320960521698,No,White Born-again/Evangelical Christians
114786,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,No,Call 3,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism, ,Worse than life today, , ,Jeb Bush,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,103, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Dissatisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,1.24096930027008,No,All others
